Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,loc_ID,Longitude,Latitude,Match Score
BestCare,Treatment Services,,125 SW C Street,,,Madras,OR,97741,(541)475-6575,,MHSAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/AH/SP/CO/CJ/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/,4431OR97741,-121.13167002849823,44.63461249351248,100.0
Yamhill County,Chemical Dependency Program,,627 North Evans Street,,,McMinnville,OR,97128,(503)434-7527 Intake: (503)434-7523,,SAF/SA/HH/OP/OIT/ORT/SF/MD/SI/PI/SS/PA/AH/SP/CO/DU/CJ/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/,6087OR97128,-123.19447224177168,45.21265845988535,93.93
Yamhill County,Family and Youth Programs,,420 East 5th Street,,,McMinnville,OR,97128,(503)434-7462,,MHSAF/SA/OP/ORT/SF/MD/SI/PI/MI/SS/PA/SP/CJ/AD/CHLD/FEM/MALE/,9035OR97128,-123.11332294824913,45.24532144003276,97.16
Addictions Recovery Center Inc,,,1003 West Main Street,,,Medford,OR,97501,(541)779-1282x126 Intake: (541)779-1282,,SAF/SA/DT/HH/RES/RS/RL/RD/CT/SF/MD/PI/ATR/SS/PA/AH/DU/WN/MN/TRMA/DV/YAD/ADLT/FEM/MALE/,4247OR97501,-122.88262202538671,42.32368247691706,100.0
Allied Health Services,,,777 Murphy Road,,,Medford,OR,97504,(541)772-2763,,SAF/SA/MM/BU/VTRL/OP/OMB/OIT/ORT/CT/SF/SI/PI/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,1832OR97504,-122.82881959473184,42.31495276666942,100.0
Ontrack Inc,,,221 West Main Street,,,Medford,OR,97501,(541)772-1777,,SAF/SA/OP/ODT/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/ATR/SS/PA/AH/SP/CO/DU/PW/TRMA/DV/YAD/ADLT/FEM/MALE/,6535OR97501,-122.87547896750056,42.32482564278168,100.0
Ontrack Inc,DADS Program,,515 Franquette Avenue,,,Medford,OR,97504,(541)779-2003,,SAF/SA/OP/RES/RS/RL/ODT/OIT/ORT/SF/MD/SI/PI/MI/SS/PA/AH/BC/CHLD/YAD/ADLT/MALE/,9807OR97504,-122.86591387487287,42.32281616531447,91.9
Ontrack Inc,Home Program,,3397 Delta Waters Road,,,Medford,OR,97501,(541)772-4648,,SAF/SA/OP/RES/RL/OIT/ORT/SF/MD/SI/PI/MI/ATR/SS/PA/AH/BC/CHLD/YAD/ADLT/FEM/,0943OR97501,-122.82847099137888,42.36021747456879,98.48
William H Moore Center,,,338 North Front Street,,,Medford,OR,97501,(541)779-1282,,HH/,2075OR97501,-122.87589118949872,42.32911763821225,100.0
Umatilla County Human Services,,,707 East Broadway Avenue,,,Milton Freewater,OR,97862,(541)938-3988 Intake: (888)468-3844,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/ATR/SS/PA/AH/SP/CO/DU/CHLD/ADLT/FEM/MALE/,7376OR97862,-118.38857352658577,45.937367447622826,100.0
Office of Mental Health and Addictions,,,110 North Monmouth Street,,,Monmouth,OR,97361,(503)363-6103 Intake: (503)930-6744,,SAF/SA/BU/OP/OMB/ODT/OIT/ORT/CT/SF/MC/SI/PI/MI/IHS/ATR/SS/AH/SP/FX/CO/DU/GL/VET/ADM/CJ/SE/AD/PW/WN/MN/DV/CHLD/ADLT/FEM/MALE/F81/,3375OR97361,-123.23784406447685,44.84858047908576,97.95
First Step Adolescent Center,,,120 North Everest Road,Suite A,,Newberg,OR,97132,(503)538-7647,,SAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/SS/AD/CHLD/ADLT/FEM/MALE/,3291OR97132,-122.96072262403787,45.30136010284024,100.0
Hazelden Springbrook,,,1901 Esther Street,,,Newberg,OR,97132,(503)537-7000x0 Intake: (866)866-4662,,SAF/SA/DT/BU/NXN/VTRL/RES/RS/RL/RD/CT/SF/PI/AH/CO/GL/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,9471OR97132,-122.95854656163559,45.31352703706997,99.55
Lincoln County Health and Human Servs,Addictions Recovery Program,,36 SW Nye Street,,,Newport,OR,97365,(541)265-4179,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/MI/SS/CO/AD/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/,6861OR97365,-124.05567859488345,44.636129659896774,100.0
ADAPT North Bend,,,400 Virginia Street,Suite 201,,North Bend,OR,97459,(541)751-0357,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/SS/AH/CO/DU/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,7386OR97459,-124.22146559889495,43.406640041343266,98.04
Lifeways Inc,,,702 Sunset Drive,,,Ontario,OR,97914,(541)889-9167 Intake: (541)889-9168,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/SP/CO/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,0754OR97914,-116.98803176963129,44.0220000194488,100.0
Lifeways Recovery Center,Drug and Alcohol Treatment Center,,686 NW 9th Street,,,Ontario,OR,97914,(541)889-2490x28 Intakes: (541)889-2490x16 (541)889-8258x16,,SAF/SA/DT/HH/RES/RS/RL/RD/SF/MD/SI/PI/MI/PA/SP/CO/PW/WN/MN/YAD/ADLT/FEM/MALE/,4052OR97914,-116.9730118182362,44.0344494506877,100.0
Clackamas Health Centers,Hilltop Behavioral Health Center,,998 Library Court,,,Oregon City,OR,97045,(503)655-8401,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/AH/SP/CO/DU/CJ/AD/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/,5481OR97045,-122.60066100517321,45.334602452504654,100.0
Northwest Treatment LLC,,,511 Main Street,Suite 201,,Oregon City,OR,97045,(503)655-1029,,SAF/SA/OP/OIT/ORT/SF/SI/PI/AH/DU/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,0935OR97045,-122.60977322357238,45.35694969601792,100.0
Center for Women and the Family,,,17 SW Frazer Avenue,Suite 282,,Pendleton,OR,97801,(541)278-3377,,GHF/SA/NXN/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/ATR/SS/PA/CHLD/ADLT/FEM/MALE/,4519OR97801,-118.78606967084869,45.66998489662015,100.0
Eastern Oregon Alcoholism Foundation,,,216 SW Hailey Avenue,,,Pendleton,OR,97801,(541)276-3518x201 Intakes: (541)276-6482 (541)276-3518x200 (541)276-3518,,SAF/SA/HH/OP/RES/RS/RL/ODT/OIT/ORT/SF/MD/SI/PI/IHS/ATR/SS/CO/PW/WN/MN/TRMA/BC/XA/DV/YAD/ADLT/FEM/MALE/,5669OR97801,-118.78696127738195,45.66668318848433,100.0
Eastern Oregon Detoxification Center,,,4708 NW Pioneer Place,,,Pendleton,OR,97801,(541)278-2558 Intake: (541)215-1558,,SAF/DT/RES/RD/HID/SF/MD/PI/SS/PA/CO/VET/CJ/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,3821OR97801,-118.84894842632696,45.6742276823767,100.0
Homestead Youth and Family Services,,,816 SE 15th Street,,,Pendleton,OR,97801,(541)276-5433,,MHF/SA/OP/OIT/ORT/MD/SI/CO/CJ/AD/TRMA/XA/CHLD/ADLT/MALE/,6041OR97801,-118.77039263825615,45.67281553775234,100.0
OSOA Therapy,,,114 SE 1st Street,,,Pendleton,OR,97801,(541)429-9000 Intake: (855)748-3767,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/ATR/PA/CO/DU/GL/VET/ADM/MF/CJ/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,5869OR97801,-118.7869441427194,45.67374484798271,100.0
TM Counseling and Consulting,,,920 SW Frazer Street,Suite 219,,Pendleton,OR,97801,(541)276-1022,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/MI/IHS/AH/DU/WN/MN/CHLD/ADLT/FEM/MALE/,6341OR97801,-118.79438186008215,45.666863106035954,98.06
Umatilla County Community Corrections,Treatment Services,,4705 NW Pioneer Place,,,Pendleton,OR,97801,(541)276-7824x223 Intake: (541)276-7824,,SAF/SA/OP/OIT/ORT/SF/PA/CJ/WN/MN/YAD/ADLT/FEM/MALE/,8251OR97801,-118.84918567034813,45.67421888154051,100.0
Umatilla County Human Services,,,109 SW Court,,,Pendleton,OR,97801,(541)278-6330 Intake: (888)468-3844,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/ATR/SS/PA/AH/SP/CO/DU/AD/CHLD/ADLT/FEM/MALE/,4784OR97801,-118.7890882691318,45.672226937335175,98.84
Yellow Hawk Tribal Health Center,Behavioral Health Program,,73265 Confederated Way,P.O. Box 160,,Pendleton,OR,97801,(541)278-7528 Intakes: (541)278-7528x0 (541)966-9830,,MHSAF/SA/DT/OP/OD/OIT/ORT/CT/SF/MD/MC/SI/PI/IHS/PA/AH/DU/CJ/AD/WN/MN/ADLT/FEM/MALE/,6382OR97801,-118.66226787268772,45.66373941283523,100.0
Phoenix Counseling Center Inc,,,149 South Main Street,P.O. Box 1257,,Phoenix,OR,97535,(541)535-4133,,MHSAF/SA/OP/OIT/ORT/SF/MD/PI/SS/PA/AH/SP/CO/DU/GL/CJ/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/,0514OR97535,-122.81363963280504,42.27224026446804,100.0
Acadia Northwest,,,10101 SW Barbur Boulevard,Suite 101,,Portland,OR,97219,(503)245-6262,,SAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/AH/DU/AD/WN/MN/CHLD/ADLT/FEM/MALE/,2602OR97219,-122.7241833520701,45.45239405029115,100.0
Acadia Northwest,,,8202 North Denver Street,,,Portland,OR,97217,(503)285-3200 Intake: (503)245-6262,,SAF/SA/OP/ODT/OIT/ORT/SF/PI/MI/DU/CJ/SE/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,0143OR97217,-122.68684256015655,45.582548997170534,98.06
Advance Treatment Center LLC,,,18210 East Burnside Street,Suite A,,Portland,OR,97233,(503)766-2582 Intake: (503)334-8544,,SAF/SA/OP/OIT/ORT/CT/SF/MD/SS/PA/SP/DU/SE/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,9857OR97233,-122.47564533840664,45.52177902568209,100.0
Allied Health Services East,,,6601 NE 78th Court,Suite A-3,,Portland,OR,97218,(503)252-3949 Intake: (866)762-3766,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/VTRL/OTPA/OP/OD/OMB/ORT/SF/MD/SI/PI/AH/YAD/ADLT/FEM/MALE/,3549OR97218,-122.58185654067543,45.57016712407129,100.0
CODA Inc,Gresham Recovery Center,,1427 SE 182nd Avenue,,,Portland,OR,97233,(503)761-6006 Intake: (503)465-9795,,SAF/SA/BU/VTRL/OP/RES/RL/OIT/ORT/SF/MD/SI/PI/ATR/AH/CO/DU/CJ/PW/WN/MN/TRMA/BC/DV/YAD/ADLT/FEM/MALE/,7989OR97233,-122.47573393512349,45.51260528411371,100.0
CODA Inc,Portland Recovery Center,,1027 East Burnside Street,,,Portland,OR,97214,(503)239-8400,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/NXN/VTRL/OTPA/OP/OD/OMB/ORT/SF/MD/SI/PI/ATR/AH/CO/CJ/PW/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,4005OR97214,-122.65507900279718,45.5229475048944,100.0
CODA Inc,Tigard Recovery Center,,10362 SW McDonald Street,,,Portland,OR,97224,(503)624-0312 Intake: (503)624-8304,,SAF/SA/DT/BU/NXN/VTRL/RES/RL/HID/SF/MD/SI/PI/AH/CO/CJ/MN/TRMA/YAD/ADLT/FEM/MALE/,2833OR97224,-122.78396962340172,45.41868828023712,100.0
CRC/Allied Health Services,Belmont,,2600 SE Belmont Street,,,Portland,OR,97214,(503)239-5738,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/VTRL/OTPA/OP/OD/OMB/OIT/ORT/SF/MD/SI/PI/SS/SP/MN/YAD/ADLT/FEM/MALE/,4418OR97214,-122.63883303042448,45.516422486638795,100.0
Cascadia Behavioral Healthcare,,,2415 SE 43rd Avenue,Suite 200,,Portland,OR,97206,(503)230-9654x1157 Intakes: (503)230-9654 (503)674-7777,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/ATR/PA/CO/DU/GL/VET/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,2541OR97206,-122.61801238293677,45.50499221100705,100.0
Cascadia Behavioral Healthcare,,,7525 SE Lake Road,,,Portland,OR,97267,(503)303-4000 Intakes: (503)230-9654 (503)674-7777,,MHSAF/SA/NXN/OP/OIT/ORT/SF/MD/SI/PI/ATR/SS/PA/AH/CO/DU/WN/MN/TRMA/DV/YAD/ADLT/FEM/MALE/,7816OR97267,-122.58639592797792,45.42299293234158,100.0
Cascadia Behavioral Healthcare,Woodland Park,,10373 NE Hancock Street,Suite 200,,Portland,OR,97220,(503)253-6754 Intake: (503)230-9654,,MHSAF/SA/OP/ODT/OIT/ORT/SF/MD/SI/PI/ATR/SS/PA/AH/DU/GL/CJ/AD/ADLT/FEM/MALE/,0434OR97220,-122.55587197027909,45.536287429526645,100.0
Cascadia Behavorial Healthcare,Garlington Center,,3034 NE Martin Luther King Jr Blvd,,,Portland,OR,97212,(503)283-3763 Intake: (503)872-0137,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/ATR/SS/PA/AH/CO/DU/CJ/AD/WN/MN/ADLT/FEM/MALE/,2617OR97212,-122.66154266013105,45.545041765138464,100.0
Central City Concern Recovery Center,,,726 West Burnside Street,,,Portland,OR,97205,(503)944-4410 Intake: (971)271-6325,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/ATR/SS/PA/WN/MN/YAD/ADLT/FEM/MALE/,2927OR97205,-122.67801951741708,45.52299360536173,99.52
Community Engagement Program,,,709 NW Everett Street,,,Portland,OR,97209,(503)226-4060,,SAF/SA/OP/OIT/SF/MD/MC/SI/PI/MI/PA/CO/GL/TRMA/YAD/ADLT/FEM/MALE/,5162OR97209,-122.6779728302164,45.52520839754736,100.0
De Paul Treatment Center Inc,Youth and Family Center,,4310 NE Killingworth Street,P.O. Box 3007,,Portland,OR,97208,(503)535-1181 Intake: (503)535-1151,,MHSAF/SA/DT/OP/RES/RS/RL/RD/ODT/OIT/ORT/CT/SF/MD/SI/PI/ATR/SS/AH/SP/CO/GL/MF/CJ/AD/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,5925OR97208,-122.61979186098084,45.56278019471201,97.27
De Paul Treatment Centers Inc,Adult Services,,1312 SW Washington Street,P.O. Box 3007,,Portland,OR,97208,(503)535-1151 Intake: (503)535-1185,,SAF/SA/DT/BU/NXN/OP/RES/RS/RL/RD/OMB/ODT/OIT/ORT/SF/MD/SI/PI/ATR/SS/CO/DU/GL/VET/MF/CJ/SE/PW/WN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,1347OR97208,-122.68469989424791,45.52219652827929,99.52
Heidi Brockman Astrue LPC MAC,Astrue and Associates,,511 SW 10th Avenue,Suite 904,,Portland,OR,97205,(503)220-0520,,MHSAF/SA/NXN/OP/ORT/CT/SF/PI/MI/DU/VET/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/,1602OR97205,-122.68156313462265,45.52108600992764,100.0
InAct Treatment and Prevention Servs,Volunteers of America Oregon,,10564 SE Washington Street,,,Portland,OR,97216,(503)228-9229,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/PA/AH/SP/FX/CO/AD/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/F43/,2116OR97216,-122.5544432748828,45.51832941152063,100.0
Integrated Health Clinics,,,17882 SE Mcloughlin Boulevard,,,Portland,OR,97267,(503)353-9415 Intake: (503)866-9726,,SAF/SA/DT/MM/DM/OP/OD/OMB/OIT/ORT/SF/MD/SI/PI/SP/DU/YAD/ADLT/FEM/MALE/,9532OR97267,-122.61425485956205,45.39305118163729,100.0
LifeWorks NW,Project Network,,2631 North Mississippi Avenue,,,Portland,OR,97227,(503)645-9010,,SAF/SA/DT/RES/RS/RL/RD/MD/PI/WN/BC/YAD/ADLT/FEM/,1062OR97227,-122.67588749652543,45.54144200661286,100.0
LifeWorks NW,Rockwood Site,,17214 SE Division Street,Suite 2,,Portland,OR,97236,(503)761-5272 Intake: (503)645-9010,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/AH/SP/CO/CJ/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,6330OR97236,-122.48565701883551,45.50455249636639,100.0
Lifeworks NW,Cedar Mill Site,,14600 NW Cornell Road,,,Portland,OR,97229,(503)645-3581 Intake: (503)645-9010,,MHF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/AH/SP/FX/CHLD/YAD/ADLT/FEM/MALE/F47/F70/,2928OR97229,-122.82651624773935,45.53093361460171,100.0
Lifeworks NW,Milwaukie,,17070 SE McLoughlin Boulevard,,,Portland,OR,97267,(503)645-3581 Intake: (503)645-9010,,MHSAF/SA/OP/OIT/ORT/SF/MC/SI/PI/MI/SS/SP/CHLD/YAD/ADLT/FEM/MALE/,3163OR97267,-122.61928634840021,45.39961404418562,100.0
Lifeworks NW,Southwest Site,,506 SW 6th Avenue,Suite 905,,Portland,OR,97201,(503)645-3581 Intake: (503)645-9010,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/AH/DU/CJ/YAD/ADLT/FEM/MALE/,3204OR97201,-122.67787107391182,45.520264960602034,99.52
Lifeworks NW,Tigard Site,,8770 SW Scoffins Street,,,Portland,OR,97223,(503)645-3581 Intake: (503)645-9010,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/AH/SP/CHLD/YAD/ADLT/FEM/MALE/,0992OR97223,-122.76694983372795,45.43122949331579,100.0
Luke Dorf Inc,Luke Dorf West,,8935 SW Center Street,11895 SW Greenburg Road,,Portland,OR,97223,(503)726-3690 Intakes: (503)726-3690x3742 (503)726- 3690x3746,,MHF/SA/OP/OIT/ORT/MD/MC/PI/CO/YAD/ADLT/FEM/MALE/,6284OR97223,-122.76855882386148,45.433274090957525,100.0
Lutheran Community Services NW,,,605 SE Cesar East Chavez Boulevard,,,Portland,OR,97214,(503)231-7480 Intake: (503)231-7480x589,,MHF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/FX/DU/CHLD/ADLT/FEM/MALE/F4/F28/F30/F70/,8716OR97214,-122.65567,45.51611500000007,85.0
Modus Vivendi LLC,,,1000 NE 122nd Avenue,Suite B-12,,Portland,OR,97230,(503)781-9065,,MHSAF/SA/OP/OIT/ORT/SF/MD/SI/PI/IHS/ATR/SS/SP/FX/DU/CJ/MN/DV/YAD/ADLT/FEM/MALE/F70/,2826OR97230,-122.53766253708746,45.52963701799962,100.0
Morrison Center,Breakthrough,,11035 NE Sandy Boulevard,,,Portland,OR,97220,(503)736-6565 Intake: (503)736-6574,,MHSAF/SA/OP/ODT/OIT/SF/MD/SI/PI/AD/CHLD/MALE/,5829OR97220,-122.54923015020285,45.55840182376966,100.0
Morrison Child and Family Services,Rosemont Treatment Center and School,,9911 SE Mount Scott Boulevard,,,Portland,OR,97266,(503)258-4110,,SA/RES/RL/MD/SI/PI/MI/CO/GL/AD/TRMA/XA/CHLD/FEM/,0890OR97266,-122.56117168001879,45.46599624467388,100.0
Native American Rehabilitation,Association of the Northwest Inc,,17645 NW Saint Helens Highway,,,Portland,OR,97231,(503)621-1069,,SAF/SA/RES/RL/SF/MD/MC/SI/PI/IHS/ATR/SS/PA/AH/SP/NX/CO/CJ/PW/WN/MN/TRMA/BC/XA/DV/YAD/ADLT/FEM/MALE/N18/N23/,9907OR97231,-122.85000577701729,45.65063251445554,98.06
OHSU Avel Gordly Center for Healing,,,621 SW Alder Street,Suite 520,,Portland,OR,97205,(503)494-4745,,MHSAF/SA/NXN/VTRL/OP/OIT/ORT/MD/SI/PI/SS/PA/AH/FX/CO/DU/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/F17/F28/F92/,9526OR97205,-122.67888679293863,45.5199363480881,100.0
Opiate Treatment Program,Portland VA Medical Center,,3710 SW U.S. Veterans Hospital Road,P3OTP,,Portland,OR,97239,(503)220-8262x56455,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/VAMC/PI/PA/VET/YAD/ADLT/FEM/MALE/,3176OR97239,-122.68331227017723,45.49689713655831,100.0
Outside In,,,1132 SW 13th Avenue,,,Portland,OR,97205,(503)535-3800 Intake: (503)535-3843,,MHSAF/SA/BU/OP/OMB/OIT/ORT/CT/SF/MD/MC/PI/CO/GL/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,6515OR97205,-122.6868098707342,45.51771099470446,100.0
Pacific Alcohol and Drug Counseling Inc,,,12950 SW Pacific Highway,Suite 235,,Portland,OR,97223,(503)624-9545,,SAF/SA/OP/OIT/ORT/SF/MD/ATR/CO/GL/VET/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,3389OR97223,-122.7791192674911,45.42633194729039,100.0
Portland Metro Treatment Center,,,16420 SE Division Street,,,Portland,OR,97236,(503)762-3130,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/SF/CJ/YAD/ADLT/FEM/MALE/,7502OR97236,-122.49447201494804,45.50453250552732,100.0
Providence Portland Medical Center,Adult Outpatient Services,,5228 NE Hoyt Street,Building B,,Portland,OR,97213,(503)215-6474 Intake: (503)574-9200,,SAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/SS/PA/AH/CO/WN/MN/YAD/ADLT/FEM/MALE/,6560OR97213,-122.60907199355265,45.52718254529269,100.0
Providence Saint Vincent Med Ctr,Chemical Dependency Services,,9450 SW Barnes Road,Suite 200,,Portland,OR,97225,(503)216-2057 Intake: (503)574-9200,,SAF/SA/OP/OIT/ORT/SF/MD/PI/MI/PA/AH/CO/WN/MN/YAD/ADLT/FEM/MALE/,3973OR97225,-122.77463612275885,45.50950280647223,100.0
Quest Center for Intergrated Health,,,2901 East Burnside Street,,,Portland,OR,97214,(503)238-5203,,MHSAF/SA/DT/OP/OD/OIT/ORT/SF/MD/MC/SI/PI/AH/CO/DU/GL/VET/CJ/SE/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,9632OR97214,-122.6357069996352,45.522897506841936,100.0
Ram Clinic,,,3610 NE 82nd Street,,,Portland,OR,97220,(503)408-9585,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/SF/MD/SI/PI/MI/SP/SE/WN/MN/YAD/ADLT/FEM/MALE/,3569OR97220,-122.57869882629187,45.549030856019364,98.06
Serenity Lane,,,10920 SW Barbur Boulevard,,,Portland,OR,97219,(503)244-4500,,SAF/SA/OP/OIT/ORT/SF/SI/PI/WN/MN/YAD/ADLT/FEM/MALE/,8857OR97219,-122.73001589939452,45.44654675081671,100.0
Siloam International,Anger Management Institute of Portland,,435 NE 78th Street,,,Portland,OR,97213,(503)975-5844 Intakes: (503)975-5844x50397 (503)381-,5881,SAF/SA/DT/BU/OP/OD/OMB/ODT/OIT/ORT/CT/SF/MD/MC/SI/PI/ATR/SS/SP/CO/DU/GL/VET/ADM/CJ/SE/AD/WN/MN/TRMA/DV/CHLD/ADLT/FEM/MALE/,2297OR97213,-122.58352085136978,45.52581139166179,98.06
Sunrise Counseling,,,11126 NE Halsey Street,,,Portland,OR,97220,(503)516-4808 Intake: (503)880-7223,,SAF/SA/OP/OIT/ORT/CT/SF/SI/SS/DU/CJ/YAD/ADLT/FEM/MALE/,8169OR97220,-122.54782299629775,45.533472493073596,100.0
Teras Intervention and Counseling Inc,,,3941 SE Hawthorne Boulevard,,,Portland,OR,97214,(503)719-5250,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/SS/DU/CJ/WN/MN/TRMA/DV/YAD/ADLT/FEM/MALE/,1729OR97214,-122.62206075835138,45.51204935438565,100.0
Volunteers of America Oregon,Community Partners Reinvestment,,537 SE Alder Street,,,Portland,OR,97214,(503)595-3477,,MHSAF/SA/NXN/OP/ORT/NP/PA/CO/CJ/YAD/ADLT/MALE/,5031OR97214,-122.66008718994448,45.51796429581852,100.0
Volunteers of America of Oregon,Day Treatment Program,,537 SE Alder Street,1st Floor,,Portland,OR,97214,(503)972-6213 Intake: (503)972-9621,,SAF/SA/OP/OIT/ORT/NP/CJ/MN/YAD/ADLT/MALE/,5031OR97214,-122.66008718994448,45.51796429581852,100.0
Volunteers of America of Oregon,Mens Residential Center,,2318 NE Martin Luther King Jr Blvd,,,Portland,OR,97212,(503)335-8611,,SAF/SA/HH/OP/RES/RL/ORT/SF/CO/DU/CJ/MN/TRMA/YAD/ADLT/MALE/,3563OR97212,-122.66156257254136,45.539819018701,100.0
Choices Recovery Services LLC,,,709 NE Third Street,,,Prineville,OR,97754,(541)362-5610,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/SS/PA/DU/CJ/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,4896OR97754,-120.83946003617693,44.30296749076949,100.0
G F Enterprises Counseling Services,,,360 NW Beaver Street,,,Prineville,OR,97754,(541)447-5521 Intake: (541)610-5939,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/SS/PA/SP/CO/DU/ADM/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,3310OR97754,-120.84830168674152,44.303610843747656,100.0
Lutheran Community Services NW,Crook County Alcohol and Drug,,365 NE Court Street,,,Prineville,OR,97754,(541)323-5330 Intake: (541)323-5331,,MHSAF/SA/OP/OIT/ORT/SF/MD/PI/SS/SP/DU/CJ/WN/MN/DV/YAD/ADLT/FEM/MALE/,1836OR97754,-120.84469839038552,44.3035288268251,100.0
Rimrock Trails ATS,Prineville Residential,,1333 NW 9th Street,,,Prineville,OR,97754,(541)447-2631 Intake: (888)532-6247,,SAF/SA/DT/OP/RES/RS/RL/RD/ODT/OIT/ORT/CT/SF/MD/SI/PI/MI/AH/CO/AD/TRMA/CHLD/FEM/MALE/,4700OR97754,-120.86240532848171,44.30774521748904,100.0
BestCare Treatment Services,,,340 NW 5th Street,,,Redmond,OR,97756,(541)504-2218,,SAF/SA/VTRL/OP/OIT/ORT/CT/SF/MD/SI/PI/AH/SP/DU/WN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,5135OR97756,-121.17319162989635,44.278780419509296,100.0
BestCare Treatment Services,Visions of Hope,,676 Negus Way,,,Redmond,OR,97756,(541)504-9577 Intake: (541)504-9577x0,,SAF/SA/DT/BU/NXN/VTRL/OP/RES/RS/RD/ODT/OIT/SF/MD/PI/SS/PA/CO/TRMA/YAD/ADLT/FEM/MALE/,5037OR97756,-121.1615599790409,44.29099255906914,99.55
New Priorities Family Services,,,1655 SW Highland Avenue,Suite 3,,Redmond,OR,97756,(541)923-2654,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/CO/DU/AD/WN/MN/ADLT/FEM/MALE/,2886OR97756,-121.18618181961875,44.269507478116864,100.0
