Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys
Specialized Outpatient Services Inc,,,5208 North Classen Circle,,,Oklahoma City,OK,73118,(405)810-1766 Intake: (405)810-1766x0,,SAF/SA/HH/OP/OIT/ORT/CT/SF/MD/SI/SS/PA/AH/CO/DU/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
TLC Foundation,Total Life Counseling,,3000 United Founders Boulevard,Suite 239,,Oklahoma City,OK,73112,(405)840-7040,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/ATR/SS/PA/AH/SP/FX/CO/DU/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/F17/
Turning Point South,,,1607 SW 15th Street,,,Oklahoma City,OK,73108,(405)634-0508,,SAF/SA/OP/OIT/ORT/SF/SS/PA/FX/YAD/ADLT/FEM/MALE/F36/
Valley Hope,Outpatient Substance Abuse Treatment,,6110 NW 63rd Street,,,Oklahoma City,OK,73132,(405)946-7337 Intake: (405)603-5982,,SAF/SA/BU/OP/OIT/ORT/CT/SF/PI/YAD/ADLT/FEM/MALE/
Veterans Affairs Medical Center,Substance Abuse Treatment Center,,921 NE 13th Street,Unit 116-C,,Oklahoma City,OK,73104,(405)456-1000 Intake: (405)456-3278,,SAF/SA/DT/MM/DM/BU/NXN/OP/OD/OMB/ODT/OIT/ORT/CT/VAMC/SF/MD/MC/PI/MI/SS/PA/CO/WN/TRMA/YAD/ADLT/FEM/MALE/
YCO Clinton Inc,,,3035 NW 58th Street,Suite 800-E,,Oklahoma City,OK,73120,(866)926-6552,,MHSAF/SA/OP/ORT/SF/MD/SS/PA/SP/ADLT/FEM/MALE/
Creek Nation Behavioral Health and,Substance Abuse Services,,100 West 7th Street,,,Okmulgee,OK,74447,(918)758-1910,,MHSAF/SA/OP/OIT/ORT/MD/MC/SI/PI/MI/IHS/PA/CO/SE/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/
Osage Nation,Primary Residential Treatment,,1007 Grandview Street,,,Pawhuska,OK,74056,(918)287-5422 Intakes: (918)287-5417 (918)287-5420,,SAF/SA/RES/RL/NP/PA/WN/MN/DV/YAD/ADLT/FEM/MALE/
Outpatient Treatment,,,606 Kihekah Avenue,,,Pawhuska,OK,74056,(918)287-5413 Intake: (918)287-5414,,SAF/SA/OP/ORT/SF/MD/SI/PA/YAD/ADLT/FEM/MALE/
United Community Action Program Inc,Community Alcoholism Services,,600 Denver Street,,,Pawnee,OK,74058,(918)762-3686,,SAF/SA/OP/ORT/SF/MD/SS/PA/DU/WN/MN/YAD/ADLT/FEM/MALE/
Iowa Tribe of Oklahoma,,,509 East Highway 33,,,Perkins,OK,74059,(405)547-2402x226 Intakes: (405)547-4359 (405)880-4022,,MHSAF/SA/DT/OP/OD/ORT/SF/IHS/PA/AH/CO/GL/VET/MF/CJ/SE/AD/WN/TRMA/XA/DV/ADLT/FEM/MALE/
Bridgeway Inc,,,620 West Grand Street,,,Ponca City,OK,74601,(580)762-1462,,SAF/SA/HH/OP/RES/RS/RL/OIT/ORT/SF/MD/SI/CO/DU/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Edwin Fair Community,Mental Health Center Inc,,1500 North 6th Street,,,Ponca City,OK,74601,(580)762-7561 Intake: (800)566-1343,,MHF/SA/OP/ORT/SF/MD/MC/MI/PA/AH/AD/TRMA/ADLT/FEM/MALE/
Social Development Center,,,210 Starting Point Drive,,,Ponca City,OK,74601,(580)762-6617,,SAF/SA/OP/RES/RL/OIT/ORT/CT/IHS/PA/GL/VET/SE/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Choctaw Nation Indian Health Clinic,Ruben White Health Clinic,,109 Kerr Avenue,,,Poteau,OK,74953,(918)649-1100,,GHF/SA/BU/OP/OIT/ORT/MD/MC/SI/PI/MI/CHLD/YAD/ADLT/FEM/MALE/
KI BOIS Community Action Foundation,DBA The Oaks RSC,,204 Wall Street,Suite B,,Poteau,OK,74953,(918)647-3546,,SAF/SA/OP/ORT/CT/SF/MD/SS/AH/WN/MN/YAD/ADLT/FEM/MALE/
Pushmataha Counseling Services Inc,,,205 South Adair Street,,,Pryor,OK,74361,(918)825-4872,,SAF/SA/OP/OIT/ORT/SF/MD/MC/ATR/AH/DU/WN/YAD/ADLT/FEM/MALE/
Robs Road to Recovery Ranch,,,23899 State Highway 74 South,,,Purcell,OK,73080,(405)253-3838,,SAF/SA/DT/OP/RES/RL/OD/ORT/CT/SF/AH/MN/YAD/ADLT/MALE/
Otoe Missouria Tribe,Health Services,,8151 South Highway 177,,,Red Rock,OK,74651,(580)723-4466x152 Intakes: (580)723-4466x262 (580)723- 4466x253,,GHF/SA/OP/ORT/NP/PA/AD/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Oklahoma Treatment Services LLC,Rightway Medical of Roland,,117 East Ray Fine Boulevard,,,Roland,OK,74954,(918)427-3344 Intake: (918)427-3315,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/ORT/CT/SF/YAD/ADLT/FEM/MALE/
Sallisaw,People Inc of,Sequoyah County,205 South JT Stites Street,,,Sallisaw,OK,74955,(918)775-7787 Intake: (800)318-6866,,MHSAF/SA/OP/OIT/ORT/SF/MD/ATR/SS/CJ/CHLD/YAD/ADLT/FEM/MALE/
Redbird Smith Health Center,,,301 JT Stites Avenue,,,Sallisaw,OK,74955,(918)775-9159 Intakes: (918)774-9150x1457 (918)774- 9150x1446,,GHF/SA/OP/ORT/MD/MC/SI/PI/MI/IHS/PA/CHLD/YAD/ADLT/FEM/MALE/
Counseling and Recovery Services of,Oklahoma,,401 East Broadway Court,,,Sand Springs,OK,74063,(918)245-5565,,MHSAF/SA/OP/ORT/SF/MD/SI/PI/PA/CHLD/YAD/ADLT/FEM/MALE/
Tulsa Boys Home,,,2727 South 137th West Avenue,,,Sand Springs,OK,74063,(918)245-0231 Intake: (918)245-0231x5012,,SAF/SA/RES/RL/SF/MC/SS/PA/AH/SP/AD/TRMA/XA/CHLD/MALE/
Human Skills and Resources Inc,,,2 North Water Street,,,Sapulpa,OK,74066,(918)224-0225,,MHSAF/SA/DT/OP/OD/OIT/ORT/SF/MD/PI/SP/CO/DU/VET/CJ/AD/WN/MN/TRMA/DV/CHLD/ADLT/FEM/MALE/
Oklahoma Families First Inc,Seminole,,300 East Seminole Street,,,Seminole,OK,74868,(405)382-5438 Intake: (405)360-2133,,MHSAF/SA/OP/ORT/CT/SF/MD/PI/CO/AD/WN/MN/TRMA/ADLT/FEM/MALE/
Seminole Nation of Oklahoma ASAP,,,630 North Main Street,,,Seminole,OK,74868,(405)382-2743,,SAF/SA/OP/ORT/IHS/PA/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Absentee Shawnee Behavioral Health,,,2029 South Gordon Cooper Drive,,,Shawnee,OK,74801,(405)878-4716,,GHF/SA/OP/ORT/MD/MC/SI/PI/SE/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Citizen Potawatomi Nation Hlth Clinic,Behavioral Health Department,,2307 South Gordon Cooper Drive,,,Shawnee,OK,74801,(405)214-5101,,MHSAF/SA/NXN/OP/ORT/MD/MC/SI/PI/MI/IHS/PA/CHLD/YAD/ADLT/FEM/MALE/
Gateway to Prevention and Recovery,,,1010 East 45th Street,,,Shawnee,OK,74804,(405)273-1170x120 Intake: (405)273-1170,,SAF/SA/OP/ORT/CT/SF/MD/PI/SS/DU/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/
H Chandler and Associates LLC,,,316 North Broadway,Suite G,,Shawnee,OK,74801,(405)481-7442,,MHSAF/SA/OP/OIT/ORT/SF/IHS/CO/CJ/SE/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Edwin Fair Community MH Ctr Inc,,,712 Devon Street,,,Stillwater,OK,74074,(405)372-1250,,MHF/SA/OP/ORT/SF/MD/MC/PI/MI/PA/AH/WN/MN/YAD/ADLT/FEM/MALE/
Gateway to Prevention and Recovery,,,801 South Main Street,Suite 5,,Stillwater,OK,74074,(405)372-0198 Intake: (405)273-1170,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/SS/DU/CJ/AD/TRMA/CHLD/ADLT/FEM/MALE/
Payne County Drug Court,,,608 West Highpoint Drive,,,Stillwater,OK,74075,(405)743-1968,,SAF/SA/OP/ORT/CT/SF/MD/YAD/ADLT/FEM/MALE/
Payne County Youth Services Inc,,,2224 West 12th Street,,,Stillwater,OK,74074,(405)377-3380 Intake: (800)377-3380,,MHSAF/SA/OP/ORT/MD/PA/AH/CO/GL/MF/CJ/AD/TRMA/XA/DV/CHLD/FEM/MALE/
Wilma P Mankiller Health Center,,,Highway 51 East Route 6,P.O. Box 840,,Stilwell,OK,74960,(918)696-8800 Intake: (918)696-8830,,MHF/SA/OP/ORT/NP/CHLD/ADLT/FEM/MALE/
Sac and Fox Nation,Black Hawk Health Center,,356110 East 930 Road,,,Stroud,OK,74079,(918)968-9531x3018 Intake: (918)968-9531x3019,,MHSAF/SA/OP/ORT/CT/IHS/PA/CHLD/YAD/ADLT/FEM/MALE/
People Inc of,Sequoyah County,,1606 East Downing Street,Building 2,,Tahlequah,OK,74464,(918)775-7787 Intake: (918)453-1217,,MHSAF/SA/OP/OIT/ORT/SF/MD/ATR/SS/CHLD/YAD/ADLT/FEM/MALE/
Redefine U LLC,,,2511 South Muskogee Avenue,,,Tahlequah,OK,74464,(918)708-5220 Intake: (918)431-0634,,MHSAF/SA/OP/ORT/SF/MD/SI/ATR/AH/CO/CHLD/YAD/ADLT/FEM/MALE/
Choctaw Nation,Chi Hullo Li,,Highway 63-A,13597 SE 202 Road,,Talihina,OK,74571,(918)567-2905 Intake: (888)449-2905,,SAF/SA/RES/RL/IHS/PA/AH/PW/WN/TRMA/BC/DV/YAD/ADLT/FEM/
Choctaw Nation,Recovery Center,,13224 SE 202 Road,Route 2 P.O. Box 1600,,Talihina,OK,74571,(918)567-2389,,SAF/SA/RES/RS/NP/YAD/ADLT/MALE/
Tishomingo Chickasaw Health Center,,,817 East 6th Street,,,Tishomingo,OK,73460,(580)371-2361 Intake: (580)371-2361x88203,,MHSAF/SA/OP/ORT/MD/MC/SI/PI/MI/AH/CO/GL/VET/ADM/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Alpha II Inc,,,1608 North Main Street,,,Tonkawa,OK,74653,(580)628-2539,,MHSAF/SA/OP/RES/RS/RL/ODT/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/PA/AH/CO/CJ/MN/YAD/ADLT/MALE/
Tonkawa Tribe Substance Abuse Program,,,1 Rush Buffalo Road,,,Tonkawa,OK,74653,(580)628-7028 Intake: (580)628-7029,,SAF/SA/OP/OIT/NP/PA/CO/AD/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
12 and 12 Inc,,,6333 East Skelly Drive,,,Tulsa,OK,74135,(918)664-4224 Intake: (918)779-7178,,SAF/SA/BU/NXN/HH/OP/RES/RS/RL/OIT/ORT/SF/MD/PI/ATR/WN/MN/YAD/ADLT/FEM/MALE/
Action Steps Counseling Inc,,,5525 East 51st Street,Suite 210,,Tulsa,OK,74135,(918)764-9098,,MHSAF/SA/OP/OIT/ORT/SF/MD/SS/CO/DU/GL/CJ/MN/TRMA/XA/ADLT/MALE/
Brookhaven Hospital,,,201 South Garnett Road,,,Tulsa,OK,74128,(918)438-4257 Intake: (800)927-3974,,MHSAF/SA/DT/OP/RES/RS/RD/ODT/ORT/HID/HIT/SF/MD/MC/PI/MI/AH/WN/MN/YAD/ADLT/FEM/MALE/
Calm Center,Ages 10 thru 17 in Crisis,,6126 East 32nd Place,,,Tulsa,OK,74135,(918)394-2256,,MHSAF/SA/DT/RES/RS/RD/MD/PI/PA/SP/CO/AD/TRMA/CHLD/FEM/MALE/
Center for Therapeutic Interventions,,,4845 South Sheridan Road,Suite 510,,Tulsa,OK,74145,(918)384-0002 Intake: (918)384-0002x200,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/AH/CO/CJ/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Counseling and Recovery Services of,Oklahoma,,7010 South Yale Avenue,Suite 215,,Tulsa,OK,74136,(918)492-2554,,MHSAF/SA/BU/NXN/VTRL/OP/OMB/ORT/SF/MD/MC/SI/PI/SS/PA/AH/SP/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Family and Childrens Servs of OK,Substance Abuse/Addiction Servs,,3604 North Martin Luther King Drive,,,Tulsa,OK,74106,(918)425-4200x16 Intake: (918)587-9471,,SAF/SA/OP/ORT/SF/MD/PI/CO/DU/CJ/WN/MN/YAD/ADLT/FEM/MALE/
How Foundation Recovery Center,,,5649 South Garnett Road,,,Tulsa,OK,74146,(918)252-5739,,SAF/SA/DT/HH/RES/RL/RD/NP/PA/YAD/ADLT/MALE/
Human Skills and Resources Inc,,,2140 South Harvard Avenue,,,Tulsa,OK,74114,(918)747-6377,,SAF/SA/DT/BU/NXN/VTRL/OP/OD/OIT/ORT/SF/MD/PI/SP/DU/VET/CJ/YAD/ADLT/FEM/MALE/
Indian Healthcare Resource Center of,Tulsa Inc,,550 South Peoria Avenue,,,Tulsa,OK,74120,(918)588-1900 Intakes: (918)382-2209 (918)382-1241,,SA/OP/ORT/MD/MC/PI/PA/CHLD/YAD/ADLT/FEM/MALE/
Keetoowah Cherokee Treatment Services,,,2727 East Admiral Place,,,Tulsa,OK,74110,(918)835-3017 Intakes: (918)835-3017x25 (877)341-3017,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/OIT/ORT/SF/MD/SI/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Mission Treatment Centers Inc,Substance Abuse Treatment,,5550 South Garnett Road,Suite 200,,Tulsa,OK,74146,(918)665-2501,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/ORT/SF/MD/YAD/ADLT/FEM/MALE/
Palmer Continuum of Care,,,5319 South Lewis Avenue,Suite 219,,Tulsa,OK,74105,(918)832-7763,,SAF/SA/OP/OIT/ORT/MD/PA/SP/CO/AD/TRMA/CHLD/ADLT/FEM/MALE/
Parkside,Psychiatric Hospital and Clinic,,1620 East 12th Street,,,Tulsa,OK,74120,(918)582-2131 Intake: (918)588-8888,,MHSAF/SA/DT/OP/OIT/ORT/HID/SF/MD/MC/PI/MI/ATR/CO/ADLT/FEM/MALE/
Positive Behavioral Strategies Inc,,,1719 South Boston Avenue,,,Tulsa,OK,74119,(918)585-9888,,MHSAF/SA/OP/OIT/ORT/SF/PI/SE/WN/MN/YAD/ADLT/FEM/MALE/
Resonance,,,1608 South Elwood Avenue,,,Tulsa,OK,74119,(918)587-3888,,SAF/SA/OP/OIT/ORT/SF/MD/WN/TRMA/XA/DV/YAD/ADLT/FEM/
Substance Abuse Services Inc,Oklahoma Safety Center,,7950 East 41st Street,,,Tulsa,OK,74145,(918)828-9000,,SAF/SA/OP/ORT/SF/DU/CJ/DV/YAD/ADLT/FEM/MALE/
Tulsa Rightway Medical,,,3445 South Sheridan Road East,,,Tulsa,OK,74145,(918)610-3366 Intake: (918)610-3377,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/ORT/SF/CO/GL/VET/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Tulsa VA Outpatient Clinic,,,10159 East 11th Street,Suite 100,,Tulsa,OK,74128,(918)610-2000,,GHF/SA/DT/BU/NXN/VTRL/HH/OP/RES/RS/RD/OD/OMB/OIT/ORT/CT/VAMC/SF/PI/MI/VET/TRMA/XA/YAD/ADLT/FEM/MALE/
Tulsa Women and Childrens Center,Palmer Continuum of Care,,2442 East Mohawk Boulevard,,,Tulsa,OK,74110,(918)430-0975,,SAF/SA/BU/OP/RES/RL/ORT/NP/PA/AD/PW/WN/TRMA/BC/XA/YAD/ADLT/FEM/
YouthCare of Oklahoma/Tulsa,,,6301 East 41st Street,,,Tulsa,OK,74135,(866)926-6552 Intake: (918)289-0550,,MHSAF/SA/OP/ORT/SF/MD/SI/SS/PA/AH/SP/AD/ADLT/FEM/MALE/
Valliant House LLC,,,300 North Dalton Street,P.O. Box 673,,Valliant,OK,74764,(580)933-7031 Intake: (580)933-7032,,SAF/SA/OP/RES/RL/ORT/SF/MD/SI/PI/ATR/SS/PA/AH/CO/GL/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
ROCMND Area Youth Services Inc,,,1520 North Industrial Road,,,Vinita,OK,74301,(918)256-7518,,MHF/SA/OP/ORT/CT/MD/PA/CO/CJ/AD/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Rose Rock Recovery Center,,,24919 South 4420 Road,,,Vinita,OK,74301,(918)256-9210,,SAF/SA/RES/RL/CT/SF/MD/MC/SI/PI/MI/IHS/ATR/SS/PA/AH/CO/PW/WN/TRMA/XA/DV/YAD/ADLT/FEM/
Northwest Treatment Center,,,1095 Nickerson Street,,,Waynoka,OK,73860,(580)824-0674 Intake: (888)305-0928,,SAF/SA/RES/RL/CT/SF/MD/SI/PI/MI/SS/PA/AH/PW/WN/BC/YAD/ADLT/FEM/
Lighthouse Substance Abuse Services of,Northwest Center Behavioral Health,,5050 Williams Avenue,,,Woodward,OK,73801,(580)256-9700,,SAF/SA/RES/RS/SF/PI/MI/YAD/ADLT/FEM/MALE/
Emergence,,,1856 Grand Prairie Road SE,,,Albany,OR,97322,(541)967-6597 Intake: (541)342-5294,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/AH/DU/CHLD/YAD/ADLT/FEM/MALE/
Linn County,Alcohol and Drug Treatment Program,,104 SW 4th Avenue,,,Albany,OR,97321,(541)967-3819 Intake: (800)304-7468x3,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/SS/AH/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Serenity Lane,,,1050 Price Road SE,,,Albany,OR,97322,(541)928-9681,,SAF/SA/OP/OIT/ORT/SF/SI/PI/DU/WN/MN/YAD/ADLT/FEM/MALE/
Community Counseling Solutions,,,140 Arlington Mall,,,Arlington,OR,97812,(541)454-2223 Intake: (541)676-9161,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/AH/SP/CHLD/YAD/ADLT/FEM/MALE/
KOLPIA Counseling Services Inc,,,611 Siskyou Boulevard,Suite 8,,Ashland,OR,97520,(541)482-1718 Intake: (541)482-1718x54148,,MHSAF/SA/DT/BU/OP/OD/OMB/ORT/SF/MD/MC/SI/PI/MI/ATR/SS/CO/DU/VET/TRMA/CHLD/ADLT/FEM/MALE/
Astoria Pointe,,,263 West Exchange,,,Astoria,OR,97103,(877)435-7790 Intake: (503)325-3000,,SAF/SA/DT/BU/NXN/VTRL/HH/OP/RES/RL/RD/ODT/OIT/ORT/SF/PI/PA/AH/GL/YAD/ADLT/FEM/MALE/
Potentials LLC,,,100 39th Street Pier 39,Suite 202-B,,Astoria,OR,97103,(503)325-2398,,MHSAF/SA/OP/OIT/ORT/CT/SF/PI/MI/CO/DU/VET/ADM/WN/MN/YAD/ADLT/FEM/MALE/
Rosebriar at Astoria Pointe,,,636 14th Street,,,Astoria,OR,97103,(877)435-7790 Intake: (503)325-3000,,SAF/SA/BU/NXN/VTRL/HH/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/IHS/GL/YAD/ADLT/FEM/
Baker House,,,3610 Midway Drive,,,Baker City,OR,97814,(541)523-6581 Intake: (541)406-4999,,SAF/SA/DT/BU/RES/RS/RL/RD/CT/SF/MD/SI/PI/MI/AH/CO/WN/MN/DV/YAD/ADLT/FEM/MALE/
Elkhorn Adolescent Treatment Center,,,3700 Midway Drive,,,Baker City,OR,97814,(541)523-8320x115 Intake: (541)523-7400,,SAF/SA/RES/RS/RL/CT/SF/MD/SI/PI/MI/CO/AD/TRMA/CHLD/FEM/MALE/
New Directions Northwest Inc,Recovery Village,,3680 Midway Drive,,,Baker City,OR,97814,(541)523-4049x102 Intakes: (541)406-4999 (541)523-7400,,MHSAF/SA/DT/BU/RES/RL/RD/CT/SF/MD/SI/PI/MI/CO/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Allied Health Services Beaverton,,,4650 SW Griffith Drive,,,Beaverton,OR,97005,(503)684-8159,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/SF/MD/SI/PI/MI/SS/AH/CO/CJ/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
ChangePoint Inc,,,1700 NorthWest 167th Place,Suite 240,,Beaverton,OR,97006,(503)350-2758,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/ATR/SS/PA/AH/SP/FX/CJ/WN/MN/DV/CHLD/ADLT/FEM/MALE/F70/
Hazelden Foundation,,,1500 NW Bethany Boulevard,Suite 240,,Beaverton,OR,97006,(503)644-7300,,MHSAF/SA/DT/BU/NXN/VTRL/OTPA/OP/OD/OMB/OIT/ORT/CT/SF/PI/CO/GL/VET/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
LifeWorks NW,Millikan Site,,14255 Brigadoon Court,,,Beaverton,OR,97005,(503)645-3581 Intake: (503)645-9010,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/PI/MI/SS/AH/DU/YAD/ADLT/FEM/MALE/
Sequoia Mental Health,,,4585 SW 185th Avenue,,,Beaverton,OR,97007,(503)591-9280 Intake: (503)619-1560,,MHF/SA/OP/OIT/ORT/SF/MD/CO/DU/YAD/ADLT/FEM/MALE/
Western Psychological and,Counseling Services PC,,9700 SW Beaverton Hillsdale Highway,Annex B,,Beaverton,OR,97005,(503)626-9494,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/DU/AD/CHLD/ADLT/FEM/MALE/
BestCare Treatment Services,,,461 NE Greenwood Avenue,Suite A,,Bend,OR,97701,(541)617-7365 Intake: (541)504-2218,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/AH/SP/DU/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Deschutes County Health Services,,,Annex,1128 NW Harriman Street,,Bend,OR,97701,(541)330-4637 Intake: (541)322-7500,,GHF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/AH/YAD/ADLT/FEM/MALE/
Rimrock Trails ATS,Bend Outpatient,,63360 Britta Street,Building 1,,Bend,OR,97701,(541)388-8459 Intake: (541)447-3631,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/AH/AD/CHLD/ADLT/FEM/MALE/
Serenity Lane,,,601 NW Harmon Boulevard,,,Bend,OR,97701,(541)383-0844,,SAF/SA/OP/OIT/ORT/SF/SI/PI/DU/WN/MN/YAD/ADLT/FEM/MALE/
Turning Points Recovery Services,,,131 NW Hawthorne Avenue,Suite 207,,Bend,OR,97701,(541)306-4446,,SAF/SA/OP/OIT/ORT/CT/SF/SI/PI/MI/SS/DU/AD/WN/MN/CHLD/ADLT/FEM/MALE/
Community Counseling Solutions,North Office,,104 South West Kinkade Road,,,Boardman,OR,97818,(541)481-2911 Intake: (541)676-9161,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/SS/PA/CO/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/
Curry Community Health,,,517 Railroad Street,,,Brookings,OR,97415,(541)469-3007,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/SS/AH/SP/CO/VET/CJ/AD/WN/MN/TRMA/DV/CHLD/YAD/ADLT/FEM/MALE/
Lake County Mental Health,,,87127 Christmas Valley Highway,,,Christmas Valley,OR,97641,(541)947-6021,,MHSAF/SA/OP/ORT/CT/SF/MD/PI/MI/SS/PA/CO/DU/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Community Counseling Solutions,,,422 North Main Street,,,Condon,OR,97823,(541)384-2666 Intake: (541)676-9161,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/PI/MI/SS/AH/SP/DU/CHLD/YAD/ADLT/FEM/MALE/
ACME Counseling,,,129 NW 4th Street,Suite 100,,Corvallis,OR,97330,(541)286-4010,,MHSAF/SA/DT/OP/OD/ODT/OIT/ORT/SF/MD/MC/SI/PI/MI/DU/AD/CHLD/ADLT/FEM/MALE/
ASSETS Program,Community Outreach Inc,,865 NW Reiman Avenue,,,Corvallis,OR,97330,(541)758-3000,,SAF/SA/HH/OP/OIT/ORT/SF/SI/SS/CO/DU/VET/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Benton County A and D Program,,,530 NW 27th Street,,,Corvallis,OR,97339,(541)766-6835 Intakes: (541)766-6360 (541)766-6385,,SAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/SS/PA/YAD/ADLT/FEM/MALE/
Emergence,,,425 SW Madison Avenue,Suite 0,,Corvallis,OR,97333,(541)758-8022 Intake: (541)967-6597,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/SS/AH/DU/CHLD/YAD/ADLT/FEM/MALE/
Milestones Family Recovery Program,Womens Residential,,306 SW 8th Street,,,Corvallis,OR,97333,(541)753-2230,,SAF/SA/DT/HH/OP/RES/RS/RL/RD/OD/ODT/OIT/ORT/SF/MD/PI/SS/PA/SP/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/TRMA/BC/XA/DV/CHLD/ADLT/FEM/
Milestones Outpatient Program,,,518 SW 3rd Street,,,Corvallis,OR,97333,(541)757-7534,,SAF/SA/OP/OIT/ORT/SF/SI/PI/SP/CO/DU/CJ/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/
Yes House,,,404 NW 23rd Street,,,Corvallis,OR,97330,(541)753-7801,,SAF/SA/DT/OP/RES/RS/RL/RD/ODT/OIT/ORT/CT/SF/MD/PI/SS/PA/SP/CO/GL/MF/AD/PW/TRMA/XA/DV/CHLD/FEM/MALE/
Emergence,,,710 Adams Avenue,,,Cottage Grove,OR,97424,(541)767-3057 Intake: (541)687-9141,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/MI/AH/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/
Clear Paths Inc,,,171 SW Court Street,,,Dallas,OR,97338,(503)304-7002 Intake: (503)831-1423,,SAF/SA/OP/OIT/ORT/CT/SF/MD/PI/SS/AH/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Polk County Mental Health and,Addiction Services,,182 SW Academy Street,,,Dallas,OR,97338,(503)831-5971 Intakes: (503)623-9289 (503)585-3012,,MHSAF/SA/NXN/VTRL/OP/OIT/ORT/SF/MD/SI/AH/SP/CO/DU/CJ/AD/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Wallowa Valley Center for Wellness,Alcohol and Drug Program,,207 SW 1st Street,,,Enterprise,OR,97828,(541)426-4524,,MHSAF/SA/DT/OP/OD/ORT/SF/MD/MC/PI/SS/CO/CHLD/YAD/ADLT/FEM/MALE/
