"","Name","Hospital.Type","Address","Address_2","City","State","Zipcode","County","Latitude","Longitude","Staffed.All.Beds","Staffed.ICU.Beds","Licensed.All.Beds","All.Bed.Occupancy.Rate","ICU.Bed.Occupancy.Rate","Staffed.All.Beds...SOURCE","Staffed.ICU.Beds...SOURCE","Licensed.All.Beds...SOURCE","All.Bed.Occupancy.Rate...SOURCE","ICU.Bed.Occupancy.Rate...SOURCE","CCM_ID","DH.ID","HCRIS.ID","HIFLD.ID"
"4952","CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS","GENERAL ACUTE CARE","2333 BUCHANAN STREET","","SAN FRANCISCO","CA",94115,"SAN FRANCISCO",37.7907045380001,-122.431294533,464,44,464,0.6,0.75,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5094115,NA,50047,5094115
"4953","SHRINERS HOSPITAL FOR CHILDREN-PORTLAND","CHILDREN","3101 SW SAM JACKSON PARK ROAD","","PORTLAND","OR",97239,"MULTNOMAH",45.500789927,-122.684409096,29,NA,29,NA,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","None","None",5097239,5641,NA,5097239
"4954","TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILLE","GENERAL ACUTE CARE","411 NORTH BELKNAP STREET","","STEPHENVILLE","TX",76401,"ERATH",32.2229638790001,-98.2043999209999,50,5,98,0.3,0.27,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",50976401,3658,450351,50976401
"4955","LAKESIDE MILAM RECOVERY CENTER","REHABILITATION","10322 NE 132ND ST.","","KIRKLAND","WA",98034,"KING",47.719387236,-122.202139637,NA,NA,25,NA,NA,"None","None","HIFLD-BEDS","None","None",5098034,NA,NA,5098034
"4956","BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST","GENERAL ACUTE CARE","100 HILLCREST MEDICAL BLVD","","WACO","TX",76712,"MCLENNAN",31.489183064,-97.1575429929999,212,12,236,0.677165,NA,"DH-NUM_STAFFE","DH-NUM_ICU_BE","DH-NUM_LICENS","DH-BED_UTILIZ","None",51,3758,NA,51
"4957","HOSP PEDIATRICO UNIVERSITARIO DR ANTONIO ORTIZ","GENERAL ACUTE CARE","CENTRO MEDICO","","MONACILLO URBANO","PR",919,"SAN JUAN",18.3972159850001,-66.072307816,126,11,215,0.37,0.34,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5100919,4307,400004,5100919
"4958","SOUTHCOAST HOSPITALS GROUP - TOBEY HOSPITAL CAMPUS","GENERAL ACUTE CARE","43 HIGH STREET","","WAREHAM","MA",2571,"PLYMOUTH",41.7561,-70.7144,NA,NA,74,NA,NA,"None","None","HIFLD-BEDS","None","None",5102571,NA,NA,5102571
"4959","MILESTONE FOUNDATION - EXTENDED CARE","SPECIAL","28 PORTLAND AVENUE","","OLD ORCHARD BEACH","ME",4064,"YORK",43.5192952350001,-70.3785217339999,NA,NA,16,NA,NA,"None","None","HIFLD-BEDS","None","None",5104064,NA,NA,5104064
"4960","HOSPITAL FOR SURGICAL EXCELLENCE OF OAKBEND MEDICAL CENTER","GENERAL ACUTE CARE","1211 HIGHWAY 6 SOUTH, SUITE 70","Suite 70","SUGAR LAND","TX",77478,"FORT BEND",29.605255685,-95.636175258,NA,NA,6,NA,NA,"None","None","DH-NUM_LICENS","None","None",51077478,6095,NA,51077478
"4961","JOHN BROOKS RECOVERY CENTER - RESIDENT DRUG TREATMENT (MEN)","SPECIAL","1315 PACIFIC AVENUE","","ATLANTIC CITY","NJ",8401,"ATLANTIC",39.361028527,-74.426406086,NA,NA,29,NA,NA,"None","None","HIFLD-BEDS","None","None",5108401,NA,NA,5108401
"4962","UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER","GENERAL ACUTE CARE","200 WEST ARBOR DRIVE","","SAN DIEGO","CA",92103,"SAN DIEGO",32.754770233,-117.165731384,669,104,669,0.85,NA,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","None",51092103,498,50025,51092103
"4963","ROCHESTER GENERAL HOSPITAL","GENERAL ACUTE CARE","1425 PORTLAND AVE","","ROCHESTER","NY",14621,"MONROE",43.192241133,-77.586814488,470,40,528,0.88,0.61,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5114621,2631,330125,5114621
"4964","ELLWOOD CITY HOSPITAL","GENERAL ACUTE CARE","724 PERSHING STREET","","ELLWOOD CITY","PA",16117,"LAWRENCE",40.86997,-80.275655999,52,6,62,0.11,0.07,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HIFLD-BEDS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5116117,NA,390008,5116117
"4965","BAYLOR SCOTT & WHITE MEDICAL CENTER - SUNNYVALE","GENERAL ACUTE CARE","231 SOUTH COLLINS ROAD","","SUNNYVALE","TX",75182,"DALLAS",32.779117268,-96.5688118149999,70,8,70,0.76,0.72,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",51175182,3635,670060,51175182
"4966","UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","GENERAL ACUTE CARE","2315 STOCKTON BOULEVARD","","SACRAMENTO","CA",95817,"SACRAMENTO",38.5549297420001,-121.455455508,598,74,625,0.85,0.9,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",51195817,464,50599,51195817
"4967","GREATER BALTIMORE MEDICAL CENTER","GENERAL ACUTE CARE","6701 NORTH  CHARLES STREET","","BALTIMORE","MD",21204,"BALTIMORE",39.39085636,-76.6245565099999,269,24,269,0.85,0.64,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5121204,1751,210044,5121204
"4968","BEDFORD MEMORIAL HOSPITAL","GENERAL ACUTE CARE","1613 OAKWOOD STREET","","BEDFORD","VA",24523,"BEDFORD CITY",37.351402898,-79.517518493,34,6,50,0.41,0.41,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5124523,3967,490088,5124523
"4969","WILLIAMSON MEMORIAL HOSPITAL","GENERAL ACUTE CARE","859 ALDERSON STREET","","WILLIAMSON","WV",25661,"MINGO",37.678818962,-82.272648847,27,6,76,0.15,0.06,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5125661,4098,510077,5125661
"4970","CENTRAL CAROLINA HOSPITAL","GENERAL ACUTE CARE","1135 CARTHAGE ST","","SANFORD","NC",27330,"LEE",35.4690744850001,-79.187204878,127,8,137,0.34,0.59,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5127330,2794,340020,5127330
"4971","BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR","CRITICAL ACCESS","305 MALLARD LANE","","TAYLOR","TX",76574,"WILLIAMSON",30.5909437560001,-97.41538166,25,NA,25,0.24,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",51276574,3852,451374,51276574
"4972","LEE CORRECTIONAL INSTITUTION INFIRMARY","GENERAL ACUTE CARE","1204 E CHURCH ST","","BISHOPVILLE","SC",29010,"LEE",34.1989012380001,-80.225973927,NA,NA,20,NA,NA,"None","None","HIFLD-BEDS","None","None",5129010,NA,NA,5129010
"4973","UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","GENERAL ACUTE CARE","101 CITY DRIVE SOUTH","","ORANGE","CA",92668,"ORANGE",33.7887867220001,-117.888663354,352,68,402,0.82,0.85,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",51292668,419,50348,51292668
"4974","MEDICAL CENTER BARBOUR","GENERAL ACUTE CARE","820 WEST WASHINGTON STREET","","EUFAULA","AL",36027,"BARBOUR",31.8886450800001,-85.156405419,30,5,74,0.43,0.42,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5136027,21,10069,5136027
"4975","SWEETWATER HOSPITAL ASSOCIATION","GENERAL ACUTE CARE","304 WRIGHT STREET","","SWEETWATER","TN",37874,"MONROE",35.600693844,-84.4642846259999,59,NA,59,0.45,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5137874,3520,440084,5137874
"4976","USC KENNETH NORRIS, JR. CANCER HOSPITAL","GENERAL ACUTE CARE","1441 EASTLAKE AVENUE","","LOS ANGELES","CA",90033,"LOS ANGELES",34.0613554060001,-118.204785509,60,7,60,0.623744292237443,0.435616438356164,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",51390033,388,50660,51390033
"4977","OUR LADY OF LOURDES MEMORIAL HOSPITAL","GENERAL ACUTE CARE","169 RIVERSIDE DR","","BINGHAMTON","NY",13901,"BROOME",42.0913864290001,-75.936934977,161,10,242,0.71,0.79,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",513901,2580,330011,513901
"4978","BAPTIST MEDICAL CENTER LEAKE","CRITICAL ACCESS","310 ELLIS STREET","","CARTHAGE","MS",39051,"LEAKE",32.7411503920001,-89.518849469,NA,NA,25,NA,NA,"None","None","HIFLD-BEDS","None","None",5139051,NA,NA,5139051
"4979","LOURDES HOSPITAL","GENERAL ACUTE CARE","1530 LONE OAK RD","","PADUCAH","KY",42003,"MCCRACKEN",37.0506390190001,-88.647368956,265,26,359,0.45,0.69,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5142003,1586,180102,5142003
"4980","OHIOHEALTH SHELBY HOSPITAL","CRITICAL ACCESS","199 WEST MAIN STREET","","SHELBY","OH",44875,"RICHLAND",40.882406732,-82.674175077,25,NA,25,0.371507,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","DH-BED_UTILIZ","None",5144875,2990,NA,5144875
"4981","HANCOCK REGIONAL HOSPITAL","GENERAL ACUTE CARE","801 N STATE ST","","GREENFIELD","IN",46140,"HANCOCK",39.795493326,-85.768081056,61,24,61,0.36,0.54,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5146140,1228,150037,5146140
"4982","SCOTT & WHITE MEDICAL CENTER TEMPLE","GENERAL ACUTE CARE","2401 SOUTH 31ST STREET","","TEMPLE","TX",76508,"BELL",31.0774474470001,-97.3634479889999,640,70,640,0.752625,NA,"DH-NUM_STAFFE","DH-NUM_ICU_BE","DH-NUM_STAFFE","DH-BED_UTILIZ","None",51476508,3565,NA,51476508
"4983","MCLAREN ORTHOPEDIC HOSPITAL","GENERAL ACUTE CARE","2727 S PENNSYLVANIA","","LANSING","MI",48910,"INGHAM",42.703304467,-84.5350301939999,NA,NA,53,NA,NA,"None","None","HIFLD-BEDS","None","None",5148910,NA,NA,5148910
"4984","VALLEY MEMORIAL HOSPITAL - LIVERMORE","GENERAL ACUTE CARE","1111 E. STANLEY BOULEVARD","","LIVERMORE","CA",94550,"ALAMEDA",37.677320135,-121.781791647,NA,NA,75,NA,NA,"None","None","HIFLD-BEDS","None","None",51494550,NA,NA,51494550
"4985","BUCHANAN COUNTY HEALTH CENTER","CRITICAL ACCESS","1600 FIRST STREET EAST","","INDEPENDENCE","IA",50644,"BUCHANAN",42.470341357,-91.8744237339999,25,NA,25,0.14,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5150644,1320,161335,5150644
"4986","AURORA MED CTR KENOSHA","GENERAL ACUTE CARE","10400 75TH ST","","KENOSHA","WI",53142,"KENOSHA",42.569396815,-87.9354650229999,74,12,74,0.74,0.64,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5153142,4162,520189,5153142
"4987","REGINA MEDICAL CENTER","GENERAL ACUTE CARE","1175 NININGER ROAD","","HASTINGS","MN",55033,"DAKOTA",44.747251728,-92.8732831199999,29,NA,57,0.32,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5155033,1993,240059,5155033
"4988","AVERA GETTYSBURG HOSPITAL","CRITICAL ACCESS","606 EAST GARFIELD AVENUE","","GETTYSBURG","SD",57442,"POTTER",45.013084894,-99.94779146,10,NA,10,0.28,NA,"HCRIS-Total Staffed Beds","None","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","None",5157442,4414,431302,5157442
"4989","MAINLAND MEDICAL CENTER","GENERAL ACUTE CARE","6801 EMMETT F. LOWRY EXPRESSWAY","","TEXAS CITY","TX",77591,"GALVESTON",29.3940873760001,-94.9860489759999,NA,NA,223,NA,NA,"None","None","HIFLD-BEDS","None","None",51577591,NA,NA,51577591
"4990","VIBRA HOSPITAL OF CENTRAL DAKOTAS","LONG TERM CARE","1000 18TH ST NW","","MANDAN","ND",58554,"MORTON",46.841869301,-100.907697713,41,0,41,0.448780487804878,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HIFLD-BEDS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5158554,NA,352005,5158554
"4991","VALLEY PRESBYTERIAN HOSPITAL","GENERAL ACUTE CARE","15107 VAN OWEN STREET","","VAN NUYS","CA",91405,"LOS ANGELES",34.194989499,-118.463021294,333,20,350,0.59,0.79,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",51591405,322,50126,51591405
"4992","GREAT FALLS CLINIC MEDICAL CENTER","GENERAL ACUTE CARE","1411 9TH ST SOUTH","","GREAT FALLS","MT",59405,"CASCADE",47.489354518,-111.291352607,NA,NA,19,NA,NA,"None","None","HIFLD-BEDS","None","None",5159405,NA,NA,5159405
"4993","ST BERNARD HOSPITAL","GENERAL ACUTE CARE","326 W 64TH ST","","CHICAGO","IL",60621,"COOK",41.778394561,-87.6336013389999,130,10,210,0.43,0.79,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5160621,1065,140103,5160621
"4994","NORTHWEST MEDICAL CENTER","CRITICAL ACCESS","705 N. COLLEGE STREET","","ALBANY","MO",64402,"GENTRY",40.2527551530001,-94.324389074,25,NA,35,0.22,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5164402,2205,261328,5164402
"4995","DWIGHT D. EISENHOWER VA MEDICAL CENTER","MILITARY","4101 4TH ST TRAFFICWAY","","LEAVENWORTH","KS",66048,"LEAVENWORTH",39.279396239,-94.893835688,NA,NA,NA,NA,NA,"None","None","","None","None",5166048,1471,NA,5166048
"4996","HIAWATHA COMMUNITY HOSPITAL","CRITICAL ACCESS","300 UTAH STREET","","HIAWATHA","KS",66434,"BROWN",39.8523369960001,-95.5307862609999,25,NA,25,0.37,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5166434,1424,171341,5166434
"4997","CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES","CRITICAL ACCESS","825 CENTENNIAL DRIVE","","CHADRON","NE",69337,"DAWES",42.822926157,-103.014453944,25,NA,25,0.21,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5169337,2344,281341,5169337
"4998","VALLEYCARE MEDICAL CENTER","GENERAL ACUTE CARE","5555 WEST LAS POSITAS BLVD.","","PLEASANTON","CA",94588,"ALAMEDA",37.693596465,-121.880307614,167,23,167,0.385612,NA,"DH-NUM_STAFFE","DH-NUM_ICU_BE","DH-NUM_LICENS","DH-BED_UTILIZ","None",51694588,269,NA,51694588
"4999","CHRISTUS ST. FRANCES CABRINI HOSPITAL","GENERAL ACUTE CARE","3330 MASONIC DR","","ALEXANDRIA","LA",71301,"RAPIDES",31.283084434,-92.461458163,276,26,293,0.6,0.65,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5171301,1683,190019,5171301
"5000","MERCY HOSPITAL PARIS","CRITICAL ACCESS","500 EAST ACADEMY","","PARIS","AR",72855,"LOGAN",35.289293339,-93.724878549,16,NA,16,0.19,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5172855,231,41300,5172855
"5001","MERCY HOSPITAL OKLAHOMA CITY, INC.","GENERAL ACUTE CARE","4300 WEST MEMORIAL ROAD","","OKLAHOMA CITY","OK",73120,"OKLAHOMA",35.60677594,-97.599427887,308,36,349,0.76,0.57,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5173120,3098,370013,5173120
"5002","HEALTHSOUTH REHABILITATION HOSPITAL OF THE MID-CITIES","REHABILITATION","2304 STATE HIGHWAY 121","","BEDFORD","TX",76021,"TARRANT",32.8453396510001,-97.113257396,60,0,60,0.727077625570776,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5176021,5834,673044,5176021
"5003","WADLEY REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","1000 PINE STREET","","TEXARKANA","TX",75501,"BOWIE",33.428914165,-94.047627123,185,26,370,0.43,0.51,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",51775501,3578,450200,51775501
"5004","VENTURA COUNTY MEDICAL CENTER","GENERAL ACUTE CARE","3291 LOMA VISTA ROAD","","VENTURA","CA",93003,"VENTURA",34.2773501990001,-119.252133663,272,52,272,0.442768,NA,"DH-NUM_STAFFE","DH-NUM_ICU_BE","DH-NUM_STAFFE","DH-BED_UTILIZ","None",51793003,577,NA,51793003
"5005","CENTURA HEALTH-ST THOMAS MORE HOSPITAL","GENERAL ACUTE CARE","1338 PHAY AVE","","CANON CITY","CO",81212,"FREMONT",38.4552919110001,-105.230946786,25,4,25,0.64,0.3,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5181212,612,61344,5181212
"5006","IDAHO DOCTORS HOSPITAL","GENERAL ACUTE CARE","350 NORTH MERIDIAN ST","","BLACKFOOT","ID",83221,"BINGHAM",43.196302089,-112.354169572,NA,NA,8,NA,NA,"None","None","DH-NUM_LICENS","None","None",5183221,6545,NA,5183221
"5007","ST. MARKS HOSPITAL","GENERAL ACUTE CARE","1200 EAST 3900 SOUTH","","SALT LAKE CITY","UT",84124,"SALT LAKE",40.6859582650001,-111.857140907,233,18,294,0.63,0.65,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5184124,3879,460047,5184124
"5008","LA PAZ REGIONAL","GENERAL ACUTE CARE","1200 MOHAVE RD","","PARKER","AZ",85344,"LA PAZ",34.136432476,-114.285219661,25,3,25,0.35,0.48,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5185344,138,31317,5185344
"5009","HEALTHSOUTH REHABILITATION HOSPITAL OF TEXARKANA","REHABILITATION","515 WEST 12TH STREET","","TEXARKANA","TX",75501,"BOWIE",33.430077473,-94.048227813,60,0,60,0.711095890410959,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",51875501,4553,453053,51875501
"5010","DOCTOR DAN C TRIGG MEMORIAL HOSPITAL","GENERAL ACUTE CARE","301 EAST MIEL DE LUNA AVENUE","","TUCUMCARI","NM",88401,"QUAY",35.1566324400001,-103.722574505,25,NA,25,0.09,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5188401,2559,321302,5188401
"5011","CARSON VALLEY MEDICAL CENTER","GENERAL ACUTE CARE","1107 HIGHWAY 395","","GARDNERVILLE","NV",89410,"DOUGLAS",38.9194838710001,-119.719017531,23,NA,23,0.5,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5189410,2429,291306,5189410
"5012","SILVERTON HOSPITAL","GENERAL ACUTE CARE","342 FAIRVIEW STREET","","SILVERTON","OR",97381,"MARION",45.0046659180001,-122.790073102,29,4,49,0.79,0.39,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5197381,3170,380029,5197381
"5013","MEMORIAL HERMANN THE WOODLANDS HOSPITAL","GENERAL ACUTE CARE","9250 PINECROFT DRIVE","","THE WOODLANDS","TX",77380,"MONTGOMERY",30.1743354450001,-95.4543419959999,NA,NA,351,NA,NA,"None","None","HIFLD-BEDS","None","None",51977380,NA,NA,51977380
"5014","CHRISTIANA CARE-WILMINGTON HOSPITAL","GENERAL ACUTE CARE","501 W 14TH ST","","WILMINGTON","DE",19801,"NEW CASTLE",39.751463898,-75.549661799,1097,108,1097,0.72,0.79,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",519801,NA,80001,519801
"5015","PROVIDENCE REGIONAL MEDICAL CENTER EVERETT/PACIFIC CAMPUS","GENERAL ACUTE CARE","916 PACIFIC AVE","","EVERETT","WA",98206,"SNOHOMISH",47.9755933420001,-122.21676085,NA,NA,NA,NA,NA,"None","None","","None","None",5198206,NA,NA,5198206
"5016","CHRISTUS SOUTHEAST TEXAS - ST MARY","GENERAL ACUTE CARE","3600 GATES BLVD","","PORT ARTHUR","TX",77642,"JEFFERSON",29.9094246770001,-93.924439833,NA,NA,227,NA,NA,"None","None","HIFLD-BEDS","None","None",52,NA,NA,52
"5017","PROVIDENCE HOSPITAL","GENERAL ACUTE CARE","1150 VARNUM STREET NE","","WASHINGTON","DC",20017,"DISTRICT OF COLUMBIA",38.9432872610001,-76.991229326,113,16,408,0.328685374941779,0.263363486842105,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HIFLD-BEDS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",520017,NA,90006,520017
"5018","HOSP PSIQUIATRICO DR RAMON FERNANDEZ MARINA","GENERAL ACUTE CARE","CENTRO MEDICO","","MONACILLO URBANO","PR",922,"SAN JUAN",18.390593519,-66.075929758,NA,NA,NA,NA,NA,"None","None","","None","None",5200922,NA,NA,5200922
"5019","WINCHESTER HOSPITAL","GENERAL ACUTE CARE","41 HIGHLAND AVENUE","","WINCHESTER","MA",1890,"MIDDLESEX",42.466,-71.1228,205,10,205,0.63,0.68,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",5201890,1818,220105,5201890
"5020","PAM SPECIALTY HOSPITAL OF TEXARKANA NORTH","LONG TERM CARE","2400 ST. MICHAEL DRIVE, 2ND FLOOR","2nd Floor","TEXARKANA","TX",75503,"BOWIE",33.465283572,-94.0710372659999,30,NA,30,0.8458447,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","DH-BED_UTILIZ","None",52075503,4800,NA,52075503
"5021","VIBRA HOSPITAL OF SAN DIEGO","GENERAL ACUTE CARE","555 WASHINGTON STREET","","SAN DIEGO","CA",92103,"SAN DIEGO",32.749628069,-117.159769444,110,0,110,0.531905354919054,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",52092103,5450,52044,52092103
"5022","CARTHAGE AREA HOSPITAL","CRITICAL ACCESS","1001 WEST ST","","CARTHAGE","NY",13618,"JEFFERSON",43.98725597,-75.594091308,25,NA,25,0.55,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5213618,2613,331318,5213618
"5023","ST. LUKE'S THE WOODLANDS HOSPITAL","GENERAL ACUTE CARE","17200 ST LUKES WAY","","THE WOODLANDS","TX",77384,"MONTGOMERY",30.205701769,-95.458133145,216,43,241,0.62,0.45,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",52177384,3698,450862,52177384
"5024","VICTOR VALLEY GLOBAL MEDICAL CENTER","GENERAL ACUTE CARE","15248 ELEVENTH STREET","","VICTORVILLE","CA",92392,"SAN BERNARDINO",34.528306419,-117.29319765,101,10,101,0.58,0.52,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",52192392,481,50517,52192392
"5025","EAGLEVILLE HOSPITAL","REHABILITATION","100 EAGLEVILLE ROAD","","EAGLEVILLE","PA",19408,"MONTGOMERY",40.155711936,-75.4125307039999,49,NA,83,0.68,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",5219408,3299,390278,5219408
