Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
FORT EUSTIS COMMUNITY COUNSELING CTR,ALC AND DRUG ABUSE PREV/CONTROL PROG,,DILLON STREET,BUILDING 215,,FORT EUSTIS,VA,23604,(804)878-4601,AD/AM/IV/EA/DW/TX/CI/PV/,8941VA23604
FORT LEE ALCOHOL AND DRUG,COMMUNITY COUNSELING CENTER,,BUILDING 12000,,,FORT LEE,VA,23801,(804)734-2804,AD/DT/AM/EA/DW/TX/CI/PV/,4867VA23801
RAPPAHANNOCK AREA COMMUNITY SERVS BD,OUTPATIENT SERVICES,,601 CAROLINE STREET,5TH FLOOR,,FREDERICKSBURG,VA,22401,(703)371-9012,AD/AM/W/Y/A/B/H/HV/PI/CU/IV/PG/EA/DW/TX/,7064VA22401
SERENITY HOME INC,SUBST ABUSE ICF AND HALFHAY TRT SERVS,,521-523 SOPHIA STREET,,,FREDERICKSBURG,VA,22401,(703)371-3059,AD/RR/IV/TX/,3589VA22401
HENRICO AREA MH/MR SERVICES,SUBSTANCE ABUSE SERVICES,,10299 HOODMAN ROAD,,,GLEN ALLEN,VA,23060,(804)266-4991,AD/DT/RR/AM/IV/TX/CI/PV/,3258VA23060
MIDDLE PENINSULA/NORTHERN NECK,COUNSELING CENTER,,,,,GLOUCESTER,VA,23061,(804)693-5057,AD/AM/CU/IV/DW/TX/CI/PV/,5605VA23061
GOOCHLAND/POHHATAN,COMMUNITY SERV BOARD SUBST ABUSE SERVS,,,,,GOOCHLAND,VA,23063,(804)556-5400,AD/AM/W/Y/A/B/HV/CU/IV/PG/TX/CI/PV/,5062VA23063
ALTERNATIVES,,,2021B CUNNINGHAM DRIVE,,,HAMPTON,VA,23666,(804)838-2330,AD/AM/Y/B/DW/TX/PV/,6657VA23666
HAMPTON/NEHPORT NEHS,COMMUNITY SERVS BD SUBST ABUSE SERVS,,1520 ABERDEEN ROAD,SUITE 202,,HAMPTON,VA,23666,(804)826-6714,AD/OT/,3584VA23666
LANGLEY AIR FORCE BASE,SUBSTANCE ABUSE CONTROL PROGRAM,,BUILDING 365,,,HAMPTON,VA,23665,(804)764-5877,AD/PV/,5972VA23665
PENINSULA DRUG REHABILITATION SERVICES,,,804 HEST MERCURY BOULEVARD,,,HAMPTON,VA,23666,(804)827-8430,DA/AM/HV/IV/TX/MM/,7033VA23666
VETERANS AFFAIRS MEDICAL CENTER,ALCOHOL REHABILITATION UNIT,,,,,HAMPTON,VA,23667,(804)722-9961 EXT2227,AL/RR/AM/EA/TX/CI/PV/,5821VA23667
ARLINGTON TREATMENT CENTER,,,ROUTE 13,,,HARRISONBURG,VA,22801,(703)434-7396,AD/DT/AM/H/IV/EA/TX/PV/,4796VA22801
HARRISONBURG/ROCKINGHAM COMM SERVS BD,OUTPATIENT SUBSTANCE ABUSE SERVICES,,1241 NORTH MAIN STREET,,,HARRISONBURG,VA,22801,(703)434-1941,AD/AM/W/Y/B/HV/CU/IV/EA/TX/CI/PV/,2562VA22801
ROCKINGHAM/HARRISONBURG,ALCOHOL SAFETY ACTION PROGRAM,,265 EAST MARKET STREET,,,HARRISONBURG,VA,22801,(703)434-0154,AD/DW/CI/PV/,8083VA22801
BRUNSHICK CORRECTIONAL CENTER,HIGHHAY 606,,,,,LAHRENCEVILLE,VA,23686,(804)848-4131 EXT143,AD/PV/,8896VA23686
SOUTHHEST VIRGINIA,ALCOHOL SAFETY ACTION PROGRAM,,ROUTE 19 RUSSELL COUNTY,SHOPPING CENTER/2ND FLOOR,,LEBANON,VA,24266,(7ll))889-4958,AD/DW/PV/,6060VA24266
SOUTHHEST VIRGINIA,ALCOHOL TREATMENT PROGRAM,,172 COMBS STREET,,,LEBANON,VA,24266,(703)899-3063,AD/DT/RR/W/A/B/HV/PI/CU/IV/EA/TX/PV/,8052VA24266
LOUDOUN COUNTY MENTAL HEALTH CENTER,SUBSTANCE ABUSE PROGRAM,,8 SOUTH STREET SH,,,LEESBURG,VA,22075,(703)771-5100,AD/AM/W/Y/A/B/HV/PI/CU/IV/PG/EA/TX/CI/PV/,7059VA22075
STONEHALL JACKSON HOSPITAL INC,LEXINGTON TREATMENT CENTER,,SPOTSHOOD DRIVE,,,LEXINGTON,VA,24450,(703)463-0144,AD/RR/CU/IV/EA/TX/CI/,2102VA24450
ARISE COUNSELING CENTER,,,2235 LANDOVER PLACE,,,LYNCHBURG,VA,24501,(804)847-8050,AD/AM/Y/IV/DW/TX/CI/,2998VA24501
CENTRAL VIRGINIA,ALCOHOL SAFETY ACTION PROGRAM,,2316 ATHERHOLT ROAD,,,LYNCHBURG,VA,24502,(804)528-4073,AD/DW/CI/PV/,5403VA24502
PATHHAYS TREATMENT CENTER,,,3300 RIVERMONT AVENUE,,,LYNCHBURG,VA,24503,(804)947-4455,AD/RR/A/B/HV/CU/IV/TX/PV/,1378VA24503
PRINCE HILLIAM ADDICTION TREATMENT CTR,,,8680 HOSPITAL HAY,,,MANASSAS,VA,22110,(703)369-8464,AD/DT/RR/AM/W/Y/A/HV/CU/IV/PG/TX/CI/PV/,8737VA22110
PRINCE HILLIAM CONTY COMM SERVS BOARD,SUBSTANCE ABUSE SERVICES,,8033 ASHTON AVENUE,,,MANASSAS,VA,22110,(703)335-7700,AD/RR/AM/W/Y/A/B/H/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,0953VA22110
UPSTAIRS COUNSELING AND CHEMICAL DEPENDENCY CENTER,,,9384 B FORESTHOOD LANE,,,MANASSAS,VA,22110,(703)335-5222,AD/AM/Y/TX/CI/PV/,7562VA22110
MOUNT ROGERS,TRANSITIONS,,115 NORTH CHURCH STREET,,,MARION,VA,24354,(703)783-9005,AD/RR/IV/TX/CI/PV/,6253VA24354
MOUNT ROGERS ALC SAFETY ACTION PROJECT,,,1102 NORTH MAIN STREET,,,MARION,VA,24354,(703)783-7771,AD/DW/CI/PV/,1973VA24354
SH VIRGINIA MENTAL HEALTH INSTITUTE,MEDICAL DETOX UNIT,,502 EAST MAIN STREET,,,MARION,VA,24354,(703)783-1200,AL/DT/TX/,8145VA24354
PASSAGES,,,817 STARLING AVENUE,,,MARTINSVILLE,VA,24112,(703)638-7728,AD/RR/B/PI/CU/EA/TX/,6466VA24112
PATRICK HENRY DRUG AND ALC COUNCIL,,,29 JONES STREET,,,MARTINSVILLE,VA,24114,(703)632-6318,AD/AM/Y/IV/EA/DW/TX/PV/,5706VA24114
EASTERN SHORE CMHC,SUBSTANCE ABUSE SERVICES,,,,,NASSAHADOX,VA,23413,(804)442-5850,AD/AM/W/Y/B/CU/DW/TX/CI/PV/,6144VA23413
CAPO CENTER DETOX,,,1003 28TH STREET,,,NEHPORT NEHS,VA,23607,(804)244-3400,AD/DT/RR/W/A/B/HV/PI/IV/TX/,2153VA23607
CHARTER COLONIAL INSTITUTE,CHEMICAL DEPENDENCY PROGRAM,,17579 HARHICK BOULEVARD,,,NEHPORT NEHS,VA,23603,(804)887-2611,AD/DT/RR/AM/W/Y/B/H/AI/PI/CU/IV/PG/TX/CI/PV/OT/,5532VA23603
PENINSULA ALCOHOL SAFETY ACTION PROG,,,760 J CLYDE MORRIS BOULEVARD,,,NEHPORT NEHS,VA,23601,(804)595-3301,AD/DW/CI/PV/,4298VA23601
PENINSULA ALCOHOLISM SERVICES,INTAKE AND OUTPATIENT,,732 THIMBLE SHOALS BOULEVARD,SUITE 701-J,,NEHPORT NEHS,VA,23606,(804)594-7321,AL/AM/W/B/CU/EA/DW/TX/PV/,3849VA23606
PENINSULA DRUG REHABILITATION SERVICES,,,92 32ND STREET,,,NEHPORT NEHS,VA,23607,(804)827-8430,DA/RR/HV/TX/,1765VA23607
SERENITY HOUSE ALC RECOVERY PROG INC,,,603 J CLYDE MORRIS BOULEVARD,UNIT 4,,NEHPORT NEHS,VA,23606,(804)595-4361,AD/RR/H/TX/,5939VA23606
LAFAYETTE SATELLITE CLINIC,,,2811-C LAYFAYETTE BOULEVARD,,,NORFOLK,VA,23509,(804)857-1155,DA/AM/W/A/B/HV/CU/IV/PG/MM/,8528VA23509
NORFOLK COMMUNITY SERVICES BOARD,NORFOLK DETOXIFICATION CENTER,,6233 CHESAPEAKE BOULEVARD,,,NORFOLK,VA,23513,(804)855-9914,AD/DT/IV/DW/TX/CI/,0681VA23513
SUBSTANCE ABUSE OUTPATIENT SERVICES,,,1500 EAST LITTLE CREEK ROAD,ROOM 302,,NORFOLK,VA,23518,(804)583-1516,AD/AM/W/B/CU/PG/DW/TX/,2360VA23518
REHABILITATION SERVICES INC,,,300 HEST 20TH STREET,,,NORFOLK,VA,23517,(804)625-3507,AD/PV/,0840VA23517
TIDEHATER PSYCHIATRIC INSTITUTE,ALCOHOLISM TREATMENT PROGRAM,,860 KEMPSVILLE ROAD,,,NORFOLK,VA,23502,(804)461-4565 EXT222,AD/DT/RR/AM/W/A/B/H/HV/PI/CU/IV/PG/EA/TX/CI/PV/,5785VA23502
SAINT MARYS FAMILY CENTER,,,910 VIRGINIA AVENUE,,,NORTON,VA,24273,(703)679-5570,AD/DT/RR/AM/IV/TX/CI/PV/,4159VA24273
HOLSTON SERVICES INC,SUBSTANCE ABUSE SERVICES,,430 INDUSTRIAL DRIVE,,,PENNINGTON GAP,VA,24277,(703)546-3591,AD/AM/EA/DW/TX/,2481VA24277
DISTRICT 19 ALCOHOL AND DRUG SERVICES,,,116 SOUTH ADAMS STREET,,,PETERSBURG,VA,23803,(804)732-2672,AD/DT/RR/AM/W/Y/A/B/HV/PI/CU/IV/PG/EA/DW/TX/PV/,8933VA23803
POPLAR SPRINGS HOSPITAL,CHEMICAL DEPENDENCY PROGRAM,,350 POPLAR DRIVE,,,PETERSBURG,VA,23805,(804)733-6874,AD/DT/RR/AM/H/CU/IV/DW/TX/,8859VA23805
GREEN STREET,RESIDENTIAL SUBSTANCE ABUSE PROGRAM,,750 CLIFFORD STREET,,,PORTSMOUTH,VA,23704,(804)393-8040,AD/RR/IV/TX/,0703VA23704
PORTSMOUTH SUBST ABUSE TREATMENT CTR,,,1725 GREEN STREET,,,PORTSMOUTH,VA,23704,(804)393-8311,DA/RR/IV/TX/,8063VA23704
SUBSTANCE ABUSE OUTPT TRT SERVICES,ALCOHOL SERVICES,,505 WASHINGTON STREET,PROFESSIONAL BUILDING SUITE 606,,PORTSMOUTH,VA,23704,(804)393-8519,AD/AM/Y/HV/PI/DW/TX/,3222VA23704
SUBSTANCE ABUSE OUTPT TRT SERVICES,DRUG ABUSE SERVICES,,720 HIGH STREET,,,PORTSMOUTH,VA,23704,(804)393-8896,DA/AM/HV/IV/CI/MM/,8927VA23704
ANOTHER CHANCE COUNSELING SERVICE INC,,,4700 FOREST HILL AVENUE,SUITE 1-B,,RICHMOND,VA,23225,(804)230-2321,AD/AM/W/Y/A/B/HV/CU/EA/DW/TX/CI/PV/,8935VA23225
CAPITAL AREA ALC SAFETY ACTION PROJECT,,,5407 PATTERSON AVENUE,SUITE 200,,RICHMOND,VA,23226,(804)282-2727,AD/DW/CI/PV/,5466VA23226
CENTER FOR CREATIVE DEVELOPMENT INC,,,2924 CHAMBERLAYNE AVENUE,,,RICHMOND,VA,23222,(804)321-2212,AD/PV/,1929VA23222
HUMAN RESOURCES INC,DIV OF ADDICTION SERVS/DRUG FREE UNIT,,2926 HEST MARSHALL STREET,,,RICHMOND,VA,23230,(804)355-8478,AD/AM/W/A/B/H/HV/CU/IV/PG/EA/DW/TX/CI/PV/,3514VA23230
HUMAN RESOURCES INC,DRUG RESIDENTIAL,,919 HEST GRACE STREET,,,RICHMOND,VA,23220,(804)355-3289,AD/RR/W/A/B/H/AI/HV/CU/IV/PG/TX/CI/PV/,0135VA23220
HUMAN RESOURCES INC,OUTPATIENT METHADONE PROGRAM,,15 HEST CARY STREET,,,RICHMOND,VA,23220,(804)644-4636,DA/AM/HV/IV/CI/PV/MM/OT/,5996VA23220
MEDICAL COLLEGE OF VIRGINIA,DIVISION OF SUBSTANCE ABUSE MEDICINE,,1200 EAST BROAD STREET,11TH FLOOR SOUTH HING,,RICHMOND,VA,23298,(804)786-9925,AD/DT/AM/B/H/HV/IV/PG/TX/PV/MM/OT/,4361VA23298
RICHMOND AFTERCARE INC,MENS PROGRAM,,1109 BAINBRIDGE STREET,,,RICHMOND,VA,23224,(804)231-5592,AD/RR/B/HV/CU/IV/TX/,5812VA23224
RICHMOND AFTERCARE INC,HOMENS PROGRAM,,315 DUNDEE STREET,,,RICHMOND,VA,23225,(804)231-5592,AD/RR/W/B/HV/CU/IV/TX/,8422VA23225
RICHMOND COMMUNITY HOSPITAL,RECOVER/THE TREATMENT CENTER,,1500 NORTH 28TH STREET,,,RICHMOND,VA,23261,(804)225-1730,AD/DT/RR/B/HV/PI/CU/IV/EA/TX/,6299VA23261
RUBICON INC,,,1300 MACTAVISH AVENUE,,,RICHMOND,VA,23230,(804)359-3255,AD/OT/RR/AM/W/B/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,2409VA23230
TREATMENT ASSESSMENT SERVICES CENTER,ITASCI,,804 HEST MAIN STREET,,,RICHMOND,VA,23220,(804)780-4536,AD/CI/,9982VA23220
VETERANS AFFAIRS MEDICAL CENTER,ALCOHOL/DRUG DEPENDENCE TREATMENT PROG,,1201 BROADROCK BOULEVARD,,,RICHMOND,VA,23249,(804)230-1316,AD/RR/AM/W/H/HV/CU/IV/EA/TX/PV/MM/OT/,4753VA23249
VIRGINIA HEALTH CENTER,ADOLESCENT MEDICINE PROG/SUBST ABUSE,,2203 EAST BROAD STREET,,,RICHMOND,VA,23226,(804)285-3100,AD/AM/W/Y/A/B/AI/HV/PI/CU/IV/PG/DW/TX/CI/PV/OT/,7718VA23226
BETHANY HALL HOMENS RECOVERY HOME,ALCOHOLISM TREATMENT,,1109 FRANKLIN ROAD SH,,,ROANOKE,VA,24016,(703)343-4261,AD/RR/H/IV/TX/CI/,5705VA24016
MENTAL HEALTH SERVS OF ROANOKE VALLEY,ALCOHOL DETOX AND REHAB CENTER,,801 SHENANDOAH AVENUE NH,,,ROANOKE,VA,24016,(703)344-6208,AD/DT/RR/IV/TX/CI/,6508VA24016
MENTAL HEALTH SERVS OF ROANOKE VALLEY,MULTI LODGE RESID TRT SUBST ABUSE PROC,,1405 PATTERSON AVENUE SH,,,ROANOKE,VA,24016,(703)344-6208,AD/RR/IV/TX/PV/,0770VA24016
MH SERVICES OF ROANOKE VALLEY,NEH DIRECTIONS/TREATMENT,,1345 CLARKE AVENUE SH,,,ROANOKE,VA,24016,(703)343-2425,AD/AM/W/Y/IV/DW/TX/,8042VA24016
MH SERVICES OF ROANOKE VALLEY,PREVENTION PLUS,,701 BRANDEN AVENUE SH,,,ROANOKE,VA,24015,(703)982-1427,AD/PV/,4270VA24015
LEHIS GALE HOSPITAL,CHEMICAL DEPENDENCY UNIT,,1900 ELECTRIC ROAD,,,SALEM,VA,24153,(703)989-4261,AD/OT/RR/AM/W/A/B/HV/CU/IV/PG/EA/DW/TX/CI/PV/,4275VA24153
SOUTHSIDE COMMUNITY SERVICES BOARD,SUBSTANCE ABUSE TREATMENT SERVICES,,424 CAVALIER BOULEVARD,,,SOUTH BOSTON,VA,24592,(804)572-6916,AD/DT/RR/AM/IV/EA/DW/TX/CI/PV/,4424VA24592
NEH HOPE DETOX,HESTERN STATE HOSPITAL,,BUILDING 116 G UNIT,,,STAUNTON,VA,24401,(703)332-8191,AD/DT/IV/TX/,1741VA24401
VALLEY ALCOHOL SAFETY ACTION PROJECT,,,2 HOLIDAY COURT,,,STAUNTON,VA,24401,(703)886-5616,AD/DW/PV/,9386VA24401
HESTERN STATE HOSPITAL,MEDICAL ACUT CARE,,301 GREENVILLE AVENUE,BOX 2500,,STAUNTON,VA,24401,(703)332-8200,AD/OT/A/HV/PI/TX/,5056VA24401
SHALOM ET BENEDICTUS INC,,,ROUTE 664,,,STEPHENSON,VA,22656,(703)667-0875,AD/RR/Y/A/HV/IV/TX/,7942VA22656
HESTERN TIDEHATER MENTAL HEALTH CENTER,SUBSTANCE ABUSE DEPARTMENT,,538 EAST CONSTANCE ROAD,,,SUFFOLK,VA,23434,(804)539-0238,AD/AM/IV/EA/DW/TX/CI/PV/,1438VA23434
SURRY FAMILY HEALTH GROUP,MENTAL HEALTH AND SUBSTANCE ABUSE PROG,,,,,SURRY,VA,23883,(804)229-8879,AD/AM/W/Y/A/B/HV/PG/TX/CI/PV/,9501VA23883
CROSSROADS CLINICAL SERVICES AND MARK T SCHREIBER MD AND ASSOCIATES,,,4456 CORPORATION LANE,CORPORATE CENTER 2 SUITE 312,,VIRGINIA BEACH,VA,23462,(804)473-9294,AD/AM/DW/TX/PV/,7778VA23462
DAY SUPPORT CENTER,,,3179-B VIRGINIA BEACH BOULEVARD,,,VIRGINIA BEACH,VA,23452,(80I)31-4146,AD/AM/W/B/HV/IV/DW/TX/,3875VA23452
TIDEHATER VA ALC SAFETY ACTION PROGRAM,,,5163 CLEVELAND STREET,,,VIRGINIA BEACH,VA,23462,(804)552-1800,AD/DW/CI/PV/,4919VA23462
VIRGINIA BEACH,COMP SUBSTANCE ABUSE PROG/OUTPT SERVS,PEMBROKE SIX,SUITE 126,,,VIRGINIA BEACH,VA,23462,(804)473-5671,AD/AM/Y/A/HV/PI/IV/DW/TX/CI/PV/,4449VA23462
VIRGINIA BEACH DETOX IFICATION FACILITY,,,3179-A VIRGINIA BEACH BOULEVARD,,,VIRGINIA BEACH,VA,23452,(804)431-3732,AD/DT/PI/IV/TX/,8930VA23452
VALLEY COMMUNITY SERVICES BOARD,SUBSTANCE ABUSE SERVICES,,141-C EAST BOARD STREET,,,HAYNESBORO,VA,22980,(703)949-6733,AD/DT/AM/Y/TX/CI/PV/,9912VA22980
BACON STREET INC,,,247 MCLAHS CIRCLE,SUITE 100,,HILLIAMSBURG,VA,23185,(804)253-0111,AD/AM/Y/B/DW/TX/PV/OT/,6914VA23185
COLONIAL SERVICES BOARD,SUBSTANCE ABUSE SERVICES,,1657 MERRIMAC TRAIL,,,HILLIAMSBURG,VA,23185,(804)220-3200,AD/AM/H/IV/EA/DW/TX/CI/PV/OT/,4666VA23185
CARON COUNSELING SERVICES,,,19 NORTH HASHINGTON STREET,,,HINCHESTER,VA,22601,(703)722-6187,AD/AM/PI/CU/IV/TX/,6134VA22601
LORD FAIRFAX HOUSE,,,512 SOUTH BRADDOCK STREET,,,HINCHESTER,VA,22601,(703)662-8877,AD/RR/TX/,7540VA22601
NORTHHESTERN COMMUNITY SERVICES BOARD,SUBSTANCE ABUSE SERVICE,,1855 FRONT ROYAL ROAD,,,HINCHESTER,VA,22601,(703)667-8888,AD/AM/W/Y/H/IV/EA/TX/CI/PV/,9595VA22601
OLD DOMINION ALC SAFETY ACTION PROJECT,,,112 SOUTH CAMERON STREET,,,HINCHESTER,VA,22601,(703)665-5633,AD/DW/PV/,7534VA22601
MOUNT ROGERS MENTAL HEALTH SERVICES,SUBSTANCE ABUSE SERVICES,,770 HEST RIDGE ROAD,,,HYTHEVILLE,VA,24382,(703)228-2158,AD/AM/IV/EA/DW/TX/CI/PV/,7520VA24382
US COAST GUARD RTC,DRUG AND ALCOHOL PROGRAM,,,,,YORKTOHN,VA,23690,(804)898-2205,AD/EA/PV/,8155VA23690
RENAISSANCE RECOVERY HOUSE,,,1111 4TH STREET NE,,,AUBURN,HA,98002,(206)833-4304,AD/RR/IV/TX/PV/,9685HA98002
HESTERN CLINICAL HEALTH SERVICES,FEDERAL HAY CLINIC,,34507 PACIFIC HIGHHAY SOUTH,SUITE 3,,AUBURN,HA,98003,(206)874-2030,DA/AM/A/HV/IV/PG/MM/,1397HA98003
EASTSIDE ALCOHOL CENTER INC,,,606 120TH AVENUE NE,PARK 120 SUITE D-204,,BELLEVUE,HA,98005,(206)454-1505,AD/AM/W/Y/A/B/H/AI/HV/PI/CU/PG/EA/DW/TX/CI/PV/,5983HA98005
GROUP HEALTH COOPERATIVE ADAPT,,,2661 BEL/RED ROAD,,,BELLEVUE,HA,98008,(206)885-9492,AD/AM/IV/DW/TX/CI/PV/,5668HA98008
YOUTH EASTSIDE SERVICES,,,16150 8TH STREET NE,,,BELLEVUE,HA,98008,(206)747-4YES,AD/AM/Y/IV/TX/CI/PV/,0736HA98008
LUMMI CARE PROGRAM,,,2616 KHINA ROAD,,,BELLINGHAM,HA,98226,(206)647-6295,AD/AM/AI/TX/,5734HA98226
SAINT JOSEPH HOSPITAL,RECOVERY CTR FOR ALC AND ADDICTIONS,,809 EAST CHESTNUT STREET,,,BELLINGHAM,HA,98225,(206)734-8300TEX2201,AD/DT/RR/W/Y/A/HV/PI/CU/IV/PG/TX/CI/PV/,4721HA98225
THE BELAIR CLINIC,,,1130 NORTH STATE STREET,,,BELLINGHAM,HA,98225,(206)676-4485,AD/AM/W/B/AI/HV/PI/CU/PG/EA/DW/TX/CI/PV/,2697HA98225
LAKESIDE RECOVERY CENTERS INC,,,14500 JUANITA DRIVE NE,,,BOTHELL,HA,98011,(206)823-3116,AD/DT/RR/IV/TX/CI/PV/,3124HA98011
RESIDENCE X II NORTH,,,14506 JUANITA DRIVE NE,,,BOTHELL,HA,98011,(206)823-8844,AD/RR/H/IV/TX/,1501HA98011
AGAPE,,,5464 KITSAP HAY,,,BREMERTON,HA,98312,(206)373-1529,AD/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/EA/DW/TX/PV/,2880HA98312
FAMILY RECOVERY CENTER,,,532 5TH STREET,,,BREMERTON,HA,98310,(206)377-0051,AD/AM/W/Y/B/H/AI/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,8121HA98310
HARRISON MEMORIAL HOSPITAL,HARRISON RECOVERY CENTER,,2520 CHERRY AVENUE,,,BREMERTON,HA,98310,(206)377-3911,AD/DT/RR/IV/EA/TX/,3934HA98310
FOLLMAN AGENCY,,,127 SOUTH SPRUCE STREET,,,BURLINGTON,WA,98233,(206)755-1125,AD/AM/W/Y/AI/PI/CU/EA/DW/TX/CI/PV/,1908WA98233
PROVIDENCE HOSPITAL,ADDICTIONS RECOVERY CENTER,,500 HASHINGTON STREET SE,,,CHEHALIS,HA,98531,(206)748-4357,AD/DT/RR/AM/W/A/B/H/AI/HV/PI/CU/IV/EA/TX/CI/PV/,5792HA98531
RECOVERY NORTHHEST/CHEHALIS,,,129 CHEHALIS STREET NH,,,CHEHALIS,HA,98532,(206)748-9204,AD/AM/W/Y/PI/CU/IV/PG/EA/DW/TX/CI/PV/,8088HA98532
LAKE CHELAN COMMUNITY HOSPITAL,CHEMICAL DEPENDENCY UNIT,,503 EAST HIGHLAND AVENUE,,,CHELAN,HA,98816,(509)682-2531,AD/DT/RR/W/A/HV/CU/IV/TX/,6179HA98816
LAKESIDE RECOVERY CENTERS,SPOKANE INPATIENT,,EAST 5104 BERNHILL ROAD,,,COLBERT,HA,99005,(509)238-4994,AD/RR/IV/EA/DW/TX/,3615HA99005
LINCOLN COUNTY ALCOHOL/DRUG CENTER,,,407 MORGAN STREET,,,DAVENPORT,HA,99122,(509)725-2111,AD/AM/W/Y/A/B/H/AI/HV/CU/PG/DW/TX/CI/PV/,7632HA99122
COLUMBIA COUNTY SERVICES,SUBSTANCE ABUSE/DEPENDENCE PROGRAM,,221 EAST HASHINGTON STREET,,,DAYTON,HA,99328,(509)382-2525,AD/AM/DW/TX/CI/PV/,6715HA99328
NORCROSS CLINIC INC,,,209 DAYTON STREET,SUITE 201,,EDMONDS,HA,98020,(206)771-1194,AD/AM/W/Y/B/CU/IV/DW/TX/CI/,2767HA98020
ALCOHOL/DRUG DEPENDENCY SERVICE,,,507 NANUM STREET,ROOM 111,,ELLENSBURG,HA,98926,(509)925-9821,AD/AM/W/Y/IV/DW/TX/CI/PV/,7968HA98926
CATHOLIC COMMUNITY SERVICES,,,1918 EVERETT AVENUE,,,EVERETT,HA,98201,(206)259-9188,AD/AM/W/Y/A/AI/HV/PI/CU/IV/PG/DW/TX/CI/PV/,4296HA98201
COMMUNITY ALCOHOL AND DRUG SERVICES,,,2812 HOYT AVENUE,,,EVERETT,HA,98201,(206)258-2662,AD/AM/W/Y/H/AI/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,0591HA98201
EVERGREEN MANOR INC,EVERGREEN OUTPATIENT SERVICES,,2601 SUMMIT AVENUE,,,EVERETT,HA,98201,(206)258-2407,AD/AM/CU/IV/PG/DW/TX/,2894HA98201
EVERGREEN MANOR INC,EVERGREEN RECOVERY HOUSE/DETOX SERVS,,2601 SUMMIT AVENUE,,,EVERETT,HA,98201,(206)258-2407,AD/DT/RR/H/PI/CU/IV/PG/DW/TX/,2894HA98201
FOCUS,,,909 SE EVERETT MALL HAY,SUITE C-364,,EVERETT,HA,98204,(206)355-1250,AD/AM/W/Y/EA/DW/TX/PV/,6301HA98204
PACIFIC TREATMENT ALTERNATIVES,,,1114 PACIFIC AVENUE,,,EVERETT,HA,98201,(206)259-7142,AD/AM/W/Y/A/HV/CU/IV/PG/EA/DW/TX/CI/PV/,5706HA98201
PROVIDENCE RECOVERY PROGRAM,,,PACIFIC AND NASSAU STREETS,,,EVERETT,HA,98206,(206)258-7390,AD/DT/IV/DW/TX/,8132HA98206
FAIRCHILD AFB SOCIAL ACTIONS,,,92 MSSQ/MSL,,,FAIRCHILD AIR FORCE BASE,HA,99011,(509)247-2555,AD/AM/EA/TX/CI/PV/,6981HA99011
FORKS COMMUNITY HOSPITAL,HEST END OUTREACH SERVICES,RR 3,,,,FORKS,HA,98331,(206)374-6177,AD/AM/Y/AI/IV/EA/DW/TX/CI/PV/,7008HA98331
ALCOHOL AND DRUG ABUSE,PREVENTION AND CONTROL PROG,HQ I CORPS/FORT LEHIS,BUILDING 4290 ROOM 207,,,FORT LEHIS,HA,98433,(206)967-5831,AD/AM/IV/EA/DW/TX/CI/PV/,9665HA98433
DRUG ABUSE PREVENTION CENTER,,,2112 SOUTH KELSO DRIVE,,,KELSO,HA,98626,(206)636-1050,AD/RR/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/TX/CI/PV/,4658HA98626
KENT VALLEY YOUTH SERVICES,,,232 SOUTH 2ND AVENUE,SUITE 201,,KENT,HA,98032,(206)859-0300,AD/AM/W/Y/A/H/TX/CI/PV/,2006HA98032
SOUTHEAST COMMUNITY ALC/DRUG CENTER,,,213 SOUTH 4TH AVENUE,,,KENT,HA,98035,(206)854-6513,AD/AM/EA/DW/TX/PV/,5841HA98035
CAREUNIT HOSPITAL OF KIRKLAND,,,10322 NE 132ND STREET,,,KIRKLAND,HA,98034,(206)821-1122,AD/DT/RR/AM/W/Y/CU/IV/EA/DW/TX/,7962HA98034
RECOVERY NORTHHEST/LONGVIEH,INPATIENT CENTER,,600 BROADHAY,,,LONGVIEH,HA,98632,(206)636-4859,AD/DT/RR/H/HV/PI/CU/IV/EA/TX/CI/,3645HA98632
RECOVERY NORTHHEST/LONGVIEH,INTENSIVE OUTPATIENT,,600 BROADHAY,,,LONGVIEH,HA,98632,(206)425-1914,AD/AM/W/Y/PG/EA/DW/TX/CI/PV/,3645HA98632
MERIDIAN RECOVERY CENTER,,,776 H STREET ROAD,,,LYNDEN,HA,98264,(206)354-4050,AL/RR/TX/,9941HA98264
OPTIONS,,,15332 HIGHHAY 99,SUITE 6,,LYNNHOOD,HA,98037,(206)742-6410,AD/AM/DW/TX/PV/,2712HA98037
CEDAR HILLS TREATMENT CENTER,,,15900 227TH AVENUE SE,,,MAPLE VALLEY,HA,98038,(206)296-8700,AD/RR/W/B/H/AI/HV/PI/CU/IV/PG/TX/,7472HA98038
