GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GKT001,GKT002,GKT003,GKT004,GKT005,GKT006,GKT007,GKT008,GKT009,GKT010,GKT011,GKT012,GKT013,GKT014,GKT015,GKT016,GKT017,GKT018,GKT019,GKT020,GKT021,GKT022,GKT023,GKT024,GKT025,GKT026,GKT027,GKT028,GKT029,GKT030,GKT031,GKT032,GLD001
"G4802610","2000","US","3","7","Texas","48","Kenedy","261",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3773010533","1266067224","Kenedy County","A","+26860843","-097739000","06",,,17,4,12,5,9,6,0,3,15,15,11,0,13,14,4,2,13,4,4,10,6,2,9,6,42,4,10,1,17,3,0,0,188
"G4802630","2000","US","3","7","Texas","48","Kent","263",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2337024572","1490921","Kent County","A","+33239207","-100718302","06",,,6,7,6,12,8,11,18,12,112,17,45,10,29,9,2,0,2,11,5,12,8,6,11,6,126,43,42,10,36,19,2,0,326
"G4802650","2000","US","3","7","Texas","48","Kerr","265",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2864843926","3988306","Kerr County","A","+30046139","-099197051","06",,,287,186,303,426,304,460,388,284,3880,920,2249,636,2270,959,441,182,171,154,427,582,400,539,503,407,5185,1400,2808,882,2386,761,162,64,17289
"G4802670","2000","US","3","7","Texas","48","Kimble","267",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3239286360","583223","Kimble County","A","+30509525","-099749155","06",,,20,33,37,83,51,79,44,62,499,81,155,46,193,57,33,13,28,15,34,89,71,108,61,64,575,85,246,36,163,49,36,0,1771
"G4802690","2000","US","3","7","Texas","48","King","269",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2362826410","2685451","King County","A","+33605457","-100254446","06",,,0,3,0,13,3,0,13,3,31,6,10,8,20,2,0,0,0,0,3,0,3,2,3,4,28,4,17,18,28,3,3,0,68
"G4802710","2000","US","3","7","Texas","48","Kinney","271",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3531291789","4833582","Kinney County","A","+29304811","-100437118","06",,,64,61,87,39,26,32,24,34,307,42,198,28,155,54,10,4,55,50,67,87,34,17,43,54,330,68,106,68,146,37,2,6,1331
"G4802730","2000","US","3","7","Texas","48","Kleberg","273",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2255813548","568033430","Kleberg County","A","+27464841","-097854841","06",,,239,184,323,450,280,367,351,385,2034,507,1460,259,1123,300,100,243,423,197,488,479,377,370,379,393,2092,649,1275,285,1159,583,51,91,10660
"G4802750","2000","US","3","7","Texas","48","Knox","275",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2198908360","16649720","Knox County","A","+33534443","-099718024","06",,,66,30,58,86,52,51,53,48,437,73,147,31,113,28,8,0,41,28,64,104,72,66,71,46,514,98,196,53,150,30,5,0,1514
"G4802770","2000","US","3","7","Texas","48","Lamar","277",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2374518404","40564794","Lamar County","A","+33652536","-095560721","06",,,170,129,240,700,479,585,537,614,4698,1266,2117,735,1476,494,272,57,118,107,255,865,546,806,680,651,5803,1578,2276,1089,1511,618,110,30,19540
"G4802790","2000","US","3","7","Texas","48","Lamb","279",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2631978707","3931575","Lamb County","A","+34057561","-102357212","06",,,229,155,265,267,142,203,183,120,1200,306,572,220,318,81,40,9,248,153,242,284,192,213,251,192,1414,357,557,211,412,138,24,4,5504
"G4802810","2000","US","3","7","Texas","48","Lampasas","281",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1844176651","4976251","Lampasas County","A","+31145134","-098218247","06",,,103,63,92,142,128,195,137,209,1594,450,936,432,575,304,59,41,155,25,175,252,171,231,165,195,1906,632,948,296,681,192,5,2,6457
"G4802830","2000","US","3","7","Texas","48","La Salle","283",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3856100912","13930617","La Salle County","A","+28353773","-099162133","06",,,126,95,137,216,146,65,190,58,461,127,149,37,118,11,2,0,188,93,111,141,82,60,52,37,466,103,196,34,79,22,0,0,2466
"G4802850","2000","US","3","7","Texas","48","Lavaca","285",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2512032709","1159937","Lavaca County","A","+29392154","-097002955","06",,,126,64,183,456,265,319,199,197,2327,388,694,186,496,166,84,5,180,77,206,657,405,355,221,237,2527,489,667,282,539,141,67,9,7434
"G4802870","2000","US","3","7","Texas","48","Lee","287",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1627809365","14333023","Lee County","A","+30272047","-096947276","06",,,136,70,224,404,162,181,119,130,1708,298,484,219,429,112,40,33,118,20,184,395,187,192,102,147,1898,447,505,192,495,121,34,18,4322
"G4802890","2000","US","3","7","Texas","48","Leon","289",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2776570491","21593482","Leon County","A","+31275533","-096062949","06",,,79,70,153,246,189,219,190,213,1919,419,660,109,457,120,46,16,101,26,109,185,230,280,242,258,2119,528,626,188,446,171,25,13,6419
"G4802910","2000","US","3","7","Texas","48","Liberty","291",,,,,"0",,,,,,,,,,,,,"3362","42","N","3360","9999","9",,,,,,,,,"3003552406","42850906","Liberty County","A","+30162001","-094846793","06",,,333,261,582,1042,955,1057,1150,962,7589,1918,2740,590,1086,308,172,77,374,182,548,1341,1106,1358,1379,827,8402,2208,2919,820,1278,471,133,38,25718
"G4802930","2000","US","3","7","Texas","48","Limestone","293",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2353981956","62865980","Limestone County","A","+31575449","-096551636","06",,,520,99,235,355,322,347,332,290,2071,601,859,288,467,293,56,35,290,18,131,388,391,349,460,227,2285,700,945,441,488,230,37,14,8765
"G4802950","2000","US","3","7","Texas","48","Lipscomb","295",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2414153807","289494","Lipscomb County","A","+36294317","-100288885","06",,,27,15,43,40,26,34,34,13,255,62,167,23,140,52,18,0,25,12,41,74,41,43,25,28,346,109,150,27,141,35,1,0,899
"G4802970","2000","US","3","7","Texas","48","Live Oak","297",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2683999432","110160259","Live Oak County","A","+28310860","-098106712","06",,,194,90,117,301,127,354,216,245,1273,373,535,240,306,176,41,18,110,57,181,217,172,158,107,118,1107,382,516,198,328,114,15,13,4448
"G4802990","2000","US","3","7","Texas","48","Llano","299",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2421028149","81355785","Llano County","A","+30706247","-098555445","06",,,77,12,57,180,157,248,150,186,1892,565,1044,243,1040,295,225,81,88,24,49,143,203,212,249,198,2535,794,1141,276,833,260,52,62,7682
"G4803010","2000","US","3","7","Texas","48","Loving","301",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1743272685","9760042","Loving County","A","+31813308","-103608036","06",,,0,0,0,0,0,0,0,0,13,4,3,3,0,0,0,0,0,0,0,0,0,4,3,0,6,4,8,0,0,3,0,0,38
"G4803030","2000","US","3","7","Texas","48","Lubbock","303",,,,,"0",,,,,,,,,,,,,"4600","99","N","9999","9999","9",,,,,,,,,"2329677242","3115562","Lubbock County","A","+33570085","-101852068","06",,,1414,845,1451,2071,2014,2219,2098,2295,16545,4605,11285,2831,10816,3345,1515,1419,1462,959,1496,2498,2316,2546,2331,2530,19193,6440,11826,3642,11747,3909,997,703,76642
"G4803050","2000","US","3","7","Texas","48","Lynn","305",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2309964999","4079435","Lynn County","A","+33156818","-101805749","06",,,125,56,127,149,63,93,46,97,553,108,192,59,192,55,10,9,128,45,90,141,99,120,63,97,575,164,254,54,181,86,2,4,2189
"G4803070","2000","US","3","7","Texas","48","McCulloch","307",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2769488307","10478800","McCulloch County","A","+31157132","-099339966","06",,,105,39,90,115,103,132,102,117,888,187,304,51,248,81,13,17,81,61,76,111,130,143,103,132,1054,252,300,97,289,65,43,21,3518
"G4803090","2000","US","3","7","Texas","48","McLennan","309",,,,,"0",,,,,,,,,,,,,"8800","99","N","9999","9999","9",,,,,,,,,"2698463849","47509238","McLennan County","A","+31542166","-097166412","06",,,1047,755,1909,1947,1916,1934,1870,2145,15972,4383,8875,4122,7324,2795,1250,929,965,746,1662,2494,2355,2653,2528,2516,19206,5723,9362,4817,7590,3168,659,344,72913
"G4803110","2000","US","3","7","Texas","48","McMullen","311",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2882656841","76674679","McMullen County","A","+28356089","-098537798","06",,,12,15,14,10,16,2,5,12,107,19,48,17,33,5,3,0,8,2,12,8,13,9,6,11,109,19,30,10,49,8,1,0,383
"G4803130","2000","US","3","7","Texas","48","Madison","313",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1216381800","7242480","Madison County","A","+30951954","-095962810","06",,,152,38,118,191,138,228,443,166,2439,341,372,83,387,83,35,13,88,22,71,143,143,168,188,122,1471,297,360,97,361,108,31,10,4196
"G4803150","2000","US","3","7","Texas","48","Marion","315",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"987323553","101400078","Marion County","A","+32788771","-094416886","06",,,70,29,100,163,148,254,216,275,1255,283,452,134,209,86,29,9,73,33,47,193,174,313,200,247,1326,396,608,141,220,76,17,16,6307
"G4803170","2000","US","3","7","Texas","48","Martin","317",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2369282061","2169665","Martin County","A","+32259437","-101888785","06",,,57,66,80,103,43,35,43,39,418,84,184,26,113,37,7,0,45,62,64,104,23,65,58,66,456,70,215,51,142,28,1,0,1131
"G4803190","2000","US","3","7","Texas","48","Mason","319",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2414040796","292441","Mason County","A","+30750115","-099213226","06",,,31,24,23,54,13,54,48,15,324,92,259,43,188,70,9,10,40,25,34,45,29,75,55,27,426,135,255,69,186,35,8,0,1496
"G4803210","2000","US","3","7","Texas","48","Matagorda","321",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2886439165","1289110879","Matagorda County","A","+28864957","-096007744","06",,,382,242,406,547,412,411,498,454,3389,814,1691,549,1080,307,92,54,410,272,388,733,395,447,474,508,3956,1105,1507,589,1152,211,34,0,13007
"G4803230","2000","US","3","7","Texas","48","Maverick","323",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3315379558","30211885","Maverick County","A","+28742950","-100387315","06",,,967,869,1918,761,744,398,442,494,2249,440,819,444,790,318,96,50,1323,1120,2364,905,945,470,411,607,2543,701,800,416,666,275,123,0,16537
"G4803250","2000","US","3","7","Texas","48","Medina","325",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3438885559","17523238","Medina County","A","+29294468","-099031199","06",,,387,267,403,691,345,374,524,419,4220,969,1750,591,1096,306,100,68,488,239,501,665,424,433,307,380,4011,1023,1447,486,1192,453,43,27,13166
"G4803270","2000","US","3","7","Texas","48","Menard","327",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2335942696","877450","Menard County","A","+30897260","-099810170","06",,,43,34,23,58,24,26,13,17,245,49,106,11,95,35,17,0,29,20,30,46,20,59,30,36,270,62,109,15,95,34,7,2,1075
"G4803290","2000","US","3","7","Texas","48","Midland","329",,,,,"0",,,,,,,,,,,,,"5800","99","N","9999","9999","9",,,,,,,,,"2331637115","4442320","Midland County","A","+31968193","-102074760","06",,,798,373,1010,863,1006,871,918,1017,7308,2527,5318,1850,6877,1550,772,231,737,523,1033,1214,939,1135,1172,1166,8987,4080,6039,2498,6199,1588,314,95,31627
"G4803310","2000","US","3","7","Texas","48","Milam","331",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2633278710","12830958","Milam County","A","+30780170","-097006180","06",,,198,125,149,500,260,263,271,396,2717,448,861,302,639,144,76,14,194,86,156,441,343,387,327,458,3071,591,971,307,726,190,18,12,8251
"G4803330","2000","US","3","7","Texas","48","Mills","333",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1937595854","4602714","Mills County","A","+31496048","-098594231","06",,,54,36,58,91,48,58,50,55,586,85,214,28,264,79,22,34,28,15,27,47,59,70,88,49,703,150,204,56,200,67,26,31,2158
"G4803350","2000","US","3","7","Texas","48","Mitchell","335",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2356990934","15169548","Mitchell County","A","+32344047","-100892798","06",,,83,39,79,172,106,180,236,230,1776,344,277,92,274,35,18,6,49,67,86,183,104,110,81,71,946,305,201,124,252,53,2,53,2606
"G4803370","2000","US","3","7","Texas","48","Montague","337",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2410403362","20139027","Montague County","A","+33664571","-097742881","06",,,74,65,160,305,247,291,339,236,2096,533,875,255,539,131,53,23,45,59,152,328,292,373,320,286,2576,581,947,277,556,122,48,24,7425
"G4803390","2000","US","3","7","Texas","48","Montgomery","339",,,,,"0",,,,,,,,,,,,,"3362","42","N","3360","9999","9",,,,,,,,,"2704020613","84909518","Montgomery County","A","+30265414","-095465037","06",,,1315,611,2195,2207,2337,2534,2404,2891,22635,6574,13982,3822,16938,5492,1883,1052,1005,409,1585,2227,2752,2982,2848,3513,27675,8557,15076,5125,15566,4283,922,346,83536
"G4803410","2000","US","3","7","Texas","48","Moore","341",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2330116657","25773583","Moore County","A","+35850272","-101898088","06",,,164,201,612,260,306,263,233,199,1527,500,648,154,430,93,56,7,208,137,434,286,247,283,308,198,1740,493,603,190,449,161,68,2,4915
"G4803430","2000","US","3","7","Texas","48","Morris","343",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"659180684","10693274","Morris County","A","+33059179","-094712072","06",,,88,40,59,149,98,214,243,219,1418,369,589,134,343,116,16,6,52,17,63,244,133,260,196,237,1601,420,683,270,324,166,9,0,5588
"G4803450","2000","US","3","7","Texas","48","Motley","345",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2562476841","1114580","Motley County","A","+34084808","-100789688","06",,,13,5,2,26,14,23,27,18,144,45,53,11,47,28,2,0,20,2,5,22,32,32,12,9,188,50,71,18,58,8,0,2,622
"G4803470","2000","US","3","7","Texas","48","Nacogdoches","347",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2452114653","89521717","Nacogdoches County","A","+31631498","-094629031","06",,,346,235,514,576,613,584,634,598,4142,987,2174,455,2215,833,283,396,284,200,456,850,594,837,738,682,4911,1255,2288,664,2312,1234,184,101,19580
"G4803490","2000","US","3","7","Texas","48","Navarro","349",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2609839096","203332416","Navarro County","A","+32067467","-096463569","06",,,351,193,430,768,523,541,467,627,4414,938,1829,619,1051,346,218,69,291,155,421,719,608,736,639,553,4850,1058,2135,994,1182,460,123,16,19118
"G4803510","2000","US","3","7","Texas","48","Newton","351",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2415658616","17653209","Newton County","A","+30845264","-093737974","06",,,113,32,122,337,217,195,291,255,2299,289,361,139,148,49,15,0,62,15,88,241,213,267,402,195,2127,319,499,123,215,78,32,0,6893
"G4803530","2000","US","3","7","Texas","48","Nolan","353",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2362020780","5036773","Nolan County","A","+32376394","-100402363","06",,,146,83,148,216,262,206,180,228,1486,314,559,203,495,126,66,28,172,74,137,290,272,251,189,221,1782,451,714,276,473,134,21,0,6242
"G4803550","2000","US","3","7","Texas","48","Nueces","355",,,,,"0",,,,,,,,,,,,,"1880","99","N","9999","9999","9",,,,,,,,,"2164755364","856257213","Nueces County","A","+27747148","-097458944","06",,,2509,1599,2566,3342,2867,2865,2710,3941,23108,8053,14816,4799,11004,3837,2244,938,3695,2067,3595,4303,3321,3346,3133,3321,24918,9272,15517,6154,11923,4654,1007,424,111907
"G4803570","2000","US","3","7","Texas","48","Ochiltree","357",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2376457525","1331759","Ochiltree County","A","+36326144","-100829668","06",,,66,118,185,88,109,59,104,106,787,162,395,63,347,64,20,11,44,67,157,155,111,115,113,77,706,225,419,135,354,57,16,6,2456
"G4803590","2000","US","3","7","Texas","48","Oldham","359",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3886615734","2037484","Oldham County","A","+35380046","-102558258","06",,,2,2,34,11,19,19,15,20,147,56,103,29,102,16,8,0,5,0,23,18,21,12,11,32,191,93,98,46,92,25,0,0,658
"G4803610","2000","US","3","7","Texas","48","Orange","361",,,,,"0",,,,,,,,,,,,,"0840","99","N","9999","9999","9",,,,,,,,,"923081422","59921529","Orange County","A","+30114604","-093842055","06",,,283,210,324,840,611,806,700,1126,10408,2271,4073,1311,2087,472,233,83,304,170,257,1100,898,1322,1190,1220,10604,2924,3819,1502,2363,555,133,30,32364
"G4803630","2000","US","3","7","Texas","48","Palo Pinto","363",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2468071967","84348718","Palo Pinto County","A","+32754148","-098263479","06",,,175,131,272,393,419,336,375,295,2689,673,1224,359,659,228,121,55,118,86,190,482,429,627,493,288,2958,867,1336,400,773,186,39,88,11057
"G4803650","2000","US","3","7","Texas","48","Panola","365",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2074375834","52882803","Panola County","A","+32156987","-094321976","06",,,89,77,189,273,248,308,218,286,2466,484,985,337,582,208,73,22,113,63,76,301,296,348,370,330,2700,576,1285,436,722,329,37,21,9319
"G4803670","2000","US","3","7","Texas","48","Parker","367",,,,,"0",,,,,,,,,,,,,"1922","31","N","2800","9999","9",,,,,,,,,"2340069020","17049193","Parker County","A","+32777806","-097767464","06",,,237,157,382,755,860,1135,1262,1075,8530,2495,4646,1578,3494,1205,421,361,186,89,277,826,851,1101,987,973,8808,2735,4539,1967,3663,971,240,266,25915
"G4803690","2000","US","3","7","Texas","48","Parmer","369",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2283491737","9079355","Parmer County","A","+34521153","-102784858","06",,,182,118,330,171,120,106,79,96,619,213,305,53,278,83,35,15,164,107,253,176,131,125,87,59,872,261,340,114,313,47,14,2,2811
"G4803710","2000","US","3","7","Texas","48","Pecos","371",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"12337816783","2778713","Pecos County","A","+30931550","-102749343","06",,,422,235,294,220,188,226,246,204,1658,368,489,119,355,135,16,117,304,242,322,220,184,176,137,82,1246,312,539,162,418,178,29,27,6323
"G4803730","2000","US","3","7","Texas","48","Polk","373",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2738296787","136107497","Polk County","A","+30779134","-094895074","06",,,168,162,394,717,634,762,832,714,5530,1131,1623,505,920,316,117,124,103,66,377,713,564,725,826,768,4859,1279,1483,547,1086,284,97,27,17702
"G4803750","2000","US","3","7","Texas","48","Potter","375",,,,,"0",,,,,,,,,,,,,"0320","99","N","9999","9999","9",,,,,,,,,"2354929123","32987793","Potter County","A","+35257052","-101842212","06",,,940,438,1250,1332,1342,1536,1752,1490,10215,2814,4692,1633,3114,885,636,297,716,380,1004,1471,1515,1793,1810,1313,10108,3243,5391,1864,2932,1077,296,148,40642
"G4803770","2000","US","3","7","Texas","48","Presidio","377",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"9985712134","1942105","Presidio County","A","+29986907","-104235904","06",,,178,259,277,100,55,57,81,61,418,60,160,73,162,56,29,18,150,283,389,173,115,57,60,85,439,70,140,60,129,80,22,7,3129
"G4803790","2000","US","3","7","Texas","48","Rains","379",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"601006894","69462780","Rains County","A","+32880391","-095799956","06",,,42,32,72,170,123,135,115,118,1124,247,486,88,215,89,18,6,15,33,56,197,145,130,185,134,1237,272,331,89,254,122,18,0,4335
"G4803810","2000","US","3","7","Texas","48","Randall","381",,,,,"0",,,,,,,,,,,,,"0320","99","N","9999","9999","9",,,,,,,,,"2368367866","20689763","Randall County","A","+35067461","-101890112","06",,,129,73,129,502,458,654,704,667,7014,2879,6042,2074,6350,2070,888,457,161,113,157,365,482,782,831,670,8322,3744,6946,2759,6491,2119,499,97,25756
"G4803830","2000","US","3","7","Texas","48","Reagan","383",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3044018790","1767643","Reagan County","A","+31348795","-101511612","06",,,56,46,85,38,27,53,51,30,284,59,153,22,52,37,0,0,36,18,79,41,49,49,46,19,300,89,97,49,73,14,3,0,718
"G4803850","2000","US","3","7","Texas","48","Real","385",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1812766238","337354","Real County","A","+29776707","-099872864","06",,,21,38,37,60,25,55,39,42,261,73,161,34,147,32,3,15,15,24,17,40,42,37,61,28,346,106,164,53,130,33,4,7,1455
