ID,ADDRESS,CITY,STATE,ZIP
Youth and Family Services of,2200 SE Washington Boulevard,Bartlesville,OK,74006
Meremark Inc,1760 Blevins Road,Bennington,OK,74723
Recovery Plus Family Counseling Center,817 South Elm Place,Broken Arrow,OK,74012
Narconon of Oklahoma Inc,69 Arrowhead Loop,Canadian,OK,74425
Gateway to Prevention and Recovery,710 Manvel Street,Chandler,OK,74834
Southwest Youth and Family Servs Inc,198 East Almar Drive,Chickasha,OK,73018
Tri City Youth and Family Center Inc,14625 NE 23rd Street,Choctaw,OK,73020
Human Skills and Resources Inc,408 East Will Rogers Boulevard,Claremore,OK,74017
Rogers County Drug Abuse Program Inc,1010 East Will Rogers Boulevard,Claremore,OK,74017
George Hawkins Memorial Treatment Ctr,10320 North Airport Road,Clinton,OK,73601
Cushing Valley Hope,100 South Jones Avenue,Cushing,OK,74023
Southeastern Oklahoma Family Services,9 North 11th Avenue,Duncan,OK,73533
Kiamichi Council on Alcoholism and Other Drug Abuse Inc,307 West Elm Street,Durant,OK,74701
Mental Health Services of,1001 West Main Street,Durant,OK,74701
Edmond Family Counseling Inc,1251 North Broadway,Edmond,OK,73034
Gary E Miller Candian County,7905 East Highway 66,El Reno,OK,73036
Diversified Family Services,1021 East Highway 66,Elk City,OK,73648
Associated Therapeutic Services PC,1625 West Owen Garriott Street,Enid,OK,73703
Vance Air Force Base,71 MDOS/SGOMW,Enid,OK,73705
Vans House,701 West Main Street,Enid,OK,73701
Reflections Halfway House,525 South Quincy Street,Enid,OK,73701
Youth and Family Services of,605 West Oxford Street,Enid,OK,73701
Creek Nation Behavioral Health,104 Alexander Drive,Eufaula,OK,74432
Oaks Rehabilitative Services Center,119 East McKinley Street,Eufaula,OK,74432
Professional Counseling Solutions,1500 North Main Street,Frederick,OK,73542
House of Hope Inc,32300 South 625 Road,Grove,OK,74344
Seneca Cayuga Tribe,23701 South 655 Road Highway 10,Grove,OK,74344
Eagle Ridge Family Treatment Center,1916 East Perkins Street,Guthrie,OK,73044
Logan Community Services Inc,4710 South Division Street,Guthrie,OK,73044
Oklahoma Families First Inc,118 Main Street,Holdenville,OK,74848
Kiamichi Council on Alcoholism and Other Drug Abuse Inc,308 East Jefferson Street,Hugo,OK,74743
Kiamichi Council on Alcoholism and Other Drug Abuse Inc,104 NE Avenue A,Idabel,OK,74745
Central Oklahoma Family Medical Center,527 West 3rd Street,Konawa,OK,74849
Comanche Tribe of Oklahoma,927 SW Drawer,Lawton,OK,73501
Cornerstone Clinical Services Inc,807 SW F Avenue,Lawton,OK,73501
Life Management Counseling and Consulting Inc,621 SW D Avenue,Lawton,OK,73501
Multi County Counseling Inc/Lawton,1719 SW 11th Street,Lawton,OK,73501
New Pathways Halfway House,1401 NE Lawrie Tatum Road,Lawton,OK,73507
Roadback Inc,1202 SW A Avenue,Lawton,OK,73501
Roadback Inc/Helen Holliday Home,1202 SW A Avenue,Lawton,OK,73501
New Hope of Mangum,2 Wickersham Drive,Mangum,OK,73554
Morning Star,Route 3,Marietta,OK,73448
Clay Crossing Foundation Inc,32018 Highway 59,Maud,OK,74854
Oaks Rehabilitation Health Center,628 East Creek Street,McAlester,OK,74501
Professional Counseling and Consulting Services PC,400 East Wyandotte Avenue,McAlester,OK,74501
Southeastern Oklahoma,512 East Chickasaw Street,McAlester,OK,74502
Southern Oklahoma Treatment Services,5912 U.S. Highway 70,Mead,OK,73449
Inter Tribal Substance Abuse,515 East Central Street,Miami,OK,74354
Northeastern Oklahoma Council on,130 West Steve Owens Boulevard,Miami,OK,74354
Quapaw Counseling Services,58150 East 66 Road,Miami,OK,74354
Quapaw Tribal Substance Abuse Services,58150 East 66 Road,Miami,OK,74354
White Horse Ranch LLC,1601 Wilkie Road,Mooreland,OK,73852
Green Country Behavioral Health Servs,619 North Main Street,Muskogee,OK,74401
Jack C Montgomery VAMC,1011 Honor Heights Drive,Muskogee,OK,74401
Monarch Inc,2310 West Broadway Street,Muskogee,OK,74401
Muskogee County,4009 Eufaula Avenue,Muskogee,OK,74403
Childrens Recovery Center of Oklahoma,320 12th Avenue NE,Norman,OK,73071
Communityworks LLC,122 East Eufaula Street,Norman,OK,73069
Norman Addiction Information and Counseling (NAIC),215 West Linn Street,Norman,OK,73070
A Chance to Change Foundation,5228 Classen Circle,Oklahoma City,OK,73118
Alcohol Training and Education Inc,3160 North Portland Avenue,Oklahoma City,OK,73112
Aurora Counseling Services Inc,6803 South Western Avenue,Oklahoma City,OK,73139
Avalon Correctional Services,400 South May Street,Oklahoma City,OK,73108
Care for Change Inc,3621 Kelley Avenue,Oklahoma City,OK,73111
Concepts in Counseling LLC,3838 NW 36th Street,Oklahoma City,OK,73112
Cope Inc,2701 North Oklahoma Avenue,Oklahoma City,OK,73105
Cornerstone Counseling and Consulting Inc,4232 North Santa Fe Avenue,Oklahoma City,OK,73118
Drug Recovery Inc,3033 North Walnut Avenue,Oklahoma City,OK,73105
Enrichment Center,1418 Linwood Boulevard,Oklahoma City,OK,73106
Family Development/Intervention Servs,5131 North Classen Circle,Oklahoma City,OK,73118
Jordans Crossing Inc,301 SW I-240 Service Road,Oklahoma City,OK,73139
Lighthouse Counseling Services Inc,3837 NW 23rd Street,Oklahoma City,OK,73107
MMLD Inc,1330 Classen Boulevard,Oklahoma City,OK,73106
Maximus Counseling Inc,5714 South Western Avenue,Oklahoma City,OK,73109
Mid Del Youth and Family Center Inc,316 South Midwest Boulevard,Oklahoma City,OK,73110
Mission Treatment Centers,1214 North Hudson Street,Oklahoma City,OK,73103
New Day Recovery,7250 NW Expressway,Oklahoma City,OK,73132
New Discoveries Youth/Family Servs Inc,628 NE 4th Street,Oklahoma City,OK,73104
North Care Center,1140 North Hudson Street,Oklahoma City,OK,73103
Oklahoma Mental Health Council Inc,4400 North Lincoln Boulevard,Oklahoma City,OK,73105
Open Options Inc,2401 NW 39th Street,Oklahoma City,OK,73112
Pathways Professional Counseling Inc,1017 NW 6th Street,Oklahoma City,OK,73106
Quapaw Counseling Services,1301 SE 59th Street,Oklahoma City,OK,73129
Referral Center for Alcohol and Drug Services of Central Oklahoma Inc,1215 NW 25th Street,Oklahoma City,OK,73106
Rightway Medical,9017 South I-35 Service Road,Oklahoma City,OK,73160
Saint Anthonys Hospital,2129 SW 59th Street,Oklahoma City,OK,73159
Salvation Army,2041 NW 7th Street,Oklahoma City,OK,73106
Southern OK Treatment Services Inc,4149 Highline Boulevard,Oklahoma City,OK,73108
Specialized Outpatient Services Inc,5208 North Classen Circle,Oklahoma City,OK,73118
Total Life Counseling Foundation (TLC),3000 United Founders Boulevard,Oklahoma City,OK,73112
Turning Point South,1607 SW 15th Street,Oklahoma City,OK,73108
Behavioral Health Group Medical Center,5401 SW 29th Street,Oklahoma City,OK,73179
Valley Hope,6110 NW 63rd Street,Oklahoma City,OK,73132
Veterans Affairs Medical Center,921 NE 13th Street,Oklahoma City,OK,73104
Creek Nation Behavioral Health and Substance Abuse Services,100 West 7th Street,Okmulgee,OK,74447
Osage Nation Counseling Center,518 Leahy Avenue,Pawhuska,OK,74056
Pawhuska Residential Treatment,1011 Grandview Street,Pawhuska,OK,74056
Outpatient Treatment,1007 Grandview Street,Pawhuska,OK,74056
United Community Action Program Inc,600 Denver Street,Pawnee,OK,74058
Bridgeway Inc,620 West Grand Street,Ponca City,OK,74601
Edwin Fair Community,1500 North 6th Street,Ponca City,OK,74601
Social Development Center,210 Starting Point Drive,Ponca City,OK,74601
White Eagle Indian Health Center,200 White Eagle Drive,Ponca City,OK,74601
KI BOIS Community Action Foundation,204 Wall Street,Poteau,OK,74953
Robs Road to Recovery Ranch,23899 State Highway 74 South,Purcell,OK,73080
Otoe Missouria Tribe,8151 South Highway 177,Red Rock,OK,74651
Oklahoma Treatment Services LLC,117 East Ray Fine Boulevard,Roland,OK,74954
People Inc of,205 South JT Stites Street,Sallisaw,OK,74955
Tulsa Boys Home,2727 South 137th West Avenue,Sand Springs,OK,74063
Human Skills and Resources Inc,2 North Water Street,Sapulpa,OK,74066
Oklahoma Families First Inc,300 East Seminole Street,Seminole,OK,74868
Tri City Substance Abuse Center Inc,214 East Oak Street,Seminole,OK,74868
Gateway to Prevention and Recovery,1010 East 45th Street,Shawnee,OK,74804
Payne County Drug Court,608 West Highpoint Drive,Stillwater,OK,74075
Payne County Youth Services Inc,2224 West 12th Street,Stillwater,OK,74074
Jack Brown Adolescent Treatment Center,17091 South Muskogee Street,Tahlequah,OK,74465
Jack Brown Regional Treatment Center,17091 South Muskogee,Tahlequah,OK,74465
Multi Counseling Inc,1008 South Muskogee Avenue,Tahlequah,OK,74464
People Inc of,1606 East Downing Street,Tahlequah,OK,74464
Redefine U LLC,2511 South Muskogee Avenue,Tahlequah,OK,74464
Choctaw Nation,Highway 63-A,Talihina,OK,74571
Choctaw Nation,Highway 63-A,Talihina,OK,74571
Alpha II Inc,1608 North Main Street,Tonkawa,OK,74653
Tonkawa Tribe Substance Abuse Program,1 Rush Buffalo Road,Tonkawa,OK,74653
12 and 12 Inc,6333 East Skelly Drive,Tulsa,OK,74135
Ace Addiction Recovery Inc,4528 South Sheridan Road,Tulsa,OK,74145
Action Steps Counseling Inc,5525 East 51st Street,Tulsa,OK,74135
Brookhaven Hospital,201 South Garnett Road,Tulsa,OK,74128
Ctr for Therapeutic Interventions PLLC,4845 South Sheridan Road,Tulsa,OK,74145
Family and Childrens Services,3604 North Cincinatti Street,Tulsa,OK,74106
Human Skills and Resources Inc,2140 South Harvard Avenue,Tulsa,OK,74114
Indian Healthcare Resource Center of,550 South Peoria Avenue,Tulsa,OK,74120
Keetoowah Cherokee Treatment Services,2727 East Admiral Place,Tulsa,OK,74110
Mission Treatment Centers Inc,5550 South Garnett Road,Tulsa,OK,74146
Mission Treatment Centers Inc,5550 South Garnett Street,Tulsa,OK,74146
New Choice Inc,2761 East Skelly Drive,Tulsa,OK,74105
Palmer Continuum of Care,5319 South Lewis Avenue,Tulsa,OK,74105
Parkside,1620 East 12th Street,Tulsa,OK,74120
Positive Behavioral Strategies Inc,1719 South Boston Avenue,Tulsa,OK,74119
Substance Abuse Services Inc,7950 East 41st Street,Tulsa,OK,74145
Tulsa Outpatient Clinic,10159 East 11th Street,Tulsa,OK,74128
Tulsa Rightway Medical,3445 South Sheridan Road East,Tulsa,OK,74145
Tulsa Women and Childrens Center,2442 East Mohawk Boulevard,Tulsa,OK,74110
United Keetoowah Band of Cherokee,2727 East Admiral Place,Tulsa,OK,74110
YCO Clinton Inc,6301 East 41st Street,Tulsa,OK,74135
Valliant House LLC,300 North Dalton Street,Valliant,OK,74764
ROCMND Area Youth Services Inc,1520 North Industrial Road,Vinita,OK,74301
Rose Rock Recovery Center,24919 South 4420 Road,Vinita,OK,74301
Eagle Ridge Institute,109 South Harrill Street,Wagoner,OK,74467
Northwest Treatment Center,1095 Nickerson Street,Waynoka,OK,73860
Lighthouse Substance Abuse Services of,5050 Williams Avenue,Woodward,OK,73801
Center for Positive Change Inc,1607 Professional Circle,Yukon,OK,73099
Catherine Freer,420 SW 3rd Street,Albany,OR,97321
Emergence,1856 Grand Prairie Road SE,Albany,OR,97322
Linn County,104 SW 4th Avenue,Albany,OR,97321
Serenity Lane,1050 Price Road SE,Albany,OR,97322
Community Counseling Solutions,120 Arlington Mall,Arlington,OR,97812
KOLPIA Counseling Services Inc,611 Siskyou Boulevard,Ashland,OR,97520
Astoria Pointe,263 West Exchange,Astoria,OR,97103
Potentials LLC,100 39th Street Pier 39,Astoria,OR,97103
Rose Briear at Astoria Pointe,636 14th Street,Astoria,OR,97103
Baker House,3610 Midway Drive,Baker City,OR,97814
Elkhorn Adolescent Treatment Center,3700 Midway Drive,Baker City,OR,97814
New Directions,2100 Main Street,Baker City,OR,97814
New Directions Northwest Inc,1840 Resort Street,Baker City,OR,97814
Allied Health Services Beaverton,4650 SW Griffith Drive,Beaverton,OR,97005
ChangePoint Inc,3003 SW 153rd Drive,Beaverton,OR,97006
LifeWorks NW,14255 Brigadoon Court,Beaverton,OR,97005
Sequoia Mental Health,13575 SW Millikan Way,Beaverton,OR,97005
Western Psychological and Counseling Services PC,9700 SW Beaverton Hillsdale Highway,Beaverton,OR,97005
BestCare Treatment Services,461 NE Greenwood Avenue,Bend,OR,97701
Deschutes County Mental Health,Annex,Bend,OR,97701
Rimrock Trails ATS,1010 SW 14th Street,Bend,OR,97701
Serenity Lane,601 NW Harmon Boulevard,Bend,OR,97701
So Many Roads Recovery,888 NW Hill Street,Bend,OR,97701
Community Counseling Solutions,104 South West Kinkade Road,Boardman,OR,97818
Curry County Human Services,517 Railroad Street,Brookings,OR,97415
Lake County Mental Health,87127 Christmas Valley Highway,Christmas Valley,OR,97641
Community Counseling Solutions,422 North Main Street,Condon,OR,97823
ACME Counseling,129 NW 4th Street,Corvallis,OR,97330
ASSETS Program,865 NW Reiman Avenue,Corvallis,OR,97330
Discovery Counseling Inc,260 SW Madison Avenue,Corvallis,OR,97330
Emergence,425 SW Madison Avenue,Corvallis,OR,97333
Milestones Family Recovery Program,306 SW 8th Street,Corvallis,OR,97333
Milestones Outpatient Program,518 SW 3rd Street,Corvallis,OR,97333
New Beginnings,557 NW Monroe Street,Corvallis,OR,97330
Yes House,404 NW 23rd Street,Corvallis,OR,97330
Emergence,710 Adams Avenue,Cottage Grove,OR,97424
Clear Paths Inc,171 SW Court Street,Dallas,OR,97338
Polk County Mental Health,182 SW Academy Street,Dallas,OR,97338
Wallowa Valley Center for Wellness,207 SW 1st Street,Enterprise,OR,97828
Center for Family Development,146 East 12th Avenue,Eugene,OR,97401
Centro Latinoamericano,944 West 5th Avenue,Eugene,OR,97402
Emergence,1040 Oak Street,Eugene,OR,97401
Emergence,1461 Oak Street,Eugene,OR,97401
Integrated Health Clinics of Eugene,715 Lincoln Street,Eugene,OR,97401
Lane County Behavioral Health,151 West 7th Avenue,Eugene,OR,97401
Looking Glass,20 East 13th Avenue,Eugene,OR,97401
New Day Treatment Services,2620 River Road,Eugene,OR,97404
Serenity Lane,616 East 16th Avenue,Eugene,OR,97401
Serenity Lane,2133 Centennial Plaza,Eugene,OR,97401
Siletz Tribal,2468 West 11th Avenue,Eugene,OR,97402
White Bird Clinic,323 East 12th Avenue,Eugene,OR,97401
Willamette Family Treatment Services,605 West 4th Street,Eugene,OR,97402
Willamette Family Treatment Services,1420 Green Acres Road,Eugene,OR,97408
Willamette Family Treatment Services,687 Cheshire Street,Eugene,OR,97402
Pacific Alcohol and Drug Counseling Inc,2031 Hawthorne Street,Forest Grove,OR,97116
Community Counseling Solutions,401 4th Street,Fossil,OR,97830
Northwest Behavioral,18000 SE Webster Road,Gladstone,OR,97027
Western Psychological and Counseling Services PC,880 SE 82nd Drive,Gladstone,OR,97027
Curry County Human Services,29821 Colvin Street,Gold Beach,OR,97444
ADAPT/Grants Pass,418 NW 6th Street,Grants Pass,OR,97526
Choices Counseling Center,109 NE Manzanita Avenue,Grants Pass,OR,97526
Dual Solutions Continuum of Care,320 SW Ramsey Avenue,Grants Pass,OR,97527
Josephine County Community Corrections,306 NW D Street,Grants Pass,OR,97526
Ontrack Inc,806 NW 6th Street,Grants Pass,OR,97526
LifeWorks NW,400 NE 7th Street,Gresham,OR,97030
Exodus Recovery Services,230 North 3rd Street,Harrisburg,OR,97446
Community Counseling Solutions,120 South Main Street,Heppner,OR,97836
New Horizons,440 SW 11th Street,Hermiston,OR,97838
Umatilla County Human Services,109 SW Court,Hermiston,OR,97801
Umatilla County Human Services,435 SE Newport Street,Hermiston,OR,97838
Inner Journey Healing Arts Center,4660 NE Belknap Court,Hillsboro,OR,97124
LifeWorks NW,971 SW Walnut Street,Hillsboro,OR,97123
Mid Columbia Center for Living,1610 Woods Court,Hood River,OR,97031
Providence Gorge Counseling and Treatment Services,814 13th Street,Hood River,OR,97031
Community Counseling Solutions,528 East Main Street,John Day,OR,97845
Oregon Life Solutions,110 North Canyon Boulevard,John Day,OR,97845
Full Circle Healing,905 Main Street,Klamath Falls,OR,97601
Inside Out Counseling Services,501 Main Street,Klamath Falls,OR,97601
Lutheran Community Services NW,2545 North Eldorado Avenue,Klamath Falls,OR,97601
Transformations Wellness Center,1431 Avalon Street,Klamath Falls,OR,97603
Transformations Wellness Center,3647 Highway 39,Klamath Falls,OR,97603
Center for Human Development Inc,2301 Cove Avenue,La Grande,OR,97850
Grande Ronde Recovery,1101 I Avenue,La Grande,OR,97850
Heart Steps Counseling Services Inc,105 Fir Street,La Grande,OR,97850
Lake County Mental Health,215 North G Street,Lakeview,OR,97630
Linn County Health Services,1600 South Main Street,Lebanon,OR,97355
Discovery Counseling Inc,2600 NE Highway 101,Lincoln City,OR,97367
BestCare,236 SE D Street,Madras,OR,97741
BestCare,125 SW C Street,Madras,OR,97741
Yamhill County,627 NE Evans Street,McMinnville,OR,97128
Yamhill County,420 East 5th Street,McMinnville,OR,97128
Addictions Recovery Center Inc,1003 West Main Street,Medford,OR,97501
Allied Health Services,837 East Main Street,Medford,OR,97504
Ontrack Inc,221 West Main Street,Medford,OR,97501
Ontrack Inc,515 Franquette Avenue,Medford,OR,97504
Ontrack Inc,3397 Delta Waters Road,Medford,OR,97501
Umatilla County Human Services,707 East Broadway Avenue,Milton Freewater,OR,97862
First Step Adolescent Center,120 North Everest Street,Newberg,OR,97132
Hazelden Springbrook,1901 Esther Street,Newberg,OR,97132
Discovery Counseling Inc,1666 North Coast Highway 101,Newport,OR,97365
Lincoln County Council on Alcohol and Drug Abuse Inc/DBA KenTrueman,351 SW 7th Street,Newport,OR,97365
Lincoln County Health and Human Servs,36 SW Nye Street,Newport,OR,97365
ADAPT North Bend,400 Virginia Street,North Bend,OR,97459
Coos County Correctional,1975 McPherson Street,North Bend,OR,97459
Foundations,225 SW 1st Avenue,Ontario,OR,97914
Lifeways Inc,702 Sunset Drive,Ontario,OR,97914
Unio Recovery Center,686 NW 9th Street,Ontario,OR,97914
Unio Recovery Center,686 NW 9th Street,Ontario,OR,97914
Clackamas County,998 Library Court,Oregon City,OR,97045
Clackamas County Behavioral Health,2051 Kaen Road,Oregon City,OR,97045
Northwest Treatment,511 Main Street,Oregon City,OR,97045
Center for Women and the Family,17 SW Frazer Avenue,Pendleton,OR,97801
Eastern Oregon Alcoholism Foundation,216 SW Hailey Avenue,Pendleton,OR,97801
Eastern Oregon Detoxification Center,216 SW Hiley Avenue,Pendleton,OR,97801
Homestead Youth and Family Services,816 SE 15th Street,Pendleton,OR,97801
TM Counseling and Consulting,920 SW Frazer Street,Pendleton,OR,97801
Yellow Hawk Tribal Health Center Behav,73265 Confederate Way,Pendleton,OR,97801
