Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,ID
Nexus Recovery Center Inc,Nexus Residential Facility,,8733 La Prada Drive,,,Dallas,TX,75228,(214)321-0156 Intake: (214)321-0156x3118,,SA/TX/BU/RS/RL/OP/AD/PW/WN/BC/SF/SI/PI/AR/SS/SP/,2501TX75228
North Texas Healthcare System,,,4500 South Lancaster Road,,,Dallas,TX,75216,(214)857-0805 Intake: (214)857-0853,Methadone and Buprenorphine Clients Only,MH-SA/TX/DT/MM/DM/BU/RS/OP/CO/WN/MN/MD/MC/SI/PI/MI/PA/AH/,2118TX75216
Phoenix House,,,2438 Butler Street,Suite 100,,Dallas,TX,75235,(214)920-1628 Hotline: (800)DRUGHEL,,SA/TX/OP/AD/SF/SI/PI/AR/PA/SP/,9628TX75235
Recovery Healthcare Corporation,,,2520 Electronic Lane,Suite 810,,Dallas,TX,75220,(214)350-1711 Intakes: (214)350-1711x201 (214)350- 1711x205,,SA/TX/OP/DU/CJ/SF/PI/AR/SP/,3735TX75220
Road to Recovery,,,9304 Forest Lane,Suite 269,,Dallas,TX,75243,(214)503-3764 Intakes: (214)503-3764x3 (214)503-3764x1,,SA/TX/OP/SF/MD/SI/PI/SS/,9465TX75243
STEP Med,,,1705 Martin Luther King Jr Boulevard,Suite E,,Dallas,TX,75215,(214)421-9100,Methadone Clients Only,SA/TX/MM/DM/OP/SF/SI/PI/AR/PA/SP/,4529TX75215
Solace Counseling Assoicates PLLC,,,1475 Prudential Drive,,,Dallas,TX,75235,(214)522-4640,,MH-SA/TX/DT/BU/OP/PH/SF/MD/PI/,3464TX75235
Solutions Outpatient Services,,,5327 North Central Expressway,Suite 333,,Dallas,TX,75205,(214)369-1155,,SA/TX/OP/SF/PI/,0865TX75205
Southwest Behavioral Systems Inc,,,3827 South Buckner Boulevard,,,Dallas,TX,75227,(214)489-9300,,MH-SA/TX/OP/AD/DU/CJ/SF/SI/PI/,7279TX75227
TRS Behavioral Care Inc,Dallas Intensive Outpatient Adult,,5646 Milton Street,Suite 340,,Dallas,TX,75206,(214)924-0932,,SA/TX/OP/SF/MD/PI/,8280TX75206
Turtle Creek Manor Inc,,,2707 Routh Street,,,Dallas,TX,75201,(214)871-2483,,MH-SA/TX/RS/RL/OP/CO/SF/SI/AR/PA/,9955TX75201
Welcome House Inc,,,921 North Peak Street,,,Dallas,TX,75204,(214)887-0696 Intake: (214)421-3948,,SA/TX/HH/RS/OP/MN/SF/PI/AR/,4459TX75204
West Texas Counseling and Rehabilitation Program of Dallas,,,5415 Maple Avenue,Maple Plaza Suite 427,,Dallas,TX,75235,(214)630-7146 Intake: (866)286-9827,Methadone Clients Only,SA/TX/MM/DM/OP/SF/PA/,4002TX75235
STAR Council on Substance Abuse,Adult Program,,1106 East Business 380,,,Decatur,TX,76234,(940)626-2099,,SA/TX/OP/AD/CO/PW/WN/MN/SF/MD/SI/PI/SS/AH/,2234TX76234
Cenikor Foundation Inc,Substance Abuse Program,,4525 Glenwood Avenue,,,Deer Park,TX,77536,(281)476-0088 Intake: (888)CENIKOR,,SA/TX/RL/WN/MN/CJ/AR/PA/,3234TX77536
CCD Counseling PA,Denton Recovery Options,,1512 Scripture Street,,,Denton,TX,76201,(940)382-5328x25 Intake: (800)897-7068x25,,MH-SA/TX/OP/CO/PW/WN/MN/CJ/SF/,8942TX76201
Denton Treatment Services,Opioid Treatment,,621 Londonderry Lane,,,Denton,TX,76205,(940)483-0644,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,2181TX76205
Bay Area Recovery Center,,,4316 Washington Street,,,Dickinson,TX,77539,(281)337-1343,,SA/TX/DT/BU/RS/RL/WN/MN/SF/SI/PI/MI/SP/,0360TX77539
Mental Health Clinic,Dyess AFB Substance Abuse Program,,7 MDOS/SGOW,697 Louisiana Drive,,Dyess AFB,TX,79607,(325)696-5380,,MH-SA/TX/BU/OP/CO/HV/SE/PW/WN/MN/DU/PA/SP/,2922TX79607
South Texas Rural Health,,,1089 DelReo Boulevard,,,Eagle Pass,TX,78852,(830)879-3431 Intake: (830)757-0117,,MH-SA/TX/OP/AD/CO/SF/MD/MC/SI/PI/MI/SP/,4684TX78852
Judith Zaffi rini Womens Center,,,1409 South 9th Street,,,Edinburg,TX,78539,(956)289-8169 Intake: (956)380-2824,,SA/TX/RS/RL/OP/PW/WN/MN/CJ/SF/MD/MC/AR/SS/PA/SP/,0300TX78539
Narcotic Education League,,,1409 South 9th Street,,,Edinburg,TX,78539,(956)289-8169 Intake: (956)380-2824,Methadone Clients Only,SA/TX/MM/RS/RL/PW/WN/MN/CJ/SF/AR/SS/SP/,5706TX78539
Area Management Information Systems,Treatment Alcohol Drug Amistad,,1409 South 9th Street,,,Edinburg,TX,78539,(956)289-8169 Intake: (956)380-2824,,SA/TX/RS/RL/MN/CJ/SF/AR/SS/SP/,9001TX78539
New Beginnings,Behavioral Health Services,,1215 Expressway 281,,,Edinburg,TX,78539,(956)381-1189 Hotline: (956)381-1189,,SA/TX/OP/AD/CJ/SF/MD/MC/SI/PI/MI/SP/,6932TX78539
South Texas Behavioral Health Center,,,2102 West Trenton Street,,,Edinburg,TX,78539,(956)388-1300 Intake: (888)977-1400 Hotline: (888)977-1400,,MH/TX/DT/BU/HI/CO/SF/MD/MC/SI/PI/MI/AH/SP/,9629TX78539
Aliviane NO/AD Inc,,,2007 Texas Avenue,,,El Paso,TX,79901,(915)775-2501,,SA/TX/OP/AD/CO/CJ/SF/MD/SI/SS/PA/SP/,3125TX79901
Aliviane NO/AD Inc,Aliviane Family Recovery Center,,7722 North Loop Drive,,,El Paso,TX,79915,(915)782-4014,,SA/TX/RS/RL/CO/GL/PW/WN/BC/SF/AR/SS/PA/SP/,5101TX79915
Aliviane NO/AD Inc,Inner Resources Recovery Center/Men,,10690 Socorro Road,,,El Paso,TX,79927,(915)858-6208,,SA/TX/RS/RL/CO/MN/SF/MD/MC/SI/AR/SS/PA/AH/SP/,1416TX79927
Aliviane NO/AD Inc,Methadone Clinic,,5160 El Paso Drive,,,El Paso,TX,79905,(915)779-4527,Methadone Clients Only,SA/TX/MM/OP/SF/SS/PA/AH/SP/,0183TX79905
Aliviane NO/AD Inc,Outpatient Clinic/Adults,,5160 El Paso Drive,,,El Paso,TX,79905,(915)779-3764,,SA/TX/OP/SF/PI/SS/PA/AH/SP/,0183TX79905
Alternative Center for Behavioral Hlth,,,7760 Alabama Street,,,El Paso,TX,79904,(915)757-7999 Intake: (915)565-4800 Hotline: (915)565-4800,,MH-SA/TX/DT/OP/PH/AD/CO/CJ/SF/MC/PI/MI/AH/SP/,0377TX79904
El Paso Methadone Maintenance and Detox Treatment Center,,,5004 Alameda Avenue,,,El Paso,TX,79905,(915)772-6555 Intake: (915)772-2045 Hotline: (915)309-6038,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/SE/WN/MN/SF/SP/,4427TX79905
New Beginnings,Outpatient Services,,6044 Gateway Boulevard East,Suite 610,,El Paso,TX,79905,(915)771-0990,,SA/TX/OP/AD/CO/SE/WN/DU/SF/MC/SI/PI/AR/SP/,4831TX79905
Tigua Indian Reservation Ysleta Del,Sur Pueblo Substance Abuse Program,,9314 Juanchido Street,,,El Paso,TX,79907,(915)858-1076x118 Intake: (915)858-1076,,MH-SA/TX/OP/SP/,9520TX79907
Veterans Aff airs Healthcare System,Substance Abuse Trt Program (VASAT),,5001 North Piedras Street,,,El Paso,TX,79930,(915)564-6159 Intake: (915)564-6100x6159,,MH-SA/TX/OP/CO/SF/PI/SS/PA/SP/,5255TX79930
TRS Behavioral Care Inc,Th e Right Step and Th e Next Step,,2219 West Euless Boulevard,,,Euless,TX,76040,(866)626-1086 Intakes: (877)627-4389 (87S)OBRIETY Hotlines: (877)627-4389 (87S)OBRIETY,,SA/TX/DT/HH/BU/RS/RL/OP/PH/AD/MN/SF/MD/SI/PI/AR/,4136TX76040
ABODE Treatment Inc,Residential/Outpatient Program,,701 South Cherry Lane,,,Fort Worth,TX,76108,(817)246-1227x300,,SA/TX/RS/RL/OP/SF/SP/,3176TX76108
Baylor All Saints Medical Center,,,1400 8th Avenue,,,Fort Worth,TX,76104,(817)922-1162 Hotline: (817)922-1162,,GH/TX/DT/HI/OP/PH/CO/SF/MD/MC/PI/MI/AH/,0426TX76104
Brentwood Clinic South,,,5201 McCart Street,Suite H,,Fort Worth,TX,76115,(817)207-8700 Intake: (817)613-7958 Hotlines: (817)613-7958 (817)613-6668,Methadone Clients Only,SA/TX/MM/OP/PW/SF/AH/SP/F66/,5942TX76115
Cenikor Foundation Inc,North Texas Facility,,2209 South Main Street,,,Fort Worth,TX,76110,(817)921-2771x144 Intakes: (888)236-4567 (817)921-2771 Hotline: (888)236-4567,,SA/TX/RL/AR/PA/,2874TX76110
DBA Hemphill Treatment Facility,WCHS of Texas,,700 Hemphill Street,Suite A,,Fort Worth,TX,76104,(817)334-0111,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/AR/,6773TX76104
Excel Center of Fort Worth,,,1220 West Presidio Street,,,Fort Worth,TX,76102,(817)335-6429,,MH-SA/TX/OP/PH/AD/CO/SF/MD/SI/PI/MI/,8925TX76102
LAAM and Methadone Program (LAMP),VA North Texas Healthcare System,,431 Fulton Street,,,Fort Worth,TX,76104,(817)336-0754 Hotline: (800)677-8289,Methadone and Buprenorphine Clients Only,SA/TX/MM/BU/OP/,7188TX76104
Lena Pope Home Inc,Family Matters Counseling,,3800 Hulen Street,Suite 150,,Fort Worth,TX,76107,(817)255-2652 Hotline: (817)731-8839,,MH/TX/OP/SF/MD/SI/PI/AR/SS/SP/,8668TX76107
MH/MR of Tarrant County,,,Pine Street Resid/Billy Gregory Detox,1501 East El Paso Street,,Fort Worth,TX,76102,(817)569-4600 Hotline: (817)335-3022,,SA/TX/DT/BU/RS/CO/WN/MN/SF/PI/AR/SS/PA/AH/,9617TX76102
North Texas Addiction,Counseling and Education Inc,,2462 East Long Avenue,,,Fort Worth,TX,76106,(817)332-7165,,SA/TX/OP/AD/DU/SF/MD/AR/PA/AH/SP/,3809TX76106
North Texas Addiction,Counseling and Education Inc,,304 West Canon Street,,,Fort Worth,TX,76104,(817)332-7165,,SA/TX/OP/AD/DU/SF/MD/AR/PA/AH/SP/,4141TX76104
Phoenix Associates Counseling Services,,,3001 West 5th Street,Suite A,,Fort Worth,TX,76107,(817)338-0311,,SA/TX/OP/WN/MN/DU/CJ/SF/AR/SP/,7594TX76107
Salvation Army,First Choice,,1855 East Lancaster Avenue,,,Fort Worth,TX,76103,(817)344-1831 Intake: (817)344-1836,,SA/TX/RL/PW/BC/PA/,4094TX76103
Tarrant County Medical Education and Research Foundation/Outpatient,,,900 Southland Avenue,,,Fort Worth,TX,76104,(817)336-5454 Intake: (817)332-1978,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/SS/PA/,5184TX76104
Texas Treatment Services Brentwood,,,4801 Brentwood Stair Road,Suite 404,,Fort Worth,TX,76103,(817)492-9383,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,3921TX76103
Volunteers of America Texas Inc,,,Avenue J Facility,2710 Avenue J,,Fort Worth,TX,76105,(817)535-0853,,MH-SA/TX/HH/RL/CO/PW/WN/MN/AH/,5502TX76105
Volunteers of America Texas Inc,LIGHT Program,,6500 Shadydell Drive 4812 Brianhill,6450 and 6454 Loyd Hill,,Fort Worth,TX,76135,(817)535-8047 Intake: (817)535-8039,,MH-SA/TX/RS/RL/OP/CO/PW/WN/BC/SF/SI/AR/PA/,6663TX76135
Volunteers of America Texas Inc,Riverside Treatment Center,,4700 South Riverside Drive,,,Fort Worth,TX,76119,(817)534-3432 Intake: (817)332-6329,,SA/TX/RS/RL/OP/CO/HV/GL/SE/PW/WN/MN/CJ/SF/AR/SS/PA/,3753TX76119
Hill Country Community MH/MR Center,,,1328 Highway 16 South,,,Fredericksburg,TX,78624,(830)997-8023 Hotline: (877)466-0660,,TX/OP/SF/AR/,2712TX78624
Brazos Place,,,1103 North Avenue H,,,Freeport,TX,77541,(979)233-3826x107 Intakes: (979)233-3826x108 (979)549-9000,,SA/TX/RS/RL/OP/CO/PW/WN/MN/SF/SS/PA/SP/,1735TX77541
Galveston Recovery Program,,,123 Rosenberg Street,Suite 6,,Galveston,TX,77550,(409)944-4337 Intake: (281)488-2839 Hotline: (800)643-0967,,SA/TX/OP/WN/MN/SF/MD/MC/PI/MI/SS/AH/SP/,1440TX77550
Gulf Coast Center,Phoenix House/Youth Treatment,,123 Rosenberg Street,Suite 6,,Galveston,TX,77550,(409)944-4337 Intake: (713)426-2637,,SA/TX/OP/AD/SF/MD/MC/SI/PI/MI/SS/PA/AH/,9554TX77550
Addicare Group of Texas,Th e Zenith Program,,2722 West Kingsley Street,Suite 115,,Garland,TX,75041,(972)278-4760,,SA/TX/OP/AD/DU/CJ/SF/MD/SI/PI/SP/,6539TX75041
Goodfellow Air Force Base,Substance Abuse Program,,17 MDOS/SGOH,271 Fort Richardson Avenue,,Goodfellow AFB,TX,76908,(325)654-3122,,MH-SA/TX/OP/MI/,6043TX76908
STAR Council on Substance Abuse,Youth Program,,2111 West Highway 377,,,Granbury,TX,76048,(817)573-6002,,SA/TX/OP/AD/PW/WN/DU/SF/PI/SS/PA/AH/,9746TX76048
Grapevine Valley Hope,,,2300 William D Tate Avenue,,,Grapevine,TX,76051,(817)424-1305 Intake: (800)544-5101,,SA/TX/DT/BU/RS/OP/SF/PI/SP/,2621TX76051
Addiction Treatment Resources,Texas Counseling/Professional Services,,3819 Highway 34,Suite C,,Greenville,TX,75402,(903)883-4500,,SA/TX/OP/SF/SI/PI/,6221TX75402
Glen Oaks Hospital,,,301 East Division Street,,,Greenville,TX,75402,(903)454-6000 Intake: (800)443-1109,,MH/TX/DT/BU/HI/OP/PH/SF/MC/PI/MI/AH/,7310TX75402
Lake Regional MH/MR Center,,,4200 Stuart Street,,,Greenville,TX,75402,(903)455-3987,,MH/TX/OP/AD/CO/PW/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/PA/,7678TX75402
Haltom City Treatment Services LLC,,,3529 Denton Highway,Suite D,,Haltom City,TX,76117,(817)759-0707 Hotline: (817)229-8457,Methadone Clients Only,SA/TX/MM/DM/OP/SF/SP/,9824TX76117
Recovery Center of Cameron County,Harlingen,,712 North 77th Sunshine Strip,Suite 22,,Harlingen,TX,78550,(956)548-0028 Intake: (956)428-7800,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/PA/SP/,4106TX78550
South Texas Council on Alc/Drug Abuse,,,202 North Elm Avenue,,,Hebbronville,TX,78361,(361)527-3390 Intakes: (956)488-0342 (956)487-6300 Hotline: (800)487-7752,,SA/TX/OP/SS/PA/SP/,1832TX78361
Career and Recovery Resources Inc,,,925 5th Street,,,Hempstead,TX,77445,(832)563-6756 Intake: (713)754-7000,,SA/TX/OP/CJ/SF/AR/PA/AH/,6975TX77445
Adult Rehabilitation Services Inc,,,6624 Hornwood Street,,,Houston,TX,77074,(713)541-4422,Methadone and Buprenorphine Clients Only,SA/TX/MM/BU/OP/CO/SF/,4716TX77074
All About Recovery,,,4141 North Freeway Street,Suite 310,,Houston,TX,77022,(713)697-6820 Hotline: (713)697-6820,,SA/TX/OP/DU/CJ/SF/AR/SP/,9035TX77022
Assoc for the Adv of Mexican Amer Inc,(AAMA)/Casa Phoenix Outpatient,,204 Clift on Street,,,Houston,TX,77011,(713)926-9491,,SA/TX/OP/AD/SF/MD/MC/SI/PI/MI/AR/SS/PA/SP/,6060TX77011
Assoc for the Adv of Mexican Amer Inc,Casa Phoenix Residential Youth Trt,,6001 Gulf Freeway,Suite C-1,,Houston,TX,77023,(713)926-9491 Intake: (713)928-6726 Hotline: (713)926-9491,,SA/TX/RS/RL/AD/SF/MD/MC/SI/PI/MI/AR/SS/PA/SP/,5172TX77023
Best Recovery Healthcare Inc,,,9211 South Main Street,,,Houston,TX,77025,(713)661-0971,Methadone Clients Only,SA/TX/MM/DM/OP/CO/SF/,6868TX77025
Blues Management Inc,DAPA Family Recovery Programs,,5500 Guhn Road,,,Houston,TX,77044,(713)783-8889 Intakes: (713)686-8195 (713)783-8889x204 Hotline: (800)828-8272,,SA/TX/OP/CJ/SF/AH/,2028TX77044
Blues Management Inc,DAPA Family Recovery Programs,,7011 Harwin,Suite 218,,Houston,TX,77036,(713)783-8894 Intakes: (713)783-8889x204 (713)783- 8889x263,,SA/TX/OP/SF/SS/,4267TX77036
Career and Recovery Resources,Jackson Hinds,,607 Th ornton Street,,,Houston,TX,77018,(713)754-7005,,SA/TX/OP/MN/CJ/AH/,4531TX77018
Career and Recovery Resources Inc,Drug Abuse Treatment Program,,2525 San Jacinto Street,,,Houston,TX,77002,(713)754-7000,,SA/TX/OP/WN/MN/CJ/SF/AR/SS/PA/AH/SP/,7500TX77002
Center for Recovering Families at,Th e Council on Alcohol Drugs Houston,,303 Jackson Hill Street,,,Houston,TX,77007,(713)914-0556 Intake: (713)942-4100 Hotline: (713)942-4100,,SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/CJ/SF/PI/,4665TX77007
Center for Success and Independence,,,3722 Pinemont Drive,,,Houston,TX,77018,(713)426-4545 Intakes: (713)426-4545x142 (713)426- 4545x102,,MH-SA/TX/RL/AD/CO/CJ/SF/PI/MI/PA/SP/,4795TX77018
Cornerstone Recovery Inc,,,6221 Main Street,,,Houston,TX,77030,(713)528-6720,,SA/TX/OP/AD/CO/SF/PI/SS/,6418TX77030
Cypress Creek Hospital Inc,Outpatient Services - CD-IOP,,17750 Cali Drive,,,Houston,TX,77090,(281)586-7600x3132 Intake: (281)586-7600,,MH-SA/TX/DT/BU/HI/OP/CO/SF/MD/MC/SI/PI/MI/AH/,3321TX77090
David and Ivory Ministries,Lieutenants House,,4728 Gunter Street,,,Houston,TX,77020,(713)675-3823,,MH-SA/TX/HH/RS/OP/MN/DU/SF/PI/MI/PA/,9241TX77020
Extended Aft ercare Inc,,,5002 North Shepherd Drive,,,Houston,TX,77018,(713)695-8403,,SA/TX/HH/RL/MN/SF/PI/,0410TX77018
Houston Launch Pad,,,11810 Bay Cedar Drive,,,Houston,TX,77048,(713)667-1031 Intake: (713)661-8882,,SA/TX/HH/RS/RL/SF/AR/PA/,2604TX77048
Houston Maintenance Clinic Inc,,,4608 Main Street,,,Houston,TX,77002,(713)527-0064 Intake: (832)788-8030,Methadone and Buprenorphine Clients Only,MH-SA/TX/MM/BU/OP/WN/DU/CJ/SF/MD/MC/PI/,3862TX77002
Houston Recovery Campus,Adolescent Program,,4514 Lyons Avenue,,,Houston,TX,77020,(713)331-2636 Intakes: (713)331-2500x2636 (713)331- 2500x2711,,SA/TX/RS/RL/OP/PH/AD/SF/MD/SI/PI/MI/AR/AH/SP/,8962TX77020
Houston Substance Abuse Clinic,,,7428 Park Place Boulevard,,,Houston,TX,77087,(713)643-5858 Intake: (713)645-6303 Hotline: (281)960-6007,Methadone Clients Only,SA/TX/MM/OP/SF/,1241TX77087
Houston Treatment Center Inc,,,1050 Edgebrook Drive,Suite 3,,Houston,TX,77034,(713)947-1773,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,0550TX77034
Intracare Hospital,,,7601 Fannin Street,,,Houston,TX,77054,(713)790-0949 Intakes: (713)790-0949x1152 (713)799-0152 Hotlines: (713)790-0949x0152 (713)799-,0152,Methadone/and/Buprenorphine/Clients/Only/MH-SA/TX/DT/MM/DM/BU/HI/OP/PH/AD/CO/SF/MD/MC/SI/PI/MI/AH/SP/,6798TX77054
Jonahs Place,,,5635 Lakefi eld Drive,,,Houston,TX,77033,(713)412-6328,,MH-SA/TX/HH/RS/RL/WN/SF/AR/PA/,0465TX77033
L-H Transitional Center Inc,,,2410 Caplin Street,,,Houston,TX,77026,(713)692-1728,,SA/TX/HH/OP/DU/CJ/SF/AR/,9962TX77026
Life Branch Behavioral Healthcare,Systems Inc,,2626 South Loop West,Suite 118,,Houston,TX,77054,(713)665-0856,,MH/TX/OP/PH/CO/SF/MD/MC/SI/PI/AR/SS/PA/F92/,0037TX77054
Memorial Hermann,Prevention and Recovery Center,,3043 Gessner,,,Houston,TX,77080,(713)939-7272,,SA/TX/DT/HH/BU/HI/RS/RL/OP/PH/AD/CO/SF/PI/SP/,0308TX77080
Montrose Counseling Center,,,401 Branard Street,2nd Floor,,Houston,TX,77006,(713)529-0037x305 Intake: (713)529-0037 Hotline: (713)529-3211,,MH-SA/TX/OP/HV/GL/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/SP/,8127TX77006
Namus Inc,DBA New Dimensions,,1345 Space Park Drive,Suite C,,Houston,TX,77058,(281)333-2284,,MH-SA/TX/BU/OP/PH/CO/SF/PI/,0678TX77058
New Lite Counseling Center Inc,,,4625 North Freeway,Suite 115,,Houston,TX,77022,(713)696-9885 Intake: (713)696WTTJ,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/PI/AR/SS/,4497TX77022
Northshore Treatment Center,,,176 Uvalde Road,,,Houston,TX,77015,(713)455-7008 Intake: (832)788-8030,Methadone and Buprenorphine Clients Only,SA/TX/MM/BU/OP/DU/CJ/SF/,4656TX77015
Odyssey House Texas Inc,,,5629 Grapevine Street,,,Houston,TX,77085,(713)726-0922 Intake: (713)726-0922x111,,SA/TX/RL/AD/CO/SF/SI/PI/,0555TX77085
Passages Inc,,,7722 Westview Drive,,,Houston,TX,77055,(713)957-4910,,MH-SA/TX/HH/RS/RL/CO/WN/SF/PI/,3941TX77055
Phoenix Houses of Texas Inc,,,501 Garden Oaks Boulevard,,,Houston,TX,77018,(713)426-2637,,SA/TX/OP/PH/AD/CJ/SF/PI/,1748TX77018
Riverside General Hospital,Houston Recovery Campus,,4514 Lyons Avenue,,,Houston,TX,77020,(713)331-2611 Intakes: (713)331-2500 (713)331-2501,,SA/TX/RS/OP/AD/HV/PW/WN/BC/MN/SF/PA/AH/,5872TX77020
Road to Recovery,,,9400 Lomax Street,,,Houston,TX,77093,(713)742-6514,,SA/TX/HH/RS/RL/CO/SF/,0317TX77093
Santa Maria Hostel Inc,,,807 Paschall Street,,,Houston,TX,77009,(713)691-0900 Intake: (281)657-0877x110,,SA/TX/RS/RL/CO/PW/WN/CJ/SF/AR/SS/PA/SP/,6826TX77009
Set Free DAT Center,,,3333 Fannin Street,Suite 111,,Houston,TX,77004,(713)520-8042,,SA/TX/OP/DU/SF/PI/SS/,3018TX77004
Shamar Hope Haven,,,2719 Truxillo Street,,,Houston,TX,77004,(713)942-8822 Hotlines: (713)942-8009 (713)942-8822,,SA/TX/BU/RL/AD/CO/CJ/AR/SS/,2718TX77004
Spirit Mind and Body,Behavioral Health Services PLLC,,6776 SW Freeway,Suite 540,,Houston,TX,77074,(713)988-4878,,MH-SA/TX/OP/AD/CO/PW/WN/MN/DU/SF/SP/,7143TX77074
Star of Hope/New Hope Program,Transitional Living Center,,6801 Ardmore Street,,,Houston,TX,77054,(713)748-0700,,TX/HH/RS/OP/CO/BC/PA/,9581TX77054
Sunrise Recovery Program,,,2611 FM 1960 West,Suite H-120,,Houston,TX,77068,(281)587-9696,,SA/TX/OP/DU/SF/PI/MI/SS/,0830TX77068
TRS Behavioral Care Inc,Th e Right Step,,16100 Cairnway Street,Suite 350,,Houston,TX,77084,(713)528-3709 Intakes: (877)627-4389 (281)656-2848,,SA/TX/OP/AD/SF/SI/PI/,4208TX77084
TRS Behavioral Care Inc,Th e Right Step,,18333 Egret Bay Boulevard,Suite 305,,Houston,TX,77058,(281)333-5751 Intakes: (877)627-4389 (281)333-2746,,SA/TX/OP/SF/MD/PI/,8824TX77058
TRS Behavioral Care Inc,Th e Right Step,,2159 FM 190 West,Suite 111,,Houston,TX,77090,(713)528-3709 Intakes: (877)627-4389 (281)895-9331,,SA/TX/OP/AD/SF/PI/,7825TX77090
TRS Solutions,,,4625 North Freeway,Suite 127,,Houston,TX,77022,(713)697-0776 Intakes: (713)697-0776x10 (281)422-3619,,SA/TX/DT/BU/OP/PH/CO/DU/CJ/SF/MD/MC/SI/PI/MI/,0823TX77022
Texas Alcoholism Foundation Inc,Texas House Treatment Program,,2208 West 34th Street,,,Houston,TX,77018,(713)956-6337 Intake: (713)956-6337x12,,SA/TX/RL/OP/CO/HV/GL/MN/CJ/PA/,9915TX77018
Texas Clinic,Fulton,,6311 Fulton Street,,,Houston,TX,77022,(713)694-8100 Intakes: (888)337-3371 (888)DDSDDS1,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/SF/SP/,2744TX77022
Texas Prevention Network Inc,,,10103 Fondren Road,Suite 330,,Houston,TX,77096,(713)981-6063,,SA/TX/OP/PH/AD/CO/WN/MN/CJ/SF/PI/AR/SS/PA/,5617TX77096
Texas Treatment Centers Inc,,,4800 West 34th Street,Suite B-3,,Houston,TX,77092,(713)956-7712,Methadone Clients Only,SA/TX/MM/DM/OP/CJ/SF/AR/PA/SP/,4045TX77092
Th e Right Step,,,1511 Upland Street,Suite 100,,Houston,TX,77043,(713)935-9990 Intakes: (877)627-4389 (87S)OBRIETY,,SA/TX/OP/AD/CO/DU/CJ/SF/MD/SI/PI/MI/,1260TX77043
Th e Right Step,,,902 West Alabama Street,,,Houston,TX,77006,(713)528-3709 Intakes: (877)627-4389 (87S)OBRIETY,,SA/TX/DT/BU/RS/OP/PH/AD/SF/SI/PI/,5841TX77006
Toxicology Associates Inc,,,4405 Caroline Street,,,Houston,TX,77004,(713)528-2071 Intake: (713)271-0067 Hotline: (713)271-0067,Methadone Clients Only,SA/TX/MM/OP/PW/SF/SI/,7936TX77004
Toxicology Associates Inc,,,530 North Belt Street,Suite 112,,Houston,TX,77060,(281)847-2093 Intake: (713)271-0067,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/SF/,9694TX77060
Toxicology Associates Inc,,,6910 Bellaire Boulevard,Suite 13,,Houston,TX,77074,(713)271-0067 Intake: (713)271-0069,Methadone Clients Only,SA/TX/DT/MM/OP/SF/,3154TX77074
Turning Point Inc,,,4479 North Freeway,,,Houston,TX,77022,(713)773-3280,,SA/TX/OP/AD/CO/DU/SF/MD/AR/SS/AH/,5688TX77022
Turning Point Inc,South Offi ce,,8101 Airport Boulevard,Suite F,,Houston,TX,77061,(713)773-3280,,SA/TX/OP/AD/CO/DU/SF/MD/AR/SS/AH/,9854TX77061
Univ of TX Hlth Science Ctr at Houston,Treatment Research Clinic,Ctr for Neurobehavioral Rsch on Addctn,1941 East Road,,,Houston,TX,77054,(713)486-2800,Methadone Clients Only,SA/TX/MM/DM/OP/PA/,2866TX77054
Unlimited Visions Aft ercare Inc,,,5527 and 5528 Lawndale Street,,,Houston,TX,77023,(713)921-2276,,SA/TX/OP/CJ/SF/SS/PA/SP/,2283TX77023
VA Medical Center Michael E DeBakey,Substance Dependence Rehab,,2002 Holcombe Boulevard,Mental Healthcare Line,,Houston,TX,77030,(713)794-8700 Hotlines: (800)639-5137 (800)273TALK,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/HI/OP/PH/CO/SF/PI/SP/,9972TX77030
Volunteers of America Texas Inc,McGovern Campus,,308 East Rogers Street,,,Houston,TX,77022,(713)692-8190,,SA/TX/RS/RL/OP/CO/PW/WN/BC/CJ/SF/AR/AH/SP/,3189TX77022
West Oaks Hospital Inc,Chemical Dependency Services,,6500 Hornwood Drive,,,Houston,TX,77074,(713)995-0909,,MH-SA/TX/DT/BU/HI/RS/OP/PH/AD/CO/HV/WN/CJ/SF/MD/MC/PI/MI/SP/,4849TX77074
