name1,name2,street1,street2,city,state,zip,zip4,county,latitude,longitude
Sunrise Treatment Center/Forest Park,,680 Northland Boulevard,,Cincinnati,OH,45240,,Hamilton,39.281182,-84.500421
Haven at College,,16 South Campus Avenue,,Oxford,OH,45056,,Butler,39.509802,-84.7395956
FRS Counseling/Family Recovery Service,,14297 State Route 41,,West Union,OH,45693,,Adams,38.808978,-83.524467
FRS Counseling/Family Recovery Service,,14297 State Route 41,,West Union,OH,45693,,Adams,38.808978,-83.524467
Signature Health,,38882 Mentor Avenue,,Willoughby,OH,44094,7875,Lake,41.6457566,-81.3878144
ASCEND Counseling and Recovery Service,,729 6th Street,,Portsmouth,OH,45662,,Scioto,38.7349928,-82.9974428
HopeSource,Jay Hash LLC,800 Gallia Street,Suite 600,Portsmouth,OH,45662,,Scioto,38.7339391,-82.9958266
Counseling Center,Outpatient,411 Court Street,,Portsmouth,OH,45662,,Scioto,38.7333642,-83.0007804
Columbiana County MH Center,Substance Use Disorder Program,40722 State Route 154,,Lisbon,OH,44432,,Columbiana,40.7673855,-80.7333625
Health Recovery Services Inc,Gallipolis Outpatient,45 Olive Street,,Gallipolis,OH,45631,,Gallia,38.8148614,-82.1957059
Ravenwood Health,,12557 Ravenwood Drive,,Chardon,OH,44024,,Geauga,41.5067581,-81.1894944
Crossroads Counseling Services Inc,Chase Bank Building,3201 Belmont Street,Suite 516,Bellaire,OH,43906,,Belmont,40.0142255,-80.7433731
Camelot Community Care Inc,,7162 Reading Road,Suite 300,Cincinnati,OH,45237,,Hamilton,39.1913947,-84.4613031
Charak Center for Health and Wellness,Rakesh Ranjan MD and Associates Inc,8532 Mentor Avenue,,Mentor,OH,44060,,Lake,41.6679263,-81.3349235
Catholic Charities Community Services,Geauga County,602 South Street,Suite D-1,Chardon,OH,44024,,Geauga,41.5606242,-81.1992649
BrightView,,421 Home Street,,Georgetown,OH,45121,,Brown,38.8593118,-83.8969945
Lake Geauga Recovery Centers Inc,,209 Center Street,Unit E,Chardon,OH,44024,,Geauga,41.5828217,-81.2098018
Talbert House,Brown County Recovery Services,75 Banting Drive,,Georgetown,OH,45121,,Brown,38.85571675,-83.8953092
Lake Geauga Recovery Centers Inc,,9083 Mentor Avenue,,Mentor,OH,44060,,Lake,41.676134,-81.314497
Trinity Health Sys Behav Med Ctr,,380 Summit Avenue,,Steubenville,OH,43952,,Jefferson,40.3546275,-80.6256273
Crossroads Health,Adults,9220 Mentor Avenue,,Mentor,OH,44060,,Lake,41.6773786,-81.3086023
Crossroads Health,Youth,8445 Munson Road,,Mentor,OH,44060,,Lake,41.7002529,-81.336883
Lighthouse Counseling/Mediation Servs,,401 Market Street,Suite 810,Steubenville,OH,43952,,Jefferson,40.3603955,-80.6150928
Family Recovery Center,,1010 North 6th Street,,Steubenville,OH,43952,,Jefferson,40.3730253,-80.6123203
Jefferson Behavioral Health System,CORE,525 North 4th Street,,Steubenville,OH,43952,,Jefferson,40.3663484,-80.6121587
On Demand Counseling,,5760 Patriot Boulevard,,Youngstown,OH,44515,,Mahoning,41.1204185,-80.7729658
BrightView,,6527 Colerain Avenue,,Cincinnati,OH,45239,,Hamilton,39.2072202,-84.5840154
Neil Kennedy Recovery Centers,,5211 Mahoning Avenue,Suite 370,Youngstown,OH,44515,,Mahoning,41.0989935,-80.7563865
Talbert House,,2621 Victory Parkway,,Cincinnati,OH,45206,,Hamilton,39.1280106,-84.4847148
Gateways,Outpatient Alcohol and Drug Services,2621 Victory Parkway,,Cincinnati,OH,45206,,Hamilton,39.1280106,-84.4847148
California Palms,Addiction Recovery Campus,1051 North Canfield Niles Road,,Youngstown,OH,44515,1110,Mahoning,41.1252067,-80.7668645
University of Cincinnati,Physicians Company LLC (UCPC LLC),3131 Harvey Avenue,,Cincinnati,OH,45229,,Hamilton,39.136301,-84.4991537
Central Community Health Board,MAT/SUD Drug Servs Program,3020 Vernon Place,,Cincinnati,OH,45219,,Hamilton,39.1339123,-84.4985002
Cincinnati VA Medical Center,Substance Dependence Program,3200 Vine Street,Suite A-800,Cincinnati,OH,45220,,Hamilton,39.1395244,-84.5082088
Crossroads Center,,311 Martin Luther King Drive East,,Cincinnati,OH,45219,,Hamilton,39.1347623,-84.5017919
New Direction Treatment Services,,1612 Chase Avenue,1st Floor,Cincinnati,OH,45223,,Hamilton,39.163345,-84.540407
Talbert House,ADAPT for Men,3009 Burnet Avenue,,Cincinnati,OH,45219,,Hamilton,39.133356,-84.501253
Addiction Services Council,,2828 Vernon Place,Floor 1,Cincinnati,OH,45219,,Hamilton,39.1317013,-84.4995063
Mercy Health St Joseph Warren Hospital,New Start Treatment Center,1296 Tod Avenue NW,Suite 205,Warren,OH,44485,,Trumbull,41.2448875,-80.8347371
Central Clinic Behavioral Health,,2825 Burnet Avenue,4th Floor,Cincinnati,OH,45219,,Hamilton,39.1319367,-84.5016883
Northeast Ohio VA Healthcare System,Warren CBOC,1460 Tod Avenue NW,,Warren,OH,44485,,Trumbull,41.2467206,-80.8344548
First Step Home Inc,Residential,2203 Fulton Avenue,,Cincinnati,OH,45206,,Hamilton,39.1207997,-84.4919841
BrightView,,446 Morgan Street,,Cincinnati,OH,45206,,Hamilton,39.1253327,-84.4995225
Good Samaritan Treatment Program,,3219 Clifton Avenue,Suite 305,Cincinnati,OH,45220,,Hamilton,39.1398602,-84.5215986
Prosperity Haven,,9600 Old State Road,,Chardon,OH,44024,,Geauga,41.609345,-81.152913
COMPASS Family and Community Services,,320 High Street NE,,Warren,OH,44481,,Trumbull,41.2371299,-80.8148969
Meridian Healthcare,,320 High Street NE,,Warren,OH,44481,,Trumbull,41.2371299,-80.8148969
Spero Health,,552 North Park Avenue,,Warren,OH,44481,,Trumbull,41.2415693,-80.8178386
New Day Recovery LLC,,960 Boardman Canfield Road,,Youngstown,OH,44512,,Mahoning,41.0250557,-80.6905332
Northeast Ohio VA Healthcare System,East Liverpool CBOC,15655 State Route 170,Suite A,East Liverpool,OH,43920,,Columbiana,40.675418,-80.5786489
Focus Residential Group LLC,,303 Gervais Road,,Franklin Furnace,OH,45629,,Scioto,38.622872,-82.8386545
Focus Residential Group LLC,,326 Gervais Road,,Franklin Furnace,OH,45629,,Scioto,38.6226052,-82.837493
Adams Recovery Center,LJ Healthcare LLC,1050 Old U.S. 52,,New Richmond,OH,45157,,Clermont,38.96552,-84.2850815
Glenbeigh Outpatient Center,Niles,29 North Road,,Niles,OH,44446,,Trumbull,41.1924685,-80.7681396
Columbiana County MH Center,DBA The Counseling Center,15613 Pineview Drive,Suite A ,East Liverpool,OH,43920,,Columbiana,40.6750602,-80.5706732
Joseph House Inc,,1526 Republic Street,,Cincinnati,OH,45202,,Hamilton,39.1124379,-84.5164705
Talbert House,Passages for Young Women,1515 Carll Street,,Cincinnati,OH,45225,,Hamilton,39.1344047,-84.5466895
Court Clinic,,909 Sycamore Street,,Cincinnati,OH,45202,,Hamilton,39.1064856,-84.5095813
First Step Recovery of Warren,,2737 Youngstown Warren Road SE,,Warren,OH,44484,,Trumbull,41.222887,-80.784726
Serenity Center of Youngstown,Warren Location,1947 East Market Street,,Warren,OH,44483,,Trumbull,41.2368395,-80.7918786
Travco Behavioral Health Inc,,8261 Market Street,Suite A,Youngstown,OH,44512,6254,Mahoning,40.9986252,-80.6620563
Meridian HealthCare,,527 North Meridian Road,,Youngstown,OH,44509,,Mahoning,41.1122392,-80.7101264
Center for Addiction Treatment,,830 Ezzard Charles Drive,,Cincinnati,OH,45214,,Hamilton,39.1103562,-84.5298959
OhioGuidestone,,90 North State Street,,Painesville,OH,44077,,Lake,41.7276306,-81.2423029
Sunrise Treatment Center/West Side ,,6460 Harrison Avenue,Suite 100,Cincinnati,OH,45247,7958,Hamilton,39.1917733,-84.6569453
Lake Geauga Recovery Centers Inc,Drug Abuse/Lake House,796 Oak Street,,Painesville,OH,44077,4335,Lake,41.737362,-81.238985
Meridian Healthcare,Mens Center,550 West Chalmers Avenue,,Youngstown,OH,44511,,Mahoning,41.085563,-80.6700582
Meridian Womens Center,,550 West Chalmers Avenue,,Youngstown,OH,44511,,Mahoning,41.085563,-80.6700582
Lake Geauga Recovery Centers Inc,Drug Abuse/Oak House,800 Oak Street,,Painesville,OH,44077,,Lake,41.7384768,-81.2372748
Prospect House,,682 Hawthorne Avenue,,Cincinnati,OH,45205,,Hamilton,39.103438,-84.562014
BrightView,,930 Trailwood Drive,,Youngstown,OH,44512,,Mahoning,41.0276222,-80.6359434
Spero Health,,7067 Tiffany Boulevard,Suite 270,Youngstown,OH,44512,,Mahoning,41.0278437,-80.6286158
Neil Kennedy Recovery Centers,,2151 Rush Boulevard,,Youngstown,OH,44507,,Mahoning,41.079363,-80.6490361
Pinnacle Treatment Ctr OH VI,,5122 Glencrossing Way,,Cincinnati,OH,45238,,Hamilton,39.1314591,-84.6143472
TASC A Div of Meridian Healthcare,,64 Ridge Avenue,,Youngstown,OH,44502,,Mahoning,41.0949249,-80.6561452
Land of Goshen Treatment Center Inc,,81 Township Road 349,,Ironton,OH,45638,,Lawrence,38.5810681,-82.6981338
Northeast Ohio VA Healthcare System,Youngstown CBOC,2031 Belmont Avenue,,Youngstown,OH,44505,,Mahoning,41.127184,-80.6637381
Flying HIGH Inc,,6 Federal Plaza Central,Suite 701,Youngstown,OH,44503,,Mahoning,41.0997968,-80.6476452
Pinnacle Treatment Ctr OH VIII,,3622 Belmont Avenue,Suite 21,Youngstown,OH,44505,,Mahoning,41.1491465,-80.6665907
State Line Treatment Services,,120 May Drive,,Harrison,OH,45030,,Hamilton,39.2446278,-84.786159
Mended Reeds Mental Health,,700 Park Avenue,,Ironton,OH,45638,,Lawrence,38.5367696,-82.6806313
Spectrum Outreach Services LTD,,214 South 4th Street,,Ironton,OH,45638,,Lawrence,38.5346758,-82.6837616
STEPS of Recovery,,407 South 3rd Street,,Ironton,OH,45638,,Lawrence,38.53312,-82.6833609
New Beginnings Behavioral Health,,322 Spruce Street,,Ironton,OH,45638,,Lawrence,38.5259614,-82.6769285
Glenbeigh Outpatient Center ,Rock Creek,2863 State Route 45,P.O. Box 298,Rock Creek,OH,44084,,Ashtabula,41.672489,-80.85994
Signature Health,,4726 Main Avenue,,Ashtabula,OH,44004,,Ashtabula,41.864009,-80.782315
Community Counseling Ctr of ,Ashtabula County,2801 C Court,,Ashtabula,OH,44004,,Ashtabula,41.8819278,-80.7437127
Lake Area Recovery Center,,2801 C Court,,Ashtabula,OH,44004,,Ashtabula,41.8815476,-80.7426701
Lake Area Recovery Center,Turning Point,2711 Donohoe Drive,,Ashtabula,OH,44004,,Ashtabula,41.8829488,-80.74369599
Country Road Recovery Center,,24962 Okay Road,,Tecumseh,OK,74873,,Pottawatomie,35.2036068,-97.1072135
Clay Crossing Foundation Inc,,32018 Highway 59,,Maud,OK,74854,,Pottawatomie,35.1010038,-96.8105875
Robs Road to Recovery Ranch,,23899 State Highway 74 South,,Purcell,OK,73080,,McClain,35.0599599,-97.404736
H Chandler and Associates LLC,,316 North Broadway,Suite G,Shawnee,OK,74801,,Pottawatomie,35.33067,-96.923999
Central Oklahoma CMHC,,909 East Alameda Street,,Norman,OK,73071,,McClain,35.219372,-97.427458
Childrens Recovery Ctr of Oklahoma,,320 12th Avenue NE,,Norman,OK,73071,,Cleveland,35.2246881,-97.4248296
Virtue Center,,215 West Linn Street,,Norman,OK,73069,,Cleveland,35.2154202,-97.4434314
Gateway to Prevention and Recovery,,1010 East 45th Street,,Shawnee,OK,74804,,Pottawatomie,35.3767886,-96.9101387
Gateway to Prevention and Recovery Inc,,220 North Main Street,,Seminole,OK,74868,,Seminole,35.2250201,-96.668163
Oklahoma Families First Inc,Seminole,300 East Seminole Street,,Seminole,OK,74868,,Seminole,35.227511,-96.668499
Lighthouse Behavioral Wellness Center,,301 West 4th Street,,Ada,OK,74820,,Pontotoc,34.7814572,-96.6822321
Unity Point Counsel and Resource Ctr,,901 West 18th Street,,Ada,OK,74820,,Pontotoc,34.7671516,-96.6913969
Addiction and Behav Health Center Inc,ABHC,230 East 12th Street,,Ada,OK,74820,,Pontotoc,34.7737428,-96.675632
Chickasaw Nation Hina Chokma,,3115 East Arlington Street,,Ada,OK,74820,,Pontotoc,34.780517,-96.632186
Rolling Hills Hospital,,1000 Rolling Hills Lane,,Ada,OK,74820,,Pontotoc,34.7846646,-96.6274886
Kickapoo Tribe of Oklahoma,,105365 South Highway 102,,McLoud,OK,74851,,Pottawatomie,35.4867367,-97.0896458
Moore Youth And Family Services Inc,Moore Alcohol and Drug Center,624 NW 5th Street,,Oklahoma City,OK,73160,,Cleveland,35.3430716,-97.4967178
Tri City Youth and Family Center Inc,,14625 NE 23rd Street,,Choctaw,OK,73020,,Oklahoma,35.4934632,-97.2712708
Rightway Medical OKC South,,1613 SE 66th Street,Suite A,Oklahoma City,OK,73149,,Cleveland,35.3986231,-97.4832343
Red Rock Behavioral Health Services ,Jordans Crossing,301 West I-240 Service Road,,Oklahoma City,OK,73139,,Oklahoma,35.3926065,-97.5169827
HOPE Community Services Inc,,6100 South Walker Avenue,,Oklahoma City,OK,73139,,Oklahoma,35.4050979,-97.521097
Aurora Counseling Services Inc,,5350 South Western Avenue,Suite 562,Oklahoma City,OK,73109,4538,Oklahoma,35.4124249,-97.5292233
Able Recovery 1 LLC,,4901 South Pennsylvania Avenue,,Oklahoma City,OK,73119,4945,Oklahoma,35.4166248,-97.5483775
Oklahoma Families First Inc,,118 Main Street,,Holdenville,OK,74848,,Hughes,35.08264742,-96.401124
Turning Point South,,1607 SW 15th Street,,Oklahoma City,OK,73108,,Oklahoma,35.44964826,-97.54138512
Veterans Affairs Medical Center,Substance Treatment and Recovery,921 NE 13th Street,Unit 116-C,Oklahoma City,OK,73104,,Oklahoma,35.483272,-97.4958905
Carl Albert,Community Mental Health Center,117 Rogers Drive,,Holdenville,OK,74848,,Hughes,35.087173,-96.3782756
Enrichment Center,Reach for the Light Inc,1418 Linwood Boulevard,,Oklahoma City,OK,73106,,Oklahoma,35.4746595,-97.5353344
Discovering You Inc,,312 NE 28th Street,Suite 109,Oklahoma City,OK,73105,,Oklahoma,35.4983549,-97.5059006
Cope Inc,,2701 North Oklahoma Avenue,,Oklahoma City,OK,73105,,Oklahoma,35.4970652,-97.5102148
Drug Recovery Inc,DBA Catalyst Behavioral Services,3033 North Walnut Avenue,West Building,Oklahoma City,OK,73105,,Oklahoma,35.5001801,-97.5080153
North Oklahoma Cnty MH Center Inc,DBA Northcare,2617 General Pershing Boulevard,,Oklahoma City,OK,73107,6437,Oklahoma,35.4747013,-97.5594844
Red Rock Behavioral Health Services ,,4130 North Lincoln Boulevard,,Oklahoma City,OK,73105,5209,Oklahoma,35.5138267,-97.5026282
TRC The Recovery Center,,1215 NW 25th Street,,Oklahoma City,OK,73106,,Oklahoma,35.4956505,-97.5327918
Red Rock Behavioral Health Services,,4300 North Lincoln Boulevard,,Oklahoma City,OK,73105,5107,Oklahoma,35.5154758,-97.5026904
Red Rock Behavioral Health Services,,4400 North Lincoln Boulevard,,Oklahoma City,OK,73105,,Oklahoma,35.5159148,-97.5026904
Southern OK Treatment Services Inc,,4149 Highline Boulevard,Suite 380,Oklahoma City,OK,73108,,Oklahoma,35.457855,-97.594099
Cornerstone Counseling and,Consulting Inc,4001 North Classen Boulevard,Suite 225,Oklahoma City,OK,73118,2670,Oklahoma,35.5118116,-97.5349632
Specialized Outpatient Services Inc,,5208 North Classen Circle,,Oklahoma City,OK,73118,,Oklahoma,35.5239283,-97.5314681
Family Development Interv Servs,,5131 North Classen Boulevard,Suite 110,Oklahoma City,OK,73118,,Oklahoma,35.5231797,-97.5333976
Alcohol Training and Education Inc,,3160 North Portland Avenue,,Oklahoma City,OK,73112,,Oklahoma,35.5003492,-97.5826578
Landmark Recovery,,4825 NW 23rd Street,,Oklahoma City,OK,73127,,Oklahoma,35.4938289,-97.6092659
TLC Foundation,Total Life Counseling,3000 United Founders Boulevard,Suite 239,Oklahoma City,OK,73112,,Oklahoma,35.5289109,-97.5688215
Integris Mental Health,Decisions MH and Addiction Recov Prog,3525 NW 56th Street,Suite A-150,Oklahoma City,OK,73112,,Oklahoma,35.5291437,-97.5802012
Valley Hope of Oklahoma City,,10707 Broadway Extension,,Oklahoma City,OK,73114,6212,Oklahoma,35.5789466,-97.5157091
A Chance to Change Foundation,,2113 West Britton Road,,Oklahoma City,OK,73120,1505,Oklahoma,35.5667002,-97.5508014
Mission Treatment Center of Hefner,,948 West Hefner Road,,Oklahoma City,OK,73114,,Oklahoma,35.5797222,-97.5308009
Arcadia Trails Integris Center for,Addiction Recovery,4851 Integris Parkway,,Edmond,OK,73034,,Oklahoma,35.6427684,-97.4181791
Oakwood Springs,,13101 Memorial Springs Court,,Oklahoma City,OK,73114,,Oklahoma,35.602273,-97.527764
Gateway to Prevention and Recovery,,710 Manvel Street,,Chandler,OK,74834,,Lincoln,35.7032778,-96.8804648
Red Rock Behavioral Health Services ,,804 West Choctaw Avenue,,Chickasha,OK,73018,,Grady,35.0527718,-97.9429846
Sac and Fox Nation,Black Hawk Health Center,356110 East 930 Road,,Stroud,OK,74079,,Lincoln,35.6667278,-96.6597962
Creek Nation Behavioral Health,,1800 East Coplin Street,,Okemah,OK,74859,,Okfuskee,35.4206452,-96.3042902
Red Rock Behavioral Health Services ,,7777 East Highway 66,,El Reno,OK,73036,,Canadian,35.5079394,-97.8631929
Gary E Miller Candian County,Childrens Justice Center,7905 East Highway 66,,El Reno,OK,73036,,Canadian,35.5079931,-97.8669134
Arbuckle Life Solutions Inc,,9 10th Avenue NW,,Ardmore,OK,73401,,Carter,34.183048,-97.125212
Southern Oklahoma Treatment Services,,905 Holiday Drive,,Ardmore,OK,73401,,Carter,34.1853602,-97.1653259
Logan Community Services Inc,,4710 South Division Street,,Guthrie,OK,73044,,Logan,35.8305435,-97.423961
Broadway House Inc,,221 2nd Street NW,,Ardmore,OK,73401,,Carter,34.1761404,-97.1310162
NorthCare Family Treatment Center,,7127 North County Line Road,,Piedmont,OK,73078,,Canadian,35.873992,-97.402301
Lighthouse Behavioral Wellness Centers,(previously MHSSO),2530 South Commerce Street,Building B,Ardmore,OK,73401,,Carter,34.1428018,-97.1411329
Kiowa Alcohol and Drug Abuse Program,(KADAP),119 SE First Street,Suite B,Anadarko,OK,73005,3436,Caddo,35.0702694,-98.2436746
Tiger Mountain Recovery Inc,,316 West Main Street,,Henryetta,OK,74437,,Okmulgee,35.4402303,-95.9851166
Valley Hope Cushing,,100 South Jones Avenue,,Cushing,OK,74023,,Payne,35.97677,-96.745624
Phoenix Counseling and,Assessment Center Inc,32 East Cherokee Avenue,Suite 104,McAlester,OK,74501,,Pittsburg,34.9294886,-95.7685589
Payne County Youth Services Inc,,2224 West 12th Street,,Stillwater,OK,74074,,Payne,36.1087454,-97.0869988
Stigler Health and Wellness Inc,The Oaks,628 East Creek Avenue,,McAlester,OK,74501,,Pittsburg,34.9187007,-95.7660503
Stigler Health and Wellness Center,DBA The Oaks RSC,628 East Creek Avenue,,McAlester,OK,74501,,Pittsburg,34.9187007,-95.7660503
Southeastern Oklahoma,Social Services Inc,512 East Chickasaw Street,,McAlester,OK,74502,,Pittsburg,34.929352,-95.763446
Creek Nation Behavioral Health and,Substance Abuse Services,1101 South Belmont,,Okmulgee,OK,74447,,Okmulgee,35.6121335,-95.9524895
Red Rock Behavioral Health Services ,,107 North Main Street,,Kingfisher,OK,73750,,Kingfisher,35.8614214,-97.9323458
Carl Albert,Community Mental Health Center,1101 East Monroe Avenue,P.O. Box 579,McAlester,OK,74501,,Pittsburg,34.9343339,-95.7512023
Oklahoma Treatment Services LLC,,2202 Peaceable Road,,McAlester,OK,74501,,Pittsburg,34.9073319,-95.7448636
Payne County Drug Court,,608 West Highpoint Drive,,Stillwater,OK,74075,,Payne,36.1423467,-97.0656001
Southern Oklahoma Treatment Services,,5912 Highway 70 East,,Mead,OK,73449,,Bryan,33.9981376,-96.5091748
New Pathways Halfway House,,8503 NW Maddische Road,,Lawton,OK,73507,,Comanche,34.7294352,-98.4048165
Lighthouse Behavioral Wellness Centers,,2425 West University Boulevard,,Durant,OK,74701,2970,Bryan,34.0043311,-96.4015828
Jim Taliaferro CMHC,Recovery Center,327 Southwest C Avenue,,Lawton,OK,73501,,Comanche,34.6052138,-98.3933228
Roadback Inc,Outpatient,1114 SW A Avenue,,Lawton,OK,73501,,Comanche,34.6071572,-98.4058298
Roadback Inc,Pathway House,1202 SW A Avenue,,Lawton,OK,73501,,Comanche,34.6072157,-98.4065365
SequelCare of Oklahoma,,128 North 12th Street,,Durant,OK,74701,,Bryan,33.9941668,-96.3885468
Multi County Counseling Inc,Lawton,1719 SW 11th Street,,Lawton,OK,73501,,Comanche,34.5896458,-98.4047241
Southern Oklahoma Treatment Services,,1307 SW Washington Avenue,,Lawton,OK,73501,,Comanche,34.5936287,-98.4084557
Narconon of Oklahoma Inc,Narconon Arrowhead,69 Arrowhead Loop,,Canadian,OK,74425,,Pittsburg,35.1420473,-95.6179715
Muscogee Creek Nation Behav Hlth,,500 Eunice Burns,,Eufaula,OK,74432,,McIntosh,35.2986521,-95.5942719
Creek Nation Behavioral Health and,Substance Abuse Services,100 North Main Street,,Sapulpa,OK,74066,,Creek,35.9998424,-96.114612
Human Skills and Resources Inc,,2 North Water Street,,Sapulpa,OK,74066,,Creek,35.998955,-96.113098
Stigler Health and Wellness Center,DBA The Oaks RSC,17 Hospital Drive,,Eufaula,OK,74432,,McIntosh,35.309824,-95.5922951
Eufaula Healh and Wellness Center,,111 Forest Avenue,Suite A,Eufaula,OK,74432,,McIntosh,35.2821657,-95.5831684
