"","name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility"
"11169","Arkansas State Hospital","","305 South Palm Street","","Little Rock","AR",72205,NA,"Pulaski","501-686-9000","","","","http://",34.7514731,-92.3250866,"MH"
"11170","UAMS Medical Center","UAMS Psychiatric Research Institute","4301 West Markham Street","Slot 554","Little Rock","AR",72205,7101,"Pulaski","501-526-8100","","501-526-8200","","http://psychiatry.uams.edu/",34.7482172,-92.3214439,"MH"
"11171","Birch Tree Communities Inc","Newport","210 3rd Street","","Newport","AR",72112,NA,"Jackson","501-315-3344","","","501-303-3109","http://birchtree.org",35.6058842,-91.27923,"MH"
"11172","John L McClellan Memorial VAMC","Mental Health 116/NLR","4300 West 7th Street","","Little Rock","AR",72205,NA,"Pulaski","501-257-1000","","501-257-3131","","http://www.littlerock.va.gov/",34.74614,-92.3203982,"MH"
"11173","Little Rock Community MH Center","","1100 North University Avenue","Suite 200","Little Rock","AR",72207,NA,"Pulaski","501-686-9300","","","","http://",34.7616604,-92.3420463,"MH"
"11174","Saint Vincent Infirmary Medical Center","Saint Vincent Center for BH","2 St Vincent Circle","","Little Rock","AR",72205,NA,"Pulaski","501-552-3000","","501-552-5777","","http://www.chistvincent.com/hospitals-locations/chi-st-vincent-infirmary",34.749804,-92.3395969,"MH"
"11175","Unity Health Harris Medical Center","Clearview","1205 McLain Street","","Newport","AR",72112,NA,"Jackson","870-512-3002","","501-278-3358","","http://www.unity-health.org",35.608362,-91.26499,"MH"
"11176","Life Strategies of Arkansas LLC","Newport Clinic","2135 Malcolm Avenue","","Newport","AR",72112,NA,"Jackson","870-523-8004","","","","http://www.lifestrategiesar.com",35.606881,-91.254622,"MH"
"11177","Life Strategies Counseling","","2005 McLain Street ","","Newport","AR",72112,NA,"Jackson","870-495-1990","","","","http://www.lscihelp.com",35.6088924,-91.2550729,"MH"
"11178","Centers for Youth and Families","Residential","6501 West 12th Street","","Little Rock","AR",72204,NA,"Pulaski","501-666-8686","","","","http://www.centersforyouthandfamilies.org",34.7409852,-92.3475729,"MH"
"11179","United Methodist Childrens Home ","Arkansas CARES","2002 South Fillmore Street","Building 7","Little Rock","AR",72204,NA,"Pulaski","501-906-4928","","","501-661-0720","http://",34.7338137,-92.3384577,"MH"
"11180","Centers for Youth and Families","Day Treatment Program","6601 West 12th Street","","Little Rock","AR",72204,NA,"Pulaski","501-771-5511","","501-666-8686","","http://www.cfyf.org",34.7409319,-92.3501941,"MH"
"11181","Centers for Youth and Families","Little Rock Outpatient Services","6601 West 12th Street","","Little Rock","AR",72204,NA,"Pulaski","501-666-4949","","501-666-8686","","http://www.cfyf.org",34.740705,-92.35008,"MH"
"11182","Community Service Inc","","119 Shake Rag Road","","Clinton","AR",72031,NA,"Van Buren","501-745-2956","","","","http://www.csiyouth.com",35.5743978,-92.4527272,"MH"
"11183","Birch Tree Communities Inc","Clinton","242 Shake Rag Road","","Clinton","AR",72031,NA,"Van Buren","501-315-3344","","","501-303-3109","http://birchtree.org",35.5755594,-92.4544268,"MH"
"11184","Life Strategies Counseling Inc","","1719 Merrill Drive","","Little Rock","AR",72212,4009,"Pulaski","501-663-2199","","","888-972-1268","http://www.lscihelp.com",34.7709387,-92.4000974,"MH"
"11185","Living Hope Southeast","","10025 West Markham Street","Suite 210","Little Rock","AR",72205,2178,"Pulaski","501-663-5473","","866-544-5473","","http://www.lhsoutheast.com",34.753035,-92.385692,"MH"
"11186","Youth Home Inc","Behavioral Health Services of Arkansas","10 Corporate Hill Drive","Suite 330","Little Rock","AR",72205,4528,"Pulaski","501-954-7470","","","","http://www.BHSArkansas.org",34.7524506,-92.3869358,"MH"
"11187","Baptist Health Medical Center","Little Rock","9601 Baptist Health Drive","","Little Rock","AR",72205,NA,"Pulaski","501-202-2000","","501-202-2893","","http://www.baptist-health.com/",34.7444214,-92.3810554,"MH"
"11188","Pointe Outpatient","Little Rock","400 Hardin Road","Suite 150","Little Rock","AR",72207,NA,"Pulaski","501-603-2147","","","","http://www.thepointebhs.com",34.7495974,-92.399029,"MH"
"11189","Pinnacle Pointe Behavioral Healthcare","","11501 Financial Center Parkway","","Little Rock","AR",72211,3715,"Pulaski","501-223-3322","","","501-604-4734","http://www.pinnaclepointehospital.com",34.7457401,-92.4021156,"MH"
"11190","Therapeutic Family Services Inc","","10600 Train Station Drive","Suite C","Mabelvale","AR",72103,NA,"Saline","501-332-4400","","501-753-8400","","http://www.therapeuticfamilyservices.com/",34.655248,-92.3897719,"MH"
"11191","Baptist Health Medical Center","Little Rock","11401 Interstate 30","","Little Rock","AR",72209,NA,"Pulaski","501-202-2893","","501-202-7006","","http://www.baptist-health.com/",34.661502,-92.402555,"MH"
"11192","Youth Home Inc","Adolescent Psychiatric Trt Prog","20400 Colonel Glenn Road","","Little Rock","AR",72210,NA,"Pulaski","501-821-5500","","501-821-5500 x220","","http://www.youthhome.org",34.7417183,-92.4996421,"MH"
"11193","Birch Tree Communities Inc","Mountain View","218 Dogwood Hollow Street","","Mountain View","AR",72560,NA,"Stone","501-315-3344","","","501-303-3109","http://birchtree.org",35.8889705,-92.1045666,"MH"
"11194","Counseling Associates Inc","Morrilton Clinic","8 Hospital Drive","","Morrilton","AR",72110,4510,"Conway","501-354-1561","","","","http://caiinc.org",35.1685274,-92.7198073,"MH"
"11195","Community Service Inc","","100 South Cherokee Street","","Morrilton","AR",72110,NA,"Conway","501-354-4589","","","","http://www.csiyouth.com",35.1538092,-92.7503717,"MH"
"11196","SE Arkansas Behav Healthcare","Stuttgart Clinic","121 Commercial Drive","Suite B","Stuttgart","AR",72160,NA,"Arkansas","870-673-1633","","","","http://www.sabhs.org",34.4767232,-91.5551068,"MH"
"11197","Pinnacle Pointe Outpatient","Saline","2213 North Reynolds Road","Suite 1","Bryant","AR",72022,NA,"Saline","501-847-0081","","","","http://www.thepointebhs.com",34.6158728,-92.4995041,"MH"
"11198","Rivendell Behavioral Health Services","","100 Rivendell Drive","","Benton","AR",72019,NA,"Saline","501-316-1255","","","800-264-5640","http://www.rivendellofarkansas.com",34.613031,-92.532057,"MH"
"11199","NE Arkansas Community MH Center","DBA Mid South Health Systems","661 Addison Drive","","Wynne","AR",72396,NA,"Cross","870-238-1135","","","","http://www.mshs.org",35.2325019,-90.7867609,"MH"
"11200","NE Arkansas Community MH Center","DBA Mid South Health Systems","4451 North Washington Street","","Forrest City","AR",72335,7711,"Saint Francis","870-630-3880","","","","http://www.mshs.org",35.049641,-90.800041,"MH"
"11201","Life Strategies of Arkansas LLC","Wynne Outpatient Clinic","1718 Falls Boulevard North","","Wynne","AR",72396,NA,"Cross","870-238-4014","","870-702-7657","","http://www.lifestrategiesar.com",35.2395559,-90.7832542,"MH"
"11202","Logan Centers Inc","","1792 Falls Boulevard","Suite 5","Wynne","AR",72396,NA,"Cross","870-208-9333","","","","http://",35.2415636,-90.7818461,"MH"
"11203","Forrest City Medical Center","","1601 New Castle Road","","Forrest City","AR",72335,NA,"Saint Francis","870-261-0319","","","","http://www.forrestcitymedicalcenter.com",35.0261451,-90.7790182,"MH"
"11204","Perimeter Behavioral of Forrest City","","1521 Albert Street","","Forrest City","AR",72335,NA,"Saint Francis","870-633-3200","","870-633-3800","","http://www.perimeterhealthcare.com",35.0159171,-90.7734166,"MH"
"11205","Life Strategies of Arkansas LLC","Forrest City Outpatient Clinic","1712 Lindauer Street","","Forrest City","AR",72335,NA,"Saint Francis","870-633-0511","","870-702-7657","","http://www.lifestrategiesar.com",35.0147393,-90.770477,"MH"
"11206","Logan Centers Inc","","1800 Lindauer Road","","Forrest City","AR",72335,NA,"Saint Francis","870-494-4600","","","","http://",35.014902,-90.7684202,"MH"
"11207","Birch Tree Communities Inc","Hope House","1506 Mary Kay Boulevard","","Benton","AR",72015,NA,"Saline","501-315-3344","","","501-303-3109","http://birchtree.org",34.5503694,-92.6025904,"MH"
"11208","Birch Tree Communities Inc","Benton Town","1502 Mary Kay Boulevard","","Benton","AR",72015,NA,"Saline","501-315-3344","","","501-303-3109","http://birchtree.org",34.5492984,-92.6048344,"MH"
"11209","Pointe Outpatient","Pine Bluff","109 Frankie Lane","","White Hall","AR",71602,2685,"Jefferson","870-247-3588","","","","http://www.thepointebhs.com",34.2779616,-92.0910199,"MH"
"11210","NE Arkansas Community MH Center","DBA Mid South Health Systems","444 Atkins Boulevard","","Marianna","AR",72360,NA,"Lee","870-295-4050","","","","http://www.mshs.org",34.770874,-90.772675,"MH"
"11211","Life Strategies of Arkansas LLC","Marianna Outpatient Clinic","63 North Carolina Street","","Marianna","AR",72360,NA,"Lee","870-295-3300","","870-702-7657","","http://www.lifestrategiesar.com",34.7741457,-90.7612453,"MH"
"11212","SE Arkansas Behavioral Healthcare","","2500 Rike Drive","","Pine Bluff","AR",71603,NA,"Jefferson","870-534-1834 x2135","Intakes","870-534-1834 x2125","870-534-1834 x2148","http://www.sabhs.org",34.208586,-92.0286739,"MH"
"11213","Southeast AR Behavioral Healthcare","Sheridan Clinic","301 North Oak Street","","Sheridan","AR",72150,NA,"Grant","870-942-5101","","","","http://www.sabhs.org",34.3088299,-92.401646,"MH"
"11214","Pointe Outpatient","Sheridan","201 South Rose Street","","Sheridan","AR",72150,NA,"Grant","870-917-2171","","","","http://www.thepointebhs.com",34.3058383,-92.4027217,"MH"
"11215","Jefferson Regional Medical Center","","1600 West 40th Avenue","","Pine Bluff","AR",71603,NA,"Jefferson","870-541-7100 x7131","","870-534-1834","","http://www.jrmc.org/",34.188636,-92.0176764,"MH"
"11216","Pine Bluff CBOC","","2906 Market Street","","Pine Bluff","AR",71601,NA,"Jefferson","870-850-8200","","","","http://www.littlerock.va.gov/locations/PineBluff.asp",34.191145,-92.055827,"MH"
"11217","Birch Tree Communities Inc","Russellville","210 North Shamrock Boulevard ","","Russellville","AR",72801,NA,"Pope","501-315-3344","","","501-303-3109","http://birchtree.org",35.278433,-93.091027,"MH"
"11218","Conway County Community Service","","1505 South Oswego Avenue","","Russellville","AR",72802,NA,"Pope","479-967-3370","","","","http://www.csiyouth.com",35.2640777,-93.1171569,"MH"
"11219","Saint Marys Regional Medical Center","Turning Point","1808 West Main Street","","Russellville","AR",72801,NA,"Pope","479-967-0701","","","","http://www.saintmarysregional.com",35.28319,-93.149218,"MH"
"11220","Hope Behavioral Healthcare","","2012 Highway 62/412","","Hardy","AR",72542,NA,"Sharp","870-856-3337","","","","http://",36.2593158,-91.5450363,"MH"
"11221","Dardanelle Regional Medical Center","Senior Behavioral Health","200 North 3rd Street","","Dardanelle","AR",72834,NA,"Yell","479-229-4677 x147","","479-229-6147","","http://www.dardanelleregional.org",35.2202493,-93.1565465,"MH"
"11222","Russellville CBOC","","3106 West 2nd Court","","Russellville","AR",72801,NA,"Pope","479-880-5100","","","","http://www.littlerock.va.gov/locations/Russellville.asp",35.2847353,-93.1652715,"MH"
"11223","Counseling Associates Inc","Russellville Clinic","110 Skyline Drive","","Russellville","AR",72801,NA,"Pope","479-968-1298","","","","http://www.caiinc.org/",35.288009,-93.165445,"MH"
"11224","Hometown Behav Health Servs of","Arkansas Inc","503 SE Lindsey Street","","Hoxie","AR",72433,NA,"Lawrence","870-886-1333","","","","http://www.hometownbhs.com",36.0490958,-90.9704076,"MH"
"11225","Life Strategies of Arkansas LLC","Earle Outpatient Clinic","1124 Throgmartin Street","","Earle","AR",72331,NA,"Crittenden","870-792-7769","Intakes","870-702-7657","870-732-1878","http://www.lifestrategiesar.com",35.2749663,-90.4747327,"MH"
"11226","NE Arkansas Community MH Center","DBA Mid South Health Systems","2707 Browns Lane","","Jonesboro","AR",72401,7213,"Craighead","870-972-4000","","","","http://www.mshs.org",35.8121172,-90.6884686,"MH"
"11227","NE Arkansas Community MH Center","DBA Mid South Health Systems","102 South Larkspur Street","","Walnut Ridge","AR",72476,NA,"Lawrence","870-886-7924","","870-763-2139","","http://www.mshs.org",36.0744337,-90.9699326,"MH"
"11228","United Methodist Behavioral Hospital","Methodist Counseling Clinic","2239 South Caraway Road","Suite M","Jonesboro","AR",72401,NA,"Craighead","870-910-3757","","","","http://www.methodistfamily.org",35.8174395,-90.6785277,"MH"
"11229","Life Strategies Counseling Inc","","1217 Stone Street","","Jonesboro","AR",72401,NA,"Craighead","870-972-1268","","","866-972-1268","http://www.lscihelp.com/",35.830782,-90.675935,"MH"
"11230","Saint Bernards Behavioral Health","","2712 East Johnson Avenue","","Jonesboro","AR",72401,NA,"Craighead","870-932-2800","","","","http://www.stbernards.info/locations/st-bernards-behavioral-health",35.852353,-90.669922,"MH"
"11231","Baptist Health Medical Center/HSC","Behavioral Health","1001 Schneider Drive","","Malvern","AR",72104,NA,"Hot Spring","501-332-7360","","501-202-7006","","http://www.baptist-health.com/",34.3587893,-92.785668,"MH"
"11232","Birch Tree Communities Inc","Malvern","1628 East Page Street","","Malvern","AR",72104,NA,"Hot Spring","501-315-3344","","","501-303-3109","http://birchtree.org",34.3646751,-92.795782,"MH"
"11233","Ouachita Behav Health and Wellness ","Malvern Office","1615 Martin Luther King Boulevard","","Malvern","AR",72104,2233,"Hot Spring","501-332-5236","","","","http://www.obhaw.org",34.3843393,-92.8271106,"MH"
"11234","Therapeutic Family Services Inc","","829 Halbert Street","","Malvern","AR",72104,NA,"Hot Spring","501-332-4400","","","","http://www.therapeuticfamilyservices.com/",34.3763434,-92.8268229,"MH"
"11235","Hope Behavioral Healthcare","","115 Turner Lane","Suite 2","Salem","AR",72576,NA,"Fulton","870-384-1744","","","","http://",36.367991,-91.829521,"MH"
"11236","Families Inc of Arkansas","","1815 Pleasant Grove Road","","Jonesboro","AR",72401,NA,"Craighead","870-933-6886","","","877-595-8869","http://www.familiesinc.com",35.861642,-90.650369,"MH"
"11237","Life Strategies Counseling Inc","","809 West Main Street","Suites C and D","Trumann","AR",72472,NA,"Poinsett","870-483-0068","","","866-972-1268","http://www.lscihelp.com",35.6709721,-90.5189458,"MH"
"11238","NE Arkansas Community MH Center","DBA Mid South Health Systems","801 Newman Drive","","Helena","AR",72342,8950,"Phillips","870-338-3900","","","","http://mshs.org",34.5104874,-90.6243182,"MH"
"11239","Families Inc of Arkansas","","700 South Main Street","","Mountain Home","AR",72653,NA,"Baxter","870-425-1041","","","877-595-8869","http://www.familiesinc.net",36.334532,-92.385717,"MH"
"11240","Small Group Therapy Division of","Counseling Clinic Inc","311 Whittington Avenue","","Hot Springs National Park","AR",71901,NA,"Garland","501-623-3477","Intakes","501-623-3477 x31","501-623-3477 x38","http://www.smallgrouptherapy.com",34.5161507,-93.0597011,"MH"
"11241","Hot Springs CBOC","","177 Sawtooth Oak Street","","Hot Springs National Park","AR",71901,NA,"Garland","501-520-6250","","","","http://www.littlerock.va.gov/locations/HotSprings.asp",34.4893301,-93.0388674,"MH"
"11242","NE Arkansas Community MH Center","DBA Mid South Health Systems","211 Missouri Street","","Helena","AR",72342,NA,"Phillips","870-338-3363","","","","http://www.mshs.org",34.5222647,-90.5877867,"MH"
"11243","Mountain Home CBOC","","759 Highway 62 East","Suite 331","Mountain Home","AR",72653,NA,"Baxter","870-594-8387","","","","http://www.littlerock.va.gov/locations/MountainHome.asp",36.3484932,-92.3762868,"MH"
"11244","Baxter Regional Medical Center","Hensley Behavioral Health Center","624 Hospital Drive","","Mountain Home","AR",72653,NA,"Baxter","870-508-6400","","","","http://www.baxterregional.org",36.34295,-92.394419,"MH"
"11245","Life Strategies Counseling","","1820 Central Avenue","Suite B and C","Hot Springs National Park","AR",71913,NA,"Garland","501-623-6000","","","","http://www.lscihelp.com",34.4947175,-93.0584807,"MH"
"11246","Therapeutic Family Services Inc","","600 Main Street","","Hot Springs National Park","AR",71913,NA,"Garland","501-321-8200","","","","http://www.therapeuticfamilyservices.com/",34.4879973,-93.0761504,"MH"
"11247","Living Hope Hot Springs","","3604 Central Avenue","Suite C","Hot Springs National Park","AR",71913,8458,"Garland","501-623-9220","","","866-544-5473","http://www.lhsoutheast.com",34.46851,-93.060665,"MH"
"11248","NE Arkansas Community MH Center","DBA Mid South Health Systems","2560 Old County Road","","Pocahontas","AR",72455,4118,"Randolph","870-892-7111","","","","http://www.mshs.org",36.238932,-90.961634,"MH"
