COUNTYFP,county,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
48347,"Nacogdoches County, Texas",65558,60127,48450,1190,2.46,11677,3115,26.68,3791,5.78
48369,"Parmer County, Texas",9852,9776,8799,276,3.14,977,189,19.34,315,3.2
48367,"Parker County, Texas",129802,128129,115413,2841,2.46,12716,2157,16.96,5083,3.92
48377,"Presidio County, Texas",7123,7118,5937,33,0.56,1181,128,10.84,469,6.58
48465,"Val Verde County, Texas",49027,47297,42852,523,1.22,4445,592,13.32,2133,4.35
48109,"Culberson County, Texas",2241,2207,1950,49,2.51,257,6,2.33,133,5.93
48135,"Ector County, Texas",158342,156669,136889,3703,2.71,19780,3949,19.96,9022,5.7
48169,"Garza County, Texas",6288,4390,4002,75,1.87,388,87,22.42,111,1.77
48173,"Glasscock County, Texas",1430,1430,1349,58,4.3,81,15,18.52,30,2.1
48185,"Grimes County, Texas",27630,23989,20974,388,1.85,3015,453,15.02,1255,4.54
48085,"Collin County, Texas",944350,940855,832908,13359,1.6,107947,22545,20.89,39318,4.16
48005,"Angelina County, Texas",87607,84567,74261,2152,2.9,10306,1606,15.58,3965,4.53
48101,"Cottle County, Texas",1623,1623,1340,20,1.49,283,10,3.53,109,6.72
48209,"Hays County, Texas",204150,197091,157311,4233,2.69,39780,15115,38.0,12007,5.88
48039,"Brazoria County, Texas",353999,342408,305218,6017,1.97,37190,6723,18.08,15402,4.35
48129,"Donley County, Texas",3387,3074,2538,65,2.56,536,44,8.21,239,7.06
19061,"Dubuque County, Iowa",96802,92574,76406,2021,2.65,16168,3110,19.24,6174,6.38
19151,"Pocahontas County, Iowa",6898,6745,5260,92,1.75,1485,219,14.75,651,9.44
19177,"Van Buren County, Iowa",7223,7127,6033,89,1.48,1094,139,12.71,475,6.58
19003,"Adams County, Iowa",3726,3587,2880,26,0.9,707,126,17.82,284,7.62
19009,"Audubon County, Iowa",5637,5511,4282,95,2.22,1229,169,13.75,558,9.9
06021,"Glenn County, California",27897,27586,24479,705,2.88,3107,480,15.45,1241,4.45
06007,"Butte County, California",227075,221011,168029,6712,3.99,52982,17621,33.26,16353,7.2
06031,"Kings County, California",150075,135163,121605,4649,3.82,13558,3609,26.62,5138,3.42
06063,"Plumas County, California",18699,18307,14378,400,2.78,3929,741,18.86,1357,7.26
06079,"San Luis Obispo County, California",281455,265020,206812,7402,3.58,58208,19471,33.45,18171,6.46
06019,"Fresno County, California",978130,961380,849414,33336,3.92,111966,28422,25.38,39597,4.05
06029,"Kern County, California",883053,851927,764457,27432,3.59,87470,19936,22.79,34558,3.91
06059,"Orange County, California",3164182,3120787,2703813,98035,3.63,416974,126322,30.29,132281,4.18
06111,"Ventura County, California",848112,835511,735146,28450,3.87,100365,26365,26.27,33232,3.92
06009,"Calaveras County, California",45235,44736,37533,1191,3.17,7203,1562,21.69,3014,6.66
06101,"Sutter County, California",95872,94860,83994,2273,2.71,10866,2203,20.27,4147,4.33
06081,"San Mateo County, California",765935,755958,644141,23934,3.72,111817,32992,29.51,35840,4.68
06109,"Tuolumne County, California",53932,50483,39810,1329,3.34,10673,2016,18.89,4113,7.63
06077,"San Joaquin County, California",732212,716218,639816,21296,3.33,76402,18177,23.79,27499,3.76
06005,"Amador County, California",37829,34147,28639,1009,3.52,5508,864,15.69,2046,5.41
08095,"Phillips County, Colorado",4318,4239,3559,41,1.15,680,96,14.12,300,6.95
08007,"Archuleta County, Colorado",12908,12744,10363,206,1.99,2381,421,17.68,843,6.53
08031,"Denver County, Colorado",693417,678498,470906,13868,2.94,207592,56332,27.14,76777,11.07
08061,"Kiowa County, Colorado",1449,1419,1188,34,2.86,231,5,2.16,101,6.97
08055,"Huerfano County, Colorado",6583,6400,4839,91,1.88,1561,147,9.42,734,11.15
08009,"Baca County, Colorado",3563,3467,2785,24,0.86,682,78,11.44,283,7.94
08047,"Gilpin County, Colorado",5924,5816,4444,147,3.31,1372,321,23.4,578,9.76
08063,"Kit Carson County, Colorado",7635,6994,6026,223,3.7,968,69,7.13,421,5.51
08051,"Gunnison County, Colorado",16537,15641,10701,391,3.65,4940,1899,38.44,1826,11.04
08079,"Mineral County, Colorado",823,803,676,54,7.99,127,21,16.54,47,5.71
08091,"Ouray County, Colorado",4722,4722,3536,58,1.64,1186,340,28.67,377,7.98
08115,"Sedgwick County, Colorado",2350,2307,1807,45,2.49,500,75,15.0,201,8.55
08123,"Weld County, Colorado",295123,288639,250767,6103,2.43,37872,10403,27.47,13888,4.71
08027,"Custer County, Colorado",4640,4627,3825,27,0.71,802,135,16.83,378,8.15
08023,"Costilla County, Colorado",3687,3687,2930,46,1.57,757,89,11.76,386,10.47
08035,"Douglas County, Colorado",328614,327812,294860,4632,1.57,32952,6848,20.78,11958,3.64
08065,"Lake County, Colorado",7585,7441,5567,201,3.61,1874,534,28.5,907,11.96
08067,"La Plata County, Colorado",55101,53213,40732,1311,3.22,12481,3606,28.89,4479,8.13
08097,"Pitkin County, Colorado",17909,17780,11327,571,5.04,6453,2874,44.54,2239,12.5
08105,"Rio Grande County, Colorado",11351,11147,9246,344,3.72,1901,186,9.78,797,7.02
08011,"Bent County, Colorado",5809,3936,3302,53,1.61,634,61,9.62,314,5.41
08025,"Crowley County, Colorado",5630,4446,3855,155,4.02,591,202,34.18,168,2.98
08111,"San Juan County, Colorado",544,544,353,16,4.53,191,44,23.04,69,12.68
08069,"Larimer County, Colorado",338161,328569,250652,6835,2.73,77917,27232,34.95,24119,7.13
08075,"Logan County, Colorado",21689,20640,16482,406,2.46,4158,923,22.2,1917,8.84
08113,"San Miguel County, Colorado",7968,7942,5517,179,3.24,2425,881,36.33,976,12.25
08119,"Teller County, Colorado",24113,23979,19957,307,1.54,4022,909,22.6,1826,7.57
08039,"Elbert County, Colorado",25162,25094,22573,466,2.06,2521,598,23.72,952,3.78
08071,"Las Animas County, Colorado",14179,13357,10214,234,2.29,3143,569,18.1,1267,8.94
08073,"Lincoln County, Colorado",5548,3545,2948,30,1.02,597,56,9.38,189,3.41
08117,"Summit County, Colorado",30429,30030,19761,2058,10.41,10269,5959,58.03,2519,8.28
08003,"Alamosa County, Colorado",16444,15355,11727,290,2.47,3628,949,26.16,1306,7.94
08029,"Delta County, Colorado",30346,29087,24349,575,2.36,4738,661,13.95,1800,5.93
08043,"Fremont County, Colorado",47002,36347,29895,654,2.19,6452,740,11.47,2503,5.33
17177,"Stephenson County, Illinois",45433,44617,36788,1130,3.07,7829,969,12.38,2994,6.59
17191,"Wayne County, Illinois",16487,16414,13501,380,2.81,2913,360,12.36,1307,7.93
17203,"Woodford County, Illinois",38817,37739,33264,493,1.48,4475,596,13.32,1896,4.88
17055,"Franklin County, Illinois",39127,38660,31265,1218,3.9,7395,1262,17.07,2935,7.5
12067,"Lafayette County, Florida",8744,7188,6443,257,3.99,745,215,28.86,254,2.9
12069,"Lake County, Florida",335362,331548,281141,7438,2.65,50407,8945,17.75,17203,5.13
12089,"Nassau County, Florida",80578,79776,69504,1781,2.56,10272,1739,16.93,4060,5.04
12103,"Pinellas County, Florida",957875,940268,709736,19461,2.74,230532,50226,21.79,77853,8.13
12105,"Polk County, Florida",668671,655969,561680,18607,3.31,94289,22892,24.28,32496,4.86
12111,"St. Lucie County, Florida",305591,302619,255525,7554,2.96,47094,10666,22.65,16607,5.43
12043,"Glades County, Florida",13363,12004,10147,220,2.17,1857,419,22.56,919,6.88
12051,"Hendry County, Florida",40127,38170,33872,1631,4.82,4298,1042,24.24,1971,4.91
12061,"Indian River County, Florida",150984,149413,121635,3138,2.58,27778,6130,22.07,8979,5.95
12063,"Jackson County, Florida",48472,40548,33961,1028,3.03,6587,891,13.53,2617,5.4
12109,"St. Johns County, Florida",235503,233087,198787,3298,1.66,34300,10111,29.48,9947,4.22
12117,"Seminole County, Florida",455086,451022,375194,9753,2.6,75828,19895,26.24,25582,5.62
12005,"Bay County, Florida",182482,180247,148757,4537,3.05,31490,6534,20.75,12054,6.61
12035,"Flagler County, Florida",107139,106619,90033,3174,3.53,16586,4504,27.16,5229,4.88
12045,"Gulf County, Florida",16055,13654,11496,255,2.22,2158,467,21.64,975,6.07
12077,"Liberty County, Florida",8365,6909,6026,138,2.29,883,137,15.52,338,4.04
12097,"Osceola County, Florida",338619,336711,299110,10567,3.53,37601,11676,31.05,12730,3.76
12131,"Walton County, Florida",65858,63911,52899,1454,2.75,11012,2201,19.99,4109,6.24
12039,"Gadsden County, Florida",46017,42153,35753,1040,2.91,6400,794,12.41,2393,5.2
12065,"Jefferson County, Florida",14105,11788,9870,198,2.01,1918,94,4.9,687,4.87
12083,"Marion County, Florida",348371,338698,279379,9091,3.25,59319,10944,18.45,20440,5.87
12049,"Hardee County, Florida",27228,25039,22344,592,2.65,2695,499,18.52,944,3.47
12093,"Okeechobee County, Florida",40572,37507,32068,1147,3.58,5439,1144,21.03,2099,5.17
12095,"Orange County, Florida",1321194,1289093,1060524,36898,3.48,228569,69946,30.6,77984,5.9
12041,"Gilchrist County, Florida",17615,16271,13893,615,4.43,2378,354,14.89,925,5.25
12121,"Suwannee County, Florida",43924,42342,36359,820,2.26,5983,1635,27.33,2009,4.57
12001,"Alachua County, Florida",263148,246739,172848,3900,2.26,73891,27239,36.86,21616,8.21
12013,"Calhoun County, Florida",14444,12417,10590,333,3.14,1827,144,7.88,763,5.28
12015,"Charlotte County, Florida",176954,173284,138318,2778,2.01,34966,7246,20.72,11309,6.39
12029,"Dixie County, Florida",16437,14874,12104,481,3.97,2770,502,18.12,1138,6.92
12085,"Martin County, Florida",157581,153673,122553,2659,2.17,31120,6073,19.51,10461,6.64
12115,"Sarasota County, Florida",412144,406434,317963,8398,2.64,88471,18336,20.73,27409,6.65
12081,"Manatee County, Florida",373853,369545,305601,9822,3.21,63944,15010,23.47,19835,5.31
12017,"Citrus County, Florida",143087,140513,112173,3290,2.93,28340,4470,15.77,10362,7.24
12003,"Baker County, Florida",27785,25174,22690,812,3.58,2484,459,18.48,813,2.93
12113,"Santa Rosa County, Florida",170442,164176,143860,3769,2.62,20316,4837,23.81,7616,4.47
12073,"Leon County, Florida",288102,274084,192814,4916,2.55,81270,29747,36.6,22847,7.93
12011,"Broward County, Florida",1909151,1891871,1569188,49704,3.17,322683,77063,23.88,117251,6.14
12087,"Monroe County, Florida",76325,74137,55566,2798,5.04,18571,5642,30.38,7396,9.69
12053,"Hernando County, Florida",182696,180582,150235,4626,3.08,30347,6281,20.7,10503,5.75
12057,"Hillsborough County, Florida",1378883,1357819,1102087,34816,3.16,255732,65622,25.66,89421,6.49
12123,"Taylor County, Florida",22098,18193,15624,508,3.25,2569,381,14.83,833,3.77
12129,"Wakulla County, Florida",31877,28374,24769,739,2.98,3605,584,16.2,1388,4.35
13189,"McDuffie County, Georgia",21498,21190,18154,312,1.72,3036,538,17.72,1140,5.3
13211,"Morgan County, Georgia",18235,18065,16137,240,1.49,1928,329,17.06,660,3.62
13149,"Heard County, Georgia",11677,11529,9904,143,1.44,1625,313,19.26,669,5.73
13095,"Dougherty County, Georgia",91049,86858,70326,2409,3.43,16532,3013,18.23,5933,6.52
18159,"Tipton County, Indiana",15218,14989,12458,217,1.74,2531,475,18.77,1181,7.76
18167,"Vigo County, Indiana",107693,98987,77064,3024,3.92,21923,4989,22.76,7913,7.35
18173,"Warrick County, Indiana",61928,61134,52837,1110,2.1,8297,1684,20.3,3103,5.01
18033,"DeKalb County, Indiana",42704,42239,35910,1332,3.71,6329,971,15.34,2705,6.33
18087,"LaGrange County, Indiana",38942,38632,35404,692,1.95,3228,595,18.43,1421,3.65
18139,"Rush County, Indiana",16704,16497,14142,460,3.25,2355,371,15.75,869,5.2
18011,"Boone County, Indiana",64321,63673,55960,954,1.7,7713,1192,15.45,2868,4.46
18089,"Lake County, Indiana",486849,481160,406139,10469,2.58,75021,12082,16.1,30070,6.18
18107,"Montgomery County, Indiana",38276,37012,30741,928,3.02,6271,1315,20.97,2502,6.54
18001,"Adams County, Indiana",35195,34623,29993,548,1.83,4630,846,18.27,1777,5.05
18041,"Fayette County, Indiana",23259,22830,18980,513,2.7,3850,733,19.04,1481,6.37
17109,"McDonough County, Illinois",30875,27328,19795,587,2.97,7533,2361,31.34,2418,7.83
17111,"McHenry County, Illinois",307789,306079,270775,5626,2.08,35304,7033,19.92,12742,4.14
17139,"Moultrie County, Illinois",14703,14356,12015,159,1.32,2341,381,16.28,848,5.77
17149,"Pike County, Illinois",15754,15259,12621,360,2.85,2638,343,13.0,1093,6.94
17151,"Pope County, Illinois",4249,4007,3379,1,0.03,628,17,2.71,303,7.13
17163,"St. Clair County, Illinois",263463,259702,215204,5224,2.43,44498,6775,15.23,17170,6.52
17173,"Shelby County, Illinois",21832,21616,18125,326,1.8,3491,570,16.33,1290,5.91
17019,"Champaign County, Illinois",209448,193881,133683,3135,2.35,60198,20234,33.61,20579,9.83
17013,"Calhoun County, Illinois",4858,4734,3951,67,1.7,783,190,24.27,290,5.97
17053,"Ford County, Illinois",13398,13001,10595,225,2.12,2406,254,10.56,1081,8.07
17089,"Kane County, Illinois",530839,525419,467152,13839,2.96,58267,12071,20.72,21202,3.99
17093,"Kendall County, Illinois",124626,124276,113376,2824,2.49,10900,2440,22.39,4414,3.54
17009,"Brown County, Illinois",6675,4804,3837,83,2.16,967,166,17.17,349,5.23
17121,"Marion County, Illinois",38084,37329,30432,1173,3.85,6897,1154,16.73,2820,7.4
17125,"Mason County, Illinois",13778,13545,10933,326,2.98,2612,408,15.62,1182,8.58
17075,"Iroquois County, Illinois",28169,27714,23172,791,3.41,4542,699,15.39,1750,6.21
17025,"Clay County, Illinois",13338,12993,10754,634,5.9,2239,305,13.62,877,6.58
17059,"Gallatin County, Illinois",5157,5149,4333,131,3.02,816,80,9.8,354,6.86
17133,"Monroe County, Illinois",33936,33680,29934,344,1.15,3746,434,11.59,1341,3.95
17181,"Union County, Illinois",17127,16667,14357,504,3.51,2310,320,13.85,920,5.37
17201,"Winnebago County, Illinois",286174,281916,232959,8491,3.64,48957,8065,16.47,19295,6.74
17153,"Pulaski County, Illinois",5611,5586,4557,67,1.47,1029,173,16.81,398,7.09
17169,"Schuyler County, Illinois",7064,6175,4891,302,6.17,1284,185,14.41,501,7.09
17045,"Edgar County, Illinois",17539,17204,14488,413,2.85,2716,311,11.45,1085,6.19
17007,"Boone County, Illinois",53606,53258,47354,1205,2.54,5904,1110,18.8,2459,4.59
17011,"Bureau County, Illinois",33381,32946,27984,784,2.8,4962,647,13.04,2022,6.06
17029,"Coles County, Illinois",51736,47788,35984,1467,4.08,11804,2918,24.72,4158,8.04
17033,"Crawford County, Illinois",19088,16930,13986,316,2.26,2944,377,12.81,1127,5.9
17155,"Putnam County, Illinois",5746,5740,4732,111,2.35,1008,264,26.19,418,7.27
17039,"De Witt County, Illinois",16042,15772,13171,286,2.17,2601,336,12.92,1118,6.97
17103,"Lee County, Illinois",34527,31245,24987,719,2.88,6258,1050,16.78,2565,7.43
17117,"Macoupin County, Illinois",45719,44803,37487,939,2.5,7316,1255,17.15,2984,6.53
17159,"Richland County, Illinois",15881,15573,12481,442,3.54,3092,635,20.54,1202,7.57
17189,"Washington County, Illinois",14155,13898,11674,238,2.04,2224,287,12.9,968,6.84
51760,"Richmond city, Virginia",223787,212801,140202,6590,4.7,72599,23092,31.81,22361,9.99
51057,"Essex County, Virginia",11036,10865,9047,318,3.51,1818,244,13.42,665,6.03
51185,"Tazewell County, Virginia",42080,40554,34321,572,1.67,6233,646,10.36,2457,5.84
51685,"Manassas Park city, Virginia",16423,16423,14381,758,5.27,2042,626,30.66,702,4.27
51183,"Sussex County, Virginia",11486,7862,6416,115,1.79,1446,166,11.48,419,3.65
51683,"Manassas city, Virginia",41457,41385,36911,1115,3.02,4474,1198,26.78,1290,3.11
51775,"Salem city, Virginia",25519,23045,18524,462,2.49,4521,719,15.9,1704,6.68
51037,"Charlotte County, Virginia",12095,11935,9891,265,2.68,2044,349,17.07,822,6.8
51081,"Greensville County, Virginia",11659,8444,7097,84,1.18,1347,117,8.69,588,5.04
53067,"Thurston County, Washington",274684,270885,222522,8314,3.74,48363,12239,25.31,16307,5.94
53013,"Columbia County, Washington",4001,3913,3131,97,3.1,782,125,15.98,255,6.37
53039,"Klickitat County, Washington",21396,21148,16831,357,2.12,4317,1223,28.33,1758,8.22
53027,"Grays Harbor County, Washington",71967,69016,56000,2480,4.43,13016,2655,20.4,5093,7.08
53069,"Wahkiakum County, Washington",4189,4134,3609,36,1.0,525,82,15.62,227,5.42
53025,"Grant County, Washington",94860,93894,82456,2877,3.49,11438,2742,23.97,4549,4.8
53061,"Snohomish County, Washington",786620,775689,655157,22597,3.45,120532,30384,25.21,44849,5.7
54089,"Summers County, West Virginia",13018,12051,9885,319,3.23,2166,208,9.6,931,7.15
54025,"Greenbrier County, West Virginia",35347,34714,27920,718,2.57,6794,984,14.48,2675,7.57
54057,"Mineral County, West Virginia",27278,26513,22061,562,2.55,4452,598,13.43,1903,6.98
54041,"Lewis County, West Virginia",16276,16019,13427,264,1.97,2592,458,17.67,1177,7.23
54075,"Pocahontas County, West Virginia",8531,8229,6646,146,2.2,1583,238,15.03,709,8.31
21137,"Lincoln County, Kentucky",24458,24201,20374,769,3.77,3827,656,17.14,1620,6.62
21171,"Monroe County, Kentucky",10634,10484,8686,202,2.33,1798,200,11.12,767,7.21
18021,"Clay County, Indiana",26268,25785,22164,403,1.82,3621,598,16.51,1517,5.78
18037,"Dubois County, Indiana",42418,41421,35270,665,1.89,6151,820,13.33,2436,5.74
18047,"Franklin County, Indiana",22842,22656,20608,362,1.76,2048,198,9.67,997,4.36
18059,"Hancock County, Indiana",73830,73169,62942,1253,1.99,10227,2161,21.13,3817,5.17
18067,"Howard County, Indiana",82387,81257,67208,1598,2.38,14049,2074,14.76,5256,6.38
18115,"Ohio County, Indiana",5887,5834,4992,149,2.98,842,85,10.1,368,6.25
18121,"Parke County, Indiana",16996,15523,13331,395,2.96,2192,489,22.31,855,5.03
18135,"Randolph County, Indiana",25076,24695,20240,597,2.95,4455,641,14.39,1805,7.2
18007,"Benton County, Indiana",8667,8546,7132,258,3.62,1414,240,16.97,569,6.57
18013,"Brown County, Indiana",15034,14895,12769,271,2.12,2126,463,21.78,771,5.13
18133,"Putnam County, Indiana",37559,32267,27107,766,2.83,5160,1058,20.5,2335,6.22
18175,"Washington County, Indiana",27827,27545,24215,601,2.48,3330,396,11.89,1472,5.29
18027,"Daviess County, Indiana",32937,32361,28734,592,2.06,3627,397,10.95,1659,5.04
18065,"Henry County, Indiana",48483,45064,37423,1144,3.06,7641,1576,20.63,2737,5.65
18083,"Knox County, Indiana",37409,35143,28820,706,2.45,6323,1120,17.71,2457,6.57
18095,"Madison County, Indiana",129505,123366,101982,3110,3.05,21384,3952,18.48,7845,6.06
18125,"Pike County, Indiana",12411,12167,10105,194,1.92,2062,285,13.82,980,7.9
18131,"Pulaski County, Indiana",12660,12515,10492,236,2.25,2023,232,11.47,926,7.31
18151,"Steuben County, Indiana",34474,33138,27339,1003,3.67,5799,1155,19.92,2592,7.52
36071,"Orange County, New York",378227,367421,321397,7715,2.4,46024,8039,17.47,17248,4.56
37087,"Haywood County, North Carolina",60433,59929,48726,1356,2.78,11203,1781,15.9,4038,6.68
55033,"Dunn County, Wisconsin",44498,40869,31479,911,2.89,9390,3094,32.95,3117,7.0
55043,"Grant County, Wisconsin",51828,47988,37026,886,2.39,10962,3516,32.07,3673,7.09
55117,"Sheboygan County, Wisconsin",115205,112194,92787,1942,2.09,19407,3037,15.65,8156,7.08
55078,"Menominee County, Wisconsin",4579,4525,4081,255,6.25,444,84,18.92,209,4.56
55011,"Buffalo County, Wisconsin",13167,13058,10782,298,2.76,2276,412,18.1,1038,7.88
55063,"La Crosse County, Wisconsin",117850,112652,83551,2336,2.8,29101,9608,33.02,8766,7.44
55073,"Marathon County, Wisconsin",135264,133611,110549,2562,2.32,23062,4409,19.12,9501,7.02
55121,"Trempealeau County, Wisconsin",29438,29008,23829,695,2.92,5179,967,18.67,2209,7.5
55027,"Dodge County, Wisconsin",87776,83375,68601,1876,2.73,14774,2930,19.83,5779,6.58
55125,"Vilas County, Wisconsin",21593,21369,16767,374,2.23,4602,552,11.99,2171,10.05
55071,"Manitowoc County, Wisconsin",79407,78319,62916,1454,2.31,15403,2563,16.64,6629,8.35
55013,"Burnett County, Wisconsin",15258,15119,12097,376,3.11,3022,519,17.17,1389,9.1
55029,"Door County, Wisconsin",27439,27084,22348,305,1.36,4736,525,11.09,2053,7.48
55039,"Fond du Lac County, Wisconsin",102315,98935,81556,1577,1.93,17379,3123,17.97,7068,6.91
55091,"Pepin County, Wisconsin",7262,7159,5927,170,2.87,1232,180,14.61,543,7.48
55103,"Richland County, Wisconsin",17539,17102,13958,417,2.99,3144,501,15.94,1389,7.92
