"","COUNTYFP","YFips","Year","State","CountyName","TtlPrPpr","FmlPrPpr","MlPrPpr","AapiPrPpr","BlckPrPpr","LtnxPrPpr","NtvPrPpr","WhtPrPpr","TtlPrAPpr","FmlPrAPpr","MlPrAPpr","AapiPrAPpr","BlckPrAPpr","LtnxPrAPpr","NtvPrAPpr","WhtPrAPpr"
"2759","48479",201648479,2016,"TX","Webb County",326.85,36.55,630.15,NA,1394.42,327.76,NA,260.04,171.6,23.99,325.81,NA,NA,171.22,NA,178.77
"2760","48481",201648481,2016,"TX","Wharton County",764.8,115.29,1421.03,NA,1970.44,848.56,NA,329.95,278.11,30.74,528.03,0,608.52,363.67,0,104.19
"2761","48483",201648483,2016,"TX","Wheeler County",1433.36,306.18,2551.64,0,7017.54,1484.02,0,1152.48,853.92,306.18,1397.33,NA,NA,1027.4,NA,709.22
"2762","48485",201648485,2016,"TX","Wichita County",1118.24,267.37,1844.38,NA,2909.23,1073.55,NA,864.85,675.96,321.83,978.18,NA,1377.04,558.25,NA,615.04
"2763","48487",201648487,2016,"TX","Wilbarger County",1574.13,249.69,2840.1,NA,5967.98,1315.25,NA,1141.65,805.37,199.75,1384.25,NA,2037.85,534.32,NA,782.24
"2764","48489",201648489,2016,"TX","Willacy County",656.8,117.12,1036.88,NA,NA,709.44,NA,NA,352.6,83.65,542.01,NA,NA,389.8,NA,NA
"2765","48491",201648491,2016,"TX","Williamson County",337.14,55.62,625.97,19.64,872.42,436.21,368.73,269.45,174.97,61.24,291.66,NA,408.2,205.41,NA,154.44
"2766","48493",201648493,2016,"TX","Wilson County",461.83,95.71,826.71,0,787.4,698.75,0,294.4,286.65,95.71,476.95,NA,NA,349.37,NA,238.85
"2767","48495",201648495,2016,"TX","Winkler County",805.48,NA,NA,NA,NA,NA,NA,NA,402.74,213.31,572.08,0,0,265.08,0,679.12
"2768","48497",201648497,2016,"TX","Wise County",720.01,140.31,1286.84,NA,1632.65,530.1,NA,749.22,416.22,154.83,671.81,0,952.38,214.57,0,460.59
"2769","48499",201648499,2016,"TX","Wood County",1028.54,112.46,1931.14,NA,1923.08,446.59,NA,1040.7,430.55,104.43,751.88,0,699.3,148.86,0,451.62
"2770","48501",201648501,2016,"TX","Yoakum County",995.41,314.34,1642.4,NA,NA,798.86,NA,1371.57,478.56,314.34,634.57,NA,NA,370.9,NA,685.79
"2771","48503",201648503,2016,"TX","Young County",1349.01,256.04,2435.04,0,4294.48,774.44,0,1453.15,601.59,274.32,926.77,0,3067.48,338.82,0,627.76
"2772","48505",201648505,2016,"TX","Zapata County",422.49,NA,NA,NA,NA,NA,NA,NA,187.77,NA,NA,NA,NA,NA,NA,NA
"2773","48507",201648507,2016,"TX","Zavala County",630.45,NA,NA,NA,NA,NA,NA,NA,348.76,111.95,566.72,NA,NA,356.02,NA,NA
"2774","49001",201649001,2016,"UT","Beaver County",1003.17,NA,NA,NA,NA,NA,NA,NA,686.38,218.58,1123.6,NA,NA,NA,NA,716.29
"2775","49003",201649003,2016,"UT","Box Elder County",223.97,NA,NA,NA,NA,NA,NA,NA,108.87,44.01,172.39,0,0,266.93,0,95.34
"2776","49005",201649005,2016,"UT","Cache County",230.09,30.32,427.92,186.78,NA,595.98,NA,185.01,71.67,22.74,120.12,NA,NA,148.99,NA,65.12
"2777","49007",201649007,2016,"UT","Carbon County",899.82,223.86,1570.43,NA,NA,896.29,NA,868.74,732.6,319.8,1142.13,NA,NA,704.23,NA,727.1
"2778","49009",201649009,2016,"UT","Daggett County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779","49011",201649011,2016,"UT","Davis County",219.42,37.74,397.38,178.55,674.29,419.08,433.28,180.38,146.59,40.57,250.44,NA,527.7,292.38,606.59,120.99
"2780","49013",201649013,2016,"UT","Duchesne County",926,202.63,1619.96,NA,NA,3943.04,NA,684.67,677.97,270.18,1069.17,NA,NA,2847.75,NA,513.5
"2781","49015",201649015,2016,"UT","Emery County",531.91,0,1065.96,NA,NA,NA,NA,542.69,249.34,132.71,366.42,NA,NA,NA,NA,198.99
"2782","49017",201649017,2016,"UT","Garfield County",507.1,NA,NA,NA,NA,NA,NA,NA,236.65,NA,NA,NA,NA,NA,NA,NA
"2783","49019",201649019,2016,"UT","Grand County",499.28,NA,NA,NA,NA,NA,NA,NA,225.48,NA,NA,NA,NA,NA,NA,NA
"2784","49021",201649021,2016,"UT","Iron County",427.96,82.27,774.9,NA,2788.84,1030.93,NA,353.98,225.08,56.96,393.8,NA,NA,368.19,NA,211.66
"2785","49023",201649023,2016,"UT","Juab County",596.6,155.47,1023.79,NA,NA,1602.56,NA,542.05,474.22,186.57,752.79,NA,NA,2564.1,NA,361.37
"2786","49025",201649025,2016,"UT","Kane County",445.38,NA,NA,NA,NA,NA,NA,NA,187.53,0,372.79,NA,NA,NA,NA,154.28
"2787","49027",201649027,2016,"UT","Millard County",602,NA,NA,NA,NA,NA,NA,NA,369.41,141.32,583.4,NA,NA,484.03,NA,347.91
"2788","49029",201649029,2016,"UT","Morgan County",74.12,NA,NA,NA,NA,NA,NA,NA,59.29,0,116.35,NA,NA,NA,NA,NA
"2789","49031",201649031,2016,"UT","Piute County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790","49033",201649033,2016,"UT","Rich County",447.43,0,891.53,NA,NA,NA,NA,330.31,298.28,0,594.35,NA,NA,NA,NA,NA
"2791","49035",201649035,2016,"UT","Salt Lake County",305.25,36.24,567.6,276.95,1406.34,444.47,496.61,237.97,136.82,20.71,250.05,105.41,699.6,188.96,231.75,110.07
"2792","49037",201649037,2016,"UT","San Juan County",256.11,NA,NA,NA,NA,NA,NA,NA,202.75,NA,NA,NA,NA,NA,NA,NA
"2793","49039",201649039,2016,"UT","Sanpete County",229.21,NA,NA,NA,NA,NA,NA,NA,166.7,56.14,262.39,NA,NA,208.99,NA,145.73
"2794","49041",201649041,2016,"UT","Sevier County",484.05,81.27,868.22,NA,NA,652.53,NA,445.59,238.06,130.04,341.09,NA,NA,NA,NA,231.36
"2795","49043",201649043,2016,"UT","Summit County",167.13,NA,NA,NA,NA,NA,NA,NA,90.83,29.71,149.35,0,0,404.18,0,54.96
"2796","49045",201649045,2016,"UT","Tooele County",300.98,49.39,547.99,NA,NA,614.25,NA,248.45,210.44,49.39,368.56,NA,NA,348.08,NA,190.67
"2797","49047",201649047,2016,"UT","Uintah County",726.53,110.92,1313.82,NA,NA,1791.71,247.68,623.37,428.7,110.92,731.86,NA,NA,839.87,NA,390.29
"2798","49049",201649049,2016,"UT","Utah County",199.8,31.26,364.05,98.06,741.49,253.44,364.3,184.8,117.59,37.73,195.42,81.72,370.74,137.18,NA,112.21
"2799","49051",201649051,2016,"UT","Wasatch County",309.97,NA,NA,NA,NA,NA,NA,NA,168.12,NA,NA,NA,NA,NA,NA,NA
"2800","49053",201649053,2016,"UT","Washington County",242.02,34.83,455.68,NA,751.88,363.12,NA,210.09,121.56,26.12,219.98,NA,NA,211.82,NA,108.31
"2801","49055",201649055,2016,"UT","Wayne County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802","49057",201649057,2016,"UT","Weber County",570.57,105.46,1022.66,538.7,3209.39,882.4,528.63,440.31,381.42,127.06,628.67,283.53,1839.53,583.58,704.85,301.61
"2803","50001",201650001,2016,"VT","Addison County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804","50003",201650003,2016,"VT","Bennington County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805","50005",201650005,2016,"VT","Caledonia County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","50007",201650007,2016,"VT","Chittenden County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807","50009",201650009,2016,"VT","Essex County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808","50011",201650011,2016,"VT","Franklin County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809","50013",201650013,2016,"VT","Grand Isle County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810","50015",201650015,2016,"VT","Lamoille County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811","50017",201650017,2016,"VT","Orange County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812","50019",201650019,2016,"VT","Orleans County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813","50021",201650021,2016,"VT","Rutland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814","50023",201650023,2016,"VT","Washington County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815","50025",201650025,2016,"VT","Windham County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816","50027",201650027,2016,"VT","Windsor County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817","51001",201651001,2016,"VA","Accomack County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818","51003",201651003,2016,"VA","Albemarle County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819","51005",201651005,2016,"VA","Alleghany County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820","51007",201651007,2016,"VA","Amelia County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821","51009",201651009,2016,"VA","Amherst County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822","51011",201651011,2016,"VA","Appomattox County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823","51013",201651013,2016,"VA","Arlington County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824","51015",201651015,2016,"VA","Augusta County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825","51017",201651017,2016,"VA","Bath County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826","51019",201651019,2016,"VA","Bedford County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827","51021",201651021,2016,"VA","Bland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828","51023",201651023,2016,"VA","Botetourt County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829","51025",201651025,2016,"VA","Brunswick County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830","51027",201651027,2016,"VA","Buchanan County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831","51029",201651029,2016,"VA","Buckingham County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832","51031",201651031,2016,"VA","Campbell County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833","51033",201651033,2016,"VA","Caroline County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834","51035",201651035,2016,"VA","Carroll County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835","51036",201651036,2016,"VA","Charles City County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836","51037",201651037,2016,"VA","Charlotte County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837","51041",201651041,2016,"VA","Chesterfield County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838","51043",201651043,2016,"VA","Clarke County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839","51045",201651045,2016,"VA","Craig County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840","51047",201651047,2016,"VA","Culpeper County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841","51049",201651049,2016,"VA","Cumberland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842","51051",201651051,2016,"VA","Dickenson County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843","51053",201651053,2016,"VA","Dinwiddie County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844","51057",201651057,2016,"VA","Essex County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845","51059",201651059,2016,"VA","Fairfax County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846","51061",201651061,2016,"VA","Fauquier County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847","51063",201651063,2016,"VA","Floyd County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848","51065",201651065,2016,"VA","Fluvanna County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849","51067",201651067,2016,"VA","Franklin County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850","51069",201651069,2016,"VA","Frederick County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851","51071",201651071,2016,"VA","Giles County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852","51073",201651073,2016,"VA","Gloucester County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853","51075",201651075,2016,"VA","Goochland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854","51077",201651077,2016,"VA","Grayson County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855","51079",201651079,2016,"VA","Greene County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856","51081",201651081,2016,"VA","Greensville County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857","51083",201651083,2016,"VA","Halifax County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858","51085",201651085,2016,"VA","Hanover County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859","51087",201651087,2016,"VA","Henrico County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860","51089",201651089,2016,"VA","Henry County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861","51091",201651091,2016,"VA","Highland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862","51093",201651093,2016,"VA","Isle of Wight County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863","51095",201651095,2016,"VA","James City County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864","51097",201651097,2016,"VA","King and Queen County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865","51099",201651099,2016,"VA","King George County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866","51101",201651101,2016,"VA","King William County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867","51103",201651103,2016,"VA","Lancaster County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868","51105",201651105,2016,"VA","Lee County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869","51107",201651107,2016,"VA","Loudoun County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","51109",201651109,2016,"VA","Louisa County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871","51111",201651111,2016,"VA","Lunenburg County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872","51113",201651113,2016,"VA","Madison County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873","51115",201651115,2016,"VA","Mathews County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874","51117",201651117,2016,"VA","Mecklenburg County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875","51119",201651119,2016,"VA","Middlesex County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876","51121",201651121,2016,"VA","Montgomery County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","51125",201651125,2016,"VA","Nelson County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878","51127",201651127,2016,"VA","New Kent County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879","51131",201651131,2016,"VA","Northampton County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880","51133",201651133,2016,"VA","Northumberland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881","51135",201651135,2016,"VA","Nottoway County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882","51137",201651137,2016,"VA","Orange County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","51139",201651139,2016,"VA","Page County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","51141",201651141,2016,"VA","Patrick County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885","51143",201651143,2016,"VA","Pittsylvania County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","51145",201651145,2016,"VA","Powhatan County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","51147",201651147,2016,"VA","Prince Edward County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888","51149",201651149,2016,"VA","Prince George County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","51153",201651153,2016,"VA","Prince William County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","51155",201651155,2016,"VA","Pulaski County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891","51157",201651157,2016,"VA","Rappahannock County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892","51159",201651159,2016,"VA","Richmond County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893","51161",201651161,2016,"VA","Roanoke County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894","51163",201651163,2016,"VA","Rockbridge County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","51165",201651165,2016,"VA","Rockingham County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896","51167",201651167,2016,"VA","Russell County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897","51169",201651169,2016,"VA","Scott County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898","51171",201651171,2016,"VA","Shenandoah County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899","51173",201651173,2016,"VA","Smyth County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900","51175",201651175,2016,"VA","Southampton County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901","51177",201651177,2016,"VA","Spotsylvania County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902","51179",201651179,2016,"VA","Stafford County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903","51181",201651181,2016,"VA","Surry County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904","51183",201651183,2016,"VA","Sussex County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905","51185",201651185,2016,"VA","Tazewell County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906","51187",201651187,2016,"VA","Warren County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907","51191",201651191,2016,"VA","Washington County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908","51193",201651193,2016,"VA","Westmoreland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909","51195",201651195,2016,"VA","Wise County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910","51197",201651197,2016,"VA","Wythe County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911","51199",201651199,2016,"VA","York County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912","51510",201651510,2016,"VA","Alexandria city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913","51520",201651520,2016,"VA","Bristol city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914","51530",201651530,2016,"VA","Buena Vista city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915","51540",201651540,2016,"VA","Charlottesville city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916","51550",201651550,2016,"VA","Chesapeake city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917","51570",201651570,2016,"VA","Colonial Heights city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918","51580",201651580,2016,"VA","Covington city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919","51590",201651590,2016,"VA","Danville city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920","51595",201651595,2016,"VA","Emporia city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921","51600",201651600,2016,"VA","Fairfax city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922","51610",201651610,2016,"VA","Falls Church city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923","51620",201651620,2016,"VA","Franklin city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924","51630",201651630,2016,"VA","Fredericksburg city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925","51640",201651640,2016,"VA","Galax city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926","51650",201651650,2016,"VA","Hampton city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927","51660",201651660,2016,"VA","Harrisonburg city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928","51670",201651670,2016,"VA","Hopewell city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929","51678",201651678,2016,"VA","Lexington city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930","51680",201651680,2016,"VA","Lynchburg city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931","51683",201651683,2016,"VA","Manassas city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932","51685",201651685,2016,"VA","Manassas Park city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933","51690",201651690,2016,"VA","Martinsville city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2934","51700",201651700,2016,"VA","Newport News city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935","51710",201651710,2016,"VA","Norfolk city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936","51720",201651720,2016,"VA","Norton city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937","51730",201651730,2016,"VA","Petersburg city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938","51735",201651735,2016,"VA","Poquoson city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939","51740",201651740,2016,"VA","Portsmouth city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940","51750",201651750,2016,"VA","Radford city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941","51760",201651760,2016,"VA","Richmond city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942","51770",201651770,2016,"VA","Roanoke city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943","51775",201651775,2016,"VA","Salem city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944","51790",201651790,2016,"VA","Staunton city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
