name1,name2,street1,street2,city,state,zip,zip4,category,countyGEOID,countyName,source,Longitude,Latitude,
Kenaitze Indian Tribe,Denaina Wellness Center Behav Health,508 Upland Street,NA,Kenai,AK,99611,NA,naltrexone/vivitrol,2122,Kenai Peninsula,SAMHSA,60.553266,-151.2608749,60.553266
Ninilchik Traditional Council,Ninilchik Community Clinic,15765 Kingsley Road,NA,Ninilchik,AK,99639,NA,naltrexone/vivitrol,2122,Kenai Peninsula,SAMHSA,60.0434369,-151.6671946,60.0434369
Bristol Bay Area Health Corporation,Integrated Behavioral Health Program,Kanakanak Hospital,6000 Kanakanak Road,Dillingham,AK,99576,NA,naltrexone/vivitrol,2070,Dillingham,SAMHSA,59.001091,-158.536475,59.001091
Eastern Aleutian Tribes Inc,Integrated Behavioral Health Program,172 Red Cove Road,NA,Sand Point,AK,99661,NA,naltrexone/vivitrol,2013,Aleutians East,SAMHSA,55.3521848,-160.4762982,55.3521848
Eastern Aleutian Tribes Inc,King Cove Substance Abuse Program,100 Slocum Drive,NA,King Cove,AK,99612,NA,naltrexone/vivitrol,2013,Aleutians East,SAMHSA,55.0766518,-162.2889945,55.0766518
Behavioral Health Hawaii,NA,1325 South Kihei Road,Suite 215,Kihei,HI,96753,NA,naltrexone/vivitrol,15009,Maui,SAMHSA,20.7481208,-156.4549577,20.7481208
Recovery Enhanced Medicine Institute,Michael J McGrath MD,74-5605 Alapa Street,Suite B-202,Kailua Kona,HI,96740,NA,naltrexone/vivitrol,15001,Hawaii,SAMHSA,19.6451187,-155.9976833,19.6451187
Hina Mauka,Main Office,45-845 Pookela Street,NA,Kaneohe,HI,96744,NA,naltrexone/vivitrol,15003,Honolulu,SAMHSA,21.4051756,-157.8106923,21.4051756
McKenna Recovery Center,Honolulu Professionals Program,1314 South King Street,Suite 962,Honolulu,HI,96814,NA,naltrexone/vivitrol,15003,Honolulu,SAMHSA,21.2992971,-157.8411896,21.2992971
Department of Veterans Affairs,Substance Abuse Treatment Program 116,459 Patterson Road,NA,Honolulu,HI,96819,1522,naltrexone/vivitrol,15003,Honolulu,SAMHSA,21.361228,-157.8894302,21.361228
Ku Aloha Ola Mau,Methadone Maintenance,1130 North Nimitz Highway,Suite C-302,Honolulu,HI,96817,NA,naltrexone/vivitrol,15003,Honolulu,SAMHSA,21.3186201,-157.8747697,21.3186201
Waianae Coast Comp Health Center,Malama Recovery Services,86-260 Farrington Highway,NA,Waianae,HI,96792,NA,naltrexone/vivitrol,15003,Honolulu,SAMHSA,21.4300338,-158.179899,21.4300338
McKenna Recovery Center,Ke Ala Pono Kauai,4374 Kukui Grove Street,Suite 104,Lihue,HI,96766,NA,naltrexone/vivitrol,15007,Kauai,SAMHSA,21.972169,-159.37681,21.972169
Marianas Psychiatric Services LLC,USA,680-A RT Damian Loop,NA,Barrigada,GU,96921,NA,naltrexone/vivitrol,NA,NA,SAMHSA,13.4707657,144.8181305,13.4707657
SALUSCARE - EVANS CAMPUS,NA,3763 EVANS AVENUE,NA,FORT MYERS,FL,33901,NA,naltrexone/vivitrol,12071,Lee,vivitrolWeb,26.6073173,-81.85974144,26.6073173
WHITE SANDS TREATMENT CENTER,NA,1870 Colonial Blvd,NA,Ft. Myers,FL,33907,NA,naltrexone/vivitrol,12071,Lee,vivitrolWeb,26.59669571,-81.87455653,26.59669571
Gulf Coast Certified Primary Care - Bonita Springs,NA,10915 Bonita Beach Road Suite 1122,NA,Bonita Springs,FL,34135,NA,naltrexone/vivitrol,12071,Lee,vivitrolWeb,26.330499,-81.77221802,26.330499
LEE HEALTH RECOVERY MEDICINE,NA,12550 NEW BRITTANY BLVD STE 201,NA,FORT MYERS,FL,33907,NA,naltrexone/vivitrol,12071,Lee,vivitrolWeb,26.55996898,-81.88114203,26.55996898
NEXTEP,NA,6313 Corporate Court 130,NA,Fort Myers,FL,33919,NA,naltrexone/vivitrol,12071,Lee,vivitrolWeb,26.55874489,-81.88759458,26.55874489
KORUNDA MEDICAL CENTER,NA,14131 Metropolis Ave Suite 103,NA,naples,FL,34119,NA,naltrexone/vivitrol,12021,Collier,vivitrolWeb,26.22162,-81.727455,26.22162
Operation Par - Fort Myers,NA,535 Pine Island Road,NA,North Fort Myers,FL,33903,NA,naltrexone/vivitrol,12071,Lee,vivitrolWeb,26.6819159,-81.89781455,26.6819159
"James A Halikas MD, LLC",NA,5445 Park Central Court,NA,Naples,FL,34109,NA,naltrexone/vivitrol,12021,Collier,vivitrolWeb,26.21374194,-81.76673475,26.21374194
David Lawrence Center,NA,6075 BATHEY LN BLDG C,NA,NAPLES,FL,34116,NA,naltrexone/vivitrol,12021,Collier,vivitrolWeb,26.17461752,-81.72897,26.17461752
Advance Medical of Naples,NA,"720 North Goodlette Road, Suite 500",NA,Naples,FL,34102,NA,naltrexone/vivitrol,12021,Collier,vivitrolWeb,26.15788745,-81.7898621,26.15788745
PARADISE FAMILY HEALTHCARE,NA,"1101 Tamiami Trail South, Suite 108",NA,Venice,FL,34285,NA,naltrexone/vivitrol,12115,Sarasota,vivitrolWeb,27.08337998,-82.43480998,27.08337998
FOUNDATION MEDICAL CENTER,NA,3000 NW 101ST LN STE 101,NA,CORAL SPRINGS,FL,33065,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.26789406,-80.26165505,26.26789406
Comprehensive MedPsych Systems - Tamarac,NA,"7880 North University Drive, Suite 303",NA,Tamarac,FL,33321,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.22051624,-80.25254173,26.22051624
NEUROLOGY OFFICES OF SOUTH FLORIDA,NA,"9970 Central Park Boulevard, Suite 207",NA,Boca Raton,FL,33428,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.35577702,-80.20223299,26.35577702
INTEGRATED PRIMARY CARE & PSYCH MENTAL HEALTH,NA,4300 N University Dr 207,NA,Sunrise,FL,33351,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.17801831,-80.25170347,26.17801831
LEGACY HEALING,NA,2960 N STATE ROAD 7,NA,MARGATE,FL,33063,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.26396199,-80.20054697,26.26396199
EXECUTIVE RECOVERY CENTER,NA,3593 SW Corporate Pkwy,NA,Palm City,FL,34990,NA,naltrexone/vivitrol,12085,Martin,vivitrolWeb,27.16792698,-80.30158704,27.16792698
PALM BEACH OUTPATIENT DETOX,NA,"7251 West Palmetto Park Road, Suite 204",NA,Boca Raton,FL,33433,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.35094401,-80.15771603,26.35094401
BOCA RECOVERY CENTER- BOCA RATON,NA,21301 S. Powerline Rd. 311,NA,Boca Raton,FL,33433,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.360519,-80.15348996,26.360519
TRANSFORMATIONS TREATMENT CENTER,NA,14000 SOUTH MILITARY TRAIL,NA,DELRAY BEACH,FL,33484,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.46909301,-80.12139901,26.46909301
CROSSROADS MEDICAL SERVICES – PORT ST. LUCIE,NA,1420 SW Saint Lucie W Blvd. Suite 106,NA,Port St. Lucie,FL,34986,NA,naltrexone/vivitrol,12111,St. Lucie,vivitrolWeb,27.314438,-80.39100602,27.314438
APPLETON CLINIC,NA,2499 GLADES RD. STE 110,NA,BOCA RATON,FL,33431,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.37004599,-80.13713201,26.37004599
EVOLUTIONS TREATMENT CENTER- FT. LAUDERDALE,NA,2901 W. Cypress Creek Blvd Suite 123,NA,Ft. Lauderdale,FL,33309,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.20257392,-80.18558988,26.20257392
FIFTH STREET COUNSELING CENTER,NA,"4121 NW 5th Street, Suite 206",NA,Plantation,FL,33317,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.12836386,-80.20309201,26.12836386
RECOVERY UNPLUGGED - LAKE WORTH,NA,3153 Canada Ct.,NA,Lake Worth,FL,33461,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.60540401,-80.09176102,26.60540401
"DAVID LIPORACE, DO OFFICE",NA,"580 Village Boulevard, Suite 210",NA,West Palm Beach,FL,33409,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.71445999,-80.09764796,26.71445999
BLUESTAR MEDICAL,NA,"4101 North Hosptial Drive, Suite 211",NA,Plantation,FL,33317,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.12649747,-80.20355029,26.12649747
MEDCARE INFUSION SERVICES,NA,3085 WEST 80TH ST,NA,HIALEAH,FL,33018,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.896353,-80.34619402,25.896353
COASTAL DETOX,NA,1131 SE Indian St.,NA,Stuart,FL,34997,NA,naltrexone/vivitrol,12085,Martin,vivitrolWeb,27.16165556,-80.23838867,27.16165556
PALM BEACH MEDICAL CENTER,NA,"1501 Presidential Way, 5",NA,West Palm Beach,FL,33401,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.72751602,-80.08509497,26.72751602
HARMONY TREATMENT & WELLNESS OF STUART,NA,616 SE Central Pkwy,NA,Stuart,FL,34994,NA,naltrexone/vivitrol,12085,Martin,vivitrolWeb,27.18021297,-80.24548654,27.18021297
POMPANO BEACH PHYSICIANS GROUP,NA,150 SW 12th Ave. 480,NA,Pompano Beach,FL,33069,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.22917654,-80.13964549,26.22917654
ARETE DETOX,NA,1300 Hibiscus Dr.,NA,Pembroke Pines,FL,33025,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,25.99812078,-80.25295166,25.99812078
SOUTH FLORIDA PAIN AND WELLNESS,NA,450 W Hillsboro Blvd,NA,Deerfield Beach,FL,33441,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.31835094,-80.10939319,26.31835094
"SERENITY HOUSE DETOX, LLC",NA,7357 WILSON RD,NA,WEST PALM BEACH,FL,33413,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.67715134,-80.16336812,26.67715134
CARMA HEALTH,NA,150 E. Sample Rd. Suite 320,NA,Pompano Beach,FL,33064,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.27497254,-80.1206795,26.27497254
All About Recovery,NA,1700 Old Okeechobee Road,NA,West Palm Beach,FL,33409,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.70080572,-80.07428132,26.70080572
RECOVERY BY THE SEA,NA,2801 SE Martin Square Corporate Pkwy,NA,Stuart,FL,34994,NA,naltrexone/vivitrol,12085,Martin,vivitrolWeb,27.17084632,-80.2313425,27.17084632
ESSENTIALS RECOVERY,NA,1685 NW FEDERAL HWY,NA,JENSEN BEACH,FL,34957,NA,naltrexone/vivitrol,12085,Martin,vivitrolWeb,27.22495666,-80.26442654,27.22495666
RECREATE LIFE COUNSELING,NA,3652 Seacreat Blvd.,NA,Boynton Beach,FL,33435,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.49173098,-80.07102796,26.49173098
BOCA RECOVERY CENTER- POMPANO BEACH,NA,971 S DIXIE HWY,NA,POMPANO BEACH,FL,33060,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.21747687,-80.13144966,26.21747687
DAUD MEDICAL ASSOCIATES,NA,236 SE 23rd Ave,NA,Boynton Beach,FL,33435,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.50725251,-80.06409998,26.50725251
DELRAY CENTER FOR HEALING,NA,403 SE 1ST ST,NA,DELRAY BEACH,FL,33483,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.45999299,-80.06882302,26.45999299
RALLY POINT - WEST PALM BEACH,NA,1130 Elizabeth Avenue,NA,West Palm Beach,FL,33401,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.70038048,-80.06356362,26.70038048
PINNACLE REHABILITATION GROUP,NA,1680 SE Lyngate Drive Suite 204,NA,Port St. Lucie,FL,34952,NA,naltrexone/vivitrol,12111,St. Lucie,vivitrolWeb,27.28635569,-80.29922217,27.28635569
Wellness Resource Center,NA,7940 N. Federal Hwy.,NA,Boca Raton,FL,33487,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.42117267,-80.07397244,26.42117267
SUMMIT DETOX,NA,3330 N. Federal Hwy.,NA,Boynton Beach,FL,33435,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.49917202,-80.06045,26.49917202
THE LAWRENCE WELLNESS CENTER – BOCA RATON,NA,4800 N Federal Hwy Suite E 102,NA,Boca Raton,FL,33431,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.39314962,-80.07648156,26.39314962
AGAPE TREATMENT CENTER,NA,4837 N Dixie Hwy,NA,Ft. Lauderdale,FL,33334,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.18647567,-80.1346898,26.18647567
SOZO MEDICAL GROUP,NA,"4837 N. Dixie Hwy, Suite A",NA,Ft. Lauderdale,FL,33334,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.18647567,-80.1346898,26.18647567
COMPREHENSIVE WELLNESS CENTERS,NA,660 South Dixie Highway,NA,Lantana,FL,33462,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.579193,-80.05265902,26.579193
THE LAWRENCE WELLNESS CENTER – DELRAY BEACH,NA,810 Andrews Avenue,NA,Delray Beach,FL,33483,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.47496684,-80.0587742,26.47496684
FIRST STEP BEHAVIORAL HEALTH,NA,3773 N. Federal Hwy,NA,Pompano Beach,FL,33060,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.27738468,-80.09727019,26.27738468
"THE BRAIN SPA, LLC",NA,"210 Jupiter Lakes Blvd. Bldg 3000, Ste 102",NA,Jupiter,FL,33458,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.92113211,-80.09698344,26.92113211
"BRANISLAV STOJANOVIC, MD (FLORIDA NEUROPSYCHIATRIC INSTITUTE - MD OFFICE",NA,"2962 SW 26th Terrace, Suite 203",NA,Fort Lauderdale,FL,33312,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.08557044,-80.17629938,26.08557044
Palm Beach Institute,NA,314 10th Street,NA,West Palm Beach,FL,33401,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.72219401,-80.05245299,26.72219401
BEACHWAY THERAPY CENTER,NA,1700 N. Dixie Hwy,NA,West Palm Beach,FL,33407,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.72856681,-80.05303872,26.72856681
UNITY BEHAVIORAL HEALTH,NA,"11900 Southeast Federal HW, Suite 212",NA,Hobe Sound,FL,33455,NA,naltrexone/vivitrol,12085,Martin,vivitrolWeb,27.05947002,-80.13762997,27.05947002
ELAN RECOVERY AND WELLNESS,NA,741 US 1,NA,North Palm Beach,FL,33408,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.81990127,-80.05884822,26.81990127
PORT SAINT LUCIE HOSPITAL,NA,2550 S.E. Walton Road,NA,Port Saint Lucie,FL,34952,NA,naltrexone/vivitrol,12111,St. Lucie,vivitrolWeb,27.2987625,-80.27111698,27.2987625
TRIBE INTENSIVE,NA,1475 NE JENSEN BEACH BLVD,NA,JENSEN BEACH,FL,34957,NA,naltrexone/vivitrol,12085,Martin,vivitrolWeb,27.24409447,-80.23280523,27.24409447
ALL CURRENT PSYCHIATRY,NA,3293 Fruitville Rd Unit 108,NA,Sarasota,FL,34237,NA,naltrexone/vivitrol,12115,Sarasota,vivitrolWeb,27.33820602,-82.50312501,27.33820602
THE SANCTUARY,NA,208 SE 8th St.,NA,Ft. Lauderdale,FL,33316,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.11212255,-80.14112003,26.11212255
CARLSTROM FAMILY PRACTICE,NA,"2650 Bahia Vista Street, Suite 207",NA,Sarasota,FL,34239,NA,naltrexone/vivitrol,12115,Sarasota,vivitrolWeb,27.32244599,-82.51661602,27.32244599
AMBROSIA OF THE PALM BEACH,NA,2626 Lake Drive,NA,Rivera Beach,FL,33404,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.78429101,-80.03862704,26.78429101
BEACH HOUSE CENTER FOR RECOVERY,NA,13321 US Highway 1,NA,Juno Beach,FL,33408,NA,naltrexone/vivitrol,12099,Palm Beach,vivitrolWeb,26.87024298,-80.05586702,26.87024298
WELLNESS COUNSELING AND RESIDENTIAL DETOX,NA,3670 NE Indian River Dr.,NA,Jensen Beach,FL,34957,NA,naltrexone/vivitrol,12085,Martin,vivitrolWeb,27.24945206,-80.22747224,27.24945206
BROWARD ADDICTION RECOVERY CENTER - 325 SW 28TH ST,NA,325 SW 28th St.,NA,Fort Lauderdale,FL,33315,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.08900716,-80.14550794,26.08900716
"SOLSTICE HEALTH & WELLNESS, LLC",NA,1219 S. East Avenue,NA,Sarasota,FL,34239,NA,naltrexone/vivitrol,12115,Sarasota,vivitrolWeb,27.32146698,-82.52746103,27.32146698
SARASOTA MEMORIAL HOSPITAL,NA,1700 S. Tamiami Trail,NA,Sarasota,FL,34239,NA,naltrexone/vivitrol,12115,Sarasota,vivitrolWeb,27.31825998,-82.53178299,27.31825998
RECOVERY UNPLUGGED- FT. LAUDERDALE,NA,"915 Middle River Drive, Suite 114",NA,Ft. Lauderdale,FL,33304,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.13611468,-80.11757443,26.13611468
OCEAN GALT REHAB CENTER,NA,4001 N OCEAN DR STE 304,NA,FORT LAUDERDALE,FL,33308,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.182539,-80.09786204,26.182539
SOBRIETY ON THE SEA,NA,2632 Hollywood Blvd. Suite 305,NA,Hollywood,FL,33020,NA,naltrexone/vivitrol,12011,Broward,vivitrolWeb,26.01074666,-80.16033672,26.01074666
EVOLUTIONS- MIAMI,NA,16565 NE 4th Ave.,NA,Miami,FL,33162,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.927323,-80.191822,25.927323
Borinquen Medical Center - NW 7th St,NA,5040 NW 7th St,NA,Miami,FL,33126,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.77847759,-80.27682313,25.77847759
COMFORT RECOVERY,NA,1545 Northeast 123rd Street,NA,North Miami,FL,33161,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.88944891,-80.16757424,25.88944891
NEW HORIZONS COMMUNITY MENTAL HEALTH CENTER,NA,1469 NW 36th St.,NA,MIAMI,FL,33142,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.80966489,-80.22121205,25.80966489
Better Way of Miami,NA,800 Northwest 28th Street,NA,Miami,FL,33127,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.80217,-80.20966698,25.80217
BORINQUEN HEALTH CARE CENTER,NA,100 NE 38TH ST STE 5,NA,MIAMI,FL,33137,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.81181925,-80.19269296,25.81181925
"Rene Perez, DO Office",NA,13370 sw 131 st,NA,Coral Gables,FL,33134,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.64940515,-80.30007482,25.64940515
"TRISTAR WELLNESS, LLC",NA,400 W 41st St. Ste 402A,NA,Miami Beach,FL,33140,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.81375736,-80.12766452,25.81375736
AGAPE FAMILY MINISTRIES,NA,22790 Southwest 112th Avenue,NA,Miami,FL,33170,NA,naltrexone/vivitrol,12086,Miami-Dade,vivitrolWeb,25.55568781,-80.37214163,25.55568781
DACCO Behavioral Health - Lakeland,NA,348 West Highland Drive,NA,Lakeland,FL,33803,NA,naltrexone/vivitrol,12105,Polk,vivitrolWeb,27.98572848,-81.9601254,27.98572848
RIVER OAKS,NA,12012 Boyette Road,NA,Riverview,FL,33569,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.85359751,-82.29602796,27.85359751
Meadowbrook Psychiatric Center,NA,1801 Crystal Lake Dr.,NA,Lakeland,FL,33801,NA,naltrexone/vivitrol,12105,Polk,vivitrolWeb,28.02586512,-81.92831501,28.02586512
"PHOENIX HOUSE, FLORIDA",NA,510 Vonderburg Drive Suite 301,NA,Brandon,FL,33511,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.930608,-82.28925597,27.930608
Peace River Center - Lakeland,NA,1835 GILMORE AVE,NA,LAKELAND,FL,33805,NA,naltrexone/vivitrol,12105,Polk,vivitrolWeb,28.07053202,-81.95052801,28.07053202
"HOLISTIC MEDICAL CARE CLINIC, LLC",NA,205 W MORGAN ST,NA,BRANDON,FL,33510,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.93996912,-82.28780942,27.93996912
AFFORDABLE CARE CLINICS @ MALABAR MEDICAL WALK-IN CLINIC,NA,"1663 Georgia Street Northeast, Suite 500",NA,Palm Bay,FL,32907,NA,naltrexone/vivitrol,12009,Brevard,vivitrolWeb,27.99883028,-80.6235983,27.99883028
WHITE SANDS TREATMENT CENTER,NA,2011 North Wheeler Street,NA,Plant City,FL,33563,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,28.033196,-82.1258475,28.033196
MELBAY HEALTHCARE,NA,"5205 Babcock Street Northeast, Suite 3",NA,Palm Bay,FL,32905,NA,naltrexone/vivitrol,12009,Brevard,vivitrolWeb,28.02021407,-80.62199703,28.02021407
7 SUMMIT PATHWAYS,NA,1910 ORIENT RD,NA,TAMPA,FL,33619,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.96181299,-82.37356098,27.96181299
COALITION RECOVERY,NA,"3012 N US Highway 301, Ste 1000",NA,Tampa,FL,33619,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.97262301,-82.36103398,27.97262301
Clear Path Center P.A.,NA,3177 4th Street North,NA,St. Petersburg,FL,33704,NA,naltrexone/vivitrol,12103,Pinellas,vivitrolWeb,27.80098602,-82.637746,27.80098602
The Transition House - Innovation Drive,NA,3115 Innovation Drive,NA,St. Cloud,FL,34769,NA,naltrexone/vivitrol,12097,Osceola,vivitrolWeb,28.228852,-81.30614699,28.228852
DACCO Behavioral Health - Tampa,NA,4422 East Columbus Drive,NA,Tampa,FL,33605,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.9667975,-82.40865199,27.9667975
ADVANCED ADDICTION MEDICINE & PSYCHIATRY,NA,1304 S. Desoto Ave. Suite 304,NA,Tampa,FL,33606,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.92892198,-82.48286301,27.92892198
TAMPA BAY PSYCHIATRY,NA,"1001 S. MacDill Ave., Suite 400",NA,Tampa,FL,33629,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.93355802,-82.493876,27.93355802
BOARDPREP RECOVERY CENTER,NA,2522 West Kennedy Boulevard,NA,Tampa,FL,33609,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.94452599,-82.48620002,27.94452599
TRANSFORMATION BY THE GULF,NA,7217 Gulf Blvd Suite 2,NA,St. Pete Beach,FL,33706,NA,naltrexone/vivitrol,12103,Pinellas,vivitrolWeb,27.74075899,-82.750278,27.74075899
ANCHOR MEDICAL GROUP - SAINT PETERSBURG 76TH AVE,NA,300 76th Ave St,NA,St Pete Beach,FL,33706,NA,naltrexone/vivitrol,12103,Pinellas,vivitrolWeb,27.74407206,-82.74973686,27.74407206
THE TRANSITION HOUSE,NA,3800 5th Street,NA,Saint Cloud,FL,34769,NA,naltrexone/vivitrol,12097,Osceola,vivitrolWeb,28.25366499,-81.31140596,28.25366499
"GEORGE NORTHRUP, MD OFFICE",NA,3601 West Azeele,NA,Tampa,FL,33609,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.94144798,-82.501772,27.94144798
FLORIDA COUNSELING CENTERS,NA,100 South Harbor City Blvd.,NA,Melbourne,FL,32901,NA,naltrexone/vivitrol,12009,Brevard,vivitrolWeb,28.1063694,-80.6165246,28.1063694
BAY MEDICAL CENTER,NA,7001 Central Ave,NA,St. Petersburg,FL,33710,NA,naltrexone/vivitrol,12103,Pinellas,vivitrolWeb,27.77088753,-82.73544002,27.77088753
AGENCY FOR COMMUNITY TREATMENT SERVICES- TAMPA,NA,2214 East Henry Ave,NA,Tampa,FL,33610,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.99969928,-82.43293981,27.99969928
RIVERSIDE RECOVERY OF TAMPA,NA,4004 N. Riverside Drive,NA,Tampa,FL,33603,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.98203639,-82.47315216,27.98203639
BAYCARE LIFE MANAGEMENT,NA,2727 W. Dr. Martin Luther King Jr. Blvd Suite 640,NA,Tampa,FL,33607,NA,naltrexone/vivitrol,12057,Hillsborough,vivitrolWeb,27.98134366,-82.48751246,27.98134366
FOOTPRINTS BEACHSIDE RECOVERY,NA,151 107th Ave 13,NA,Treasure Island,FL,33706,NA,naltrexone/vivitrol,12103,Pinellas,vivitrolWeb,27.76963653,-82.76772568,27.76963653
ADVANCED NEUROSPINE ASSOCIATES,NA,825 East Oak Street,NA,Kissimmee,FL,34744,NA,naltrexone/vivitrol,12097,Osceola,vivitrolWeb,28.30049749,-81.39619604,28.30049749
