Name1,Name2,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
LOWER KENSINGTON ENVIR CTR INC,,BRIDGE STREET 2205,2205 BRIDGE STREET,,PHILADELPHIA,PA,19137.0,(215)289-8326,Drug,1138PA19137
LOWER KENSINGTON ENVIR CTR INC,CRISIS CENTER,1200 GERMANTOWN AVENUE,,,PHILADELPHIA,PA,19122.0,(215)763-2525,Drug,5117PA19122
LOWER KENSINGTON ENVIR CTR INC,THE FIRE HOUSE,2005 NORTH 2ND STREET,,,PHILADELPHIA,PA,19125.0,(215)425-7333,Drug,1656PA19125
LOWER KENSINGTON ENVIRONMENTAL CENTER,SOLVENT ABUSE PROGRAM,1502 FRANKFORD AVENUE,,,PHILADELPHIA,PA,19125.0,(215)423-7911,Drug,1312PA19125
NARCOTIC ADDICT REHABILITATION PROG,OF THOMAS JEFFERSON UNIVERSITY,NE CORNER OF SOUTH 21ST STREET AND,WASHINGTON AVENUE,,PHILADELPHIA,PA,19146.0,(215)735-5979,Drug,6496PA19146
NORTHEAST ADOLESCENT,POLYDRUG PROGRAM,7307 FRANKFORD AVENUE,,,PHILADELPHIA,PA,19136.0,(215)624-8000,Drug,7401PA19136
OUTPATIENT CENTER AT GRANT,FAMILY AND YOUTH SERVICES,1921 GRANT AVENUE,,,PHILADELPHIA,PA,19115.0,(215)969-8990,Drug,7020PA19115
PAR INC VOCATIONAL REHAB SERV,,1420 WALNUT STREET,ROOM 100,,PHILADELPHIA,PA,19102.0,(215)546-6620,Alcoholism/Drug,7109PA19102
PHILA PSYCHIATRIC CENTER MULTI-AGENCY,,FORD ROAD AND MONUMENT AVENUE,,,PHILADELPHIA,PA,19131.0,(717)877-2000EXT.261,Drug,2140PA19131
PHILADELPHIA DRUG TREATMENT CENTER,(PDTCJ,1306 ARCH STREET,,,PHILADELPHIA,PA,19107.0,(215)568-1961,Drug,1567PA19107
PHILADELPHIA PSYCHIATRIC CENTER,METHADONE CLINIC,4950 PARKSIDE AVENUE,,,PHILADELPHIA,PA,19131.0,(215)477-1867,Drug,4284PA19131
PHILADELPHIA PSYCHIATRIC CENTER,NEW DIRECTIONS HOUSE,42224 NORTH 38TH STREET,,,PHILADELPHIA,PA,19104.0,(215)387-6300,Drug,2090PA19104
PHILADELPHIA PSYCHIATRIC CENTER,WESTMINSTER CLINIC,4306 PARKSIDE AVENUE,,,PHILADELPHIA,PA,19131.0,(215)879-6114,Drug,7658PA19131
PHILADELPHIA PSYCHIATRIC CENTER,WURZEL CLINIC,FORD ROAD AND MONUMENT AVENUE,,,PHILADELPHIA,PA,19131.0,(215)877-2000EXT.266,Drug,1747PA19131
SELF-HELP MOVEMENT INC,,14000 ROOSEVELT BOULEVARD,BUILDING 33,,PHILADELPHIA,PA,19154.0,(215)671-4910,Drug,3972PA19154
THE BRIDGE,THERAPEUTIC CENTER AT FOX CHASE,8400 PINE ROAD,,,PHILADELPHIA,PA,19111.0,,Drug,9064PA19111
THE INSTITUTE OF PENNSYLVANIA HOSPITAL,,111 49TH STREET,,,PHILADELPHIA,PA,19139.0,(215)471-2021,Alcoholism/Drug,5622PA19139
HELP COUNSELING CENTER,,742 SOUTH MAIN STREET,,,PHOENIXVILLE,PA,19460.0,(215)933-7346,Alcoholism/Drug,4777PA19460
ABRAXAS FOUNDATION INC ABRAXAS III,,936 WEST NORTH AVENUE,,,PITTSBURGH,PA,15233.0,(412)323-9221,Alcoholism/Drug,4177PA15233
ALLEGHENY EAST SUBSTANCE ABUSE,WILKINSBURG CENTER,712 SOUTH AVENUE,,,PITTSBURGH,PA,15221.0,(412)243-3400,Drug,0283PA15221
ALPHA HOUSE,,435 SHADY AVENUE,,,PITTSBURGH,PA,15206.0,(412)363-4220,Drug,7619PA15206
AMICUS HOUSE,,412 NORTH NEVILLE STREET,,,PITTSBURGH,PA,15213.0,(412)621-3653,Alcoholism/Drug,3223PA15213
HOMEWOOD-BRUSHTON YMCA SPECTRUM,,566 BRUSHTON AVENUE,,,PITTSBURGH,PA,15208.0,(412)243-1532,Drug,8713PA15208
HOUSE OF THE CROSSROADS,,2012 CENTER AVENUE,,,PITTSBURGH,PA,15219.0,(412)281-5080,Drug,9908PA15219
KARMA HOUSE,,3305 FIFTH AVENUE,,,PITTSBURGH,PA,15213.0,(412)621-8555,Alcoholism/Drug,7376PA15213
NORTHERN COMM MH/MR SOFT DRUG CNTR,,RIVER AVENUE AND ALCOR STREET,,,PITTSBURGH,PA,15212.0,(412)323-4574,Drug,7019PA15212
PBA INC,THE SECOND STEP PROGRAM,,COLUMBUS AND PREBLE AVENUES,,PITTSBURGH,PA,15233.0,(412)322-8415,Drug,6772PA15233
SAINT FRANCIS HOSPITAL,OUTPATIENT DRUG PROGRAM,45TH STREET AND PENNSYLVANIA AVENUE,,,PITTSBURGH,PA,15201.0,(412)622-4565,Drug,4988PA15201
SAINT FPANCIS HOSPITAL COMMUNITY MH/MR,OUTPATIENT DRUG PROGRAM,45TH STREET OFF PENNSYLVANIA AVENUE,,,PITTSBURGH,PA,15201.0,(412)622-4565,Drug,5533PA15201
SOUTH HILLS HEALTH SYSTEM,MANDALA PROJECT/POLYDRUG PROGRAM,70 SOUTH 22ND STREET,,,PITTSBURGH,PA,15203.0,(412)381-3232,Drug,7731PA15203
SOUTHWEST COMMUNITY MH/MR CENTER,SOUTHWEST COMMUNITIES CHEM ABUSE CTR,1933 EAST CARSON STREET,,,PITTSBURGH,PA,15203.0,(412)344-6400EXT.170,Drug,1437PA15203
POTTSTOWN AREA MENTAL HEALTH CLINIC,POTTSTOWN AREA DRUG REHAB PROGRAM,101105 KING STREET,,,POTTSTOWN,PA,19464.0,(215)326-9770,Alcoholism/Drug,7303PA19464
POTTSVILLE HOSPITAL AND WARNE CLINIC,,420 SOUTH JACKSON STREET,,,POTTSVILLE,PA,17901.0,(717)622-6120EXT.241,Alcoholism/Drug,5547PA17901
BERKS YOUTH COUNSELING CENTER,,525 FRANKLIN STREET,,,READING,PA,19602.0,(215)373-4281,Drug,4761PA19602
RIDGWAY AREA PSYCH CENTER,,110 LINCOLN STREET,,,RIDGWAY,PA,15853.0,(814)776-2145,Alcoholism/Drug,4468PA15853
DRUG AND ALCOHOL ABUSE CENTER,,107 NORTH MICHAELS STREET,,,SAINT MARYS,PA,15857.0,(814)781-1700,Alcoholism/Drug,3602PA15857
CLEARBROOK LODGE,RD 2,P.O. BOX 146A,,,SHICKSHINNY,PA,18655.0,(717)864-3116,Alcoholism/Drug,1552PA18655
BEDFORD/SOMERSET DRUG AND ALCOHOL ABUSE PROGRAM,,,RURAL DELIVERY 7,P.O. BOX 2S9,SOMERSET,PA,15501.0,(814)445-6865,Alcoholism/Drug,4669PA15501
TODAY INC OUTPATIENT,TODAY AT COUNTY LINE,COUNTY LINE ROAD,P.O. BOX 949,,SOUTHAMPTON,PA,18966.0,(215)322-0827,Alcoholism/Drug,4929PA18966
CARBON-MONROE-PIKE,MONROE COUNTY CLINIC,,RD 2,BOX 236,STROUDSBURG,PA,18360.0,(717)421-1960,Alcoholism/Drug,3302PA18360
CENTRAL SUSQUEHANNA DIAGNOSTIC & REHAB,CENTER C CSDR l,445 CHESTNUT STREET,,,SUNBURY,PA,17801.0,(717)286-2278,Alcoholism/Drug,3933PA17801
BRADFORD COUNTY TOWANDA CLINIC,,500 WILLIAM STREET,,,TOWANDA,PA,18848.0,(717)265-9551,Alcoholism/Drug,2170PA18848
QUO VADIS INC,,TOMAHAWK ROAD,RD l BOX 1S7,,TOWANDA,PA,18848.0,(717)265-8137,Alcoholism/Drug,4732PA18848
HIPID OUTPATIENT DRUG ABUSE CLINIC,,303 SOUTH 69TH STREET,,,UPPER DARBY,PA,19082.0,(215)734-1155,Drug,5828PA19082
WARREN COUNTY JAIL,OFFICE OF COUNSELING SERVICES,407 MARKET STREET,COURT HOUSE ANNEX,,WARREN,PA,16365.0,(814)723-7553,Alcoholism/Drug,0940PA16365
WARREN/FOREST MH SERVICES,,333 HICKORY STREET,,,WARREN,PA,16365.0,(814)723-1832,Alcoholism/Drug,3829PA16365
CITIZENS ADDICTION REHAB AND EDUC,WASHINGTON UNIT,118 NORTH MAIN STREET,,,WASHINGTON,PA,15301.0,(412)228-2200,Alcoholism/Drug,4179PA15301
FRANKLIN FULTON COUNTY,DRUG AND ALCOHOL PROGRAM,40 WEST NORTH STREET,,,WAYNESBORO,PA,17268.0,(717)762-1518,Alcoholism/Drug,6931PA17268
CITIZENS ADDICTION REHAB AND EDUC,WAYNESBURG UNIT,97 SOUTH WASHINGTON,,,WAYNESBURG,PA,15370.0,(412)627-6108,Alcoholism/Drug,7861PA15370
TIOGA COUNTY WELLSBORO CLINIC,,16 WATER STREET,,,WELLSBORO,PA,16901.0,(717)724-1202,Alcoholism/Drug,5566PA16901
CASA NUEVA VIDACCNVl,,ONE NORTH MATLACK STREET,,,WEST CHESTER,PA,19380.0,(215)696-1315,Alcoholism/Drug,1287PA19380
WEST CHESTER ADDICTION CENTER,DIVISION OF RESPONSIBLE LIVING LTD,200 WEST GAY STREET,,,WEST CHESTER,PA,19380.0,(215)436-8576,Alcoholism/Drug,1551PA19380
CATHOLIC SOCIAL SERVICES,COURT ADVOCATE PROGRAM,15 SOUTH FRANKLIN STREET,FRANKLIN COMMENCE BLDG 3RD FLOOR,,WILKES-BARRE,PA,18701.0,(717)829-3489,Alcoholism/Drug,9701PA18701
DRUG AND ALCOHOL,PRIMARY CARE UNIT,240 JOHNSON STREET,,,WILKES-BARRE,PA,18702.0,(717)824-5778,Alcoholism/Drug,1664PA18702
DRUG AND ALCOHOL COUNSELING CENTER,OF LYCOMING COUNTY,904 CAMPBELL STREET,WILLIAMSPORT HOSPITAL OFFICE BUILDING,,WILLIAMSPORT,PA,17701.0,(717)323-3734,Alcoholism/Drug,2212PA17701
RIDAP SOUTtl SHORE DRUG COUNSELING SERV,WASHINGTON COUNTY COMMUNITY MH CENTER,OLD POST ROAD BOX 363,,,CHARLESTOWN,RI,2813.0,(401)364-6400,Alcoholism/Drug,3501RI02813
CODAC III OF NEWPORT,,911 PONTIAC AVENUE,,,CRANSTON,RI,2920.0,(401)461-5056,Drug,9342RI02920
COMMUNITY ORGANIZATION FOR DRUG,ABUSE CONTROL ICODACI,,CRANSTON GENERAL HOSPITAL,1763 BROAD STREET,CRANSTON,RI,2905.0,(401)461-5400,Drug,0117RI02905
RIDAP A C I DRUG PROGRAM,,PONTIAC AVENUE,P.O. BOX 8273,,CRANSTON,RI,2920.0,(401)464-2096,Alcoholism/Drug,0869RI02920
DEPT MH/R & HOSPITALS,EAST BAY HUMAN RESOURCE CORP,328 TAUNTON AVENUE,,,EAST PROVIDENCE,RI,2914.0,(401)438-7676,Drug,8958RI02914
RIDAP FRIENDS OF CARITAS HOUSE INC,,166 PAWTUCKET AVENUE,,,PAWTUCKET,RI,2860.0,(401)722-4644,Drug,0400RI02860
THE FAMILY CENTER,,35 SUM�ER STREET,,,PAWTUCKET,RI,2860.0,(401)728-3260,Drug,9545RI02860
COMM ORGAN FOR DURG ABUSE CONTROL,ICODACI,349 HUNTINGTON AVENUE,,,PROVIDENCE,RI,2901.0,(401)942-1450,Drug,8817RI02901
MARATHON HOUSE,CENTRAL OFFICE,170 WESTMINISTER STREET,UIIION TRUST BLDG 12TH FLOOR,,PROVIDENCE,RI,2903.0,(401)331-4250,Drug,9627RI02903
RIDAP COMMUNITY ORGANIZATION FOR,DRUG ABUSE CONTROL ICODAC II),347349 HUNTINGTON AVENUE,,,PROVIDENCE,RI,2909.0,(401)461-5056,Drug,2576RI02909
RIDAP JUNCTION HUMAN,SERVICE PROGRAM CORP,1910 WESTMINISTER STREET,,,PROVIDENCE,RI,2909.0,(401)272-5960,Alcoholism/Drug,3582RI02909
RIDAP WARWICK DRUG ABUSE PROGRAM,,3296 POST ROAD,,,WARWICK,RI,2886.0,(401)738-1240,Drug,7945RI02886
RIDAP PARENTS AGAINST DRUGS (PAD),,6 WASHINGTON STREET,,,WEST WARWICK,RI,2893.0,(401)828-6373,Drug,4853RI02893
RIDAP WOONSOCKET ROAD COUNSELING INC,,29 ASCENSION STREET,,,WOONSOCKET,RI,2895.0,(401)769-3100,Alcoholism/Drug,0788RI02895
ABBEVILLE COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,200 ELLIS AVENUE,THIRD FLOOR OLD ABBEVILLE HOSPITAL,,ABBEVILLE,SC,29620.0,(803)459-5943,Alcoholism/Drug,2954SC29620
AIKEN COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,214 NEWBERRY STREET SW,,,AIKEN,SC,29801.0,(803)648-5409,Alcoholism/Drug,4601SC29801
ALLENDALE COUNTY COMMISSION ON ALCOHOL,AND DRUG AeUSE,603 PEARL STREET,BOX 59-.,,ALLENDALE,SC,29810.0,(803)584-4238,Alcoholism/Drug,2211SC29810
ANDERSON OCONEE PICKENS,MENTAL HEALTH CENTER,200 MCGEE ROAD,,,ANDERSON,SC,29621.0,(803)224-3513EXT.236,Alcoholism/Drug,2966SC29621
ANDERSON/OCONEE ALCOHOL AND DRUG ABUSE COMMISSION,,307 SOUTH MAIN STREET,,,ANDERSON,SC,29621.0,(803)225-1468,Alcoholism/Drug,8381SC29621
BEAUFORT COUNTY COMMISSION ON ALCOHOL,AND DRUG ABUSE,1215 PRINCE STREET,P.O. BOX 311,,BEAUFORT,SC,29902.0,(803)524-4444EXT.131,Alcoholism/Drug,4255SC29902
COASTAL EMPIRE MENTAL HEALTH CENTER,,125 SOUTH RIBAUT ROAD,,,BEAUFORT,SC,29902.0,(803)524-3378EXT.35,Alcoholism/Drug,0372SC29902
MARLBORO COUNTY COMMISSION ON ALCOHOL,AND DRUG ABUSE,100 WEST MAIN STREET,,,BENNETTSVILLE,SC,29512.0,(803)479-8328,Alcoholism/Drug,6710SC29512
TRI-COUNTY MENTAL HEALTH CENTER,,P.O. BOX 918,WHirnER BLDG,,BENNETTSVILLE,SC,29512.0,(803)774-4582,Alcoholism/Drug,7031SC29512
THE LEE COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,LEE COUNTY COURTHOUSE ROOM 209,P.O. BOX 302,,BISHOPVILLE,SC,29010.0,(803)484-5341EXT.251,Alcoholism/Drug,6373SC29010
KERSHAW COUNTY COMM ON,ALCOHOL AND DRUG ABUSE,1104 CHURCH,P.O. BOX 416,,CAMDEN,SC,29020.0,(803)432-6281,Alcoholism/Drug,1361SC29020
CHARLESTON AIR FORCE BASE,SOCIAL ACTIONS,437 MAW,,,CHARLESTON,SC,29404.0,(803)554-2573,Alcoholism/Drug,7487SC29404
CHARLESTON COUNTY SUBSTANCE ABUSE,COMMUNITY ADULT PROGRAM,25 COURTENAY DRIVE,,,CHARLESTON,SC,29401.0,(803)723-7212,Drug,9825SC29401
COUNSELING AND ASSISTANCE CENTER,,CODE 20 NAVAL STATION,BUILDING Mll50,,CHARLESTON,SC,29408.0,(803)743-5108,Alcoholism/Drug,0276SC29408
CHESTER COUNTY COt1MISSION,ON ALCOHOL AND DRUG ABUSE,120 SALUDA STREET,P.O. BOX 636,,CHESTER,SC,29706.0,(803)377-8111,Alcoholism/Drug,0830SC29706
BOSOM NEIGHBORHOOD TREATMENT CENTER,,2129 SANTEE AVENUE,,,COLUMBIA,SC,29205.0,(803)256-3100,Drug,2042SC29205
LEXINGTON/RICHLAND,DRUG RESIDENTIAL TREATMENT FACILITY,2020 WASHINGTON STREET,,,COLUMBIA,SC,29204.0,(803)256-3100EXT.5,Drug,9445SC29204
LEXINGTON/RICHLAND ALC AND DRUG ABUSE,COUNCIL METHADONE MAINTENANCE PROGRAM,2129 SANTEE AVENUE,,,COLUMBIA,SC,29205.0,(803)254-8922,Drug,3595SC29205
HORRY COUNTY COMMISSION ON ALCOHOL,AND DRUG ABUSE,203 LAUREL STREET,PIVER BLDG BOX 136,,CONWAY,SC,29526.0,(803)248-6291,Alcoholism/Drug,4594SC29526
WACCAMAW CENTER FOR MENTAL HEALTH,,706 LAUREL STREET,,,CONWAY,SC,29526.0,(803)248-4926,Alcoholism/Drug,7220SC29526
DILLON COUNTY COMMISSION ON,ALCOHOL ANJ DRUG ABUSE,105 NORTH RAILROAD AVENUE,BOX 1326,,DILLON,SC,29536.0,(803)774-6591,Alcoholism/Drug,2756SC29536
FLORENCE COUNTY COMMISSION ON,ALCOHOL & DRUG ABUSE-OF TRT SERV,604 GREGG STREET,P.O. BOX 4881,,FLORENCE,SC,29501.0,(803)665-9349,Alcoholism/Drug,1146SC29501
ALCOHOL AND DRUG ABUSE,PREVENTION PROGRAM,BUILDING 4310,,,FORT JACKSON,SC,29207.0,(803)751-4324,Alcoholism/Drug,0773SC29207
CHEROKEE COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,212 EAST FLOYD BAKER BLVD,BOX 216,,GAFFNEY,SC,29340.0,(803)489-0247,Alcoholism/Drug,2778SC29340
GEORGETOl4N COUNTY ALCOHOL AND DRUG ABUSE COMMISSION,,617 PRINCE STREET,,,GEORGETOWN,SC,29440.0,(803)546-6081,Alcoholism/Drug,2172SC29440
GREENVILLE COUNTY COt1MISSION ON,ALCOHOL AND DRUG ABUSE,124 EDINBURGH COURT,,,GREENVILLE,SC,29607.0,(803)242-1781,Alcoholism/Drug,7030SC29607
HAMPTON COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,COURTHOUSE ANNEX ROOM 202,P.O. BOX 885,,HAMPTON,SC,29924.0,(603)943-2800,Alcoholism/Drug,4088SC29924
WILLIAMSBURG COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,217 EAST BROOKS STREET,P.O. BOX 506,,KINGSTREE,SC,29556.0,(803)354-7123,Alcoholism/Drug,5685SC29556
LANCASTER COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,215 1/2 SOUTH MAIN,P.O. BOX 1110,,LANCASTER,SC,29720.0,(803)285-6911,Alcoholism/Drug,7324SC29720
LAURENS COMMISSION ON,ALCOHOL AND DRUG ABUSE,216 WEST LAURENS STREET,P.O. BOX 843,,LAURENS,SC,29360.0,(803)984-0574,Alcoholism/Drug,8211SC29360
CLARENDON COUNTY COMt1ISSION ON,ALCOHOL ANO DRUG ABUSE,CHURCH STREET,P.O. BOX 361,,MANNING,SC,29102.0,(803)435-2121,Alcoholism/Drug,6104SC29102
MARION COUNTY,ALCOHOL ANO DRUG ABUSE PROGRAM,COURT STREET,P.O. BOX 1011,,MARION,SC,29571.0,(803)423-5610,Alcoholism/Drug,9396SC29571
BERKELEY COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,109 WEST MAIN STREET,,,MONCKS CORNER,SC,29461.0,(803)899-7711,Alcoholism/Drug,8881SC29461
OFFICE OF SOCIAL ACTIONS,MYRTLE BEACH AIR FORCE BASE,,MYRTLE BEACH AIR FORCE BASE,,MRYTLE BEACH,SC,29577.0,(803)238-7734,Alcoholism/Drug,0059SC29577
NE14BERRY COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,P.O. BOX 738,,,NEWBERRY,SC,29108.0,(803)276-7368,Alcoholism/Drug,7134SC29108
MASON HOUSE,RESIDENTIAL,508 DURANT AVENUE,BOX 2635,,NORTH CHARLESTON,SC,29406.0,(803)744-8973,Drug,9560SC29406
TRI-COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,897 RUSSELL STREET,P. 0. BOX 1365,,ORANGEBURG,SC,29115.0,(803)536-4900,Alcoholism/Drug,9640SC29115
PICKENS tOUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,HIGHWAY 8,P.O. BOX 108-A-l,,PICKENS,SC,29671.0,(803)878-4107,Alcoholism/Drug,7120SC29671
JASPER COUNTY COMMISSION ON,ALCOHOL AUD DRUG ABUSE,P.O. BOX 1362,,,RIDGELAND,SC,29936.0,(803)726-5996,Alcoholism/Drug,7719SC29936
YORK COUNTY COUNCIL ON,ALCOHOL AND DRUG ABUSE !YCCADAl,103 SEDGEWOOD DRIVE,P.O. BOX 4437,,ROCK HILL,SC,29730.0,(803)327-3118,Alcoholism/Drug,1531SC29730
SALUDA COUNTY ALCOHOL AND DRUG ABUSE CCMMISSION,,409 WEST BUTLER STREET,BOX 157,,SALUDA,SC,29138.0,(803)445-2968,Alcoholism/Drug,6455SC29138
SPARTANBURG ALCOHOL AND DRUG ABUSE COMMISSION,,811 EAST MAIN STREET,,,SPARTANBURG,SC,29302.0,(803)582-7588,Alcoholism/Drug,6252SC29302
DORCHESTER COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,535 NORTH CEDAR STREET,,,SUMMERVILLE,SC,29483.0,(803)871-4790,Alcoholism/Drug,3507SC29483
SANTEE/WATEREE,MENTAL HEALTH CENTER,215 NORTH MAGNOLIA STREET,,,SUMTER,SC,29150.0,(803)775-9364,Alcoholism/Drug,0167SC29150
SHAW AIR BASE,TRW-SOCIAL ACTIONS,410 DRUG/ALCOHOL ABUSE,,,SUMTER,SC,29152.0,(803)668-8110EXT.3011,Alcoholism/Drug,3341SC29152
SUMTER COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,P.O. BOX 39,,,SUMTER,SC,29150.0,(803)775-6815,Alcoholism/Drug,9312SC29150
UNION COUNTY COMMISSION ON,ALCOHOL AND DRUG ABUSE,P.O. BOX 844,,,UNION,SC,29379.0,(803)427-1241,Alcoholism/Drug,2978SC29379
NORTHEASTERN MENTAL HEALTH CENTER,SUBSTANCE ABUSE PROGRAM,703 THIRD AVENUE SE,,,ABERDEEN,SD,57410.0,(605)225-1010,Alcoholism/Drug,6275SD57410
SOCIAL ACTIONS OFFICE,44 SMW/SL,BUILDING Tl101,,,ELLSWORTH AFB,SD,57706.0,(605) 399-2366,Alcoholism/Drug,6785SD57706
SOUTHERN HILLS ALCOHOL AND DRUG CENTER,,1040 NORTH RIVER STREET,CITY AUDITORIUM,,HOT SPRINGS,SD,57747.0,(605)745-6300,Alcoholism/Drug,8717SD57747
NORTHERN HILLS ALCOHOL AND DRUG,INFORMATION REFERRAL CENTER,950 MAIN STREET,,,STURGIS,SD,57785.0,(605) 347-3003,Alcoholism/Drug,0325SD57785
HUMAN SERVICES AGENCY,ALCOHOL & DRUG REFERRAL & TRT CENTER,420 FOURTH STREET NE,BOX 1030,,WATERTOWN,SD,57201.0,(605) 886-7602,Alcoholism/Drug,3566SD57201
SOUTH DAKOTA HUNAN SERVICES CENTER,DRUG TREATMENT PROGRAM,BOX 76,,,YANKTON,SD,57078.0,(605) 665-3671 EXT. 531,Drug,4571SD57078
NORTHWEST AREA MENTAL HEALTH CENTER,ALCOHOL AND DRUG PROGRAM,14 FOURTH STREET WEST,P.O. BOX 447,,LEMMON,SD,57638.0,(605)374-3f162,Alcoholism/Drug,5801SD57638
MITCHELL AREA ALCOHOL/DRUG CENTER,INFORt1ATION AND REFERRAL,124 WEST FIRST,,,MITCHELL,SD,57301.0,(605)996-4191,Alcoholism/Drug,0141SD57301
CAPITAL AREA COUNSELING SERVICE INC,DRUG AND ALCOHOL UNIT,206 WEST MISSOURI,P.O. BOX 148,,PIERRE,SD,57501.0,(605)224-5811,Alcoholism/Drug,8565SD57501
RIVER PARK CENTER,,801 EAST DAKOTA,P.O. BOX 1216,,PIERRE,SD,57501.0,(605)224-7331,Alcoholism/Drug,5676SD57501
SIOUX EMPIRE DRUG EDUCATION COMM INC,PROJECT AWARENESS,110 EAST TENTH STREET,SUITE 101,,SIOUX FALLS,SD,57103.0,,Alcoholism/Drug,5705SD57103
QUINCO MENTAL HEALTH CENTER,ALCOHOL AND DRUG SERVICES,HIGHWAY 64 WEST,,,BOLIVAR,TN,38008.0,(901)658-6113,Alcoholism/Drug,3929TN38008
BRISTOL MENTAL HEALTH CENTER,CHEMICAL DEPENDENCY PROGRAM,26 MIDWAY STREET,,,BRISTOL,TN,37620.0,(615)968-1561EXT.6707,Alcoholism/Drug,8881TN37620
CHATTANOOGA PSYCHIATRIC CLINIC,METHADONE CLINIC,1041 BLACKFORD STREET,,,CHATTANOOGA,TN,37403.0,(615)266-2288,Drug,0143TN37403
CHATTANOOGA PSYCHIATRIC CLINIC INC,,1028 EAST THIRD STREET,,,CHATTANOOGA,TN,37403.0,(615)266-6751,Alcoholism/Drug,6918TN37403
COUNCIL FOR ALCOHOL AND DRUG ABUSE SERVICES,,207 SPEARS AVENUE,,,CHATTANOOGA,TN,37405.0,(615)756-7644,Alcoholism/Drug,2887TN37405
JOSEPH W JOHNSON MENTAL HEALTH CENTER,ALCOHOL ANO DRUG PROGRAM,MOCCASIN BENO ROAD,,,CHATTANOOGA,TN,37405.0,(615)756-2740,Alcoholism/Drug,3703TN37405
MOCCASIN BENO MENTAL HEALTH INSTITUTE,ALCOHOL ANO DRUG UNIT,MOCCASIN BENO ROAD,,,CHATTANOOGA,TN,37405.0,(615)265-2271,Alcoholism/Drug,7253TN37405
VALLEY PSYCHIATRIC HOSPITAL,SUBSTANCE ABUSE TREATMENT UNIT,P.O. BOX 21373,,,CHATTANOOGA,TN,37421.0,(615)894-4220,Alcoholism/Drug,5458TN37421
HARRIETT COHN MENTAL HEALTH CENTER,ALCOHOL ANO DRUG SERVICES,511 EIGHTH STREET,,,CLARKSVILLE,TN,37040.0,(615)648-8126,Alcoholism/Drug,3337TN37040
HIWASSEE MENTAL HEALTH CENTER,ALCOHOL AND DRUG ABUSE PROGRAM,2401 NORTH OCOEE STREET,BRADLEY MEDICAL CENTER SUITE 203,,CLEVELAND,TN,37311.0,(615)479-5454,Alcoholism/Drug,1393TN37311
COLUMBIA AREA MENTAL HEALTH CENTER,,TROTWOOD AVENUE,,,COLUMBIA,TN,38401.0,(615)388-6653,Alcoholism/Drug,1469TN38401
PLATEAU MENTAL HEALTH CENTER,DRUG ABUSE PROGRAM,WINSTON DRIVE,,,COOKEVILLE,TN,38501.0,(615)432-4123,Alcoholism/Drug,2216TN38501
TRI-COUNTY MENTAL HEALTH SERVICES INC,DRUG ABUSE PROGRAM,HIGHWAY 51 SOUTH,,,COVINGTON,TN,38019.0,(901)476-8967,Alcoholism/Drug,6442TN38019
WILLIAMSON COUNTY COUNSELING CENTER,,1909 COLUMBIA AVENUE,P.O. BOX 333,,FRANKLIN,TN,37064.0,(615)794-9973,Alcoholism/Drug,3810TN37064
SUMNER COUNTY GUIDANCE CENTER,ALCOHOL AND DRUG SERVICES,523 EAST MAIN STREET,,,GALLATIN,TN,37066.0,(615)452-1354,Alcoholism/Drug,0101TN37066
NOLACflUCKEY-HOLSTON AREA MH CENTER,DRUG ABUSE PROGRAM,HOLSTON DRIVE,,,GREENEVILLE,TN,37743.0,(615)639-1104,Alcoholism/Drug,7058TN37743
BUFFALO VALLEY INC,,P.O. BOX 117,,,HOHENWALD,TN,38462.0,(615)796-5427,Alcoholism/Drug,5827TN38462
JACKSOtl AREA COUNCIL ON,ALCOHOL AND DRUG DEPENDENCY,212 NORTH HIGHLAND,THIRD FLOOR,,JACKSON,TN,38301.0,(901)423-3653,Alcoholism/Drug,5426TN38301
JACKSON MENTAL HEALTH CENTER,DRUG ABUSE PROGRAM,238 SUMMAR DRIVE,,,JACKSON,TN,38301.0,(901)424-8751,Alcoholism/Drug,7520TN38301
INDIAN MOUNTAIN CLINIC,SUNSET TRAIL,P.O. BOX 28,,,JELLICO,TN,37762.0,(615)424-5771,Drug,1470TN37762
COUNCIL ON ALCOHOL ANO DRUG ABUSE,,817 WEST WALNUT STREET,ROOM 10,,JOHNSON CITY,TN,37601.0,(615)928-4357,Alcoholism/Drug,7766TN37601
WATAUGA AREA MENTAL HEALTH CENTER,ALCO�IOL AND DRUG ABUSE PROGRAM,109 WEST WATAUGA,,,JOHNSON CITY,TN,37601.0,(615)928-6545,Alcoholism/Drug,1111TN37601
