Name1,Name2,Address1,Address2,City,State,ZIP_Code,Contact,Keys
LONG BEACH,ECOIIOMIC OPPORTUNITY COMMISSION,2-12 WEST PARK AVENUE,,LONG BEACH,NY,11561,,Drug
LONG BEACH REACH,,26 WEST PARK AVENUE,,LONG BEACH,NY,11561,(516)889-2332,Drug
A-WAY OUT INC,,41-14 27TH STREET,,LONG ISLAND CITY,NY,11101,(212)784-0200,Drug
BRIDGE PLAZA,TRtATMENT AND REHABILITATION CLINIC,41-15 27TH STREET,,LONG ISLAND CITY,NY,11101,(212)786-3476EXT.74,Drug
LINK,,21 LANGDON PLACE,,LYNBROOK,NY,11563,(516)887-4848,Drug
PUTNAM COUNTY OPDF TREATMENT AHO EARLY,INTERVENTION PROGRAM - COMMON SENSE,22 PUTNAM PROFESSIONAL PARK,,MAHOPAC,NY,10541,(914)628-7597,Drug
FRANKLIN COUNTY CMHC,DRUG ABUSE SERVICES,16 ELM STREET,,MALONE,NY,12953,(518)483-3261,Drug
HEALTH YOUTH AND DRUG SERVICES,PROJECT NASSAU COUNTY,65 HIGH STREET,,MANHASSET,NY,11030,(516)627-1751,Drug
MANHASSET DAY CARE CENTER,,1355 NORTHERN BOULEVARD,,MANHASSET,NY,11030,(516)627-5002,Drug
LARCHMONT MAMARONECK NARCOTICS,GUIDANCE COUNCIL,234 STANLEY AVENUE,,MARMARONECK,NY,10543,(914)698-7549,Drug
YMCA OF LONG ISLAND INC,-MASTIC CENTER,HERKIMER AND CLASSEN STREETS,,MASTIC,NY,11950,(516)281-6114,Drug
SOUTHAMPTON DRUG ABUSE COUNCIL,NORTH FORK COUNSELING CENTER,,BOX 1418,MATTITUCK,NY,11952,(516)298-8642,Drug
ALBA-NECK HALFWAY HOUSE,CLINIC II,18 OLD EAST NECK ROAD,,MELVILLE,NY,11746,(516)842-6622,Drug
ALTERNATIVES AND DIRECTION FOR YOUTH,MILLBROOK UNIT,OAK SUHi1IT ROAD,,MILLBROOK,NY,12545,(914)677-5331,Drug
DAYTOP VILLAGE INC,MILLBROOK RESIDENCE,ROUTE 44,P.O. BOX 607,MILLBROOK,NY,12545,(914)677-5335,Drug
DIVISION OF SUBSTANCE ABUSE SERVICES,SPECIALIZED TREATMENT SERVICES,70 THIRD AVENUE,,MINEOLA,NY,11501,(516)746-3740,Drug
SULLIVAN COUNTY ALCOHOL &DRUG ABUSE,,11 BANK STREET,BUSHNELL BUILDnlG,MONTICELLO,NY,12701,(914)794-0761,Alcoholism/Drug
DAYTOP VILLAGE me,MOUNT VERNON OUTREACH,117 EAST THIRD STREET,,MOUNT VERNON,NY,10550,(914)664-4070,Drug
MOUNT VERNON OPEN DOOR DRUG PROGRAM,,l EAST SECOND STREET,SECOND FLOOR,MOUNT VERNON,NY,10550,(914)664-4042,Drug
CLARKSTOWN COUl�SELING CENTER,,44 SOUTH MAIN STREET,,NEW CITY,NY,10956,(914)634-6369,Drug
ULSTER COUNTY,COUNSELING TASK FORCE,40 HAIN STREET,,NEW PALTZ,NY,12561,(914)255-1830,Drug
GUIDANCE CENTER OF NEW ROCHELLE,METHADONE MAINTENANCE TREATMENT PROG,403-5 NORTH AVENUE,,NEW ROCHELLE,NY,10801,(914)632-1374,Drug
NEW ROCHELLE OUTREACH,,271 HUGUENOT STREET,,NEW ROCHELLE,NY,10801,(914)235-8048,Drug
RENAISSANCE RE-ENTRY HOUSE,,197 DRAKE AVENUE,,NEW ROCHELLE,NY,10805,(914)576-3320,Drug
WESTCHESTER COMMUNITY OPPORTUNITY PROG,NEW ROCHELLE OUTREACH CENTER,33 LINCOLN AVENUE,SUITE 2,NEW ROCHELLE,NY,10801,(914)636-2412,Drug
ADDICTS REHABILITATION CENTER INC,RESIDENCE I,1881 PARK AVENUE,,NEW YORK,NY,10035,(212)427-1342,Drug
BETH ISRAEL NED CENT METHADONE HAINT,TREATMENT PROG SAINT LUKES PROGRAM,567 WEST 113TH STREET,,NEW YORK,NY,10025,(212)870-6704,Drug
BETH ISRAEL MED CENT METHADONE HAINT,TREATMENT PROGRAM CLINIC 2,110 EAST 125TH STREET,,NEW YORK,NY,10035,(212)427-9541,Drug
BETH ISRAEL NED CENT METHADONE HAINT,TREATMENT PROGRAM CLINIC 3,103 EAST 125TH STREET,,NEW YORK,NY,10035,(212)427-2226,Drug
BETH ISRAEL NED CENT METHADONE MAINT,TREATMENT PROGRAM CLINIC 3C,433 SECOND AVENUE,,NEW YORK,NY,10003,(212)420-2031,Drug
BETH ISRAEL NED CENT METHADONE MAINT,TREATMENT PROGRAM CLINIC 3G,429 SECOND AVENUE,,NEW YORK,NY,10003,(212)420-2027,Drug
BETH ISRAEL NED CENT METHADONE HAINT,TREATMENT PROGRAM CLINIC 4,21 OLD BROADWAY,BASEMENT,NEW YORK,NY,10027,(212)666-6121,Drug
BETH ISRAEL MED CENT METHADONE MAINT,TREATMENT PROGRAM CLINIC 6/7,103 EAST 125TH STREET,,NEW YORK,NY,10035,(212)722-7170,Drug
BETH ISRAEL MED CENT METHADONE MAINT,TREATMENT PROGRAM CLINIC 8,140 WEST 125 STREET,,NEW YORK,NY,10027,(212)864-8177,Drug
BETH ISRAEL MED CENT METHADONE MAINT,TREATMENT PROGRAM CLINIC 80,140 WEST 125 STREET,,NEW YORK,NY,10027,(212)864-0904,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG COOPER SQUARE CLINIC,50 COOPER SQUARE,,NEW YORK,NY,10003,(212)420-2078,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG GOUVERNEUR CLINIC,109 DELANCY STREET,,NEW YORK,NY,10002,(212)420-2086,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG LENOX HILL CLINIC,1082 LEXINGTON AVENUE,,NEW YORK,NY,10021,(212)472-1053,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG ST CLARES CLINIC,721 NitlTH STREET,,NEW YORK,NY,10036,(212)247-7180,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG ST VINCENTS NY CLINIC,201 WEST 13TH STREET,,NEW YORK,NY,10011,(212)420-2015,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROGRAM CLINIC 1,103 EAST 125TH STREET,,NEW YORK,NY,10035,(212)831-5502,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROGRAM CLINIC lE,429 SECOND AVENUE,,NEW YCRK,NY,10003,(212)420-2019,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATME�ff PROGRAM CLINIC 2C,435 SECOND AVEtlUE,,NEW YORK,NY,10003,(212)420-2035,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROGRAM CLINIC 2F,429 SECOND AVENUE,,NEW YORK,NY,10003,(212)420-2023,Drug
BETH ISRAEL MEDICAL CElffER,INPATIENT DRUG DETOXIFICATION SERVICE,307 SECOND AVENUE,,NEW YORK,NY,10003,(212)420-2159,Drug
COLONIAL PARK COMMUNITY SERV INC,DAY CARE CENTER,2714 16 FREDERICK DOUGLAS BOULEVARD,,NEW YORK,NY,10039,(212)690-5009EXT.5070,Drug
DAYTOP VILLAGE INC,MANHATTAN OUTREACH,132 WEST 83RD STREET,,NEW YORK,NY,10024,(212)595-7855,Drug
DAYTOP VILLAGE INC,REENTRY,54 WEST 40Tli STREET,,NEW YORK,NY,10018,(212)354-1600,Drug
DAYTOP VILLAGE INC,SCREENING INDUCTION REFERRAL,406 WEST 40TH STREET,,NEW YORK,NY,10018,(212)564-1838,Drug
DIVISION OF SUBSTAIICE ABUSE SERVICES,SPECJALIZED TREATMENT SERVICES,80 CENTRE STREET,ROOM 322,NEW YORK,NY,10013,(212)488-5344,Drug
EAST HARLEM COUNCIL FOR HUMAN SERV INC,DRUG TREATMENT PROGRAM,440-6 EAST 116TH STREET,3RD FLOOR,NEW YORK,NY,10029,(212)289-1004,Drug
ENTER,OUTPATIENT,132 EAST 111TH STREET,ROOM 23,NEW YORK,NY,10029,(212)831-8960,Drug
ENTER INC,RESIDENCE,252 EAST 112TH STREET,,NEW YORK,NY,10029,(212)860-2460,Drug
EXODUS HOUSE INC,,309 EAST 103RD STREET,,NEW YORK,NY,10029,(212)876-8775,Drug
GREENWICH HOUSE COUNSELLING CENTER,,116 WEST 14TH STREET,,NEW YORK,NY,10011,(212)691-2900,Drug
GREENWICH HOUSE MMTP,COOPER SQUARE,50 COOPER SQUARE,,NEW YORK,NY,10003,(212)677-3400,Drug
GREENWICH HOUSE WEST MMTP,,24 WEST 20TH STREET,,NEW YORK,NY,10011,(212)255-0404,Drug
HARLEM CLINIC 1,STARTING POINT,149 WEST 124TH STREET,,NEW YORK,NY,10027,(212)678-1212,Drug
HARLEM CLINIC 2,KALEIDOSCOPE,149 WEST 124TH STREET,,NEW YORK,NY,10027,(212)678-1277,Drug
HARLEM CLINIC 3,THIRD HORIZON,2195 THIRD AVENUE,,NEW YORK,NY,10035,(212)678-1223,Drug
HARVY D KARKUS MD,METHADONE MAINTENANCE TRTMT PROGRAM,27 EAST 92ND STREET,,NEW YORK,NY,10028,(212)289-7166,Drug
HSA NYC MMTP,BEEKMAN DOWNTOUN HOSPITAL CLINIC,74 TRINITY PLACE,,NEW YORK,NY,10006,(212)422-0250,Drug
HSA NYC MMTP,BELLEVUE HOSPITAL CLINIC,29TH STREET AND FIRST AVENUE,,NEW YORK,NY,10016,(212)561-3201,Drug
HSA NYC MMTP,HARLEM HOSPITAL CLINIC I,264 WEST 118TH STREET,,NEW YORK,NY,10026,(212)662-1500,Drug
HSA NYC MMTP,HARLEM HOSPITAL CLINIC 2,600 WEST 168TH STREET,,NEW YORK,NY,10032,(212)923-4132,Drug
HSA NYC MMTP,HARLEM IV,510 WEST 126TH STREET,,NEW YORK,NY,10027,(212)850-2700,Drug
HSA NYC MHTP,LOWER EASTSIDE SERVICE CENTER CLINIC I,46 EAST BROADWAY,,NEW YORK,NY,10002,(212)431-4610,Drug
HSA NYC MMTP,NEW YORK HOSPITAL CLINIC,401 EAST 71ST STREET,,NEW YORK,NY,10021,(212)988-5881,Drug
HSA NYC MMTP LOWER EASTSIDE,SERVICE CENTER CLINIC 3,62 EAST BROADWAY,,NEW YORK,NY,10002,(212)431-4600,Drug
INT'L CENTER FOR INTEGRATIVE STUDIES,THE DOOR - A CENTER OF ALTERNATIVES,618 AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,(212)691-6161,Alcoholism/Drug
LINCOLN MEDICAL AND MENTAL HEALTH CTR,SUBSTANCE ABUSE DIVISION,349 EAST 140TH STREET,"NEW YORK, NY 104S4",,(212),579-5292,,Alcoholism/Drug
LOWER EAST SIDE,MENTAL HEALTH CLINIC,46 EAST BROADWAY,,NEW YORK,NY,10002,(212)431-4610EXT.225,Drug
LOWER EASTSIDE SERVICE CENTER,SU CASA,9 GOVERNEUR SLIP EAST,,NEW YORK,NY,10002,(212)349-6820EXT.224,Drug
MEDICAL M GROUP,,253-55 THIRD AVENUE,,NEW YORK,NY,10010,(212)475-1900EXT.11,Drug
METHADONE MAINT HEALTH PROGRAM CORP,,25 LENOX AVENUE,,NEW YORK,NY,10026,(212)865-7272,Drug
METHADONE MAINT TRTMT PROG LAFAYETTE,,226 LAFAYETTE STREET,,NEW YORK,NY,10012,(212)431-6177,Drug
METROPOLITAN HOSPITAL CENTER,DRUG ADDICTION CLINIC,1900 SECOND AVENUE,PSYCHIATRIC PAVILION,NEW YORK,NY,10029,(212)360-6821,Drug
NEW YORK CITY HEALTH & HOSPITAL CORP,HARLEM HOSPITAL CENTER MMTP 3,500 WEST 180TH STREET,,NEU YORK,NY,10033,(212)923-4338,Drug
NEW YORK COUNCIL OF,SMALLER CHURCHES PROGRAM,69 WEST 128TH STREET,,NEW YORK,NY,10027,(212)876-7667,Drug
NEW YORK MEDICAL COLLEGE,CCHP AMBULATORY DETOX,5 EAST 102ND STREET,,NEW YORK,NY,10029,(212)860-8186,Drug
NEW YORK MEDICAL COLLEGE,CCHP MAP OUTPATIENT MTA,S EAST 102ND STREET,8TH FLOOR,NEW YORK,NY,10029,(212)860-8186,Drug
NEW YORK MEDICAL COLLEGE,CCHP PAAM CLINIC,21 EAST 105TH STREET,,NEW YORK,NY,10029,(212)860-8186,Drug
NEW YORK MEDICAL COLLEGE DART,,5 EAST 102UD STREET,,NEW YORK,NY,10029,(212)860-8153,Drug
NY THERAPEUTIC COMMUNITY INC,BAYVIEW CORRECTIONAL FACILITY,550 WEST 20TH STREET,,NEW YORK,NY,10011,(212)989-7656,Drug
ODYSSEY HOUSE,MABON PARENTS PROGRAM,,WARDS ISLAND,,BUILDillG,13,,NEW
ODYSSEY HOUSE,,18TH STREET GRAMACY,208-210 EAST 18TH STREET,"NEil YORK, N",l,0003,(212)673-4320,Drug
ODYSSEY HOUSE III,,309-11 EAST SIXTH STREET,,NEW YORK,NY,10003,(212)673-4320,Drug
PHASE PIGGY BACK INC,ADULT TREATMENT UNIT,507 WEST 145TH STREET,,hEW YORK,NY,10031,(212)234-1660,Drug
PHASE PIGGY BACK INC,YOUTH INTERVENTION AND DEVELOPMENT,458 WEST 145TH STREET,,NEW YORK,NY,10031,(212)234-1660,Drug
PHOENIX HOUSE FOUNDATION INC,RIVERSIDE,253 WEST 73RD STREET,,NEW YORK,NY,10023,(212)595-5810,Drug
PHOENIX HOUSE RTC,,253 WEST 73RD STREET,,NEW YORK,NY,10023,,Drug
PHOENIX HOUSE STEP 1,,74TH STREET UNIT,164 WEST 74TH STREET,NEW YORK,NY,10023,(212)595-5810,Drug
PROJECT CONTACT,CRISIS CENTER,315 EAST TENTH STREET,,NEW YORK,NY,10009,(212)475-6200EXT.249,Alcoholism/Drug
PROJECT CONTACT,DAY TREATMENT,380 LAFAYETTE STREET,,NEW YORK,NY,10003,(212)962-8130EXT.42,Alcoholism/Drug
PROJECT CONTACT,RESIDENCE,371 EAST TENTH STREET,,NEW YORK,NY,10009,(212)475-6200EXT.42,Alcohol�sm/Drug
PROJECT CREATE,DAY CARE AND OUTPATIENT,20 SAINT NICHOLAS AVENUE,,NEW YORK,NY,10026,(212)678-1575,Drug
PROJECT CREATE,RESIDENCE I,121 WEST 111TH STREET,,NEW YORI<,NY,10026,(212)678-1575,Drug
FROJECT CREATE,RESIDENCE II,123 WEST 111TH STREET,,NEW YORK,NY,10026,(212)678-1575,Drug
PROJECT GREEN HOPE,SERVICES FOR WO�EN INC,448 EAST 119 STREET,,NEW YORK,NY,10035,(212)369-5100,Alcoholism/Drug
PROJECT RETURN,GAY WOMENS UNIT LEGAL & MEDICAL SERV,317 WEST 48TH STREET,,NEW YORK,NY,10036,(212)265-2850,Drug
PROJECT RETURN,PRODIGAL PLACE,814 AMSTERDAM AVENUE,,NEW YORK,NY,10025,(212)850-6700,Drug
PROJECT RETURN,PYRAMID PLACE,814 AMSTERDAM AVENUE,,NEW YORK,NY,10025,(212)850-6700,Drug
REALITY HOUSE,,637 WEST 125TH STREET,,NEW YORK,NY,10027,(212)666-8000,Drug
RICHARD KOEPPEL HD,HHTP,301 WEST 37TH STREET,THIRD FLOOR,NEW YORK,NY,10018,(212)736-5900,Drug
RICHARD KOEPPEL HD,HHTP 2,301 WEST 37TH STREET,THIRD FLOOR,NEW YORK,NY,10018,(212)736-5900,Drug
RIKERS ISLAND SUBSTANCE,ABUSE TREATMENT PROJECT,1010 HAZEN STREET,C-76,NEW YORK,NY,11370,(212)728-7000EXT.361,Drug
ROCKEFELLER UNIVERSITY,CLINICAL RESEARCH,1230 YORK AVENUE,ROON 209,NEW YORK,NY,100�1,(212)360-1312,Drug
THE NEW YORK HOSPITAL,ADOLESCENT DEVE I.OPtlENT PROGRAM,411 EAST 69TH STREET,,NEW YORK,NY,10021,(212)472-1707,Drug
THE SALVATION ARMY STUYVESANT SQ CTR,WOMENS CORRECTIONAL SERVICES,233 EAST 17TH STREET,,NEW YORK,NY,10003,(212)673-7227,Drug
VERITAS INC,,455 WEST 50TH STREET,,NEW YORK,NY,10019,(212)586-5822,Drug
NIAGARA DRUG ABUSE PROGRAM,,775 THIRD STREET,NIAGARA COUNTY CIVIC BUILDING,NIAGARA FALLS,NY,14301,(716)285-9636,Drug
SISTERS OF CHARITY HOSPITAL,METHADONE MEDICATION SITE,775 THIRD STREET,CIVIC BUILDING,NIAGARA FALLS,NY,14302,(716)862-2623,Drug
BABYLON MMTP CLINIC,,1121 DEER PARK AVENUE,,NORTH BABYLON,NY,11703,(516)667-6644,Drug
EAST MEADOW COMMUNITY COUNSELING CTR,,2036 NORTH JERUSALEM ROAD,,NORTH BELLMORE,NY,11710,,1516>
CATHOLIC FAMILY CENTER - UNION STREET,,3161 UNION STREET,,NORTH CHILI,NY,14514,(716)546-3046,Drug
CONCEPTS FOR NARCOTICS PREVENTION,THE PLACE,324 MAIN STREET,P.O. BOX 434,NORTHPORT,NY,11768,(516)261-5554,Drug
CHENANGO COUNTY DRUG ABUSE COUNCIL,,11 SOUTH BROAD STREET,,NORWICH,NY,13815,(607)335-4615,Drug
OCEANSIDE COUNSELING CENTER INC,,FOXHURST ROAD,COMt1UNITY CENTER ROOM 14,OCEANSIDE,NY,11572,(516)766-6283EXT.5794,Drug
MADISON COUNTY ALCOHOL AND DRUG ABUSE,PREVENTION AND TREATMENT PROGRAM,248 HAIN STREET,JOliNSON HALL,ONEIDA,NY,13421,(315)363-8730,Alcoholism/Drug
COMMUNITY ALCOHOLISM PROGRAM,OSSINING C A P DRUG FREE PROGRAM,63 CENTRAL AVENUE,,OSSINING,NY,10562,(914)762-2369,Drug
TAPPAN SUBSTANCE ABUSE TREATMENT PROG,,354 HUNTER STREET,BLDG ELEVEN OSSINING CORR FACIL,OSSINING,NY,10562,(914)941-0108EXT.39,Drug
FARNHAM YOUTH DEVELOPMENT CENTER INC,,145 EAST BRIDGE STREET,,OS�IEGO,NY,13126,(315)342-4474,Drug
TIOGA COUNTY ALCOHOL AND DRUG SERVICES,,175 FRONT STREET,,OWEGO,NY,13827,(607)687-5555,Alcoholism/Drug
YOUTH ANO FAMILY COUNSELING AGENCY,OF OYSTER BAY,193 SOUTH STREET,,OYSTER BAY,NY,11771,(516)922-6867,Drug
DAYTOP VILLAGE INC,PARKSVILLE RESIDENCE,OLD ROUTE 17,P.O. BOX 368,PARKSVILLE,NY,12768,(914)292-6372,Drug
PEEKSKILL COMMUNITY HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,1980 CROMPOND ROAD,,PEEKSKILL,NY,10566,(914)737-6117,Drug
PELHAM GUIDANCE COUNCIL,,253 WOLFS LANE,,PELHAM,NY,10803,(914)738-0530,Drug
NCDDAAC,TOPIC HOUSE,1425 OLD COUNTRY ROAD,BUILDING L,PLAINVIEW,NY,11803,(516)420-5136,Drug
PLATTSBURGH COMMUNITY CRISIS CENTER,,53 BROAD STREET,,PLATTSBURGH,NY,12901,(518)561-2330,Drug
ROCKLAND COUNTY CMHC,METHADONE MAINTENANCE PROGRAM,SANATORIUM ROAD,,POMONA,NY,10970,(914)354-0200EXT.2449,Drug
PORT CHESTER OUTREACH,,4 PONINGO STREET,,PORT CHESTER,NY,10573,(914)939-2700,Drug
SAINT VINCENTS HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,350 NORTH MAIN STREET,,PORT CHESTER,NY,10573,(914)937-1105,Drug
EOC NASSAU/PORT WASHINGTON,LEARNING TREE,382 MAIN STREET,"PORT WASHINGTON, NY 110S0",,(516),883-6598,,Drug
PORT ALERT INC,,225 MAIN STREET,,PORT WASHINGTON,NY,11050,(516)767-1133,Drug
ALTERNATIVES AND DIRECTIONS FOR YOUTH,OUTPATIENT SERVICES,9 VASSAR STREET,,POUGHKEEPSIE,NY,12601,(914)454-4510EXT.440,Drug
DUTCHESS COUNTY DEP OF MENTAL HYGIENE,ALCOHOL ANO SUBSTANCE ABUSE CLINIC,230 NORTH ROAD,,POUGHKEEPSIE,NY,12601,(914)485-9700,Alcoholism/Drug
DUTCHESS COUNTY METHADONE CLINIC,,230 NORTH ROAD,,POUGHKEEPSIE,NY,12601,(914)485-9700EXT.533,Drug
NEW HOPE MANOR INC,RE-ENTRY HOUSE,141 SOUTH AVENUE,,POUGHKEEPSIE,NY,12601,(914)471-7645,Drug
DAYTOP VILLAGE INC,QUEENS DAYCARE AND OUTPATIENT,166-10 91ST AVENUE,,QUEENS,NY,11432,(212)523-8288,Drug
JEWISH COMM SERV OF LONG ISLAND INC,REGO PARK CLINIC,97-45 QUEENS BOULEVARD,,REGO PARK,NY,11374,(212)896-9090EXT.714,Drug
ALTERNATIVES ANO DIRECTION FOR YOUTH,RHINEBECK MENTAL HEALTH CLINIC,15 SPRINGBROOK AVENUE,,RHINEBECK,NY,12572,(914)876-2523,Drug
SAMARITAN HALFWAY SOCIETY,CLINIC I,130-15 89TH ROAD,,RICHMOND HILL,NY,11418,(212)520-5200,Drug
SOUTHAMPTON DRUG ABUSE COUNCIL,ALTERNATIVES CENTER,49 EAST MAIN STREET,,RIVERHEAD,NY,11901,(516)369-1200,Drug
BADEN STREET SETTLEMENT,COUNSELING CENTER,30 VIENNA STREET,,ROCHESTER,NY,14605,(716)546-3410,Drug
CATHOLIC FAMILY CENTER,,55 TROUP STREET,PLYMOUTH PARK WEST,ROCHESTER,NY,14608,(716)546-3046,Drug
DELPHI DRUG ABUSE CENTER,,396 ALEXANDER STREET,,ROCHESTER,NY,14607,(716)244-4940,Drug
DIVISION OF SUBSTANCE ABUSE SERVICES,SPECIALIZED TREATMENT SERVICES,83 CLINTON AVENUE NORTH,SUITE 600,ROCHESTER,NY,14604,(716)546-5810,Drug
ROCHESTER MENTAL HEALTH CENTER,DRUG TREATMENT SERVICES,1425 PORTLAND AVENUE,,ROCHESTER,NY,14621,(716)544-5220,Drug
THRESHOLD,,115 SOUTH CLINTON AVENUE,,ROCHESTER,NY,14604,(716)454-7530,Drug
UNIVERSITY OF ROCHESTER,METH MAINTENANCE TRTMT PROG,300 CRITTENDEN BOULEVARD,ROOM 69323 R-WING PSYCH DEPT,ROCHESTER,NY,14642,(716)275-5489,Drug
YWCA DRUG AFTERCARE PROGRAM,,175 NORTH CLINTON AVENUE,,ROCHESTER,NY,14604,(716)546-5820EXT.233,Drug
EDC NASSAU COUNTY,ROCKVILLE CENTRE YOUTH INTERACTION,148 NORTH PARK AVENUE,,ROCKVILLE CENTRE,NY,11570,(516)536-6008,Drug
ROCKVILLE CTR NARCOTICS/DRUG ABUSE,CONFIDE,30 HEMPSTEAD AVENUE,,ROCKVILLE CENTRE,NY,11570,(516)764-5522,Drug
EOC NASSAU COUNTY,ROOSEVELT RUSH,21 MANSFIELD AVENUE,,ROOSEVELT,NY,11575,(516)546-4884,Drug
NCDDAA,ROOSEVELT com�SE LING CENTER,42 EAST FULTON AVENUE,,ROOSEVELT,NY,11575,(516)546-1965,Drug
SARATOGA SPRINGS OFFICE OF ABUSED,SUBSTANCES & INTERVENTION SERVICES INC,177 VANDAM STREET,,SARATOGA SPRINGS,NY,12866,(518)587-2992,Drug
BRIDGE CENTER RESIDENTIAL,,70 UNION AVENUE,,SCHENECTADY,NY,12308,(518)346-12771,Drug
CARVER COMMUNITY ',COUNSELING SERVICES,605 CRAIG STREET,,SCHENECTADY,NY,12307,(518)377-8873,Drug
SOUTHAMPTON DRUG ABUSE COUNCIL,SHELTER ISLAND COUNCIL CENTER,ROUTE 114,MEDICAL CENTER,SHELTER ISLAND,NY,11964,(516)283-4440,Drug
YMCA OF LONG ISLAND,,DEFENSE HILL ROAD,,SHOREHAM,NY,11786,,Drug
HORIZONS COUNSELING CENTER,,99 WEST MAIN STREET,,SMITHTOWN,NY,11787,(516)360-7578,Drug
SOUTHAMPTON DRUG ABUSE COUNCIL,SOUTH FORK COUNSELING CENTER,39 COUNTY ROAD,,SOUTHAMPTON,NY,11968,(516)283-4440,Drug
TOWN OF RAMAPO,RAMAPO COMM WORKSHOP,12-14 CHURCH STREET,P.O. BOX 62,SPRING VALLEY,NY,10977,(914)356-4901,Drug
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG ST VINCENTS S I CLINIC,111 WATER STREET,,STATEN ISLAND,NY,10304,(212)448-3976,Drug
DAYTOP VILLAGE me,STATEN ISLAND OUTREACH,280 BROADWAY,,STATEN ISLAND,NY,10310,(212)981-3270,Drug
HERBERT BERGER MD,,7440 AMBOY ROAD,,STATEN ISLAND,NY,10307,,(212)
NY THERAPEUTIC COt1M INC (STAY N OUTl,ARTHUR KILL CORRECTIONAL FACILITY,2911 ARTHUR KILL ROAD,C-5 C-6,STATEN ISLAND,NY,10309,(212)356-7333EXT.312,Drug
THE NORTH SHORE KI�ANIS CHARITABLE,FOUNDATION INC - CAMELOT,263 RICHMOND AVENUE,,STATEN ISLAND,NY,10302,(212)981-8100,Drug
DAYTOP VILLAGE INC,SWAN LAKE RESIDENCE,ROUTE 55,P.O. BOX 340,SWAN LAKE,NY,12783,(914)292-6880,Drug
SYOSSETS CONCERN ABOUT ITS,NEIGHBORHOOD S C A N,184 JACKSON AVENUE,,SYOSSET,NY,11791,(516)921-3740,Drug
SYRACUSE BRICK HOUSE,,606 SOUTH SALINA STREET,,SYRACUSE,NY,13202,(315)475-4176,Drug
S�RACUSE BRICK HOUSE,DRUG REHABILITATION RESIDENCE,714 WEST OMOMDAGA STREET,,SYRACUSE,NY,13203,,Drug
MENTAL HEALTH SERVICES CORP II,,BOULEVARD COUNSELING CENTER,1370 NIAGARA FALLS BOULEVARD,TONAWANDA,NY,14150,(716)833-3708,Drug
MENTAL HEALTH SERVICES CORP II,TONAWANDA COMMUNITY COUNSELING CENTER,430 DELAWARE AVENUE,,TONAWANDA,NY,14150,(716)693-4622,Drug
RENSSELAER COUNTY MENTAL HEALTH,UNIFIED SERVICES,SEVENTH AVENUE AND STATE STREET,COUNTY OFFICE BUILDING,TROY,NY,12180,(518)270-5262,Drug
ITHACA ALPHA HOUSE CENTER,RESIDENTIAL,RD 1 ROUTE 227,,TRUMANSBURG,NY,14886,(607)387-6118,Drug
EOC NASSAU COUNTY,OPERATION OUTREACH,546 UNIONDALE AVENUE,,UNIONDALE,NY,11553,(516)485-0003,Drug
INSIGHT HOUSE,ONEIDA COUNTY DRUG ABUSE TREATMENT,400 RUTGER STREET,,UTICA,NY,13501,(315)724-5168,Drug
RENAISSANCE PROJECT,JAIL PROGRAM,,WESTCHESTER,VALHALLA,NY,10595,(914)347-6000,Drug
WESTCHESTER CO DEPT OF CORRECTIONS,CORRECTIONAL HEALTH SERVICES,,BOX 10,VALHALLA,NY,10601,(914)682-3134,Drug
FRIENDS OF BRIDGE INC,,134 ROCKAWAY AVENUE,,VALLEY STREAM,NY,11580,(516)825-4242,Drug
SOUTHEAST NASSAU GUIDANCE CENTER,S N G COUNSELING CENTER,3375 PARK AVENUE,SUITE 2005,WANTAGH,NY,11793,,",(516)"
ALTERNATIVES & DIRECTION FOR YOUTH YDA,,5 GIVENS AVENUE,,WAPPINGERS FALLS,NY,12590,(914)297-1214,Drug
ALLEGANY AREA COUNCIL ON ALCOHOLISM,,6 WEST GENESEE STREET,,WELLSVILLE,NY,14895,(716)593-6738,Alcoholism/Drug
NEW YORK STATE T R A P PROGRAM,COXSACKIE CORRECTIONAL FACILITY,,,WEST COXSACKIE,NY,12192,(518)731-2781EXT.269,Drug
LONG ISLAND JEWISH HOSPITAL MED CTR,PROJECT OUTREACH,600 HEMPSTEAD TURNPIKE,,WEST HEMPSTEAD,NY,11352,(516)481-2890,Drug
EOC NASSAU COUNTY,WESTBURY PHASE I,GRAND STREET,GRAND STREET SCHOOL,WESTBURY,NY,11590,(516)334-5611,Drug
