Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID,Longitude,Latitude,Match Score
Newport County,Community Mental Health Center,,127 Johnnycake Hill Road,,,Middletown,RI,2842,(401)846-1213 Hotline:,TX/OS/OR/IO/DD/CM,2842,,9298RI02842,-71.28417836096331,41.50370167638338,100.0
Galilee Mission to Fishermen Inc,,,268 Kingstown Road,,,Narragansett,RI,2882,(40l)789-9390,TX/OS/RR/HH,2882,,7367RI02882,-71.47453364519149,41.43474870428191,100.0
New Visions of Newport County,,,19 Broadway,,,Newport,RI,2840,(401)847-7821,TX/PV/OS/OR/IO/AD/CH/PI,2840,,4009RI02840,-71.31237692726418,41.49119767895488,100.0
Meadows Edge,,,580 Ten Rod Road,,,North Kingstown,RI,02852-4220,(401)294-6170,TX/OS/DT/OD/OR/IO/AD/DD/SS/MC/PI,2852,4220.0,9450RI02852,-71.4833264292606,41.57233366350279,100.0
SST AR of Rhode Island,Residential Alcohol/Drug Detox,,1950 Tower Hill Road,,,North Kingstown,RI,2852,,TX/ML/DT/RD/SS,2852,,5400RI02852,-71.46220998440972,41.526873992535684,100.0
Long Term Care,,,2198 Wallum Lake Road,,,Pascoag,RI,2859,(401)568-6670,TX/OS/RR/DD/HV/SS/TC/CJ/MD/FG/PI,2859,,0931RI02859,-71.76026886876717,41.998732938430535,100.0
Marathon Inc,The Lodge at Wallum Lake,,2090 Wallum Lake Road,Route 100,,Pascoag,RI,2859,,TX/OS/RR/AD/DD/SS/OH/TC/PI,2859,,5664RI02859,-71.762504992896,41.997230985200616,100.0
Addiction Recovery Institute,,,31 North Union Street,,,Pawtucket,RI,2860,(401)725-2520,TX/ML/OS/DT/OD/DD/HV/PW/SS,2860,,0765RI02860,-71.38578580291279,41.87876401556597,100.0
Community Counseling Center Inc,,,IOI Bacon Street,,,Pawtucket,RI,2860,(401)723-1915 Hotline:,TX/PV/OS/DT/OD/OR/DD/SS/CM/MC/MD/FG/PI,2860,,9745RI02860,-71.36694573574962,41.87277572025312,96.38
Friends of Caritas Inc,Caritas House,,166 Pawtucket Avenue,,,Pawtucket,RI,2860,(401)722-4644,TX/PV/OS/OR/IO/RR/AD/DD/HV/PW/SS/FG/PI,2860,,9043RI02860,-71.38820037776048,41.86970070557183,100.0
Robert J Wilson House Inc,Outpatient,,80 Summit Street,,,Pawtucket,RI,02860-4297,,TX/OS/OR/DD/SS/CM/PI,2860,4297.0,4096RI02860,-71.37892320350687,41.87548551795796,100.0
Robert J Wilson House Inc,Outpatient Counseling Center,,80 Summit Street,,,Pawtucket,RI,2860,(401)728-4010,TX/OS/OR/RR/DD/SS/TC,2860,,4096RI02860,-71.37892320350687,41.87548551795796,100.0
Tri Hab House Inc,Pawtucket Addictions Counseling Servs,,104 Broad Street,,,Pawtucket,RI,2860,,TX/PV/OS/OR/SS/MD/PI,2860,,3860RI02860,-71.38657208903123,41.88082529605404,98.14
Alcohol and Drug Rehab Services Inc,Minority Alcoholism Program/Burnett,,66 Burnett Street,,,Providence,RI,2907,(401)785-0050,TX/PV/OS/OR/RR/AD/DD/HV/PW/SS/TC/CJ/MD,2907,,0957RI02907,-71.4269371756478,41.80293876296043,100.0
Butler Hospital,Alcohol and Drug Treatment Service,,345 Blackstone Boulevard,,,Providence,RI,2906,Hotline: (401)455-6220,TX/OS/DT/OR/IO/ID/AD/DD/PH,2906,,6791RI02906,-71.38024896913221,41.84238198764734,100.0
Discovery House,South Providence Addiction Center,,66 Pavillion Avenue,,,Providence,RI,2905,Hotline: (888)366-7929,TX/ML/PV/OS/DT/OD/OR/HV/PW/SS/MD/PI,2905,,8104RI02905,-71.40368401603942,41.798501006233685,97.88
Discovery Program,,,520 Hope Street,,,Providence,RI,2906,(401)462-1385,TX/OS/OR/RR/SS/CJ,2906,,0138RI02906,-71.39921076195284,41.840636204854,100.0
Family Service Inc,Substance Abuse Program,,55 Hope Street,,,Providence,RI,2906,(401)331-1350,TX/PV/OS/OR/DD/HV/CM/FG/PI,2906,,7771RI02906,-71.39554418222768,41.820116425780654,100.0
Marathon,Outpatient,,131 Wayland Avenue,,,Providence,RI,2906,(401)621-3978 Hotline:,TX/OS/OR/SS,2906,,1300RI02906,-71.38860581041709,41.82751068930491,100.0
Multicultural Counseling Center,,,280 Broadway Street,Suite 100,,Providence,RI,2903,(401)521-3300 Hotline: (401)728-4010,TX/OS/OR/AD/DD/SS/MD/PI,2903,,1631RI02903,-71.42705770741546,41.8203204413039,98.04
Providence Community Action,Division of Clinical Services,,662 Hartford Avenue,,,Providence,RI,2909,(401)272-0660,TX/PV/OS/OR/IO/AD/HV/SS/MD,2909,,8003RI02909,-71.46695187849319,41.81975579439635,100.0
Providence Community Action Program,Divison of Clinical Services,,16 Borinquen Street,,,Providence,RI,2905,(401)272-0660,TX/PV/OS/OR/IO/AD/HV/SS,2905,,1440RI02905,-71.40836149700333,41.80897273018808,100.0
SST AR of Rhode Island Inc,Detox Program,,21 Peace Street,,,Providence,RI,2907,(401)456-4440,TX/OS/OR/PW/SS/PI,2907,,8738RI02907,-71.42067304412866,41.806652071795824,100.0
SST AR of Rhode Island Inc,Residential Alcohol and Drug Detox,,21 Peace Street,,,Providence,RI,2907,(401)456-4440,TX/OS/DT/RD/HV/PW/SS/PI,2907,,8738RI02907,-71.42067304412866,41.806652071795824,100.0
SST AR of Rhode Island Inc,Short Trm Res Preg Women/Drug/Ale Free,,21 Peace Street,,,Providence,RI,2907,(401)456-4440,TX/ML/OS/DT/RD/HV/PW/SS,2907,,8738RI02907,-71.42067304412866,41.806652071795824,100.0
Talbot Residential Services,Talbot Outpatient,,90 Plain Street,,,Providence,RI,2903,(401)528-0100,TX/OS/OR/DD/PW/SS/CM/MD/PI,2903,,3333RI02903,-71.41253740126847,41.81401289152636,100.0
Talbot Residential Services,Womens Day Treatment,,90 Plain Street,,,Providence,RI,2903,,TX/OS/IO/DD/HV/PW/CM/MD/FG/PI,2903,,3333RI02903,-71.41253740126847,41.81401289152636,100.0
Talbot Residential Services,,,90 Plain Street,,,Providence,RI,2903,(401)276-4070,TX/OS/DT/RD/RR/SS/TC/CM/MD/FG/PI,2903,,3333RI02903,-71.41253740126847,41.81401289152636,100.0
Talbot Residential Services,,,265 Oxford Street,,,Providence,RI,2905,(401)276-4000,TX/OS/RR/SS/MD/FG/PI,2905,,4194RI02905,-71.41496823700842,41.80120966015444,100.0
Marathon Sympatico of Wakefield,,,57 Columbia Street,,,Wakefield,RI,2879,,TX/PV/OS/OR/SS/SC/PI,2879,,2770RI02879,-71.4957318974173,41.442452385761975,97.88
Addiction Recovery Institute,South,,205 Helene Road,Suite 102,,Warwick,RI,2886,(401)737-4788,TX/ML/PV/OS/DT/OD/OR/SS/PI,2886,,7844RI02886,-71.43467195505957,41.694185491509316,93.4
Kent County Mental Health Center,Alcohol/Drug and Family Counseling,,300 Centerville Road,Suite 301-S,,Warwick,RI,2886,,TX/PV/OS/OR/AD/DD/SS/CM/MD/FG/PI,2886,,6508RI02886,-71.47122002740912,41.69410301916958,100.0
Kent County Mental Health Center,,,50 Health Lane,,,Warwick,RI,2886,,TX/PV/OS/DT/OD/OR/IO/AD/DD/PW/SS/CM/MD/PI,2886,,3358RI02886,-71.47911745658115,41.70740698543722,100.0
Kent House Inc,,,2020 Elmwood Avenue,,,Warwick,RI,2888,(401)781-2700,TX/OS/OR/IO/RR/SS/MD/FG/PI,2888,,0866RI02888,-71.42333748351,41.752465708066,100.0
Mental Health Services,Counseling and Intervention Scrvs Inc,,422-A Post Road,,,Warwick,RI,2886,(401)781-0033,TX/PV/OS/OR/AD/DD/SS,2886,,6276RI02886,-71.4044188574908,41.76055759739151,98.39
Directions,,,1071 Main Street,,,West Warwick,RI,2893,(401)276-4000,TX/OS/OR/SS/MD/PI,2893,,5721RI02893,-71.52309629671424,41.71077554659489,96.45
Discovery House,Woonsocket,,I 625 Diamond Hill Road,,,Woonsocket,RI,2895,(401)762-1511 Hotline: (888)366-7929,TX/OS/DT/OD/OR/SS,2895,,2403RI02895,-71.49503407242533,42.01542953233413,99.71
Family Resources Inc,,,245 Main Street,,,Woonsocket,RI,2895,(401)766-0900,TX/PV/OS/OR/PW/CO/MD/PI,2895,,2176RI02895,-71.5127494239773,42.003698671238354,100.0
Road Counseling,,,8 Court Street,,,Woonsocket,RI,2895,(401)762-7000,TX/PV/OS/OR/AD/SS/MD/PI,2895,,1829RI02895,-71.51288412116132,42.00304291304346,98.14
Tri Hab Counseling,,,58 Hamlet Avenue,,,Woonsocket,RI,2895,(401)765-4040,TX/OS/OR/SS/MD/PI,2895,,0866RI02895,-71.50643265410626,42.00225958228221,100.0
Tri Hab House Inc,King House,,80 Hamlet Avenue,,,Woonsocket,RI,2895,(401)766-4740,TX/OS/RR/SS/MD,2895,,3229RI02895,-71.50436483859288,42.00218058284477,100.0
Tri Hab House Inc,,,79 Asylum Street,,,Woonsocket,RI,2895,(401)766-1665,TX/OS/RR/SS/MD/FG,2895,,9434RI02895,-71.52941155784276,41.997120218350155,100.0
Friends of Caritas House Inc,Corkery House,,15 Baker Pines Road,,,Wyoming,RI,02898-1000,(401)539-3002,TX/PV/OS/OR/IO/RR/AD/DD/HV/SS/FG/PI,2898,1000.0,0821RI02898,-71.6765695305899,41.53658966605382,100.0
Aiken Center,,,1105 Gregg Highway,,,Aiken,SC,29801-0535,(803)649-1900 Hotline: (803)648-9900,TX/PV/OS/OR/IO/AD/PW/SS/MD/FG,29801,535.0,0453SC29801,-81.77411057137614,33.56573363932084,99.55
Aiken Regional Medical Center,Aurora Pavilion,,655 Medical Park Drive,,,Aiken,SC,29802-0009,(803)641-5900 Hotline: (800)273-7911,TX/OS/DT/OR/IO/ID/IR/AD/DD/HV/SS/PH,29802,9.0,8508SC29802,-81.76135264419068,33.57322010378018,98.39
Anderson/Oconee Counties,Behavioral Health Services,,226 McGee Road,,,Anderson,SC,29625,(864)260-4168 Hotlines: (864)260-4168 (864)882-7563,TX/PV/OS/OR/IO/AD/PW/SS/MD/FG/PI,29625,,5939SC29625,-82.68736351406537,34.534486976701125,100.0
Patrick B Harris Hospital,Substance Abuse Services,,130 Highway 252,,,Anderson,SC,29621,,TX/OS/DT/ID/IR,29621,,4770SC29621,-82.56695697203602,34.478586010857754,100.0
Axis I Center of Barnwell,,,2606 Jackson Avenue,,,Barnwell,SC,29812,(803)541-1245 Hotline: (803)259-3333,TX/PV/OS/OR/AD/DD/HV/PW/SS/MD/FG,29812,,7823SC29812,-81.36407796180082,33.25572895831901,96.94
Beaufort County,Alcohol and Drug Abuse Department,,1905 Duke Street,Suite 270,,Beaufort,SC,29902,(843)525-7407,TX/PV/OS/OR/IO/AD/SS/MD,29902,,1290SC29902,-80.6833260695838,32.43625688945725,100.0
Coastal Empire Community MH Center,Substance Abuse Services,,1050 Ribaut Road,,,Beaufort,SC,29901,(803)524-8899,TX/OS/OR/DD/CM,29901,,1519SC29901,-80.68743521379669,32.412408866180236,98.28
Joint Substance Abuse Counseling Ctr,Marine Corps Air Station,,,,,Beaufort,SC,29904,(803)522-7057,TX/PV/OS/OR/SS/FG,29904,,6549SC29904,-80.72326499999997,32.46004000000005,100.0
MCRD Parris Island South Carolina,Substance Abuse Counseling Center,,Building 911,,,Beaufort,SC,29905-5001,(803)525-3393,TX/PV/OS/OR/IO/SS/FG,29905,5001.0,7673SC29905,-80.67761999999998,32.349525000000035,85.33
Lee County Commission on,Alcohol and Drug Abuse,,108 East Church Street,,,Bishopville,SC,29010,(803)484-6025,TX/PV/OS/OR/AD/SS,29010,,9992SC29010,-80.24827266832386,34.21780687365477,100.0
The Alpha Center,,,416 Rutledge Street,,,Camden,SC,29020,(803)432-6902,TX/PV/OS/OR/AD/SS/MD,29020,,9156SC29020,-80.60463164961182,34.244887444304744,100.0
Columbia/Trident Behavioral Hlth Servs,,,9225 University Boulevard,Suite 2-E,,Charleston,SC,29406,(843)797-4020 Hotline: (843)797-4360,TX/PV/OS/DT/OD/OR/IO/ID/DD/SS/GH/MC/PI,29406,,3390SC29406,-80.07180278192824,32.97707874000868,100.0
Department of Alcohol and Other,Drug Abuse Services of Charleston Cnty,,615 Wesley Drive,,,Charleston,SC,29417-1398,(803)769-7112 Hotline: (843)722-0100,TX/ML/PV/OS/DT/OR/IO/RD/RR/AD/HV/PW/SS/CJ/MD/FG/PI,29417,1398.0,2666SC29417,-79.97337493112934,32.78056548106511,98.39
Medical University of South Carolina,Center for Drug and Alcohol Programs,,171 Ashley Avenue,,,Charleston,SC,29425-0742,(803)792-2727,TX/PV/OS/DT/OD/OR/IO/ID/IR/AD/DD/HV/PH,29425,742.0,7328SC29425,-79.94774315503787,32.785183113433966,100.0
Roper North Treatment Center,,,2750 Speissegger Drive,,,Charleston,SC,29405,(803)745-4268,TX/PV/OS/DT/OR/IO/ID/IR/AD/DD/SS/GH/MC/MD/PI,29405,,2584SC29405,-79.97252659870895,32.84000373577699,100.0
Veterans Affairs Medical Center,Substance Abuse Treatment Center,,100 Bee Street,,,Charleston,SC,29403,(843)577-5011,TX/PV/OS/DT/OD/IO/DD/SS/GH/FG,29403,,7953SC29403,-79.95204383554797,32.785803781714705,99.51
Hazel Pittman Center,,,130 Hudson Street,,,Chester,SC,29706,(803)377-8111,TX/PV/OS/OR/IO/AD/SS/MD/FG/PI,29706,,3579SC29706,-81.21092312094329,34.70564175150625,100.0
Alpha Center/Chesterfield/Kershaw/Lee,Alcohol and Drug Abuse Commission,,141 West Main Street,,,Chesterfield,SC,29709,(803)623-3352,TX/PV/OS/OR/AD/SS,29709,,9383SC29709,-80.08859898762627,34.73596185126202,100.0
Columbia Area Mental Health Center,,,1611 Devonshire Drive,,,Columbia,SC,29204,(803)896-4900,TX/OS/OR/AD/DD/CM,29204,,7061SC29204,-81.00511797750612,34.01534806192637,100.0
Earle E Morris Jr,Alcohol and Drug Addiction Trt Center,,610 Faison Drive,,,Columbia,SC,29203,(803)935-7102,TX/OS/DT/RD/RR/AD/DD/SS/TC,29203,,9506SC29203,-80.99121408044479,34.084182805573576,100.0
Lexington Richland Alcohol and Drug Abuse Council,,,1325 Saint Julian Place,,,Columbia,SC,29169,(803)733-1390,TX/PV/OS/DT/OR/IO/RD/RR/AD/DD/HV/PW/SS/OH/HH,29169,,2435SC29169,-81.00163376950424,34.01798140456438,91.0
Lexington/Richland Alcohol and Drug Abuse Council,,,1325 Harden Street,,,Columbia,SC,29204,(803)733-1390,TX/OS/DT/IO/RD/RR/AD/PW/SS/OH,29204,,4427SC29204,-81.02020900744034,34.00838249083993,100.0
Richland Springs Psychiatric Hospital,,,11 Medical Park,,,Columbia,SC,29203,(803)434-4800,TX/PV/OS/DT/IO/ID/IR/AD/SS/GH/PH/MC/MD/FG/PI,29203,,1257SC29203,-81.0300819912463,34.02662673924712,98.82
Charter Sands Behavioral Health System,,,152 Waccamaw Medical Park Drive,,,Conway,SC,29526,(843)347-7156 Hotlines: (800)942-0742 (800)922-0742,TX/PV/OS/DT/OR/IO/ID/IR/AD/DD/SS/PH/SG/MC/MD/FG/PI,29526,,8725SC29526,-78.99851986160422,33.78736582761025,100.0
Horry County Commission on,Alcohol and Drug Abuse,,1004 Bell Street,,,Conway,SC,29526,(843)248-6291,PV/OS/DT/OD/OR/IO/RD/RR/AD/DD/HV/PW/SS/HH/MD/FG/PI,29526,,3588SC29526,-79.05946915366262,33.839356619241144,100.0
Dillon County Commission on,Alcohol and Drug Abuse,,204 North 3rd Avenue,,,Dillon,SC,29536,(803)774-6591 Hotline: (843)774-6591,TX/PV/OS/OR/AD/PW/SS/MD/FG,29536,,5542SC29536,-79.37535743187144,34.4175441160296,93.93
Bruce Hall,,,122 East Cedar Street,,,Florence,SC,29501-0550,(843)661-3240 Hotline: (800)221-8108,TX/OS/DT/OR/ID/IR/GH/MC/MD/FG/PI,29501,550.0,1659SC29501,-79.76305462408952,34.188518432988054,99.52
Palmetto Center,,,,,,Florence,SC,29502,(803)662-9378,TX/RR/SS/PI,29502,,6549SC29502,-79.80340509999995,34.195411800000045,100.0
Moncrief Army Community Hospital,,,4500 Stuart Street,,,Fort Jackson,SC,29207,(803)751-7312,TX/PV/OS/DT/OD/OR/IO/ID/SS/GH/CM/CO/MD/FG,29207,,4275SC29207,-80.93985138039756,34.0117684777412,96.76
Cherokee County Commission on,Alcohol and Drug Abuse,,201 West Montgomery Street,,,Gaffney,SC,29341,(864)487-2721,TX/PV/OS/OR/IO/AD/SS/MD,29341,,8724SC29341,-81.65397031347098,35.0718497764452,100.0
Georgetown County,Alcohol and Drug Abuse,,1423 Winyah Street,,,Georgetown,SC,29440,(803)546-6081,TX/PV/OS/OR/IO/AD/SS/MD,29440,,1926SC29440,-79.29238452543152,33.370535668623845,100.0
Addcare Counseling Inc,,,11 Pointe Circle,,,Greenville,SC,29615,(864)467-1319,TX/PV/OS/DT/OD/IO/DD/SS/CM/SG/CJ/FG/PI,29615,,0608SC29615,-82.33951335881808,34.858352693197496,100.0
Addlife Addiction Services,,,701 Grove Road,,,Greenville,SC,29605,(864)834-5131,TX/PV/OS/DT/OD/OR/IO/RD/RR/SS/HH/MC/PI,29605,,0800SC29605,-82.4066649761082,34.819860982159085,100.0
Don Foster and Associates Inc,,,I 04 Mills Avenue,,,Greenville,SC,29605,(864)261-6919,TX/PV/OS/OR/DD/SS/CM/SG/FG/PI,29605,,6919SC29605,-82.40443270552534,34.831990340186515,99.68
Greenville County Commission on,Alcohol and Drug Abuse,,3336 Old Buncombe Road,,,Greenville,SC,29617,(864)467-3737 Hotline: (800)942-3425,TX/PV/OS/DT/RD/RR/SS,29617,,2061SC29617,-82.42592910417629,34.88498409506172,100.0
Greenville Metro Treatment Center,,,603 Arlington Avenue,,,Greenville,SC,29601,(864)370-0012,TX/ML/PV/OS/OR/SS,29601,,4973SC29601,-82.41823946238415,34.842345227879555,100.0
Healthy Beginnings,,,730 South Pleasantburg Drive,Suite 109,,Greenville,SC,29607,(864)467-3753 Hotline: (864)467-3790,TX/PV/OS/DT/OR/IO/RD/RR/AD/PW/SS/SC/MD/FG,29607,,4056SC29607,-82.36925528495091,34.82208352760506,100.0
Holsmesview Center,,,Old Easley Bridge Road,,,Greenville,SC,29610,(864)295-5440,TX/OS/RR/SS/TC,29610,,5231SC29610,-82.4443400880389,34.83279985432713,99.35
Rosewood House of Recovery Inc,,,9 Renrick Drive,,,Greenville,SC,29609,(864)242-2166,TX/OS/RR/HH,29609,,5940SC29609,-82.38776831067533,34.88217871397829,100.0
Faith Home Inc,Christian Alcohol and Drug Rehab,,Buck Level Road,,,Greenwood,SC,29646,(864)223-0694,TX/RR/SS,29646,,5483SC29646,-82.12152919122155,34.24832390724179,93.47
Greenwood/Edgefield/McCormick,Abbeville Commission on Alcohol and DA,,1420 Spring Street,,,Greenwood,SC,29646,(864)227-1001,TX/PV/OS/OR/IO/AD/SS/PI,29646,,6294SC29646,-82.15705048709837,34.17439649814735,100.0
New Life Center,,,First Street East,Second Floor Annex Builiding,,Hampton,SC,29924,(803)943-2800,TX/PV/OS/OR/AD/PW/SS/OH,29924,,9791SC29924,-81.10903677400194,32.86539955530199,100.0
Williamsburg County Department on,Alcohol and Drug Abuse,,115 Short Street,,,Kingstree,SC,29556,(803)354-9113,TX/PV/OS/OR/AD/DD/PW/SS,29556,,0859SC29556,-79.82987934058609,33.66244762538755,100.0
Springs Memorial Hospital,Lancaster Recovery Center,,800 West Meeting Street,,,Lancaster,SC,29720,(803)286-1491 Hotline: (803)888-1491,TX/PV/OS/DT/OR/IO/ID/IR/DD/HV/PW/SS/GH/CJ,29720,,1765SC29720,-80.78762494064296,34.716835531740195,100.0
Laurens County Commission on,Alcohol and Drug Abuse,,Industrial Park Road,,,Laurens,SC,29360,(864)833-6500,TX/PV/OS/OR/IO/AD/SS/MD,29360,,1342SC29360,-81.93957261251782,34.48417959689954,98.64
Clarendon County Commission on,Alcohol and Drug Abuse,,14 North Church Street,,,Manning,SC,29102,(803)435-2121,TX/PV/OS/OR/IO/AD/SS/MD/FG,29102,,5819SC29102,-80.20907840701226,33.69605287150295,100.0
Marion County,Alcohol and Drug Abuse Program,,103 Court Street,,,Marion,SC,29571,(803)423-8292 Hotline: (843)423-8292,TX/PV/OS/OR/RD/RR/AD/DD/HV/PW,29571,,7838SC29571,-79.39979929055302,34.178231569017036,99.55
ss,The Ernest E Kennedy Center,Alcohol and Drug Abuse,306 Airport Drive,,,Moncks Comer,SC,29461,(803)761-8272,TX/PV/OS/OR/IO/SS/MD/FG,29461,,7624SC29461,-80.02883060836665,33.18428969624653,100.0
Westview Behavioral Health Services,,,800 Main Street,,,Newberry,SC,29108,(803)276-5690 Hotline: (800)222-2000,TX/PV/OS/DT/OR/IO/RD/RR/DD/HV/PW/SS/TC/MD/FG,29108,,6022SC29108,-81.62384970189238,34.27186824580266,100.0
Tri County Commission on,Alcohol and Drug Abuse,,3 190 Cook Road,,,Orangeburg,SC,29115,(803)536-4900,TX/PV/OS/DT/OR/IO/ID/IR/AD/DD/HV/PW/SS/OH/SG/CJ/MD/PI,29115,,9389SC29115,-80.82267076186706,33.53408304665205,94.55
Pickens County Commission on,Alcohol and Drug Abuse,,309 East Main Street,,,Pickens,SC,29671,(864)898-5800,TX/PV/OS/OR/IO/AD/PW/SS/MD/FG/PI,29671,,2731SC29671,-82.7063705691632,34.884040376583194,100.0
Saluda Counseling and Intervention Ctr,,,204 Ramage Street,,,Saluda,SC,29138,(803)445-2968,TX/PV/OS/OR/SS/MD,29138,,4151SC29138,-81.77788720548978,34.00281414110345,99.55
Shaw Air Base,,,20 Medical Operations Squadron (SGOMH),423 Lowry Avenue,,Shaw AFB,SC,29152,(803)895-1711,TX/PV/OS/OR/PW/SS/GH/CM/FG,29152,,5122SC29152,-80.48298539999995,33.98911040000007,85.0
Spartanburg Area Mental Health Center,Substance Abuse Services,,209 Catawba Street,,,Spartanburg,SC,29303,(864)585-0366,TX/OS/OR/DD/CM/MC/MD/PI,29303,,9584SC29303,-81.93913598885234,34.96471681481204,100.0
Spartanburg County Commission on,Alcohol and Drug Abuse,,131 North Spring Street,,,Spartanburg,SC,29306,(864)582-7588 Hotline: (864)596-2300,TX/PV/OS/OR/IO/ID/RD/AD/HV/PW/SS/MD,29306,,0744SC29306,-81.93389778170777,34.94982161076499,100.0
Dorchester County Commission on,Alcohol and Drug Abuse,,500 North Main Street,,,Summerville,SC,29483,(843)871-4790,TX/PV/OS/OR/IO/AD/DD/SS/MC/MD/FG/PI,29483,,7460SC29483,-80.17072449446243,33.0258483407209,100.0
Union County Commission on,Alcohol and Drug Abuse,,20 I South Herndon Street,,,Union,SC,29379,(803)429-1656,TX/PV/OS/OR/IO/AD/DD/SS/MD/PI,29379,,0954SC29379,-81.62508323047625,34.715050764935256,97.6
Colleton County Commission on,Alcohol and Drug Abuse,,,,,Walterboro,SC,29488,(803)538-4343 Hotline: (800)922-7844,TX/PV/OS/OR/RR/PW/SS/TC/MD,29488,,6549SC29488,-80.65442769999999,32.90291320000006,100.0
Charter Rivers Behavioral Health Sys,Alcohol and Drug Abuse Services,,2900 Sunset Boulevard,,,West Columbia,SC,29169-3422,(803)796-9911,TX/OS/DT/OR/IO/ID/SS/PH/OH,29169,3422.0,9185SC29169,-81.11869854904639,34.005487507212116,100.0
Columbia Metro Treatment Center,,,421 Capital Square,,,West Columbia,SC,29169,(803)791-9422,TX/ML/OS/DT/OD/OR/IO/SS,29169,,6321SC29169,-81.05802899999998,33.995247000000056,92.95
Anmed Wellspring,,,313 Williams Street,,,Williamston,SC,29697,(864)847-1050 Hotline: (800)753-4776,TX/OS/DT/IO/ID/IR/RR/OH/MC/MD/PI,29697,,1057SC29697,-82.47589932869931,34.61759451060447,100.0
Fairfield County,Substance Abuse Commission,,200 Calhoun Street,,,Winnsboro,SC,29180,(803)635-2335,TX/PV/OS/OR/SS/MD,29180,,4054SC29180,-81.08591700954642,34.37267685047015,100.0
Northern Alcohol/Drug Referral and Information Center (NADRIC),,,221 South First Street,,,Aberdeen,SD,57402,,TX/PV/OS/OR/IO/AD/SS/PI,57402,,1358SD57402,-98.48949081194095,45.46286032323857,99.52
Addiction Family Resources,,,608 5th Avenue,,,Belle Fourche,SD,57717,(605)892-3039,TX/IO/SS/PI,57717,,8340SD57717,-103.85363861166584,44.67211916328972,100.0
Woodfield Center,Lutheran Social Services of SD,,,,,Beresford,SD,57004,(605)957-4151,TX/PV/OS/IO/AD/DD/MD/PI,57004,,6549SD57004,-96.77415999999994,43.08420000000007,100.0
East Central Mental Heafrh,Chemical Dependency Center,,211 4th Street,,,Brookings,SD,57006,(605)697-2850 Hotline: (605)697-2850,TX/PV/OS/OR/IO/AD/DD/SS/CM/PI,57006,,5157SD57006,-96.80135983824793,44.309127477141686,100.0
Keystone Treatment Center,,,1010 East 2nd Street,,,Canton,SD,57013-0159,(605)987-2751 Hotline: (800)992-1921,TX/OS/DT/RD/RR/AD/DD/HV/PW/SS/TC/MD/PI,57013,159.0,1436SD57013,-96.57929053370792,43.303647531803634,100.0
Chamberlain Academy,,,z'l I West 16th Avenue,,,Chamberlain,SD,57325,(605)734-5525,TX/PV/OS/OR/IO/RR/AD/DD/HV/PW/SS/CJ/MD,57325,,9562SD57325,-99.33869752541663,43.80015646974589,96.0
Custer Youth Correctional Center,Drug and Alcohol Program,,Rural Route I,,,Custer,SD,57730-9705,(605)673-2521,TX/PV/OS/OR/IO/AD/CJ/FG,57730,9705.0,2399SD57730,-103.60033999999996,43.768850000000036,85.0
Southern Hills Alcohol/Drug Ref Center,,,311 North River Street,,,Hot Springs,SD,57747-2324,(605)745-6300,TX/PV/OS/OR/IO/SS,57747,2324.0,9073SD57747,-103.47827460778795,43.43271513629366,100.0
Community Counseling Services,Alcohol and Drug Treatment Unit,,1552 Dakota Street South,,,Huron,SD,57350-4093,(605)352-8596,TX/PV/OS/OR/IO/AD/DD/SS/CM/PI,57350,4093.0,0664SD57350,-98.21441093934818,44.308430055089985,88.97
Our Home Inc,Inhalant Abuse Program,,East Centennial Road,,,Huron,SD,57350,(605)352-4368,TX/RR/AD/SS,57350,,3377SD57350,-98.211685,44.35122000000007,85.0
Our Home Inc,Rediscovery Program,,360 Ohio Avenue SW,,,Huron,SD,57350,(605)352-4368,TX/OS/RR/AD/SS/TC/MD/PI,57350,,9697SD57350,-98.21903464867886,44.36251501940894,100.0
Three Rivers Chemical Dependency Ctr,,,11 East 4th Street,,,Lemmon,SD,57638,(605)374-3862 Hotline: (605)374-3862,TX/PV/OS/OR/IO/AD/DD/PW/SS/CM/FG,57638,,4647SD57638,-102.15915119729648,45.941069480006426,99.89
Community Counseling Services,,,914 3rd Street NE,,,Madison,SD,57042-2435,(605)256-9656 Hotline: (605)256-6551,TX/PV/OS/OR/IO/AD/DD/SS/CM,57042,2435.0,6514SD57042,-97.10167960618959,44.00791971224057,100.0
