Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID
The Virginia Beach Group at Chesapeake,,,300 Medical Parkway,Suite 306,,Chesapeake,VA,23320-4985,(757)547-9007 Hotline: (757)627-5433,TX/PV/OS/OR/IO/AD/DD/SG/MC/MD/PI,23320,4985.0,1927VA23320
Chesterfield MH/MR/SA,Substance Abuse Services,,6801 Lucy Corr Drive,Rogers Building,,Chesterfield,VA,23832,(804)748-1227 Hotline: (804)768-6356,TX/PV/OS/DT/OD/OR/IO/AD/DD/PW/CM/PI,23832,,6511VA23832
Dickenson County Community Services,Substance Abuse Services,,McClure Avenue,Clinical Services Building,,Clintwood,VA,24228,(703)926-1680,TX/PV/OS/OR/AD/DD/CM/PI,24228,,9885VA24228
Behavior and Stress Management,,,3236 B Boulevard,,,Colonial Heights,VA,23834,(804)520-7500 Hotline: (804)520-7500,TX/OS/OR/DD/SG/MC/FG/PI,23834,,6080VA23834
Alleghany Highlands Comm Scrvs Board,Substance Abuse Services,,305 South Monroe Avenue,,,Covington,VA,24426,(540)965-2130,TX/PV/OS/OR/IO/AD/DD/SS/PI,24426,,2094VA24426
Pinebrook Psychiatric Center,Substance Abuse Services,,50 I Sunset Lane,,,Culpeper,VA,22701,(540)829-4132,TX/OS/DT/OR/IO/ID/SS/PH/MC/MD/PI,22701,,0458VA22701
Alcoholic Counseling Services Inc,Hope Harbor,,1021 Main Street,,,Danville,VA,24541,(804)793-9806,TX/PV/OS/RR/DD/SS,24541,,3431VA24541
Associates in Mental Health Services,,,I 08 Holbrook Street,Suite 203,,Danville,VA,24541,(804)791-2059 Hotline: (804)791-2059,TX/OS/OR/SG/PI,24541,,5335VA24541
Interventions Counseling and Consulting Services,,,105 South Union Street,Suite 800,,Danville,VA,24541,(804)792-8341,TX/PV/OS/OR/AD/DD/SS/CM,24541,,5713VA24541
Dominion Hospital,,,11200 Waples Mill Road,Suite JOO,,Fairfax,VA,22030,,TX/PV/OS/DT/IO/ID/IR/AD/DD/PH,22030,,8776VA22030
Fairfax/Falls Church Comm Servs Board,Alcohol and Drug Services,,3900 Jermantown Road,Suite 200,,Fairfax,VA,22030,(703)934-5476,TX/PV/OS/DT/OR/IO/ID/RD/RR/AD/DD/HV/PW/SS/TC/HH/SC/CJ/MD/FG,22030,,2681VA22030
Life Line Addiction Foundation Inc,,,10565 Lee Highway,Suite 100,,Fairfax,VA,22030-3135,(703)691-3029,TX/OS/OR/IO/AD/DD/SS/PI,22030,3135.0,1042VA22030
Ethos Foundation,,,5201 Leesburg Pike,Suite JOO,,Falls Church,VA,22041,(703)671-5335,TX/PV/OS/OR/IO/AD/DD/SS/MD/PI,22041,,8299VA22041
lnova Comprehensive Addiction,Treatment Services (CATS),,3300 Gallows Road,,,Falls Church,VA,22042,(703)698-1530,TX/ML/OS/DT/OR/IO/RD/RR/SS,22042,,5929VA22042
Crossroads Community Services Board,,,Highway 460,,,Farmville,VA,23901,(804)392-7049,TX/PV/OS/OR/AD/DD/HV/PW/SS/CM,23901,,1424VA23901
Recovery Choice Program at,Augusta Medical Center,,,,,Fishersville,VA,22939,(540)932-4080,TX/PV/OS/DT/OR/IO/ID/IR/AD/DD/GH/MC/PI,22939,,1419VA22939
Fort Eustis Community Counseling Ctr,Army Substance Abuse Program,,515 Sternberg Avenue,,,Fort Eustis,VA,23604-5548,(757)314-7557,TX/PV/OS/OR/SS/GH/FG,23604,5548.0,9226VA23604
Kenner Army Health Clinic Fortlce,Alcohol and Drug Comm Counseling Ctr,,Building 12000,,,Fort Lee,VA,23801,(804)734-7908,TX/PV/OS/DT/OD/OR/IO/SS/FG,23801,,0479VA23801
Community Counseling Center,Ale and Drug Prevention Control Office,Community Counseling Center,Building T-194,,,Fort Monroe,VA,23651,(757)727-2070,TX/PV/OS/OR/SS/FG,23651,,6388VA23651
Rappahannock Arca Comm Servs Board,Alcohol and Drug Outpatient Services,,600 Jackson Street,,,Fredericksburg,VA,22401,(540)371-9012 Hotline: (540)373-6876,TX/PV/OS/OR/IO/AD/DD/PW/CM/FG/PI,22401,,3894VA22401
Serenity Home Inc,Subst Abuse ICF and Halfway Trt Servs,,514 Wolfe Street,,,Fredericksburg,VA,22401,(540)371-3059,TX/PV/OS/RR/SS/TC/CH,22401,,8753VA22401
Snowden at Fredericksburg,,,1200 Sam Perry Boulevard,,,Fredericksburg,VA,22401,(540)372-3900 Hotlmc: (540)372-3900,TX/OS/DT/OR/IO/ID/IR/AD/DD/SS/PH/CM/FG/PI,22401,,9599VA22401
Northwestern Community Services,,,209 West Criser Road,Suite 300,,Front Royal,VA,22630,(540)636-4250 Hotline: (540)635-4357,TX/PV/OS/OR/IO/RR/AD/DD/PW/CM/PI,22630,,1888VA22630
Northwestern Community Services Board,Substance Abuse Service,,209 West Criser Road,,,Front Royal,VA,22630,(540)636-4250 Hotline: (540)667-0415,TX/PV/OS/OR/IO/AD/DD/HV/PW/CM,22630,,8522VA22630
Galax Treatment Center Inc,Life Center of Galax,,1 I 2 Painter Street,,,Galax,VA,24333,(540)236-2994 Hotline: (800)345-6998,TX/PV/OS/DT/RD/RR/DD/SS/OH/TC/PI,24333,,2640VA24333
Henrico Area MH/MR Services,,,10299 Woodman Road,,,Glen Allen,VA,23060-4419,(804)261-8500 Hotline: (804)261-8484,TX/PV/OS/DT/OD/OR/IO/ID/IR/RD/RR/AD/DD/HV/CM/MD/FG/PI,23060,4419.0,3060VA23060
Middle Peninsula/Northern Neck CSB,,,9228 George Washington Mem Highway,,,Gloucester,VA,23061,(804)693-5057 Hotlines: (804)693-2673 (800)542-2673,TX/PV/OS/OR/IO/AD/DD/SS/OH/CM,23061,,9588VA23061
Deep Run Lodge,,,13259 Blackwells Mill Road,,,Goldvein,VA,22720,(540)752-4619,TX/OS/RR/AD/DD/SS/OH/TC/PI,22720,,2901VA22720
Goochland/Powhatan Community Services,,,3058 River Road West,,,Goochland,VA,23063,(804)556-5400,TX/PV/OS/OR/AD/DD/PW/SS/CM/PI,23063,,3948VA23063
Hampton Roads Clinic,,,2236 West Queen Street,,,Hampton,VA,23666,(757)827-8430,TX/ML/OR/HV/SS/FG/PI,23666,,5894VA23666
Langley Air Force Base,Substance Abuse Program,,Building 74,,,Hampton,VA,23665,(804)764-6840,TX/PV/OS/OR/DD/CM/FG,23665,,7365VA23665
Peninsula Behavioral Center,,,2244 Executive Drive,,,Hampton,VA,23666,,TX/OS/DT/ID/IR/AD/DD/PH/SC/MD,23666,,7408VA23666
Substance Abuse Treatment Program,,,100 Emancipation Road,Suite 116-A,,Hampton,VA,23667,,TX/OR/IO/RR/SS/GH/FG,23667,,5631VA23667
Family Life Resource Center,,,250 East Elizabeth Street,Suite 102,,Harrisonburg,VA,22801,(540)434-8450,TX/PV/OS/OR/IO/AD/DD/SS/CO/MD/FG/PI,22801,,1055VA22801
Harrisonburg/Rockingham,Community Services Board,,1241 North Main Street,,,Harrisonburg,VA,22802,(540)434-1941,TX/PV/OS/OR/IO/CM/FG/PI,22802,,1563VA22802
Columbia John Randolph,Behavioral Health Center,,504 North 3rd Street,,,Hopewell,VA,23860,(804)541-7747,TX/PV/OS/OR/IO/DD/SS/GH/MC/MD/PI,23860,,0310VA23860
Graydon Manor Psychiatric Hospital,801 Childrens Center Road,,,,,Leesburg,VA,20175,(703)777-3485,TX/PV/OS/IR/AD/DD/PH/PI,20175,,0429VA20175
Loudoun County Mental Health Center,Substance Abuse Program,,102 Heritage Way NE,Suite 302,,Leesburg,VA,20176,(703)771-5100 Hotline: (703)777-0320,TX/PV/OS/OR/IO/AD/DD/PW/SS/CM/FG/PI,20176,,4437VA20176
Community Services Board of Central VA,Substance Abuse Services,,2235 Landover Place,,,Lynchburg,VA,24501,(804)847-8050,TX/PV/OS/OR/IO/RR/AD/HV/SS/MC/MD/FG/PI,24501,,0569VA24501
Virginia Baptist Hospital,Pathways Treatment Center,,3300 Rivermont Avenue,,,Lynchburg,VA,24503,(804)947-4455,TX/OS/DT/IO/ID/IR/GH/PI,24503,,0129VA24503
The Center for Psychiatric and Addiction Treatment,,,8700 Sudley Road,,,Manassas,VA,20110-4287,(703)369-8464,TX/PV/OS/DT/OR/IO/ID/AD/DD/GH,20110,4287.0,0409VA20110
Mount Rogers Transitions,Substance Abuse Services,,115 North Church Street,,,Marion,VA,24354,(540)783-9005,TX/OS/DT/ID/IR/RR/SS/TC/FG,24354,,1943VA24354
Southwest Virginia Mental Health,Institute,,502 East Main Street,,,Marion,VA,24354,(540)783-1200,DT/ID/AD/DD/PH/MC/MD/PI,24354,,4858VA24354
Memorial Hospital of Martinsville and Henry County Psychiatric Services,,,320 Hospital Drive,,,Martinsville,VA,24115-4788,(540)666-7200 Hotlines: (540)634-4911 (540)666-7237,TX/PV/OS/DT/IO/ID/IR/DD/HV/PW/GH,24115,4788.0,8695VA24115
Passages,,,817 Starling Avenue,,,Martinsville,VA,24112,(540)638-7728,TX/OS/RR/SS/FG,24112,,6466VA24112
Patrick Henry Drug and Ale Council,Crossroads/Intensive Outpatient Prog,,24 Clay Street,,,Martinsville,VA,24112,(540)638-5450,TX/OS/IO/SS,24112,,0001VA24112
Hanover Community Service Board,Gail Taylor/LCSW,,8157 Old Calvary Drive,Suite 102,,Mechanicsville,VA,23111,(804)730-2018 Hotline: (804)752-4200,TX/PV/OS/OR/AD/DD/CM/PI,23111,,7275VA23111
Rockwood Counseling Associates,,,10128 Hull Street Road,,,Midlothian,VA,23112,(804)276-5761,TX/PV/OS/OR/IO/SS/SG/MC/MD/PI,23112,,6186VA23112
Cumberland Hospital for,Children and Adolescents,,9407 Cumberland Road,,,New Kent,VA,23124,(804)966-2242 Hotline: (800)368-3472,TX/OS/IR/AD/DD/HV/SS/OH/SC/MD/FG/PI,23124,,6945VA23124
Capo Center Detox Program,,,2351 Terminal Avenue,,,Newport News,VA,23607,(757)245-3222 Hotline: (757)245-0041,TX/PV/OS/DT/RD/RR/SS,23607,,8647VA23607
Comprehensive Outpatient Services,Peninsula Alcoholism Services,,11832 Canon Boulevard,Suite C,,Newport News,VA,23606,(757)594-7321,TX/OS/OR/DD/SS/CM,23606,,8641VA23606
Riverside New Foundations,,,610 Thimble Shoals Boulevard,Building 5 Suite 100-A,,Newport News,VA,23606,(757)594-3246 Hotline: (757)594-2300,TX/PV/OS/OR/IO/AD/DD/SS,23606,,8389VA23606
Woodside Hospital LLC,,,17579 Warwick Boulevard,,,Newport News,VA,23603,(800)697-0999 Hotlines: (800)697-0999 (757)888-0400,TX/PV/OS/DT/IO/ID/IR/AD/DD/PH/CM/SC,23603,,4546VA23603
ARD/CAAC NAB LCREK AMPHIB Base,,,Building 3007,,,Norfolk,VA,23521-5000,(804)464-8148,TX/PV/OS/OR/IO/SS/OH,23521,5000.0,9159VA23521
Naval Alcohol Rehabilitation Center,,,1650 Gilbert Street,Suite 100,,Norfolk,VA,23511-2980,(804)444-1105,TX/OS/OR/IO/RR/SS/TC/FG,23511,2980.0,2902VA23511
New Bridges,Bridges Outpatient Rehabilitation Ctr,,6330 Newtown Road,Suite 200,,Norfolk,VA,23502,(757)455-8283,TX/OS/OR/IO/AD/DD/SS/FG/PI,23502,,1764VA23502
Norfolk Community Services Board,Substance Abuse Services,,1150 East Little Creek Road,Suite 302,,Norfolk,VA,23518,(757)441-1899,TX/ML/OS/DT/OR/IO/RD/HV/PW/SS/CJ,23518,,9394VA23518
Rehabilitation Services Inc,,,300 West 20th Street,,,Norfolk,VA,23517,(757)625-3507,TX/PV/OS/IO/RR/SS/HH/CJ,23517,,2162VA23517
Sentara Norfolk General Hospital,,,600 Gresham Drive,,,Norfolk,VA,23507,(757)668-4175,TX/PV/OS/DT/ID/IR/DD/PW/GH/MC/PI,23507,,6578VA23507
Saint Marys Family Center,,,910 Virginia Avenue,,,Norton,VA,24273,(703)679-5570 Hotline: (800)879-5570,TX/PV/OS/OR/IR/DD/PH/MC/PI,24273,,4159VA24273
District 19 Substance Abuse Services,Petersburg Outpatient Services,,20 West Bank Street,,,Petersburg,VA,23803,Hotline: (804)862-8000,TX/PV/OS/OR/IO/AD/DD/HV/SS/CM/MC/MD/PI,23803,,8226VA23803
Poplar Springs Hospital,,,350 Poplar Drive,,,Petersburg,VA,23805,Hotline: (804)796-2100,TX/PV/OS/DT/IO/ID/AD/DD/PH/MC/MD/PI,23805,,8859VA23805
Serenity House,Fishers View,,,,,Pilot,VA,24138,(540)651-8583,TX/PV/OS/RR/SS/TC,24138,,7801VA24138
T W Neumann and Associates,,,720 Rodman Avenue,,,Portsmouth,VA,23707,(757)393-9611,TX/PV/OS/OR/IO/SS/PI,23707,,2929VA23707
Consolidated Substance Abuse,Counseling Center (CSACC),Marine Corps Base Quantico,2034 Barnett Avenue,,,Quantico,VA,22134-5012,(703)784-3502,TX/PV/OS/IO/AD/SS/CJ/FG,22134,5012.0,0784VA22134
Saint Albans Psychiatric Hospital,Substance Abuse Services,,Route 11 West,,,Radford,VA,24143,Hotlines: (540)981-8181 (540)633-4610,TX/OS/DT/OR/IO/ID/IR/RD/RR/DD/PH,24143,,8010VA24143
Barrett Juvenile Correctional Center,,,,,,Richmond,VA,23116,(804)746-2135,TX/OS/RR/AD/SS/TC/CJ,23116,,1625VA23116
Chippenham Medical Center/Johnston,Willis Hospital/Tucker Pavilion,,7101 Jahnke Road,,,Richmond,VA,23225,,TX/PV/OS/DT/OD/OR/IO/ID/AD/DD/SS/PH/MC/MD/FG/PI,23225,,6619VA23225
Deaf and Hard of Hearing,Community Counseling Services,,8917 Fargo Road,,,Richmond,VA,23229,(804)762-9671,TX/PV/OS/OR/DD/CM,23229,,7160VA23229
Human Resources Inc,Division of Addiction Services,,2926 West Marshall Street,,,Richmond,VA,23230,(804)355-8478 Hotline: (804)355-2176,TX/ML/OS/DT/OD/OR/IO/DD/HV/SS,23230,,0628VA23230
Human Resources Inc,Outpatient Methadone Program,,15 West Cary Street,,,Richmond,VA,23220,(804)644-4636 Hotlines: (804)355-2176 (804)355-3280,TX/ML/PV/OS/DT/OD/OR/HV/PW/SS,23220,,2696VA23220
MCC Behavioral Care,,,7501 Boulders View,Suite 400,,Richmond,VA,23225,(804)272-1000 Hotline: (800)554-6931,TX/PV/OS/OR/IO/SS/CM/SG/PI,23225,,3476VA23225
Richmond Aftercare Inc,Mens Program,,1109 Bainbridge Street,,,Richmond,VA,23224,(804)231-5592,TX/OS/RR/HH,23224,,5812VA23224
Saint Marys Hospital,Outpatient Services,,2006 Bremo Road,Suite 102-A,,Richmond,VA,23226,(804)282-1609 Hotline:,TX/PV/OS/OR/IO/HV/SS,23226,,0202VA23226
Saint Marys Hospital,Psychiatric Unit Substance Abuse Servs,,5801 Bremo Road,7th Aoor,,Richmond,VA,23226,(804)282-1609,TX/PV/OS/OR/IO/DD/SS/MC/FG/PI,23226,,3003VA23226
Veterans Affairs Medical Center,Substance Abuse Treatment Program,,1201 Broad Rock Boulevard,,,Richmond,VA,23249,,TX/ML/OS/DT/OD/IO/ID/IR/DD/HV/PW/GH/FG/PI,23249,,1142VA23249
Virginia Health Center,,,2203 East Broad Street,,,Richmond,VA,23223,(804)643-0002,TX/PV/OS/OR/IO/AD/SS/FG,23223,,7718VA23223
Williamsburg Place of Richmond,,,10049 Midlothian Turnpike,Suite B-2,,Richmond,VA,23235,(804)320-8032 Hotline: (800)582-6066,TX/PV/OS/OR/IO/SS/PI,23235,,3977VA23235
Bethany Hall Recovery Home for,Chemically Dependent Women,,1109 Franklin Road SW,,,Roanoke,VA,24016,(540)343-4261,TX/PV/OS/RR/DD/HV/PW/SS/TC/MD/FG,24016,,9409VA24016
Walnut Avenue Clinic And Associates,,,16 Walnut Avenue SW,,,Roanoke,VA,24016,(540)345-6468,TX/PV/OS/OR/IO/AD/DD/SG,24016,,7100VA24016
Carilion Franklin Memorial Hospital,,,180 Aoyd Avenue,,,Rocky Mount,VA,24151,(540)483-5277,OS/DT/ID/GH,24151,,6964VA24151
Lewis Gale Medical Center,Center for Recovery,,1902 Braeburn Drive,,,Salem,YA,24153,(540)772-2881 Hotline: (800)541-9992,TX/OS/DT/OR/IO/ID/IR/RR/AD/DD/SS/PH,24153,,5139YA24153
Veterans Affairs Medical Center,Substance Abuse Treatment Program,,1970 Roanoke Boulevard,Psychiatry l 16A-4,,Salem,VA,24153,,TX/OS/DT/OR/IO/ID/IR/DD/SS/GH/FG,24153,,2208VA24153
Southside Community Services Board,Halifax County,,424 Hamilton Boulevard,,,South Boston,VA,24592,(804)572-6916 Hotlines: (804)572-2936 (804)738-0154,TX/PV/OS/DT/OR/IO/RD/RR/SS/PH/TC/CM/SC/CJ,24592,,9318VA24592
Shenandoah Counseling Associates PC,,,1048 West Beverley Street,,,Staunton,VA,24401,(540)886-5200,TX/OS/OR/SG/PI,24401,,2032VA24401
Valley Alcohol Safety Action Program,Holiday Court,,Suite B,,,Staunton,VA,24401,(540)886-5616,TX/PV/OS/OR/IO/AD/SS/OH/CJ,24401,,4489VA24401
Shalom ET Benedictus Inc,,,1160 Jordan Springs Road,,,Stephenson,VA,22656,(540)667-0875,TX/PV/OS/RR/AD/DD/PW/SS/PI,22656,,7775VA22656
Office of Dr Richard Key,The Psychiatric Care Center,,1900 North Main Street,Suite 207,,Suffolk,VA,23434,(757)934-4786,TX/OS/DT/ID/DD/GH/MC/MD/FG/PI,23434,,7558VA23434
Western Tidewater Mental Health Center,Substance Abuse Department,,157 North Main Street,Suite D,,Suffolk,VA,23434,(757)925-2484 Hotline: (757)925-2484,TX/PV/OS/OR/AD/DD/HV/PW/CM/FG/PI,23434,,3241VA23434
Dist 19 MH/MR Subst Abuse Services,Surry Counseling Service,,474 Colonial Trail West,,,Surry,VA,23883,(757)294-0037 Hotline: (804)862-8000,TX/PV/OS/DT/OD/OR/AD/DD/SS/CM,23883,,2628VA23883
Addiction Rehabilitation Department,Counseling and Assistance Center,,Building 531,NAS Oceana,,Virginia Beach,VA,23460,(757)433-3433,TX/PV/OS/OR,23460,,9239VA23460
Atlantic Psychiatric Services,,,780 Lynnhaven Parkway,Suite 220,,Virginia Beach,VA,23452,(757)468-0550,TX/PV/OS/OR/AD/SG,23452,,4373VA23452
Crisis Intervention Home,,,811 13th Street,,,Virginia Beach,VA,23451,(757)422-4521,TX/PV/OS/RR/SS,23451,,6556VA23451
First Hospital Corp Recovery Place,and Serenity Lodge at the Beach,,1100 First Colonial Road,,,Virginia Beach,VA,23454,(804)543-6888 Hotlines: (757)496-3500 (757)627-5433,TX/PV/OS/DT/ID/IR/DD/HV/PH,23454,,2887VA23454
Virginia Beach,Comprehensive SA Program/Outpt Servs,,Pembroke Six Street,Suite 126,,Virginia Beach,VA,23462,(757)437-4751 Hotline: (757)437-6150,TX/OS/OR/AD/DD/HV/PW/SS/FG/PI,23462,,5471VA23462
Family Focus Counseling Service PC,,,20-B John Marshall Street,,,Warrenton,VA,20186,(540)349-4537,TX/PV/OS/IO/SS/SG/CJ,20186,,2311VA20186
Rappahannock/Rapidan CSB,Fauquier Family Guidance,,340 Hospital Drive,,,Warrenton,VA,20186,(540)347-2550 Hotline: (540)347-2760,TX/PV/OS/OR/IO/AD/PW/SS/CM,20186,,7124VA20186
Bacon Street Inc,,,247 Mclaws Circle,,,Williamsburg,VA,23185,(757)253-0111,TX/PV/OS/OR/IO/AD/SS/SC/FG/PI,23185,,0041VA23185
Colonial Services Board,Substance Abuse Services,,1657 Merrimac Trail,,,Williamsburg,VA,23185,(757)220-3200 Hotline: (757)220-3200,TX/PV/OS/OR/AD/DD/HV/PW/CM,23185,,4666VA23185
Williamsburg Place,,,5477 Mooretown Road,,,Williamsburg,VA,23188,,TX/OS/DT/OD/OR/IO/RD/RR/DD/SS/OH/PI,23188,,8610VA23188
Council on Alcoholism,Lord Fairfax Community Inc,,512 South Braddock Street,,,Winchester,VA,22601,(540)662-8877,TX/OS/RR/HH,22601,,2323VA22601
First Step,,,129 Youth Develpment Court,,,Winchester,VA,22602,(540)667-8365,TX/PV/OS/OR/IO/AD/DD/SS/FG,22602,,8006VA22602
Winchester Medical Center,Choices Detoxification Unit,,1890 Amherst Street,,,Winchester,VA,22601,(540)722-8140 Hotlines: (800)786-2673 (540)722-8152,TX/PV/OS/DT/ID/AD/DD/GH,22601,,2472VA22601
Northwestern Community Services Board,,,441 North Main Street,,,Woodstock,VA,22664,(540)459-5180 Hotline: (540)459-4742,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/CM,22664,,6922VA22664
The Village/Virgin Islands,Partners in Recovery,l Sion Hill,,,,Christiansted,VI,823,,TX/PV/OS/IO/RR/DD/PW/SS,823,,6230VI00823
Mental Health Alcoholism and Drug Dependency Services/Unit l,,,3500 Richmond Christiansted Street,,,Saint Croix,VI,820,,TX/ML/PV/OS/OD/OR/IO/DD/HV/SS/CJ,820,,5531VI00820
Council on Alcoholism and Drug Dependence Saint Thomas/St John,,,48-5-6A Norre Gade Street,,,Saint Thomas,VI,802,(340)774-4358,TX/PV/OS/RR/HH,802,,0532VI00802
Grays Harbor Community Hospital,Eastcenter Recovery,,1006 North H Street,,,Aberdeen,WA,98520,(206)533-8500,TX/PV/OS/DT/OR/IO/ID/IR/RD/RR/PW/GH/MC/MD/PI,98520,,8649WA98520
Social Trt Opportunity Programs (STOP),,,2700 Simpson Avenue,,,Aberdeen,WA,98520,(206)533-4997,TX/PV/OS/OR/IO/SS/PI,98520,,9588WA98520
Follman Agency,,,1004 7th Street,Suite 207,,Anacortes,WA,98221,(360)293-2293,TX/PV/OS/OR/IO/AD/DD/SS,98221,,3411WA98221
SKAGIT Recovery Center,,,1010-A 6th Street,,,Anacortes,WA,98221,(360)293-3021,TX/PV/OS/OR/IO/AD/SS,98221,,2425WA98221
Focus,,,436 West Avenue North,,,Arlington,WA,98223,(425)349-8130 Hotlines: (206)722-3700 (800)562-1240,TX/PV/OS/OR/IO/SS,98223,,1596WA98223
M K Standish and Associates Inc,,,16404 Smokey Point Boulevard,Suite 109,,Arlington,WA,98223,(360)658-1388,TX/PV/OS/OR/IO/SS/PI,98223,,8871WA98223
Stillaguamish Tribe,Alcohol and Drug Treatment Program,,3439 Stoluckguamish Lane,,,Arlington,WA,98223,,TX/PV/OS/OR/IO/AD/SS/CM/MD/PI,98223,,6582WA98223
Future Visions (FVP Enterprises),DBA Social Trt Opp Progs STOP/Auburn,,620 M Street NE,,,Auburn,WA,98002,(253)735-2718,TX/PV/OS/OR/IO/SS/PI,98002,,2615WA98002
Lakeside Milam Recovery Centers,,,1833 Auburn Way North,Suite A,,Auburn,WA,98002,(253)735-5378,TX/PV/OS/OR/IO/AD/SS/PI,98002,,3295WA98002
Muckleshoot Tribal Alcohol and Drug Program,,,39015 172nd Avenue South East,,,Auburn,WA,98092-9763,(253)939-4113,TX/PV/OS/OR/IO/SS,98092,9763.0,7074WA98092
Muckleshoot Tribal Alcoholism Program,Muckleshoot Alcohol Drug Program,,39015 172nd Avenue SE,,,Auburn,WA,98092,(253)939-6648,TX/PV/OS/OR/IO/PW/SS/MD,98092,,9931WA98092
Bainbridge Island Recovery Center Inc,,,600 Winslow Way East,Suite 135,,Bainbridge Island,WA,98110,(206)842-9330,TX/PV/OS/OR/IO/AD/SS/PI,98110,,2859WA98110
C and P Counseling,,,1200 112th Avenue NE,Suite C-179,,Bellevue,WA,98004,(425)451-8313,TX/OS/OR/IO/DD/HV/PW/SS/FG/PI,98004,,3597WA98004
Coastal Treatment Services,,,12443 Bel Red Road,Building 300 Suite 320,,Bellevue,WA,98005,(425)646-4406,TX/PV/OS/OR/IO/RR/DD/SS/CM/SG/PI,98005,,3786WA98005
Group Health Behavioral Health Servs,,,13451 SE 36th Street,,,Bellevue,WA,98006,(206)654-4361,TX/PV/OS/OR/IO/AD/DD/SS/SG,98006,,4021WA98006
Open Door Behavioral Health Services,,,2840 Northup Way,,,Bellevue,WA,98004,(425)828-6933,TX/PV/OS/OR/IO/AD/SS/CM/PI,98004,,6433WA98004
Youth Easts1de Services (YES),,,16150 NE 8th Street,,,Bellevue,WA,98008,(425)747-4937,TX/PV/OS/OR/AD/DD/HV/PW/SS/CM/CH/PI,98008,,2366WA98008
Chambers and Wells Counseling,,,1300 North State Street,Suite 206,,Bellingham,WA,98225-4730,(360)733-6388,TX/PV/OS/OR/IO/AD/DD/SS/SG/MD/PI,98225,4730.0,6589WA98225
Lummi Care Program,,,1790 Bayon Road,,,Bellingham,WA,98225,,TX/PV/OS/DT/OD/OR/IO/AD/SS,98225,,8711WA98225
Pacific Recovery Healing Center,,,2502 Cedarwood Avenue,Suite 3,,Bellingham,WA,98225-1464,(360)715-8959,TX/PV/OS/OR/IO/SS/SG/PI,98225,1464.0,3003WA98225
Saint Joseph Hospital Recovery Center,Inpatient and Outpatient,,809 East Chestnut Street,,,Bellingham,WA,98225-5298,,TX/OS/DT/IO/ID/IR/AD/DD/HV/PW/GH/MC/FG/PI,98225,5298.0,6144WA98225
Saint Josephs Recovery House,,,1209 Girard Street,,,Bellingham,WA,98225,(360)715-6558,TX/OS/RR/PW/SS/GH/OH/CO/SC,98225,,2384WA98225
Sea Mar Substance Abuse Program,,,2209 Elm Street,Suite AZC,,Bellingham,WA,98225,(360)734-5458,TX/PV/OS/OR/IO/AD/HV/PW/SS/CM/CJ/MD/PI,98225,,7339WA98225
Sehome Behavioral Health Inc,,,I I I 6 Key Street,,,Bellingham,WA,98225-5224,(360)671-1369,TX/PV/OS/OR/IO/DD/SS/CM/SG,98225,5224.0,1723WA98225
The Belair Clinic,,,I 130 North State Street,,,Bellingham,WA,98225,(360)676-4485,TX/PV/OS/OR/IO/DD/SS/SG/PI,98225,,4759WA98225
Alpha Center for Treatment Inc,,,!0614 Beardslee Boulevard,Suite D,,Bothell,WA,98011,(425)483-4664,TX/OS/OR/IO/SS/PI,98011,,5613WA98011
Residence XII,,,14506 Juanita Drive NE,,,Bothell,WA,98011,(206)251-6202,TX/OS/OR/IO/RR/SS/PI,98011,,5660WA98011
Agape Unlimited,,,5464 Kitsap Way,,,Bremerton,WA,98312,(360)373-1529,TX/PV/OS/OR/IO/DD/HV/PW/SS/CH/MD/PI,98312,,9335WA98312
Group Health Adapt/Bremerton,Alcohol and Drug Abuse Unit,,5002 Kitsap Way,Suite 202,,Bremerton,WA,98312,(360)405-5070,TX/OS/OR/IO/AD/SS/PI,98312,,9898WA98312
KITSAP Mental Health Services,Youth MICA Program,,5455 Almira Drive,,,Bremerton,WA,98311,(360)479-4994 Hotlines: (360)479-3033 (800)843-4793,TX/PV/OS/OR/AD/DD/CM/MD/PI,98311,,9107WA98311
KITSAP Recovery Center,,,1975 NE Fuson Road,,,Bremerton,WA,98311,(360)337-4625,TX/OS/DT/OR/IO/RD/RR/SS,98311,,9528WA98311
Navy Alcohol Treatment Department,,,1400 Farragut Avenue,Building 491 2nd Floor,,Bremerton,WA,98314-5001,(360)476-2594,TX/PV/OS/DT/OD/OR/IO/SS/FG,98314,5001.0,8619WA98314
Olympic Educational Services,District 114/Youth Recovery Program,,I05 National Avenue North,,,Bremerton,WA,98312,(206)478-0993,TX/PV/OS/OR/AD/SC/MD/PI,98312,,9940WA98312
Right Choice Counseling Service,,,1740 Northeast Riddell Road,Suite 314,,Bremerton,WA,98310,(360)737-4077,TX/PV/OS/OR/IO/SS/PI,98310,,5899WA98310
Tara Counseling Center Inc,,,3627 Wheaton Way,Suite F,,Bremerton,WA,98310,(360)373-8645,TX/PV/OS/OR/IO/HV/SS/SG/CJ/PI,98310,,6906WA98310
South King County Recovery Centers,,,15025 4th Avenue SW,,,Burien,WA,98166-2301,(206)242-3506,TX/PV/OS/OR/IO/DD/SS/MD/PI,98166,2301.0,0851WA98166
